2016-10-12 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-12 00:00:00,Close2016-10-12 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-12 00:00:00,LastSRUN,SRUN2016-10-12 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-11 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-11 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-11 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-11 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,68.97,1.5805,0.0272564789991,1.0,-1.0,1.0,-1.0,1.0,13.0,2016-09-22,790.25,3.0,1.0,1.0,34485.0,0.0272564789991,68.97,soft,1.0,1.0,2016-09-22,1.0,1.0,14.0,14.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1,-1,1,1.0,1,2819.81903485,2819.81903485,-2819.81903485,2819.81903485,2819.81903485,-2819.81903485,2819.81903485,-2819.81903485,0.0,-2819.81903485,2819.81903485,-2819.81903485,2819.81903485,2819.81903485,2819.81903485,-2819.81903485,2819.81903485,-2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,2819.81903485,0.0,2819.81903485,-2819.81903485
CU,@EUZ6,1.10405,0.0067325,-0.00356498194946,-1.0,-1.0,1.0,-1.0,1.0,-37.0,2016-08-18,841.5625,3.0,1.0,1.0,138006.25,-0.00356498194946,1.10405,currency,1.0,-1.0,2016-08-18,1.0,1.0,-38.0,-38.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,-1475.96937049,1475.96937049,1475.96937049,-1475.96937049,-1475.96937049,1475.96937049,1475.96937049,-1475.96937049,-0.0,1475.96937049,-1475.96937049,1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,1475.96937049,1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-1475.96937049,-0.0,-1475.96937049,-1475.96937049,-1475.96937049,1475.96937049,1475.96937049,1475.96937049
DX,@DXZ6,97.962,0.55145,0.0027637882324,1.0,1.0,-1.0,1.0,1.0,8.0,2016-09-29,551.45,4.0,1.0,1.0,97962.0,0.0027637882324,97.962,currency,-1.0,1.0,2016-09-29,1.0,1.0,9.0,9.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,1082.98489129,1082.98489129,1082.98489129,-1082.98489129,-1082.98489129,1082.98489129,1082.98489129,-1082.98489129,0.0,1082.98489129,-1082.98489129,1082.98489129,-1082.98489129,-1082.98489129,1082.98489129,-1082.98489129,1082.98489129,-1082.98489129,1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,-1082.98489129,0.0,1082.98489129,-1082.98489129
EBL,BDZ6,163.3,0.6905,-0.00256535548497,-1.0,-1.0,1.0,-1.0,-1.0,20.0,2016-09-28,760.1024,3.0,1.0,1.0,179760.64,-0.00256535548497,163.3,rates,-1.0,-1.0,2016-09-28,-1.0,-1.0,21.0,21.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,0.0,1.0,1,1,1,1.0,1,-1383.44983142,1383.44983142,-1383.44983142,1383.44983142,1383.44983142,-1383.44983142,1383.44983142,-1383.44983142,-0.0,1383.44983142,-1383.44983142,1383.44983142,-1383.44983142,-1383.44983142,1383.44983142,-1383.44983142,1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,-1383.44983142,1383.44983142,-0.0,-0.0,-0.0,-0.0,-1383.44983142,-1383.44983142,-1383.44983142
EBM,BLZ6,131.49,0.1785,-0.000987691840146,-1.0,-1.0,1.0,-1.0,-1.0,17.0,2016-09-28,196.4928,11.0,2.0,2.0,144744.192,-0.000987691840146,131.49,rates,-1.0,-1.0,2016-09-28,-1.0,-1.0,18.0,18.0,1.0,0.0,1.0,11.0,0.0,1.0,11.0,1.0,2.0,11.0,-1.0,2.0,11.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,0.0,1.0,1,1,1,1.0,1,-1572.58923082,1572.58923082,-1572.58923082,1572.58923082,1572.58923082,-1572.58923082,1572.58923082,-1572.58923082,-0.0,1572.58923082,-1572.58923082,1572.58923082,-1572.58923082,-1572.58923082,1572.58923082,-1572.58923082,1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,-1572.58923082,1572.58923082,-0.0,-0.0,-0.0,-0.0,-1572.58923082,-1572.58923082,-1572.58923082
EBS,EZZ6,112.075,0.03925,-0.000178420090102,-1.0,-1.0,1.0,-1.0,-1.0,-13.0,2016-09-22,43.2064,47.0,6.0,6.0,123372.16,-0.000178420090102,112.075,rates,-1.0,-1.0,2016-09-27,1.0,1.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,0,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
ED,@EDZ6,99.045,0.02175,5.04846526654e-05,1.0,1.0,1.0,-1.0,-1.0,16.0,2016-09-19,54.375,37.0,5.0,5.0,247612.5,5.04846526654e-05,99.045,rates,-1.0,-1.0,2016-09-19,-1.0,-1.0,17.0,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0,1,1,1,-1,1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,0.0,-1,1,0,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
EMD,@EMDZ6,1523.6,18.745,0.00388746129011,1.0,-1.0,-1.0,-1.0,1.0,13.0,2016-09-22,1874.5,2.0,1.0,1.0,152360.0,0.00388746129011,1523.6,index,1.0,1.0,2016-09-22,1.0,1.0,14.0,14.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,-1,1,1.0,0,1184.58720432,1184.58720432,-1184.58720432,1184.58720432,1184.58720432,-1184.58720432,1184.58720432,-1184.58720432,0.0,-1184.58720432,-1184.58720432,-1184.58720432,1184.58720432,1184.58720432,1184.58720432,-1184.58720432,1184.58720432,-1184.58720432,1184.58720432,-1184.58720432,1184.58720432,1184.58720432,1184.58720432,0.0,1184.58720432,1184.58720432,0.0,0.0,1184.58720432,1184.58720432,0.0,1184.58720432,-1184.58720432
ES,@ESZ6,2131.5,20.3375,-0.00140548137737,-1.0,1.0,1.0,1.0,1.0,-17.0,2016-09-16,1016.875,2.0,1.0,1.0,106575.0,-0.00140548137737,2131.5,index,1.0,1.0,2016-09-16,1.0,1.0,-18.0,-18.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,0.0,-1,-299.578355587,299.578355587,299.578355587,-299.578355587,-299.578355587,299.578355587,-299.578355587,299.578355587,-0.0,-299.578355587,-299.578355587,-299.578355587,299.578355587,299.578355587,-299.578355587,299.578355587,299.578355587,-299.578355587,299.578355587,-299.578355587,299.578355587,-0.0,-0.0,299.578355587,299.578355587,-299.578355587,-299.578355587,-299.578355587,-0.0,-299.578355587,299.578355587,299.578355587,299.578355587
FC,@GFX6,117.775,3.025551094,-0.0150533138198,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-10-03,1512.775547,2.0,1.0,1.0,58887.5,-0.0150533138198,117.775,meat,1.0,1.0,2016-10-04,-1.0,-1.0,6.0,6.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,1,1.0,0,-1772.90403512,1772.90403512,1772.90403512,-1772.90403512,-1772.90403512,1772.90403512,-1772.90403512,1772.90403512,-0.0,-1772.90403512,-1772.90403512,-1772.90403512,1772.90403512,1772.90403512,1772.90403512,-1772.90403512,-1772.90403512,1772.90403512,1772.90403512,-1772.90403512,-1772.90403512,-1772.90403512,-1772.90403512,-0.0,-1772.90403512,-1772.90403512,-1772.90403512,-1772.90403512,-1772.90403512,-0.0,-0.0,1772.90403512,1772.90403512
FCH,MTV6,4451.5,65.725,-0.00358142137661,-1.0,1.0,1.0,-1.0,1.0,-5.0,2016-10-04,723.5008,3.0,1.0,1.0,49002.112,-0.00358142137661,4451.5,index,1.0,1.0,2016-09-22,1.0,1.0,14.0,14.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,-526.491634247,526.491634247,526.491634247,-526.491634247,-526.491634247,526.491634247,-526.491634247,526.491634247,-0.0,-526.491634247,-526.491634247,526.491634247,-526.491634247,526.491634247,-526.491634247,526.491634247,526.491634247,-526.491634247,-526.491634247,-526.491634247,526.491634247,-526.491634247,-526.491634247,-0.0,526.491634247,-526.491634247,-526.491634247,-526.491634247,-0.0,-526.491634247,526.491634247,526.491634247,526.491634247
FDX,DXMZ6,10508.5,169.575,-0.00506532853626,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2016-09-23,933.3408,3.0,1.0,1.0,57838.784,-0.00506532853626,10508.5,index,1.0,1.0,2016-09-23,1.0,1.0,12.0,12.0,-1.0,0.0,1.0,3.0,0.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,-1,1,1.0,0,-878.917329294,878.917329294,878.917329294,-878.917329294,-878.917329294,878.917329294,-878.917329294,878.917329294,-0.0,878.917329294,878.917329294,878.917329294,-878.917329294,-878.917329294,-878.917329294,878.917329294,-878.917329294,878.917329294,-878.917329294,878.917329294,-878.917329294,-878.917329294,-878.917329294,-0.0,-878.917329294,-878.917329294,-0.0,-0.0,-878.917329294,-878.917329294,-0.0,-878.917329294,878.917329294
FEI,IEZ6,100.305,0.01125,4.98504486541e-05,1.0,1.0,1.0,-1.0,-1.0,13.0,2016-09-22,30.96,65.0,9.0,9.0,276039.36,4.98504486541e-05,100.305,rates,-1.0,-1.0,2016-09-22,-1.0,-1.0,14.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0,1,1,1,-1,1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,0.0,-1,1,0,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
FFI,LFZ6,6981.0,85.35,-0.00647548566142,-1.0,1.0,1.0,1.0,-1.0,12.0,2016-09-23,1042.1235,2.0,1.0,1.0,85238.01,-0.00647548566142,6981.0,index,1.0,1.0,2016-09-23,-1.0,-1.0,13.0,13.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,-1,1,1.0,0,-1103.91502313,1103.91502313,1103.91502313,-1103.91502313,-1103.91502313,1103.91502313,-1103.91502313,1103.91502313,-0.0,-1103.91502313,-1103.91502313,-1103.91502313,1103.91502313,1103.91502313,1103.91502313,-1103.91502313,1103.91502313,-1103.91502313,1103.91502313,-1103.91502313,-1103.91502313,-1103.91502313,-1103.91502313,-0.0,-1103.91502313,-1103.91502313,-1103.91502313,-1103.91502313,-1103.91502313,-1103.91502313,-0.0,1103.91502313,1103.91502313
FLG,LGZ6,127.16,0.736,-0.00422866092404,-1.0,-1.0,1.0,-1.0,-1.0,3.0,2016-09-27,898.656,3.0,1.0,1.0,155262.36,-0.00422866092404,127.16,rates,-1.0,-1.0,2016-10-06,-1.0,-1.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,0.0,1.0,1,1,1,1.0,1,-1969.65562412,1969.65562412,-1969.65562412,1969.65562412,1969.65562412,-1969.65562412,1969.65562412,-1969.65562412,-0.0,1969.65562412,-1969.65562412,1969.65562412,-1969.65562412,-1969.65562412,1969.65562412,-1969.65562412,1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,-1969.65562412,1969.65562412,-0.0,-0.0,-0.0,-0.0,-1969.65562412,-1969.65562412,-1969.65562412
FSS,LLZ6,99.61,0.0175,-0.000100381449508,-1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-09-09,26.709375,75.0,10.0,10.0,152029.7625,-0.000100381449508,99.61,rates,-1.0,-1.0,2016-09-09,1.0,1.0,-23.0,-23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,1,0,0.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
