rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-02 18:00:34 ctwo:0.0511 csi:0.05113 @PXZ6,2016-10-02 18:00:34,0.0511,2016-09-30 20:00:00,0.05113,-0.000586739683161,0.000586739683161,Close,1 days 22:00:34.000000000,1.91706018519
2016-10-02 18:00:45 ctwo:0.0511 csi:0.05113 @PXZ6,2016-10-02 18:00:45,0.0511,2016-09-30 20:00:00,0.05113,-0.000586739683161,0.000586739683161,Open,1 days 22:00:45.000000000,1.9171875
2016-10-02 18:00:26 ctwo:131.203125 csi:131.125 @TYZ6,2016-10-02 18:00:26,131.203125,2016-09-30 20:00:00,131.125,0.000595805529075,0.000595805529075,Close,1 days 22:00:26.000000000,1.91696759259
2016-10-02 18:00:23 ctwo:0.7623625 csi:0.76285 @CDZ6,2016-10-02 18:00:23,0.7623625,2016-09-30 20:00:00,0.76285,-0.000639050927443,0.000639050927443,Close,1 days 22:00:23.000000000,1.91693287037
2016-10-02 21:00:07 ctwo:463.9 csi:463.6 @RSX6,2016-10-02 21:00:07,463.9,2016-09-30 20:00:00,463.6,0.000647109577222,0.000647109577222,Close,2 days 01:00:07.000000000,2.04174768519
2016-10-02 21:00:27 ctwo:463.9 csi:463.6 @RSX6,2016-10-02 21:00:27,463.9,2016-09-30 20:00:00,463.6,0.000647109577222,0.000647109577222,Open,2 days 01:00:27.000000000,2.04197916667
2016-10-02 18:00:23 ctwo:0.009898 csi:0.0098905 @JYZ6,2016-10-02 18:00:23,0.009898,2016-09-30 20:00:00,0.0098905,0.000758303422476,0.000758303422476,Close,1 days 22:00:23.000000000,1.91693287037
2016-10-02 20:00:14 ctwo:95.5 csi:95.385 @DXZ6,2016-10-02 20:00:14,95.5,2016-09-30 20:00:00,95.385,0.00120564029984,0.00120564029984,Close,2 days 00:00:14.000000000,2.00016203704
2016-10-02 18:00:48 ctwo:1551.5 csi:1549.6 @EMDZ6,2016-10-02 18:00:48,1551.5,2016-09-30 20:00:00,1549.6,0.00122612287042,0.00122612287042,Close,1 days 22:00:48.000000000,1.91722222222
2016-10-02 18:00:48 ctwo:1.0337 csi:1.035 @SFZ6,2016-10-02 18:00:48,1.0337,2016-09-30 20:00:00,1.035,-0.00125603864734,0.00125603864734,Close,1 days 22:00:48.000000000,1.91722222222
2016-10-02 18:01:02 ctwo:1.0337 csi:1.035 @SFZ6,2016-10-02 18:01:02,1.0337,2016-09-30 20:00:00,1.035,-0.00125603864734,0.00125603864734,Open,1 days 22:01:02.000000000,1.91738425926
2016-10-02 18:00:49 ctwo:19.24 csi:19.214 QSIZ6,2016-10-02 18:00:49,19.24,2016-09-30 20:00:00,19.214,0.00135317997294,0.00135317997294,Close,1 days 22:00:49.000000000,1.9172337963
2016-10-02 20:00:17 ctwo:178.5 csi:178.25 @OZ6,2016-10-02 20:00:17,178.5,2016-09-30 20:00:00,178.25,0.00140252454418,0.00140252454418,Close,2 days 00:00:17.000000000,2.00019675926
2016-10-02 18:00:37 ctwo:168.40625 csi:168.15625 @USZ6,2016-10-02 18:00:37,168.40625,2016-09-30 20:00:00,168.15625,0.00148671250697,0.00148671250697,Close,1 days 22:00:37.000000000,1.91709490741
2016-10-02 20:00:18 ctwo:9.9 csi:9.885 @RRX6,2016-10-02 20:00:18,9.9,2016-09-30 20:00:00,9.885,0.00151745068285,0.00151745068285,Close,2 days 00:00:18.000000000,2.00020833333
2016-10-02 20:00:34 ctwo:9.9 csi:9.885 @RRX6,2016-10-02 20:00:34,9.9,2016-09-30 20:00:00,9.885,0.00151745068285,0.00151745068285,Open,2 days 00:00:34.000000000,2.00039351852
2016-10-02 18:01:01 ctwo:15.75 csi:15.775 @VXV6,2016-10-02 18:01:01,15.75,2016-09-30 20:00:00,15.775,-0.00158478605388,0.00158478605388,Open,1 days 22:01:01.000000000,1.91737268519
2016-10-02 18:00:50 ctwo:15.75 csi:15.775 @VXV6,2016-10-02 18:00:50,15.75,2016-09-30 20:00:00,15.775,-0.00158478605388,0.00158478605388,Close,1 days 22:00:50.000000000,1.91724537037
2016-10-02 18:00:32 ctwo:1246.2 csi:1248.3 @TFSZ6,2016-10-02 18:00:32,1246.2,2016-09-30 20:00:00,1248.3,-0.00168228791156,0.00168228791156,Open,1 days 22:00:32.000000000,1.91703703704
2016-10-02 18:00:09 ctwo:1246.2 csi:1248.3 @TFSZ6,2016-10-02 18:00:09,1246.2,2016-09-30 20:00:00,1248.3,-0.00168228791156,0.00168228791156,Close,1 days 22:00:09.000000000,1.91677083333
2016-10-02 20:00:02 ctwo:952.25 csi:954.0 @SX6,2016-10-02 20:00:02,952.25,2016-09-30 20:00:00,954.0,-0.00183438155136,0.00183438155136,Close,2 days 00:00:02.000000000,2.00002314815
2016-10-02 18:00:22 ctwo:722.9 csi:721.5 QPAZ6,2016-10-02 18:00:22,722.9,2016-09-30 20:00:00,721.5,0.0019404019404,0.0019404019404,Close,1 days 22:00:22.000000000,1.9169212963
2016-10-02 20:00:14 ctwo:336.0 csi:336.75 @CZ6,2016-10-02 20:00:14,336.0,2016-09-30 20:00:00,336.75,-0.0022271714922,0.0022271714922,Close,2 days 00:00:14.000000000,2.00016203704
2016-10-02 20:00:34 ctwo:336.0 csi:336.75 @CZ6,2016-10-02 20:00:34,336.0,2016-09-30 20:00:00,336.75,-0.0022271714922,0.0022271714922,Open,2 days 00:00:34.000000000,2.00039351852
2016-10-02 18:00:54 ctwo:2.899 csi:2.906 QNGX6,2016-10-02 18:00:54,2.899,2016-09-30 20:00:00,2.906,-0.00240880935994,0.00240880935994,Open,1 days 22:00:54.000000000,1.91729166667
2016-10-02 18:00:38 ctwo:2.899 csi:2.906 QNGX6,2016-10-02 18:00:38,2.899,2016-09-30 20:00:00,2.906,-0.00240880935995,0.00240880935995,Close,1 days 22:00:38.000000000,1.91710648148
2016-10-02 18:00:19 ctwo:1.2964 csi:1.2997 @BPZ6,2016-10-02 18:00:19,1.2964,2016-09-30 20:00:00,1.2997,-0.00253904747249,0.00253904747249,Close,1 days 22:00:19.000000000,1.91688657407
2016-10-02 18:00:51 ctwo:1031.8 csi:1034.5 QPLF7,2016-10-02 18:00:51,1031.8,2016-09-30 20:00:00,1034.5,-0.00260995650073,0.00260995650073,Close,1 days 22:00:51.000000000,1.91725694444
2016-10-02 18:00:50 ctwo:1321.1 csi:1317.1 QGCZ6,2016-10-02 18:00:50,1321.1,2016-09-30 20:00:00,1317.1,0.00303697517273,0.00303697517273,Close,1 days 22:00:50.000000000,1.91724537037
2016-10-03 09:31:41 ctwo:119.25 csi:119.65 @GFX6,2016-10-03 09:31:41,119.25,2016-09-30 20:00:00,119.65,-0.00334308399499,0.00334308399499,Open,2 days 13:31:41.000000000,2.56366898148
2016-10-03 08:01:38 ctwo:204.3 csi:205.0 @OJX6,2016-10-03 08:01:38,204.3,2016-09-30 20:00:00,205.0,-0.00341463414634,0.00341463414634,Open,2 days 12:01:38.000000000,2.50113425926
2016-10-02 06:15:12 ctwo:314.0 csi:315.15 SSV6,2016-10-02 06:15:12,314.0,2016-09-30 20:00:00,315.15,-0.00364905600508,0.00364905600508,Close,1 days 10:15:12.000000000,1.42722222222
2016-10-02 18:00:26 ctwo:50.0 csi:50.19 EBZ6,2016-10-02 18:00:26,50.0,2016-09-30 20:00:00,50.19,-0.00378561466428,0.00378561466428,Close,1 days 22:00:26.000000000,1.91696759259
2016-10-02 20:00:13 ctwo:33.31 csi:33.44 @BOZ6,2016-10-02 20:00:13,33.31,2016-09-30 20:00:00,33.44,-0.00388755980861,0.00388755980861,Close,2 days 00:00:13.000000000,2.00015046296
2016-10-02 20:00:24 ctwo:33.31 csi:33.44 @BOZ6,2016-10-02 20:00:24,33.31,2016-09-30 20:00:00,33.44,-0.00388755980861,0.00388755980861,Open,2 days 00:00:24.000000000,2.00027777778
2016-10-02 20:00:13 ctwo:400.25 csi:402.0 @WZ6,2016-10-02 20:00:13,400.25,2016-09-30 20:00:00,402.0,-0.00435323383085,0.00435323383085,Close,2 days 00:00:13.000000000,2.00015046296
2016-10-02 18:00:46 ctwo:48.03 csi:48.24 QCLX6,2016-10-02 18:00:46,48.03,2016-09-30 20:00:00,48.24,-0.00435323383085,0.00435323383085,Open,1 days 22:00:46.000000000,1.91719907407
2016-10-02 18:00:26 ctwo:48.03 csi:48.24 QCLX6,2016-10-02 18:00:26,48.03,2016-09-30 20:00:00,48.24,-0.00435323383085,0.00435323383085,Close,1 days 22:00:26.000000000,1.91696759259
2016-10-02 18:00:51 ctwo:450.25 csi:448.25 GASZ6,2016-10-02 18:00:51,450.25,2016-09-30 20:00:00,448.25,0.00446179587284,0.00446179587284,Close,1 days 22:00:51.000000000,1.91725694444
2016-10-02 19:16:01 ctwo:908.3 csi:912.5 @MMEZ6,2016-10-02 19:16:01,908.3,2016-09-30 20:00:00,912.5,-0.00460273972603,0.00460273972603,Close,1 days 23:16:01.000000000,1.96945601852
2016-10-02 01:10:05 ctwo:5446.0 csi:5416.0 APZ6,2016-10-02 01:10:05,5446.0,2016-09-30 20:00:00,5416.0,0.00553914327917,0.00553914327917,Close,1 days 05:10:05.000000000,1.21533564815
2016-10-02 20:00:12 ctwo:413.0 csi:415.5 @KWZ6,2016-10-02 20:00:12,413.0,2016-09-30 20:00:00,415.5,-0.00601684717208,0.00601684717208,Close,2 days 00:00:12.000000000,2.00013888889
2016-10-03 04:21:12 ctwo:2780.0 csi:2761.0 @CCZ6,2016-10-03 04:21:12,2780.0,2016-09-30 20:00:00,2761.0,0.00688156465049,0.00688156465049,Open,2 days 08:21:12.000000000,2.34805555556
2016-10-03 09:31:53 ctwo:44.3 csi:43.975 @HEZ6,2016-10-03 09:31:53,44.3,2016-09-30 20:00:00,43.975,0.00739056281978,0.00739056281978,Open,2 days 13:31:53.000000000,2.56380787037
2016-10-02 20:45:11 ctwo:344.7 csi:341.7 TWV6,2016-10-02 20:45:11,344.7,2016-09-30 20:00:00,341.7,0.00877963125549,0.00877963125549,Close,2 days 00:45:11.000000000,2.03137731481
2016-10-02 20:15:14 ctwo:9722.0 csi:9600.0 HHIV6,2016-10-02 20:15:14,9722.0,2016-09-30 20:00:00,9600.0,0.0127083333333,0.0127083333333,Close,2 days 00:15:14.000000000,2.0105787037
