2016-07-20 00:00:00,Contract,LastClose,ATR20,PC2016-07-20 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-20 00:00:00,RiskOn,group,SEA2016-07-20 00:00:00,SRUN2016-07-20 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-19 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
CT,@CTZ6,72.35,1.7475,-0.0125562986215,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2016-07-13,-1.0,873.75,3.0,36175.0,72.35,1.0,soft,-1.0,2.0,1.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,-1,-454.224102634,1362.6723079,1362.6723079,1362.6723079,1362.6723079,1362.6723079,-1362.6723079,1362.6723079,1362.6723079,1362.6723079,1362.6723079,-1362.6723079,-1362.6723079,1362.6723079
CU,@EUU6,1.103,0.01086,-0.0010415251551,-1.0,-1.0,1.0,-1.0,1.0,-18.0,2016-06-23,-1.0,1357.5,2.0,137875.0,1.103,1.0,currency,1.0,-18.0,1.0,-17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,-1.0,-1,-1,-143.600280759,287.200561518,287.200561518,287.200561518,-287.200561518,287.200561518,-287.200561518,287.200561518,287.200561518,287.200561518,287.200561518,-287.200561518,-287.200561518,287.200561518
DX,@DXU6,97.263,0.7608,0.00159616097541,1.0,-1.0,-1.0,-1.0,-1.0,-19.0,2016-06-23,1.0,760.8,3.0,97263.0,97.263,-1.0,currency,-1.0,-19.0,-1.0,-18.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1.0,-1,1,155.247404951,465.742214854,-465.742214854,-465.742214854,-465.742214854,-465.742214854,-465.742214854,465.742214854,465.742214854,-465.742214854,465.742214854,-465.742214854,-465.742214854,465.742214854
EBL,BDU6,166.32,0.9755,-0.00102108234729,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-07-08,1.0,1074.51325,2.0,183201.48,166.32,-1.0,rates,1.0,-8.0,1.0,-7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,1,-187.063797225,374.12759445,374.12759445,374.12759445,374.12759445,374.12759445,-374.12759445,374.12759445,374.12759445,374.12759445,-374.12759445,374.12759445,374.12759445,-374.12759445
EBM,BLU6,133.51,0.267,-0.000449202665269,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-07-08,-1.0,294.1005,7.0,147061.265,133.51,-1.0,rates,1.0,-8.0,1.0,-7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,-1,1,-1.0,-1,1,-66.0603121959,462.422185371,462.422185371,462.422185371,462.422185371,462.422185371,-462.422185371,462.422185371,462.422185371,462.422185371,462.422185371,-462.422185371,462.422185371,-462.422185371
EBS,EZU6,112.02,0.06875,-0.000267737617135,-1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-07-11,-1.0,75.728125,27.0,123390.03,112.02,-1.0,rates,1.0,-7.0,1.0,-6.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,1,-33.0361526104,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.135,0.045,-0.000302526092876,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-06-27,-1.0,112.5,18.0,247837.5,99.135,-1.0,rates,1.0,-16.0,1.0,-15.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1,1,-1.0,-1,1,-74.977310543,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
EMD,@EMDU6,1546.8,25.48,0.00467653936087,1.0,1.0,-1.0,1.0,-1.0,-5.0,2016-07-13,-1.0,2548.0,1.0,154680.0,1546.8,1.0,index,-1.0,-5.0,-1.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1,-1,723.36710834,723.36710834,723.36710834,723.36710834,-723.36710834,723.36710834,-723.36710834,723.36710834,723.36710834,723.36710834,-723.36710834,723.36710834,723.36710834,-723.36710834
ES,@ESU6,2167.5,30.1125,0.0040532715692,1.0,-1.0,-1.0,1.0,-1.0,-3.0,2016-06-27,-1.0,1505.625,2.0,108375.0,2167.5,1.0,index,-1.0,-3.0,-1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,1,1.0,1,-1,439.273306312,878.546612623,878.546612623,-878.546612623,-878.546612623,878.546612623,-878.546612623,878.546612623,878.546612623,878.546612623,-878.546612623,878.546612623,878.546612623,-878.546612623
FC,@GFQ6,138.625,3.0225,-0.00911365260901,-1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-07-06,-1.0,1511.25,2.0,69312.5,138.625,1.0,meat,-1.0,-10.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,1.0,1,-1,-631.690046462,1263.38009292,-1263.38009292,-1263.38009292,1263.38009292,-1263.38009292,1263.38009292,-1263.38009292,-1263.38009292,-1263.38009292,1263.38009292,-1263.38009292,-1263.38009292,1263.38009292
FCH,MTQ6,4378.5,107.139217307,0.0113177041229,1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-07-06,-1.0,1180.13847864,2.0,48229.1775,4378.5,1.0,index,-1.0,-10.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,-1,545.843561035,1091.68712207,1091.68712207,1091.68712207,-1091.68712207,1091.68712207,-1091.68712207,1091.68712207,1091.68712207,1091.68712207,-1091.68712207,1091.68712207,1091.68712207,-1091.68712207
FDX,DXMU6,10135.0,236.475,0.0162438584177,1.0,1.0,1.0,1.0,-1.0,-4.0,2016-07-14,-1.0,1302.3860625,2.0,55818.5125,10135.0,1.0,index,-1.0,-4.0,-1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,-1,906.708014138,1813.41602828,1813.41602828,1813.41602828,1813.41602828,1813.41602828,-1813.41602828,1813.41602828,1813.41602828,1813.41602828,-1813.41602828,1813.41602828,1813.41602828,-1813.41602828
FEI,IEZ6,100.33,0.0265,-9.96611520829e-05,-1.0,1.0,1.0,-1.0,1.0,-8.0,2016-07-08,-1.0,72.974375,28.0,276283.7375,100.33,-1.0,rates,1.0,-8.0,1.0,-7.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,1,-1.0,-1,1,-27.534755581,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
FFI,LFU6,6678.5,144.6,0.00541964621754,1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-14,-1.0,1910.4552,2.0,88236.342,6678.5,1.0,index,-1.0,-4.0,-1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,-1,478.20975717,956.419514339,956.419514339,956.419514339,-956.419514339,956.419514339,-956.419514339,956.419514339,956.419514339,956.419514339,-956.419514339,956.419514339,956.419514339,-956.419514339
FLG,LGU6,129.38,0.9665,-0.00231338679827,-1.0,1.0,-1.0,1.0,1.0,19.0,2016-06-23,1.0,1276.9398,2.0,170936.856,129.38,-1.0,rates,1.0,19.0,1.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,1.0,1,1,-395.443066009,790.886132017,-790.886132017,-790.886132017,790.886132017,-790.886132017,-790.886132017,790.886132017,-790.886132017,-790.886132017,-790.886132017,790.886132017,790.886132017,-790.886132017
FSS,LLZ6,99.68,0.0555,0.0,1.0,1.0,-1.0,1.0,-1.0,6.0,2016-07-12,1.0,91.65825,22.0,164621.52,99.68,-1.0,rates,-1.0,6.0,-1.0,5.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1.0,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FV,@FVU6,121.3828125,0.455859375,-0.00122139367447,-1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-07-05,1.0,455.859375,5.0,121382.8125,121.3828125,-1.0,rates,1.0,-11.0,1.0,-10.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,-1,-1,-1.0,-1,1,-148.256199376,741.280996882,741.280996882,741.280996882,741.280996882,741.280996882,-741.280996882,741.280996882,741.280996882,741.280996882,-741.280996882,741.280996882,741.280996882,-741.280996882
GC,QGCQ6,1319.3,24.36,-0.00975756211064,-1.0,-1.0,-1.0,-1.0,-1.0,-10.0,2016-07-06,1.0,2436.0,1.0,131930.0,1319.3,-1.0,metal,-1.0,-10.0,-1.0,-9.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1,1.0,-1,1,-1287.31516926,1287.31516926,1287.31516926,1287.31516926,1287.31516926,1287.31516926,1287.31516926,-1287.31516926,-1287.31516926,1287.31516926,-1287.31516926,1287.31516926,1287.31516926,-1287.31516926
HCM,HHIN6,9005.0,184.270572031,0.00446179587284,1.0,1.0,1.0,1.0,1.0,17.0,2016-06-24,-1.0,1185.78231681,2.0,57947.2329472,9005.0,1.0,index,1.0,17.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,1.0,1,-1,258.548724806,517.097449613,517.097449613,517.097449613,517.097449613,517.097449613,517.097449613,-517.097449613,517.097449613,517.097449613,-517.097449613,517.097449613,517.097449613,-517.097449613
HG,QHGU6,225.4,5.1175,-0.00397702165267,-1.0,1.0,-1.0,1.0,1.0,8.0,2016-07-08,1.0,1279.375,2.0,56350.0,225.4,1.0,metal,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-224.105170128,448.210340256,-448.210340256,-448.210340256,448.210340256,-448.210340256,-448.210340256,448.210340256,-448.210340256,-448.210340256,-448.210340256,448.210340256,-448.210340256,448.210340256
HIC,HSIN6,21890.0,404.698098187,0.010152284264,1.0,1.0,-1.0,1.0,1.0,16.0,2016-06-27,-1.0,2604.23486607,1.0,140862.290862,21890.0,1.0,index,1.0,16.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,1,1.0,1,-1,1430.07401891,1430.07401891,1430.07401891,1430.07401891,-1430.07401891,1430.07401891,1430.07401891,-1430.07401891,1430.07401891,1430.07401891,-1430.07401891,1430.07401891,1430.07401891,-1430.07401891
HO,QHOU6,1.4314,0.05424997,0.0153213221734,1.0,-1.0,1.0,-1.0,-1.0,14.0,2016-06-29,1.0,2278.49874,1.0,60118.8,1.4314,1.0,energy,-1.0,14.0,-1.0,13.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,-1,-1.0,-1,-1,921.099503476,921.099503476,-921.099503476,-921.099503476,921.099503476,-921.099503476,-921.099503476,921.099503476,-921.099503476,-921.099503476,921.099503476,-921.099503476,921.099503476,-921.099503476
JY,@JYU6,0.9379,0.015355,-0.00756573726258,-1.0,1.0,1.0,-1.0,1.0,-8.0,2016-07-08,1.0,1919.375,2.0,117237.5,0.9379,-1.0,currency,1.0,-8.0,1.0,-7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,-1,-1.0,-1,1,-886.988122322,1773.97624464,1773.97624464,-1773.97624464,-1773.97624464,1773.97624464,-1773.97624464,1773.97624464,1773.97624464,1773.97624464,-1773.97624464,1773.97624464,1773.97624464,-1773.97624464
KC,@KCU6,147.0,4.4425,0.00307062436029,1.0,1.0,-1.0,1.0,1.0,-2.0,2016-06-27,-1.0,1665.9375,2.0,55125.0,147.0,1.0,soft,1.0,-2.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,1,-1.0,-1,-1,169.268167861,338.536335722,-338.536335722,338.536335722,-338.536335722,338.536335722,338.536335722,-338.536335722,-338.536335722,-338.536335722,-338.536335722,338.536335722,338.536335722,-338.536335722
KW,@KWU6,406.75,12.1625,-0.00913520097442,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,2016-06-08,-1.0,608.125,4.0,20337.5,406.75,1.0,grain,-1.0,29.0,1.0,-5.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,-1,-185.787149817,743.148599269,743.148599269,743.148599269,743.148599269,743.148599269,-743.148599269,743.148599269,743.148599269,743.148599269,743.148599269,-743.148599269,-743.148599269,743.148599269
LB,@LBU6,327.6,7.845,0.00583358919251,1.0,-1.0,-1.0,-1.0,-1.0,-12.0,2016-07-01,-1.0,862.95,3.0,36036.0,327.6,1.0,soft,-1.0,-12.0,-1.0,-11.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1.0,-1,-1,210.219220141,630.657660424,-630.657660424,-630.657660424,-630.657660424,-630.657660424,-630.657660424,630.657660424,630.657660424,-630.657660424,-630.657660424,630.657660424,630.657660424,-630.657660424
LC,@LEV6,108.075,2.151182387,-0.0127883078328,-1.0,-1.0,-1.0,-1.0,1.0,-4.0,2016-07-14,-1.0,860.4729548,3.0,43230.0,108.075,1.0,meat,1.0,-4.0,1.0,5.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1.0,-1,-1,-552.838547614,1658.51564284,1658.51564284,1658.51564284,1658.51564284,1658.51564284,-1658.51564284,1658.51564284,-1658.51564284,1658.51564284,1658.51564284,-1658.51564284,-1658.51564284,1658.51564284
LCO,EBZ6,48.63,1.735,0.0093399750934,1.0,1.0,1.0,1.0,1.0,5.0,2016-07-13,-1.0,1735.0,2.0,48630.0,48.63,1.0,energy,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,1.0,1,-1,454.202988792,908.405977584,908.405977584,908.405977584,908.405977584,908.405977584,908.405977584,-908.405977584,908.405977584,908.405977584,-908.405977584,908.405977584,908.405977584,-908.405977584
LGO,GASU6,418.75,16.3654509705,0.00916310323009,1.0,-1.0,-1.0,-1.0,1.0,-15.0,2016-06-29,1.0,1636.54509705,2.0,41875.0,418.75,1.0,energy,1.0,-15.0,1.0,-14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,383.70494776,767.40989552,-767.40989552,-767.40989552,-767.40989552,-767.40989552,767.40989552,-767.40989552,-767.40989552,-767.40989552,767.40989552,-767.40989552,767.40989552,-767.40989552
LH,@HEV6,63.875,1.2844746605,-0.00660964230171,-1.0,1.0,1.0,-1.0,1.0,-4.0,2016-07-14,-1.0,513.7898642,4.0,25550.0,63.875,1.0,meat,1.0,-4.0,1.0,-3.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,-1,-168.876360809,675.505443235,675.505443235,-675.505443235,-675.505443235,675.505443235,-675.505443235,675.505443235,675.505443235,675.505443235,675.505443235,-675.505443235,-675.505443235,675.505443235
LRC,LRCU6,1816.0,31.65,0.00220750551876,1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-07-13,-1.0,316.5,7.0,18160.0,1816.0,1.0,soft,-1.0,-5.0,-1.0,-4.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,1,1,1.0,1,-1,40.0883002208,280.618101545,280.618101545,-280.618101545,280.618101545,-280.618101545,-280.618101545,280.618101545,280.618101545,280.618101545,-280.618101545,280.618101545,280.618101545,-280.618101545
LSU,QWV6,533.9,13.455,-0.00298786181139,-1.0,1.0,1.0,1.0,-1.0,15.0,2016-06-29,1.0,672.75,3.0,26695.0,533.9,1.0,soft,-1.0,15.0,-1.0,-14.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,1.0,1,-1,-79.7609710551,239.282913165,-239.282913165,-239.282913165,-239.282913165,-239.282913165,239.282913165,-239.282913165,-239.282913165,-239.282913165,-239.282913165,239.282913165,-239.282913165,239.282913165
MEM,@MMEU6,872.1,18.79,0.00541849204519,1.0,-1.0,-1.0,1.0,-1.0,-2.0,2016-06-27,-1.0,939.5,3.0,43605.0,872.1,1.0,index,-1.0,-2.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1,1,1.0,1,-1,236.273345631,708.820036892,708.820036892,-708.820036892,-708.820036892,708.820036892,-708.820036892,708.820036892,708.820036892,708.820036892,-708.820036892,708.820036892,708.820036892,-708.820036892
MFX,IBQ6,8551.3,260.760838588,0.0098966637142,1.0,-1.0,-1.0,-1.0,1.0,-10.0,2016-07-06,-1.0,2872.28063705,1.0,94192.5695,8551.3,1.0,index,1.0,-10.0,1.0,-9.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,1,-1.0,-1,-1,932.192184718,932.192184718,-932.192184718,-932.192184718,-932.192184718,-932.192184718,932.192184718,-932.192184718,-932.192184718,-932.192184718,-932.192184718,932.192184718,932.192184718,-932.192184718
MP,@PXU6,0.05338,0.0010265,-0.00410447761194,-1.0,1.0,1.0,1.0,-1.0,9.0,2016-07-07,-1.0,513.25,4.0,26690.0,0.05338,1.0,currency,-1.0,9.0,-1.0,8.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,1,-1,-109.548507463,438.194029851,-438.194029851,-438.194029851,-438.194029851,-438.194029851,438.194029851,-438.194029851,438.194029851,-438.194029851,438.194029851,-438.194029851,-438.194029851,438.194029851
MW,@MWU6,485.0,10.1125,-0.00614754098361,-1.0,1.0,1.0,1.0,-1.0,10.0,2016-07-06,-1.0,505.625,4.0,24250.0,485.0,1.0,grain,-1.0,10.0,-1.0,9.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,1,-1.0,1,-1,-149.077868852,596.31147541,-596.31147541,-596.31147541,-596.31147541,-596.31147541,596.31147541,-596.31147541,596.31147541,-596.31147541,596.31147541,-596.31147541,-596.31147541,596.31147541
NE,@NEU6,0.7001,0.010255,-0.00398349694124,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,2016-07-12,-1.0,1025.5,2.0,70010.0,0.7001,1.0,currency,-1.0,-6.0,-1.0,-5.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,-1,-1,-278.884620856,557.769241713,557.769241713,557.769241713,557.769241713,557.769241713,557.769241713,-557.769241713,-557.769241713,557.769241713,557.769241713,-557.769241713,-557.769241713,557.769241713
NG,QNGU6,2.621,0.1005,-0.0252882112309,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,2016-07-01,-1.0,1005.0,2.0,26210.0,2.621,1.0,energy,-1.0,12.0,-1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1.0,-1,-1,-662.804016363,1325.60803273,1325.60803273,1325.60803273,1325.60803273,1325.60803273,1325.60803273,-1325.60803273,1325.60803273,1325.60803273,1325.60803273,-1325.60803273,-1325.60803273,1325.60803273
