2016-09-29 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-29 00:00:00,Close2016-09-29 00:00:00,group,RiskOn,Excess,SEA2016-09-29 00:00:00,SRUN2016-09-29 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-28 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-28 00:00:00,0.5SIG2016-09-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-28 00:00:00,0.75SIG2016-09-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-28 00:00:00,1SIG2016-09-26 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,67.73,1.452,-0.0109521028037,-1.0,-1.0,-1.0,-1.0,1.0,5.0,2016-09-22,726.0,3.0,1.0,1.0,33865.0,-0.0109521028037,67.73,soft,1.0,1.0,1.0,5.0,-1.0,-1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-1112.67888435,1112.67888435,1112.67888435,-1112.67888435,-1112.67888435,1112.67888435,-1112.67888435,1112.67888435,-1112.67888435,1112.67888435,1112.67888435,1112.67888435,-1112.67888435,-1112.67888435,1112.67888435,-1112.67888435,1112.67888435,-1112.67888435,1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-1112.67888435,-0.0,-0.0,-1112.67888435
CU,@EUZ6,1.1252,0.0069340535,-0.000222133368875,-1.0,-1.0,-1.0,-1.0,1.0,-29.0,2016-08-18,866.7566875,3.0,1.0,1.0,140650.0,-0.000222133368875,1.1252,currency,1.0,1.0,1.0,-29.0,-1.0,1.0,-28.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,,2.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-93.7291749967,93.7291749967,93.7291749967,-93.7291749967,-93.7291749967,93.7291749967,-93.7291749967,93.7291749967,-93.7291749967,93.7291749967,93.7291749967,93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,93.7291749967,93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-93.7291749967,-0.0,-0.0,-93.7291749967,-93.7291749967,93.7291749967,-0.0,93.7291749967
DX,@DXZ6,95.472,0.5423388085,0.00142653352354,1.0,-1.0,1.0,-1.0,1.0,-30.0,2016-08-18,542.3388085,4.0,1.0,1.0,95472.0,0.00142653352354,95.472,currency,-1.0,-1.0,1.0,-30.0,1.0,1.0,-29.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,1,1,1,1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,1.0,1,1,0,0.0,1,544.776034237,544.776034237,544.776034237,-544.776034237,-544.776034237,544.776034237,-544.776034237,544.776034237,544.776034237,-544.776034237,544.776034237,-544.776034237,544.776034237,544.776034237,544.776034237,-544.776034237,-544.776034237,544.776034237,544.776034237,544.776034237,-544.776034237,0.0,0.0,544.776034237,-544.776034237,-544.776034237,-544.776034237,-544.776034237,-544.776034237,0.0,544.776034237,544.776034237,544.776034237
EBL,BDZ6,165.74,0.733757862,-0.00246764971411,-1.0,1.0,-1.0,1.0,1.0,12.0,2016-09-13,823.569824309,3.0,1.0,1.0,186026.576,-0.00246764971411,165.74,rates,-1.0,1.0,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,-1.0,-1,-1377.14528125,1377.14528125,-1377.14528125,1377.14528125,1377.14528125,-1377.14528125,-1377.14528125,1377.14528125,1377.14528125,-1377.14528125,1377.14528125,-1377.14528125,1377.14528125,1377.14528125,-1377.14528125,1377.14528125,-1377.14528125,1377.14528125,-1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,1377.14528125,-0.0,-0.0,1377.14528125
EBM,BLZ6,132.14,0.2044319915,-0.000831758034027,-1.0,-1.0,-1.0,1.0,1.0,9.0,2016-09-16,229.45446726,9.0,2.0,2.0,148313.936,-0.000831758034027,132.14,rates,-1.0,1.0,1.0,9.0,1.0,-1.0,8.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,,1.0,9.0,-1.0,,2.0,9.0,1.0,,1,-1,-1,1,1,-1,-1.0,1,-1,-1,1,1,-1,0.0,-1.0,0.0,0.0,1.0,1,1,-1,-1.0,0,-1110.25177043,1110.25177043,-1110.25177043,1110.25177043,1110.25177043,-1110.25177043,-1110.25177043,1110.25177043,1110.25177043,1110.25177043,1110.25177043,-1110.25177043,1110.25177043,-1110.25177043,1110.25177043,-1110.25177043,1110.25177043,-1110.25177043,1110.25177043,1110.25177043,-1110.25177043,1110.25177043,1110.25177043,-0.0,-1110.25177043,1110.25177043,-0.0,1110.25177043,-0.0,-0.0,-1110.25177043,-1110.25177043,-1110.25177043
EBS,EZZ6,112.145,0.044749944,-0.000178308741586,-1.0,1.0,-1.0,1.0,-1.0,12.0,2016-09-13,50.2273371456,40.0,5.0,5.0,125871.548,-0.000178308741586,112.145,rates,-1.0,1.0,-1.0,12.0,-1.0,-1.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,0,1,0,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ED,@EDZ6,99.085,0.02925,0.0,1.0,-1.0,1.0,-1.0,-1.0,8.0,2016-09-19,73.125,28.0,4.0,4.0,247712.5,0.0,99.085,rates,-1.0,1.0,-1.0,8.0,1.0,-1.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,-1,1.0,0.0,0.0,1.0,1.0,1,1,1,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMD,@EMDZ6,1536.1,20.467303079,-0.0119001672456,-1.0,1.0,-1.0,1.0,-1.0,-9.0,2016-09-16,2046.7303079,1.0,1.0,1.0,153610.0,-0.0119001672456,1536.1,index,1.0,1.0,-1.0,-9.0,1.0,-1.0,-8.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-1827.9846906,1827.9846906,-1827.9846906,1827.9846906,-1827.9846906,1827.9846906,-1827.9846906,1827.9846906,1827.9846906,-1827.9846906,1827.9846906,-1827.9846906,1827.9846906,1827.9846906,1827.9846906,-1827.9846906,-1827.9846906,1827.9846906,1827.9846906,1827.9846906,1827.9846906,1827.9846906,1827.9846906,1827.9846906,-1827.9846906,1827.9846906,-0.0,-0.0,-0.0,1827.9846906,-0.0,1827.9846906,1827.9846906
ES,@ESZ6,2148.5,23.819541985,-0.00681844447013,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-09-16,1190.97709925,2.0,1.0,1.0,107425.0,-0.00681844447013,2148.5,index,1.0,1.0,-1.0,-9.0,1.0,-1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,0.0,1.0,0,1,1,1.0,1,-1464.94279441,1464.94279441,-1464.94279441,1464.94279441,-1464.94279441,1464.94279441,-1464.94279441,1464.94279441,1464.94279441,1464.94279441,1464.94279441,1464.94279441,-1464.94279441,-1464.94279441,1464.94279441,-1464.94279441,-1464.94279441,1464.94279441,-1464.94279441,1464.94279441,-1464.94279441,-1464.94279441,-1464.94279441,-1464.94279441,-1464.94279441,-1464.94279441,-0.0,-0.0,-1464.94279441,-0.0,-1464.94279441,-0.0,-1464.94279441
FC,@GFX6,123.925,3.058637663,-0.00581628559968,-1.0,1.0,-1.0,1.0,-1.0,9.0,2016-09-16,1529.3188315,2.0,1.0,1.0,61962.5,-0.00581628559968,123.925,meat,1.0,-1.0,-1.0,9.0,1.0,-1.0,8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-720.78319294,720.78319294,-720.78319294,720.78319294,-720.78319294,720.78319294,720.78319294,-720.78319294,720.78319294,-720.78319294,720.78319294,-720.78319294,720.78319294,720.78319294,720.78319294,-720.78319294,720.78319294,-720.78319294,720.78319294,720.78319294,720.78319294,720.78319294,720.78319294,720.78319294,-720.78319294,720.78319294,720.78319294,-0.0,-0.0,720.78319294,-0.0,720.78319294,720.78319294
FCH,MTV6,4439.5,67.5979596485,0.00248391103082,1.0,1.0,1.0,1.0,1.0,-9.0,2016-09-16,758.719499095,3.0,1.0,1.0,49828.948,0.00248391103082,4439.5,index,1.0,1.0,1.0,-9.0,1.0,1.0,-8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,371.312020775,371.312020775,371.312020775,-371.312020775,371.312020775,-371.312020775,371.312020775,-371.312020775,371.312020775,371.312020775,371.312020775,371.312020775,-371.312020775,-371.312020775,371.312020775,-371.312020775,-371.312020775,371.312020775,371.312020775,371.312020775,-371.312020775,0.0,371.312020775,0.0,-371.312020775,-371.312020775,0.0,0.0,-371.312020775,0.0,-371.312020775,-371.312020775,-371.312020775
FDX,DXMZ6,10390.0,161.53332491,-0.00354847990793,-1.0,1.0,-1.0,1.0,1.0,-8.0,2016-09-19,906.525019392,3.0,1.0,1.0,58308.68,-0.00354847990793,10390.0,index,1.0,1.0,1.0,-8.0,1.0,1.0,-7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,-1.0,-1,-1,-1,-1.0,-1,-620.721538314,620.721538314,-620.721538314,620.721538314,-620.721538314,620.721538314,-620.721538314,620.721538314,620.721538314,-620.721538314,620.721538314,-620.721538314,620.721538314,620.721538314,-620.721538314,620.721538314,620.721538314,-620.721538314,-620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,620.721538314,-0.0,620.721538314,620.721538314,620.721538314
FEI,IEZ6,100.31,0.01175,0.0,1.0,-1.0,1.0,-1.0,-1.0,5.0,2016-09-22,32.9705,61.0,8.0,8.0,281469.86,0.0,100.31,rates,-1.0,1.0,-1.0,5.0,1.0,-1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,-1,1.0,0.0,0.0,1.0,1.0,1,1,1,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,6877.5,82.7972786565,0.0108024691358,1.0,-1.0,-1.0,1.0,1.0,-12.0,2016-09-13,1073.96350145,2.0,1.0,1.0,89208.0525,0.0108024691358,6877.5,index,1.0,1.0,1.0,-12.0,1.0,1.0,-11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,1.0,,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,1927.33446759,1927.33446759,1927.33446759,-1927.33446759,1927.33446759,-1927.33446759,1927.33446759,-1927.33446759,-1927.33446759,-1927.33446759,-1927.33446759,1927.33446759,-1927.33446759,1927.33446759,1927.33446759,-1927.33446759,-1927.33446759,1927.33446759,1927.33446759,-1927.33446759,-1927.33446759,0.0,-1927.33446759,-1927.33446759,1927.33446759,1927.33446759,-1927.33446759,-1927.33446759,0.0,0.0,0.0,0.0,-1927.33446759
FLG,LGZ6,130.7,0.733,-0.00350716681915,-1.0,1.0,-1.0,1.0,1.0,10.0,2016-09-15,950.7743,3.0,1.0,1.0,169530.97,-0.00350716681915,130.7,rates,-1.0,1.0,1.0,10.0,-1.0,1.0,9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,0.0,-1.0,0,-1,-1,-1.0,-1,-1783.72017841,1783.72017841,1783.72017841,-1783.72017841,1783.72017841,-1783.72017841,-1783.72017841,1783.72017841,1783.72017841,-1783.72017841,1783.72017841,-1783.72017841,1783.72017841,1783.72017841,-1783.72017841,1783.72017841,-1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,1783.72017841,-0.0,1783.72017841,1783.72017841,-0.0,1783.72017841,-0.0,1783.72017841
FSS,LLZ6,99.67,0.01725,-0.000100321027287,-1.0,1.0,1.0,1.0,1.0,-14.0,2016-09-09,27.96871875,72.0,9.0,9.0,161602.44625,-0.000100321027287,99.67,rates,-1.0,-1.0,1.0,-14.0,-1.0,1.0,-13.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,0,-1,-1,-1.0,-1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
