2016-10-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-14 00:00:00,Close2016-10-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-14 00:00:00,LastSRUN,SRUN2016-10-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-13 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PL,QPLF7,939.5,20.605704286,0.00707471325973,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-09-30,1030.2852143,2.0,1.0,1.0,46975.0,0.00707471325973,939.5,metal,-1.0,-1.0,2016-09-30,1.0,1.0,-10.0,-10.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,1,1,1,1,664.669310751,664.669310751,-664.669310751,664.669310751,-664.669310751,664.669310751,-664.669310751,664.669310751,-664.669310751,-664.669310751,664.669310751,-664.669310751,664.669310751,664.669310751,664.669310751,-664.669310751,-664.669310751,664.669310751,664.669310751,664.669310751,664.669310751,664.669310751,664.669310751,664.669310751,-664.669310751,664.669310751,0.0,0.0,0.0,0.0,-664.669310751,-664.669310751,664.669310751
RB,QRBZ6,1.4853,0.040027327,0.00582379630257,1.0,1.0,1.0,-1.0,-1.0,-29.0,2016-09-01,1681.147734,2.0,1.0,1.0,62382.6,0.00582379630257,1.4853,energy,1.0,1.0,2016-09-01,-1.0,-1.0,-30.0,-30.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,0,-1,-1,1,-1,1,-1,1.0,-1,1,-1,-1,1,-1,1.0,1.0,0.0,1.0,1.0,1,-1,-1,0,-1,726.607110449,726.607110449,726.607110449,-726.607110449,726.607110449,-726.607110449,726.607110449,-726.607110449,726.607110449,726.607110449,726.607110449,-726.607110449,726.607110449,-726.607110449,-726.607110449,726.607110449,726.607110449,-726.607110449,726.607110449,-726.607110449,-726.607110449,-726.607110449,0.0,-726.607110449,726.607110449,-726.607110449,726.607110449,726.607110449,0.0,726.607110449,726.607110449,726.607110449,-726.607110449
RR,@RRX6,10.16,0.19125,-0.00684261974585,-1.0,1.0,-1.0,1.0,-1.0,29.0,2016-09-01,382.5,6.0,1.0,1.0,20320.0,-0.00684261974585,10.16,grain,1.0,1.0,2016-09-01,-1.0,-1.0,30.0,30.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,-1,-1,-1,-1,-834.252199413,834.252199413,-834.252199413,834.252199413,-834.252199413,834.252199413,-834.252199413,834.252199413,-834.252199413,-834.252199413,834.252199413,-834.252199413,834.252199413,834.252199413,834.252199413,-834.252199413,834.252199413,-834.252199413,834.252199413,834.252199413,834.252199413,834.252199413,834.252199413,834.252199413,-834.252199413,834.252199413,-0.0,-0.0,-0.0,834.252199413,-834.252199413,-834.252199413,834.252199413
RS,@RSX6,487.5,5.78,0.0154134555301,1.0,1.0,-1.0,1.0,1.0,7.0,2016-10-03,87.9756468798,23.0,3.0,3.0,7420.0913242,0.0154134555301,487.5,grain,1.0,1.0,2016-10-03,1.0,1.0,8.0,8.0,1.0,0.0,1.0,23.0,0.0,1.0,23.0,-1.0,2.0,23.0,1.0,2.0,23.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,-1,-1,0,-1,2630.49269606,2630.49269606,2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,0.0,2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,2630.49269606,-2630.49269606,-2630.49269606,-2630.49269606,0.0,-2630.49269606,-2630.49269606,-2630.49269606,-2630.49269606,-2630.49269606,-2630.49269606,0.0,0.0,2630.49269606,-2630.49269606
S,@SX6,962.5,16.925,0.00653594771242,1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-10-03,846.25,3.0,1.0,1.0,48125.0,0.00653594771242,962.5,grain,1.0,-1.0,2016-10-03,1.0,1.0,-9.0,-9.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1,-1,1,1,0,943.62745098,943.62745098,943.62745098,-943.62745098,943.62745098,-943.62745098,-943.62745098,943.62745098,0.0,-943.62745098,943.62745098,-943.62745098,943.62745098,943.62745098,943.62745098,-943.62745098,-943.62745098,943.62745098,943.62745098,943.62745098,-943.62745098,943.62745098,943.62745098,0.0,943.62745098,943.62745098,-943.62745098,0.0,0.0,-943.62745098,0.0,943.62745098,-943.62745098
SB,@SBH7,22.91,0.67,-0.00043630017452,-1.0,-1.0,1.0,-1.0,1.0,15.0,2016-09-22,750.4,3.0,1.0,1.0,25659.2,-0.00043630017452,22.91,soft,1.0,1.0,2016-09-22,1.0,1.0,16.0,16.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1,-1,1,1,1,-33.5853403141,33.5853403141,33.5853403141,-33.5853403141,-33.5853403141,33.5853403141,-33.5853403141,33.5853403141,-0.0,33.5853403141,-33.5853403141,33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,33.5853403141,-33.5853403141,33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-33.5853403141,-0.0,-33.5853403141,33.5853403141
SF,@SFZ6,1.0137,0.00832,-0.00373464373464,-1.0,-1.0,1.0,-1.0,-1.0,-10.0,2016-09-29,1040.0,2.0,1.0,1.0,126712.5,-0.00373464373464,1.0137,currency,1.0,-1.0,2016-09-29,-1.0,-1.0,-11.0,-11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,1.0,1.0,0.0,1.0,1,1,1,1,1,-946.452088452,946.452088452,-946.452088452,946.452088452,-946.452088452,946.452088452,946.452088452,-946.452088452,-946.452088452,946.452088452,-946.452088452,946.452088452,-946.452088452,-946.452088452,946.452088452,-946.452088452,-946.452088452,946.452088452,-946.452088452,946.452088452,-946.452088452,-946.452088452,-946.452088452,-946.452088452,-946.452088452,-946.452088452,-0.0,-946.452088452,-946.452088452,-0.0,-946.452088452,-946.452088452,-946.452088452
SI,QSIZ6,1744.1,47.505,-0.00097376560889,-1.0,-1.0,1.0,-1.0,-1.0,14.0,2016-09-23,2375.25,1.0,1.0,1.0,87205.0,-0.00097376560889,1744.1,metal,-1.0,-1.0,2016-09-23,-1.0,-1.0,15.0,15.0,-1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,0,1,-84.9172299232,84.9172299232,84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,-0.0,84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,84.9172299232,-84.9172299232,-84.9172299232,-84.9172299232,-0.0,-84.9172299232,-84.9172299232,-84.9172299232,-84.9172299232,-84.9172299232,-84.9172299232,-0.0,-0.0,84.9172299232,-84.9172299232
SIN,INV6,8611.0,105.020101013,0.00408115671642,1.0,-1.0,1.0,-1.0,1.0,-3.0,2016-09-12,210.040202026,10.0,2.0,2.0,17222.0,0.00408115671642,8611.0,index,1.0,-1.0,2016-10-10,1.0,1.0,-4.0,-4.0,-1.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,702.856809701,702.856809701,-702.856809701,702.856809701,702.856809701,-702.856809701,-702.856809701,702.856809701,-702.856809701,-702.856809701,702.856809701,-702.856809701,702.856809701,702.856809701,702.856809701,-702.856809701,-702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,702.856809701,0.0,702.856809701,702.856809701,0.0,-702.856809701,-702.856809701,-702.856809701
SJB,BBZ6,151.8,0.224,-0.000395100750691,-1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-09-28,215.053763441,10.0,2.0,2.0,145737.327189,-0.000395100750691,151.8,rates,-1.0,-1.0,2016-09-28,1.0,1.0,-12.0,-12.0,1.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,0,1,1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,1,-1,0,0,-575.809273761,575.809273761,-575.809273761,575.809273761,575.809273761,-575.809273761,575.809273761,-575.809273761,-0.0,575.809273761,575.809273761,575.809273761,-575.809273761,-575.809273761,-575.809273761,575.809273761,575.809273761,-575.809273761,-575.809273761,575.809273761,575.809273761,575.809273761,-0.0,-0.0,575.809273761,575.809273761,575.809273761,575.809273761,575.809273761,575.809273761,-0.0,-575.809273761,-575.809273761
SM,@SMZ6,300.6,6.315,-0.00562355276216,-1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-10-04,631.5,4.0,1.0,1.0,30060.0,-0.00562355276216,300.6,grain,1.0,-1.0,2016-10-04,1.0,1.0,-8.0,-8.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1,-1,0,0,-1,-676.175984122,676.175984122,-676.175984122,676.175984122,-676.175984122,676.175984122,676.175984122,-676.175984122,-0.0,676.175984122,676.175984122,676.175984122,-676.175984122,-676.175984122,-676.175984122,676.175984122,676.175984122,-676.175984122,-676.175984122,676.175984122,676.175984122,-0.0,-0.0,676.175984122,-676.175984122,-676.175984122,676.175984122,676.175984122,-0.0,676.175984122,-0.0,-676.175984122,676.175984122
SMI,SWZ6,8089.0,98.4,0.0135321388297,1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-09-22,993.638291427,3.0,1.0,1.0,81682.3184893,0.0135321388297,8089.0,index,1.0,-1.0,2016-09-22,1.0,1.0,-16.0,-16.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,3316.00942119,3316.00942119,-3316.00942119,3316.00942119,3316.00942119,-3316.00942119,-3316.00942119,3316.00942119,-3316.00942119,-3316.00942119,3316.00942119,-3316.00942119,3316.00942119,3316.00942119,3316.00942119,-3316.00942119,-3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,3316.00942119,0.0,3316.00942119,3316.00942119,0.0,-3316.00942119,-3316.00942119,-3316.00942119
SSG,SSV6,309.25,3.594860688,0.00389547151436,1.0,1.0,1.0,-1.0,-1.0,-5.0,2016-10-06,517.134530389,4.0,1.0,1.0,44486.8014098,0.00389547151436,309.25,index,1.0,-1.0,2016-10-06,-1.0,-1.0,-6.0,-6.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,0,-1,1,1,-1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,0,0,693.188270628,693.188270628,-693.188270628,693.188270628,693.188270628,-693.188270628,-693.188270628,693.188270628,-693.188270628,693.188270628,693.188270628,-693.188270628,693.188270628,-693.188270628,-693.188270628,693.188270628,693.188270628,-693.188270628,-693.188270628,693.188270628,693.188270628,693.188270628,0.0,0.0,693.188270628,693.188270628,693.188270628,693.188270628,693.188270628,693.188270628,-693.188270628,-693.188270628,-693.188270628
STW,TWV6,344.3,4.821845013,-0.00347322720695,-1.0,-1.0,-1.0,-1.0,1.0,-21.0,2016-09-14,482.1845013,5.0,1.0,1.0,34430.0,-0.00347322720695,344.3,index,1.0,-1.0,2016-09-14,1.0,1.0,-22.0,-22.0,-1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,-597.916063676,597.916063676,597.916063676,-597.916063676,-597.916063676,597.916063676,597.916063676,-597.916063676,597.916063676,597.916063676,597.916063676,597.916063676,-597.916063676,-597.916063676,-597.916063676,597.916063676,597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,-597.916063676,597.916063676,-0.0,-597.916063676,-0.0,597.916063676,597.916063676,597.916063676
SXE,EXZ6,3015.0,47.95,0.0175497806277,1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-10-04,526.2033,4.0,1.0,1.0,33086.61,0.0175497806277,3015.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-8.0,-8.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,2322.65098886,2322.65098886,-2322.65098886,2322.65098886,2322.65098886,-2322.65098886,-2322.65098886,2322.65098886,-2322.65098886,-2322.65098886,-2322.65098886,-2322.65098886,2322.65098886,2322.65098886,2322.65098886,-2322.65098886,-2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,2322.65098886,-2322.65098886,0.0,2322.65098886,0.0,-2322.65098886,-2322.65098886,-2322.65098886
TF,@TFSZ6,1209.9,17.395,-0.00337726523888,-1.0,-1.0,-1.0,-1.0,1.0,15.0,2016-09-22,1739.5,2.0,1.0,1.0,120990.0,-0.00337726523888,1209.9,index,1.0,-1.0,2016-09-22,1.0,1.0,-3.0,-3.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,1,1,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,0,0,-817.230642504,817.230642504,817.230642504,-817.230642504,-817.230642504,817.230642504,817.230642504,-817.230642504,817.230642504,817.230642504,817.230642504,817.230642504,-817.230642504,-817.230642504,-817.230642504,817.230642504,-817.230642504,817.230642504,-817.230642504,817.230642504,-817.230642504,-817.230642504,-0.0,-0.0,-817.230642504,-817.230642504,817.230642504,-0.0,-817.230642504,-817.230642504,817.230642504,817.230642504,817.230642504
TU,@TUZ6,109.0390625,0.080078125,0.0,1.0,1.0,1.0,-1.0,-1.0,9.0,2016-09-30,160.15625,13.0,2.0,2.0,218078.125,0.0,109.0390625,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,10.0,10.0,1.0,0.0,1.0,13.0,0.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,-1.0,0,1,1,1,-1,1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,0,0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
TY,@TYZ6,129.859375,0.43984375,-0.00252040326452,-1.0,1.0,1.0,-1.0,-1.0,7.0,2016-10-04,439.84375,5.0,1.0,1.0,129859.375,-0.00252040326452,129.859375,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,8.0,8.0,1.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,0,1,1,1,-1,1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,0,0,1,-1636.48996339,1636.48996339,-1636.48996339,1636.48996339,1636.48996339,-1636.48996339,1636.48996339,-1636.48996339,-0.0,-1636.48996339,-1636.48996339,1636.48996339,-1636.48996339,1636.48996339,1636.48996339,-1636.48996339,1636.48996339,-1636.48996339,-1636.48996339,-1636.48996339,1636.48996339,-0.0,-0.0,-1636.48996339,1636.48996339,1636.48996339,-0.0,-0.0,1636.48996339,1636.48996339,-0.0,1636.48996339,-1636.48996339
US,@USZ6,163.21875,1.3875,-0.0106080697102,-1.0,1.0,1.0,1.0,1.0,7.0,2016-10-04,1387.5,2.0,1.0,1.0,163218.75,-0.0106080697102,163.21875,rates,-1.0,-1.0,2016-10-04,1.0,1.0,8.0,8.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-3462.87175601,3462.87175601,-3462.87175601,3462.87175601,3462.87175601,-3462.87175601,3462.87175601,-3462.87175601,3462.87175601,-3462.87175601,-3462.87175601,-3462.87175601,3462.87175601,3462.87175601,-3462.87175601,3462.87175601,-3462.87175601,3462.87175601,-3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601,3462.87175601
VX,@VXX6,17.325,0.9763146085,-0.0114122681883,-1.0,-1.0,1.0,-1.0,-1.0,3.0,2016-09-20,976.3146085,3.0,1.0,1.0,17325.0,-0.0114122681883,17.325,index,-1.0,1.0,2016-10-10,-1.0,-1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,-1,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,-593.152639087,593.152639087,-593.152639087,593.152639087,593.152639087,-593.152639087,-593.152639087,593.152639087,-593.152639087,593.152639087,-593.152639087,593.152639087,-593.152639087,-593.152639087,593.152639087,-593.152639087,593.152639087,-593.152639087,-593.152639087,-593.152639087,-593.152639087,-593.152639087,-593.152639087,-593.152639087,-593.152639087,593.152639087,-593.152639087,-0.0,-0.0,-0.0,-593.152639087,-593.152639087,-593.152639087
W,@WZ6,421.0,10.375,0.0120192307692,1.0,1.0,1.0,1.0,1.0,18.0,2016-09-19,518.75,4.0,1.0,1.0,21050.0,0.0120192307692,421.0,grain,1.0,1.0,2016-09-19,1.0,1.0,19.0,19.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,0.0,0.0,1,-1,-1,0,-1,1012.01923077,1012.01923077,1012.01923077,-1012.01923077,1012.01923077,-1012.01923077,1012.01923077,-1012.01923077,0.0,1012.01923077,1012.01923077,1012.01923077,-1012.01923077,-1012.01923077,1012.01923077,-1012.01923077,1012.01923077,-1012.01923077,1012.01923077,-1012.01923077,-1012.01923077,-1012.01923077,0.0,-1012.01923077,-1012.01923077,-1012.01923077,0.0,0.0,-1012.01923077,0.0,0.0,1012.01923077,-1012.01923077
YA,APZ6,5415.0,52.8,0.0,1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-10-04,1004.916,2.0,1.0,1.0,103060.9875,0.0,5415.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-8.0,-8.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
YB,HBSM7,98.25,0.0305055975,0.0,1.0,-1.0,1.0,-1.0,-1.0,32.0,2016-08-30,55.7373873042,36.0,5.0,5.0,179514.54,0.0,98.25,rates,-1.0,-1.0,2016-08-30,-1.0,-1.0,33.0,33.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
YM,@YMZ6,18059.0,181.8,0.00210865101826,1.0,1.0,-1.0,1.0,1.0,19.0,2016-09-16,909.0,3.0,1.0,1.0,90295.0,0.00210865101826,18059.0,index,1.0,-1.0,2016-09-16,1.0,1.0,20.0,20.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,-1.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1,-1,571.20193108,571.20193108,-571.20193108,571.20193108,571.20193108,-571.20193108,-571.20193108,571.20193108,-571.20193108,571.20193108,-571.20193108,571.20193108,-571.20193108,-571.20193108,571.20193108,-571.20193108,571.20193108,-571.20193108,-571.20193108,-571.20193108,-571.20193108,-571.20193108,-571.20193108,-571.20193108,-571.20193108,571.20193108,-571.20193108,0.0,0.0,0.0,-571.20193108,-571.20193108,-571.20193108
YT2,HTSZ6,98.3,0.058,-0.000305095087969,-1.0,-1.0,1.0,-1.0,-1.0,17.0,2016-09-30,123.63512,17.0,3.0,3.0,209540.212,-0.000305095087969,98.3,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,18.0,18.0,1.0,1.0,1.0,17.0,1.0,1.0,17.0,1.0,1.0,17.0,-1.0,1.0,17.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,-1086.80472002,1086.80472002,-1086.80472002,1086.80472002,1086.80472002,-1086.80472002,1086.80472002,-1086.80472002,-1086.80472002,1086.80472002,-1086.80472002,1086.80472002,-1086.80472002,-1086.80472002,1086.80472002,-1086.80472002,1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002,1086.80472002,-0.0,-0.0,-0.0,1086.80472002,-1086.80472002,-1086.80472002,-1086.80472002
YT3,HXSZ6,97.76,0.072,-0.000204540805891,-1.0,-1.0,1.0,-1.0,-1.0,16.0,2016-09-30,438.5088,5.0,1.0,1.0,595397.504,-0.000204540805891,97.76,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,17.0,17.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,-608.915426467,608.915426467,-608.915426467,608.915426467,608.915426467,-608.915426467,608.915426467,-608.915426467,-608.915426467,608.915426467,-608.915426467,608.915426467,-608.915426467,-608.915426467,608.915426467,-608.915426467,608.915426467,-608.915426467,-608.915426467,-608.915426467,-608.915426467,-608.915426467,-608.915426467,-608.915426467,-608.915426467,608.915426467,-0.0,-0.0,-0.0,608.915426467,-608.915426467,-608.915426467,-608.915426467
