2016-10-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-14 00:00:00,Close2016-10-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-14 00:00:00,LastSRUN,SRUN2016-10-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-13 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,70.57,1.5895,0.0181791949214,1.0,1.0,-1.0,1.0,1.0,-4.0,2016-10-07,794.75,3.0,1.0,1.0,35285.0,0.0181791949214,70.57,soft,1.0,1.0,2016-10-07,1.0,1.0,-5.0,-5.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1,0,-1,1924.3586784,1924.3586784,1924.3586784,-1924.3586784,1924.3586784,-1924.3586784,1924.3586784,-1924.3586784,0.0,1924.3586784,-1924.3586784,1924.3586784,-1924.3586784,-1924.3586784,1924.3586784,-1924.3586784,-1924.3586784,1924.3586784,1924.3586784,-1924.3586784,-1924.3586784,-1924.3586784,0.0,-1924.3586784,-1924.3586784,-1924.3586784,-1924.3586784,-1924.3586784,-1924.3586784,-1924.3586784,0.0,1924.3586784,-1924.3586784
CU,@EUZ6,1.10095,0.0068,-0.00672140021653,-1.0,-1.0,1.0,-1.0,-1.0,-39.0,2016-08-18,850.0,3.0,1.0,1.0,137618.75,-0.00672140021653,1.10095,currency,1.0,-1.0,2016-08-18,-1.0,-1.0,-40.0,-40.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,0.0,1.0,1.0,0.0,1.0,1,1,1,1,1,-2774.97208815,2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,2774.97208815,2774.97208815,-2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,2774.97208815,-2774.97208815,-2774.97208815,-2774.97208815,-2774.97208815,-2774.97208815,-2774.97208815,-0.0,-2774.97208815,-2774.97208815,-0.0,-2774.97208815,-2774.97208815,-2774.97208815
DX,@DXZ6,97.997,0.54055,0.00491191369798,1.0,-1.0,1.0,-1.0,1.0,10.0,2016-09-29,540.55,4.0,1.0,1.0,97997.0,0.00491191369798,97.997,currency,-1.0,1.0,2016-09-29,-1.0,-1.0,11.0,11.0,-1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1925.41122665,1925.41122665,-1925.41122665,1925.41122665,-1925.41122665,1925.41122665,1925.41122665,-1925.41122665,0.0,-1925.41122665,1925.41122665,-1925.41122665,1925.41122665,1925.41122665,1925.41122665,-1925.41122665,1925.41122665,-1925.41122665,1925.41122665,1925.41122665,1925.41122665,1925.41122665,1925.41122665,1925.41122665,-1925.41122665,1925.41122665,1925.41122665,0.0,0.0,1925.41122665,0.0,1925.41122665,1925.41122665
EBL,BDZ6,163.46,0.687,-0.00183194919394,-1.0,-1.0,1.0,-1.0,-1.0,22.0,2016-09-28,753.9138,3.0,1.0,1.0,179381.004,-0.00183194919394,163.46,rates,-1.0,-1.0,2016-09-28,-1.0,-1.0,23.0,23.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,-985.850657059,985.850657059,-985.850657059,985.850657059,985.850657059,-985.850657059,985.850657059,-985.850657059,-985.850657059,985.850657059,-985.850657059,985.850657059,-985.850657059,-985.850657059,985.850657059,-985.850657059,985.850657059,-985.850657059,-985.850657059,-985.850657059,-985.850657059,-985.850657059,-985.850657059,-985.850657059,-985.850657059,985.850657059,-0.0,-0.0,-0.0,985.850657059,-985.850657059,-985.850657059,-985.850657059
EBM,BLZ6,131.56,0.177,-0.000227980849609,-1.0,-1.0,1.0,-1.0,-1.0,19.0,2016-09-28,194.2398,11.0,2.0,2.0,144373.944,-0.000227980849609,131.56,rates,-1.0,-1.0,2016-09-28,-1.0,-1.0,20.0,20.0,1.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,2.0,11.0,-1.0,2.0,11.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,-362.059438559,362.059438559,-362.059438559,362.059438559,362.059438559,-362.059438559,362.059438559,-362.059438559,-362.059438559,362.059438559,-362.059438559,362.059438559,-362.059438559,-362.059438559,362.059438559,-362.059438559,362.059438559,-362.059438559,-362.059438559,-362.059438559,-362.059438559,-362.059438559,-362.059438559,-362.059438559,-362.059438559,362.059438559,-0.0,-0.0,-0.0,362.059438559,-362.059438559,-362.059438559,-362.059438559
EBS,EZZ6,112.075,0.039,-4.46109921485e-05,-1.0,-1.0,1.0,-1.0,-1.0,12.0,2016-09-27,42.7986,47.0,6.0,6.0,122991.105,-4.46109921485e-05,112.075,rates,-1.0,-1.0,2016-09-27,-1.0,-1.0,13.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,1,1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
ED,@EDZ6,99.065,0.021,5.04744599232e-05,1.0,1.0,1.0,1.0,-1.0,18.0,2016-09-19,52.5,39.0,5.0,5.0,247662.5,5.04744599232e-05,99.065,rates,-1.0,-1.0,2016-09-19,-1.0,-1.0,19.0,19.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0,1,1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,-1,-1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
EMD,@EMDZ6,1516.5,18.81,-0.000197784810127,-1.0,1.0,-1.0,1.0,1.0,15.0,2016-09-22,1881.0,2.0,1.0,1.0,151650.0,-0.000197784810127,1516.5,index,1.0,-1.0,2016-09-22,1.0,1.0,16.0,16.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,-1.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1,-1,-59.9881329114,59.9881329114,59.9881329114,-59.9881329114,-59.9881329114,59.9881329114,59.9881329114,-59.9881329114,59.9881329114,-59.9881329114,59.9881329114,-59.9881329114,59.9881329114,59.9881329114,-59.9881329114,59.9881329114,-59.9881329114,59.9881329114,59.9881329114,59.9881329114,59.9881329114,59.9881329114,59.9881329114,59.9881329114,59.9881329114,-59.9881329114,59.9881329114,-0.0,-0.0,-0.0,59.9881329114,59.9881329114,59.9881329114
ES,@ESZ6,2127.0,20.9125,0.000352733686067,1.0,-1.0,1.0,-1.0,1.0,-19.0,2016-09-16,1045.625,2.0,1.0,1.0,106350.0,0.000352733686067,2127.0,index,1.0,-1.0,2016-09-16,1.0,1.0,-20.0,-20.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,75.0264550264,75.0264550264,-75.0264550264,75.0264550264,75.0264550264,-75.0264550264,-75.0264550264,75.0264550264,-75.0264550264,-75.0264550264,75.0264550264,-75.0264550264,75.0264550264,75.0264550264,75.0264550264,-75.0264550264,-75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,75.0264550264,0.0,75.0264550264,75.0264550264,0.0,-75.0264550264,-75.0264550264,-75.0264550264
FC,@GFX6,115.65,3.030721571,0.00718484650555,1.0,-1.0,1.0,-1.0,-1.0,7.0,2016-10-04,1515.3607855,2.0,1.0,1.0,57825.0,0.00718484650555,115.65,meat,1.0,-1.0,2016-10-04,-1.0,-1.0,8.0,8.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,0,1,830.927498367,830.927498367,-830.927498367,830.927498367,830.927498367,-830.927498367,-830.927498367,830.927498367,0.0,-830.927498367,830.927498367,-830.927498367,830.927498367,830.927498367,-830.927498367,830.927498367,-830.927498367,830.927498367,-830.927498367,830.927498367,830.927498367,830.927498367,0.0,830.927498367,830.927498367,830.927498367,830.927498367,830.927498367,830.927498367,0.0,0.0,-830.927498367,830.927498367
FCH,MTV6,4471.0,67.45,0.0150981950278,1.0,1.0,1.0,1.0,-1.0,15.0,2016-09-22,740.1963,3.0,1.0,1.0,49064.754,0.0150981950278,4471.0,index,1.0,-1.0,2016-09-22,-1.0,-1.0,16.0,16.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,0,0,2222.36767465,2222.36767465,-2222.36767465,2222.36767465,2222.36767465,-2222.36767465,-2222.36767465,2222.36767465,-2222.36767465,2222.36767465,2222.36767465,2222.36767465,-2222.36767465,-2222.36767465,-2222.36767465,2222.36767465,-2222.36767465,2222.36767465,-2222.36767465,2222.36767465,2222.36767465,2222.36767465,0.0,0.0,2222.36767465,2222.36767465,2222.36767465,2222.36767465,2222.36767465,-2222.36767465,-2222.36767465,-2222.36767465,-2222.36767465
FDX,DXMZ6,10577.0,171.975,0.0173126863518,1.0,1.0,1.0,1.0,1.0,13.0,2016-09-23,943.626825,3.0,1.0,1.0,58035.999,0.0173126863518,10577.0,index,1.0,-1.0,2016-09-23,1.0,1.0,14.0,14.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,0.0,1.0,0.0,0.0,-1.0,-1,-1,0,-1,-1,3014.27714341,3014.27714341,-3014.27714341,3014.27714341,3014.27714341,-3014.27714341,-3014.27714341,3014.27714341,-3014.27714341,3014.27714341,3014.27714341,3014.27714341,-3014.27714341,-3014.27714341,3014.27714341,-3014.27714341,3014.27714341,-3014.27714341,-3014.27714341,3014.27714341,-3014.27714341,0.0,-3014.27714341,-3014.27714341,-3014.27714341,3014.27714341,0.0,3014.27714341,0.0,0.0,-3014.27714341,-3014.27714341,-3014.27714341
FEI,IEZ6,100.31,0.0105,0.0,1.0,-1.0,-1.0,-1.0,-1.0,15.0,2016-09-22,28.80675,70.0,9.0,9.0,275200.485,0.0,100.31,rates,-1.0,-1.0,2016-09-22,-1.0,-1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1.0,-1.0,0.0,-1.0,1.0,1,1,0,1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
FFI,LFZ6,6976.0,86.075,0.00460829493088,1.0,1.0,1.0,1.0,-1.0,14.0,2016-09-23,1049.512475,2.0,1.0,1.0,85058.368,0.00460829493088,6976.0,index,1.0,-1.0,2016-09-23,-1.0,-1.0,15.0,15.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,0,0,783.948092166,783.948092166,-783.948092166,783.948092166,783.948092166,-783.948092166,-783.948092166,783.948092166,-783.948092166,783.948092166,783.948092166,783.948092166,-783.948092166,-783.948092166,-783.948092166,783.948092166,-783.948092166,783.948092166,-783.948092166,783.948092166,783.948092166,783.948092166,0.0,0.0,783.948092166,783.948092166,783.948092166,783.948092166,783.948092166,-783.948092166,-783.948092166,-783.948092166,-783.948092166
FLG,LGZ6,126.55,0.7915,-0.00706159278148,-1.0,-1.0,1.0,-1.0,1.0,5.0,2016-10-06,965.07595,3.0,1.0,1.0,154302.415,-0.00706159278148,126.55,rates,-1.0,-1.0,2016-10-06,1.0,1.0,6.0,6.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,1,1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,1,-1,0,0,-3268.86245979,3268.86245979,-3268.86245979,3268.86245979,3268.86245979,-3268.86245979,3268.86245979,-3268.86245979,-0.0,3268.86245979,-3268.86245979,3268.86245979,-3268.86245979,-3268.86245979,-3268.86245979,3268.86245979,-3268.86245979,3268.86245979,-3268.86245979,3268.86245979,3268.86245979,3268.86245979,-0.0,-0.0,3268.86245979,3268.86245979,3268.86245979,3268.86245979,3268.86245979,-0.0,-0.0,-3268.86245979,-3268.86245979
FSS,LLZ6,99.59,0.019,-0.000100401606426,-1.0,-1.0,1.0,-1.0,1.0,-24.0,2016-09-09,28.958375,70.0,9.0,9.0,151787.60875,-0.000100401606426,99.59,rates,-1.0,-1.0,2016-09-09,1.0,1.0,-25.0,-25.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,1,1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
