2017-07-04 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-07-03 00:00:00,Close2017-07-03 00:00:00,group,RiskOn,Custom,PC2017-07-04 00:00:00,Close2017-07-04 00:00:00,vSTART,LastSEA,SEA2017-07-03 00:00:00,LastSRUN,SRUN2017-07-03 00:00:00,SEA2017-07-04 00:00:00,SRUN2017-07-04 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-07-03 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-07-03 00:00:00,0.5SIG2017-06-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-07-03 00:00:00,0.75SIG2017-06-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-07-03 00:00:00,1SIG2017-06-30 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
DX,@DXU7,95.969,0.473450886,0.0,1.0,-1.0,1.0,-1.0,-1.0,9.0,2017-06-20,473.450886,2.0,1.0,1.0,95969.0,1.0,,,currency,-1.0,-1.0,0.0,95.969,2017-06-20,-1.0,,10.0,,-1.0,10.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
EBL,BDU7,161.85,0.692,0.00123724095268,1.0,-1.0,1.0,-1.0,1.0,-9.0,2017-06-20,785.074,1.0,1.0,1.0,183618.825,0.881445570736,,,rates,-1.0,1.0,0.00123724095268,161.85,2017-06-20,1.0,,-10.0,,1.0,-10.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
EBM,BLU7,131.83,0.3065,0.000911092551818,1.0,1.0,1.0,-1.0,1.0,-9.0,2017-06-20,347.72425,2.0,1.0,1.0,149561.135,0.881445570736,,,rates,-1.0,1.0,0.000911092551818,131.83,2017-06-20,1.0,,-10.0,,1.0,-10.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
EBS,EZU7,111.91,0.0695,0.000446987305561,1.0,1.0,1.0,-1.0,1.0,-9.0,2017-06-20,78.84775,12.0,3.0,3.0,126961.895,0.881445570736,,,rates,-1.0,1.0,0.000446987305561,111.91,2017-06-26,1.0,,-1.0,,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,-1.0,,0,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
ED,@EDZ7,98.505,0.0245,,-1.0,-1.0,1.0,-1.0,1.0,-32.0,2017-05-17,61.25,16.0,4.0,4.0,246262.5,1.0,-0.000202994163918,98.505,rates,-1.0,1.0,,,2017-05-17,1.0,1.0,-32.0,-32.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMD,@EMDU7,1758.0,16.9059988125,,1.0,1.0,-1.0,1.0,1.0,5.0,2017-06-26,1690.59988125,1.0,1.0,1.0,175800.0,1.0,0.00681518813355,1758.0,index,1.0,1.0,,,2017-06-26,1.0,1.0,5.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,@ESU7,2425.0,17.1848053285,,1.0,-1.0,-1.0,-1.0,1.0,-21.0,2017-06-02,859.240266425,1.0,1.0,1.0,121250.0,1.0,0.00165220983065,2425.0,index,1.0,1.0,,,2017-06-02,1.0,1.0,-21.0,-21.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC,@GFQ7,146.1,3.53,,-1.0,-1.0,1.0,-1.0,1.0,7.0,2017-06-22,1765.0,1.0,1.0,1.0,73050.0,1.0,-0.012337333108,146.1,meat,1.0,-1.0,,,2017-06-22,1.0,1.0,7.0,7.0,,,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCH,MTN7,5172.5,64.560374893,-0.00356386052784,-1.0,1.0,-1.0,1.0,-1.0,34.0,2017-05-16,732.437453161,1.0,1.0,1.0,58682.0125,0.881445570736,,,index,1.0,1.0,-0.00356386052784,5172.5,2017-05-16,-1.0,,35.0,,-1.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FDX,DXMU7,12454.5,141.313999021,-0.00144317498497,-1.0,-1.0,1.0,-1.0,1.0,-4.0,2017-06-27,801.603659444,1.0,1.0,1.0,70648.15125,0.881445570736,,,index,1.0,1.0,-0.00144317498497,12454.5,2017-06-27,1.0,,-5.0,,1.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FEI,IEH8,100.26,0.0129992165,4.98728242981e-05,1.0,1.0,1.0,-1.0,1.0,-9.0,2017-06-20,36.8690277981,27.0,6.0,6.0,284362.425,0.881445570736,,,rates,-1.0,1.0,4.98728242981e-05,100.26,2017-06-20,1.0,,-10.0,,1.0,-10.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,-1.0,,0,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
FFI,LFU7,7308.5,75.56765108,-0.000615342540681,-1.0,1.0,-1.0,1.0,1.0,-2.0,2017-06-01,976.334051954,1.0,1.0,1.0,94425.82,0.77399380805,,,index,1.0,1.0,-0.000615342540681,7308.5,2017-06-01,1.0,,-3.0,,1.0,-3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
FLG,LGU7,125.64,0.768,0.00183398453074,1.0,-1.0,1.0,-1.0,1.0,-6.0,2017-06-23,992.256,1.0,1.0,1.0,162326.88,0.77399380805,,,rates,-1.0,1.0,0.00183398453074,125.64,2017-06-23,1.0,,-7.0,,1.0,-7.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
FSS,LLZ7,99.52,0.039999398,0.000301537842999,1.0,-1.0,-1.0,-1.0,1.0,-9.0,2017-06-20,64.59902777,15.0,3.0,3.0,160724.8,0.77399380805,,,rates,-1.0,-1.0,0.000301537842999,99.52,2017-06-20,1.0,,-10.0,,1.0,-10.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
FV,@FVU7,117.6015625,0.2453125,,-1.0,-1.0,1.0,-1.0,1.0,-19.0,2017-06-06,245.3125,4.0,1.0,1.0,117601.5625,1.0,-0.00198899423192,117.6015625,rates,-1.0,1.0,,,2017-06-06,1.0,1.0,-19.0,-19.0,,,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC,QGCQ7,1219.2,13.0,,-1.0,-1.0,1.0,-1.0,1.0,9.0,2017-06-20,1300.0,1.0,1.0,1.0,121920.0,1.0,-0.0185945423811,1219.2,metal,-1.0,1.0,,,2017-06-20,1.0,1.0,9.0,9.0,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM,HHIN7,10196.0,134.646584505,-0.0113449044895,-1.0,1.0,-1.0,1.0,1.0,-12.0,2017-06-15,862.356277809,1.0,1.0,1.0,65301.2079058,7.8069,,,index,1.0,1.0,-0.0113449044895,10196.0,2017-06-15,1.0,,-13.0,,1.0,-13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
HG,QHGU7,269.3,4.1963419575,,-1.0,-1.0,-1.0,1.0,1.0,9.0,2017-06-20,1049.08548937,1.0,1.0,1.0,67325.0,1.0,-0.00663961637772,269.3,metal,1.0,1.0,,,2017-06-20,1.0,1.0,9.0,9.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC,HSIN7,25311.0,257.339158142,-0.0144842892185,-1.0,1.0,1.0,1.0,1.0,11.0,2017-06-16,1648.15200747,1.0,1.0,1.0,162106.598009,7.8069,,,index,1.0,1.0,-0.0144842892185,25311.0,2017-06-16,1.0,,12.0,,1.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
HO,QHOQ7,1.5128,0.033846597,,1.0,-1.0,-1.0,1.0,-1.0,-8.0,2017-06-21,1421.557074,1.0,1.0,1.0,63537.6,1.0,0.020025622008,1.5128,energy,1.0,1.0,,,2017-06-21,-1.0,-1.0,-8.0,-8.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JY,@JYU7,0.8845,0.0067244215,,-1.0,-1.0,1.0,-1.0,1.0,-14.0,2017-06-13,840.5526875,1.0,1.0,1.0,110562.5,1.0,-0.00729517396184,0.8845,currency,-1.0,1.0,,,2017-06-13,1.0,1.0,-14.0,-14.0,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
