,Contract,LastClose,ATR20,PC2016-07-15 00:00:00,ACT,usdATR,QTY,Close2016-07-15 00:00:00,vSTART,LastSEA,SEA2016-07-15 00:00:00,LastSRUN,SRUN2016-07-15 00:00:00,LastSIG,LastSAFEf,finalQTY,SIG2016-07-15 00:00:00,0.5LastSIG,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-15 00:00:00,0.75LastSIG,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-15 00:00:00,1LastSIG,1LastSAFEf,1finalQTY,1SIG2016-07-15 00:00:00
CT,@CTZ6,74.28,1.7495,0.00555029105185,1.0,874.75,3.0,74.28,2016-06-30,1.0,1.0,-10.0,-10.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,2.0,3.0,1.0
CU,@EUU6,1.10885,0.01159,-0.00538188994035,-1.0,1448.75,2.0,1.10885,2016-06-23,1.0,1.0,-15.0,-15.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0
DX,@DXU6,96.563,0.8042,0.00481789802289,1.0,804.2,3.0,96.563,2016-06-23,1.0,1.0,-16.0,-16.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
EBL,BDU6,166.06,0.994,-0.00365992680146,-1.0,1096.2826,2.0,166.06,2016-07-08,1.0,1.0,-5.0,-5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,2.0,2.0,-1.0
EBM,BLU6,133.52,0.2695,-0.00104743378722,-1.0,297.23155,7.0,133.52,2016-07-08,1.0,1.0,-5.0,-5.0,-1.0,1.0,7.0,-1.0,-1.0,1.0,7.0,-1.0,-1.0,2.0,7.0,-1.0,-1.0,2.0,7.0,-1.0
EBS,EZU6,112.055,0.0695,-0.000133844918354,-1.0,76.65155,27.0,112.055,2016-07-11,1.0,1.0,-4.0,-4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-1.0,-1.0,2.0,0.0,-1.0
ED,@EDZ6,99.175,0.0445,-0.000453537593227,-1.0,111.25,18.0,99.175,2016-06-27,1.0,1.0,-13.0,-13.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-1.0
EMD,@EMDU6,1541.1,26.635,0.000129794276072,1.0,2663.5,1.0,1541.1,2016-06-27,-1.0,-1.0,-2.0,-2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0
ES,@ESU6,2152.75,31.4625,-0.0020859891065,-1.0,1573.125,2.0,2152.75,2016-06-27,-1.0,-1.0,13.0,13.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0
FC,@GFQ6,139.575,3.05375,-0.0149964714185,-1.0,1526.875,2.0,139.575,2016-07-06,-1.0,-1.0,-7.0,-7.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
FCH,MTQ6,4372.5,109.523497423,-0.00410443506911,-1.0,1207.93465308,2.0,4372.5,2016-07-06,-1.0,-1.0,-7.0,-7.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
FDX,DXMU6,10049.5,240.375,-0.00213484261742,-1.0,1325.5479375,2.0,10049.5,2016-07-06,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
FEI,IEZ6,100.34,0.02625,-9.96512207274e-05,-1.0,72.3778125,28.0,100.34,2016-07-08,1.0,1.0,-5.0,-5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-1.0
FFI,LFU6,6610.0,153.925,0.000151308821304,1.0,2029.03935,1.0,6610.0,2016-06-29,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLG,LGU6,129.31,0.983,-0.00331432094959,-1.0,1295.7906,2.0,129.31,2016-06-23,1.0,1.0,-3.0,-3.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
FSS,LLZ6,99.69,0.0565,0.000301023479832,1.0,93.097875,22.0,99.69,2016-07-05,-1.0,-1.0,3.0,3.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0
FV,@FVU6,121.3671875,0.453125,-0.0025041736227,-1.0,453.125,5.0,121.3671875,2016-07-05,1.0,1.0,-8.0,-8.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,-1.0,2.0,5.0,-1.0
GC,QGCQ6,1327.4,24.735,-0.00360306260321,-1.0,2473.5,1.0,1327.4,2016-07-06,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.0,1.0,-1.0
HCM,HHIN6,9073.0,194.106915953,0.00710400710401,1.0,1249.07925324,2.0,9073.0,2016-06-24,1.0,1.0,14.0,14.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
HG,QHGU6,223.35,5.175126434,-0.00423539901917,-1.0,1293.7816085,2.0,223.35,2016-07-08,1.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
HIC,HSIN6,21731.0,423.347412649,0.00671731677939,1.0,2724.24332464,1.0,21731.0,2016-06-27,1.0,1.0,13.0,13.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
HO,QHOU6,1.4228,0.0551588605,-0.00496538219456,-1.0,2316.672141,1.0,1.4228,2016-06-29,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,2.0,1.0,-1.0
JY,@JYU6,0.9499,0.015405,-0.000473509759562,-1.0,1925.625,2.0,0.9499,2016-07-08,1.0,1.0,-5.0,-5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0
KC,@KCU6,147.55,4.295,-0.0302333223792,-1.0,1610.625,2.0,147.55,2016-06-27,1.0,1.0,13.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
KW,@KWU6,413.75,12.1875,-0.00957510472771,-1.0,609.375,4.0,413.75,2016-06-08,1.0,1.0,-3.0,-3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,-1.0,2.0,4.0,-1.0
LB,@LBU6,336.2,7.097707497,0.00870087008701,1.0,780.74782467,3.0,336.2,2016-07-01,-1.0,-1.0,-9.0,-9.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
LC,@LEV6,109.85,2.177511833,-0.015968063864,-1.0,871.0047332,3.0,109.85,2016-07-11,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,-1.0,2.0,3.0,-1.0
LCO,EBZ6,49.1,1.782,0.00183635992655,1.0,1782.0,2.0,49.1,2016-06-29,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
LGO,GASQ6,413.0,16.025,0.00242718446602,1.0,1602.5,2.0,413.0,2016-06-29,1.0,1.0,-12.0,-12.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0
LH,@HEV6,66.0,1.297845753,-0.0207715133531,-1.0,519.1383012,4.0,66.0,2016-06-20,1.0,1.0,-1.0,-1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,-1.0,2.0,4.0,-1.0,-1.0,2.0,4.0,-1.0
LRC,LRCU6,1819.0,31.2,-0.0124864277959,-1.0,312.0,7.0,1819.0,2016-07-07,-1.0,-1.0,-2.0,-2.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,7.0,1.0
LSU,QWV6,531.1,13.59,-0.0247888358428,-1.0,679.5,3.0,531.1,2016-06-29,-1.0,-1.0,-12.0,-12.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
MEM,@MMEU6,868.8,19.185,-0.0014940811401,-1.0,959.25,3.0,868.8,2016-06-27,1.0,1.0,-1.0,-1.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
MFX,IBQ6,8496.2,265.649859527,-0.00559448726972,-1.0,2929.85230072,1.0,8496.2,2016-07-06,1.0,1.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
MP,@PXU6,0.05384,0.00101,-0.00682530898358,-1.0,505.0,4.0,0.05384,2016-07-07,1.0,1.0,6.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0
MW,@MWU6,496.75,10.125,-0.0065,-1.0,506.25,4.0,496.75,2016-07-06,-1.0,-1.0,7.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,-1.0,2.0,4.0,-1.0,-1.0,2.0,4.0,-1.0
NE,@NEU6,0.7116,0.01014,-0.0102920723227,-1.0,1014.0,2.0,0.7116,2016-06-27,1.0,1.0,-3.0,-3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
NG,QNGU6,2.728,0.1029,0.00775766531215,1.0,1029.0,2.0,2.728,2016-07-01,-1.0,-1.0,9.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
NIY,@NKDU6,16485.0,468.75,-0.0030238887209,-1.0,2234.0577638,1.0,16485.0,2016-06-28,-1.0,-1.0,12.0,12.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
NQ,@NQU6,4579.25,71.775,-0.00234204793028,-1.0,1435.5,2.0,4579.25,2016-06-27,1.0,1.0,13.0,13.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
O,@OZ6,203.5,6.3,-0.00122699386503,-1.0,315.0,7.0,203.5,2016-07-05,-1.0,-1.0,8.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0
OJ,@OJU6,183.85,5.3153210175,-0.00190010857763,-1.0,797.298152625,3.0,183.85,2016-07-08,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,-1.0,1.0,3.0,-1.0
PA,QPAU6,647.4,16.9525,-0.0056826908309,-1.0,1695.25,2.0,647.4,2016-06-27,1.0,1.0,13.0,13.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
PL,QPLV6,1094.4,23.554985765,-0.00923411189571,-1.0,1177.74928825,2.0,1094.4,2016-06-27,-1.0,-1.0,13.0,13.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
RB,QRBU6,1.4299,0.0576793,0.00555555555556,1.0,2422.5306,1.0,1.4299,2016-06-23,-1.0,-1.0,-15.0,-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0
RR,@RRU6,10.52,0.257,-0.00707881075979,-1.0,514.0,4.0,10.52,2016-07-07,1.0,1.0,6.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,-1.0,2.0,4.0,-1.0,-1.0,2.0,4.0,-1.0
RS,@RSX6,470.0,12.11,-0.0146750524109,-1.0,187.055915972,11.0,470.0,2016-07-07,-1.0,-1.0,2.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,11.0,1.0,-1.0,2.0,11.0,-1.0,-1.0,2.0,11.0,-1.0
S,@SX6,1057.25,36.6625,-0.00470698987997,-1.0,1833.125,2.0,1057.25,2016-07-07,-1.0,-1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0
SB,@SBV6,19.31,0.7125,-0.0301356102461,-1.0,798.0,3.0,19.31,2016-06-29,1.0,1.0,-11.0,-11.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
SF,@SFU6,1.0205,0.008655,-0.00283369161618,-1.0,1081.875,2.0,1.0205,2016-06-23,1.0,1.0,-15.0,-15.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0
SI,QSIU6,2016.5,64.156505791,-0.00772561755733,-1.0,3207.82528955,1.0,2016.5,2016-06-27,1.0,1.0,-2.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIN,INN6,8560.5,109.767937078,-0.00233086649962,-1.0,219.535874155,10.0,8560.5,2016-07-05,1.0,1.0,-8.0,-8.0,1.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,10.0,1.0
SJB,BBU6,153.05,0.317,-0.00273669121001,-1.0,302.163759413,7.0,153.05,2016-07-08,1.0,1.0,-5.0,-5.0,-1.0,1.0,7.0,-1.0,-1.0,1.0,7.0,-1.0,-1.0,2.0,7.0,-1.0,-1.0,2.0,7.0,-1.0
SM,@SMZ6,366.3,13.605,-0.00516023900054,-1.0,1360.5,2.0,366.3,2016-07-07,-1.0,-1.0,2.0,2.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0
SMI,SWU6,8131.0,148.9,-0.00392012740414,-1.0,1513.67286774,2.0,8131.0,2016-07-01,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
SSG,SSN6,325.1,5.4159751195,-0.00459277403552,-1.0,808.354495448,3.0,325.1,2016-06-27,1.0,1.0,13.0,13.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
STW,TWN6,331.8,5.16793174,0.0118938700823,1.0,516.793174,4.0,331.8,2016-06-24,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0
SXE,EXU6,2949.0,78.55,-0.00472494093824,-1.0,866.32795,3.0,2949.0,2016-07-06,-1.0,-1.0,-7.0,-7.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
TF,@TFSU6,1202.0,23.845,0.00200066688896,1.0,2384.5,1.0,1202.0,2016-07-06,-1.0,-1.0,-7.0,-7.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0
TU,@TUU6,109.34375,0.139453125,-0.000713979722976,-1.0,278.90625,8.0,109.34375,2016-07-05,1.0,1.0,-8.0,-8.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,-1.0,2.0,8.0,-1.0
TY,@TYU6,131.875,0.81015625,-0.00389472441874,-1.0,810.15625,3.0,131.875,2016-07-05,1.0,1.0,-8.0,-8.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,-1.0,2.0,3.0,-1.0
US,@USU6,171.65625,2.21875,-0.00776734104046,-1.0,2218.75,1.0,171.65625,2016-07-08,1.0,1.0,-5.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,2.0,1.0,-1.0
VX,@VXQ6,16.325,2.162054569,0.0124031007752,1.0,2162.054569,1.0,16.325,2016-06-27,-1.0,-1.0,-3.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0
W,@WU6,424.75,13.7375,-0.0213133640553,-1.0,686.875,3.0,424.75,2016-07-08,-1.0,-1.0,-5.0,-5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,-1.0,2.0,3.0,-1.0,-1.0,2.0,3.0,-1.0
YA,APU6,5389.0,80.95,0.00111462010032,1.0,1533.800125,2.0,5389.0,2016-06-28,1.0,1.0,-2.0,-2.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0
YB,HBSU6,98.12,0.038,0.000101926409133,1.0,69.12048,29.0,98.12,2016-06-24,1.0,1.0,-15.0,-15.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0
YM,@YMU6,18417.0,241.5,-0.000542681934118,-1.0,1207.5,2.0,18417.0,2016-06-27,1.0,1.0,13.0,13.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,2.0,1.0
YT2,HTSU6,98.48,0.072,-0.000101533150574,-1.0,152.79264,14.0,98.48,2016-06-23,1.0,1.0,16.0,16.0,1.0,1.0,14.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,14.0,1.0
YT3,HXSU6,98.015,0.09225,-0.000153014383352,-1.0,559.3302,4.0,98.015,2016-07-06,1.0,1.0,-7.0,-7.0,-1.0,2.0,4.0,-1.0,-1.0,2.0,4.0,-1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0
