2016-10-25 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-25 00:00:00,Close2016-10-25 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-25 00:00:00,LastSRUN,SRUN2016-10-25 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-24 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-24 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-24 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-24 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,68.49,1.428,-0.00407154282391,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-10-17,714.0,1.0,1.0,1.0,34245.0,1.0,-0.00407154282391,68.49,soft,1.0,1.0,2016-10-17,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,-139.429984005,139.429984005,139.429984005,-139.429984005,-139.429984005,139.429984005,-139.429984005,139.429984005,-139.429984005,139.429984005,-139.429984005,139.429984005,-139.429984005,-139.429984005,139.429984005,-139.429984005,139.429984005,139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,-139.429984005,139.429984005,139.429984005,-139.429984005,139.429984005
CU,@EUZ6,1.09135,0.0067625,0.00110076594964,1.0,-1.0,-1.0,-1.0,-1.0,-46.0,2016-08-18,845.3125,1.0,1.0,1.0,136418.75,1.0,0.00110076594964,1.09135,currency,1.0,1.0,2016-08-18,-1.0,-1.0,-47.0,-47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,0.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,150.165114892,150.165114892,150.165114892,-150.165114892,150.165114892,-150.165114892,150.165114892,-150.165114892,150.165114892,-150.165114892,-150.165114892,-150.165114892,150.165114892,150.165114892,150.165114892,-150.165114892,150.165114892,150.165114892,-150.165114892,150.165114892,-150.165114892,150.165114892,150.165114892,150.165114892,150.165114892,150.165114892,150.165114892,150.165114892,0.0,150.165114892,-150.165114892,150.165114892,150.165114892,150.165114892
DX,@DXZ6,98.682,0.5078,-0.000708846403111,-1.0,1.0,-1.0,1.0,-1.0,17.0,2016-09-29,507.8,1.0,1.0,1.0,98682.0,1.0,-0.000708846403111,98.682,currency,-1.0,-1.0,2016-09-29,1.0,1.0,18.0,18.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,1,1,-1,-1,1,1,-1,-1.0,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,69.9503807518,-69.9503807518,69.9503807518,-69.9503807518
EBL,BDZ6,164.02,0.645,0.000365942912906,1.0,1.0,-1.0,1.0,1.0,-5.0,2016-10-17,702.2115,1.0,1.0,1.0,178568.574,0.9185266832,0.000365942912906,164.02,rates,-1.0,1.0,2016-10-17,1.0,1.0,-6.0,-6.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,-1,-1,-1,1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,0.0,-1,65.345904123,65.345904123,-65.345904123,65.345904123,-65.345904123,65.345904123,65.345904123,-65.345904123,-65.345904123,65.345904123,-65.345904123,65.345904123,-65.345904123,-65.345904123,65.345904123,65.345904123,-65.345904123,-65.345904123,65.345904123,-65.345904123,65.345904123,-65.345904123,-65.345904123,0.0,-65.345904123,-65.345904123,-65.345904123,-65.345904123,-65.345904123,-65.345904123,65.345904123,-65.345904123,65.345904123,-65.345904123
EBM,BLZ6,131.61,0.176,0.0,1.0,-1.0,1.0,-1.0,1.0,26.0,2016-09-28,191.6112,5.0,2.0,2.0,143283.807,0.9185266832,0.0,131.61,rates,-1.0,1.0,2016-10-14,1.0,1.0,-7.0,-7.0,-1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,0,1,-1,1,1,-1,-1,1,1.0,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,-1.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
EBS,EZZ6,112.06,0.0365,-4.46169633694e-05,-1.0,-1.0,-1.0,-1.0,1.0,19.0,2016-09-27,39.73755,25.0,7.0,7.0,121999.722,0.9185266832,-4.46169633694e-05,112.06,rates,-1.0,1.0,2016-09-27,1.0,1.0,20.0,20.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,1,-1,1,1.0,-1,1,-1,1,-1,1,-1.0,-1.0,0.0,1.0,-1.0,1.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
ED,@EDZ6,99.045,0.01775,-5.04795557799e-05,-1.0,-1.0,1.0,-1.0,-1.0,25.0,2016-09-19,44.375,22.0,6.0,6.0,247612.5,1.0,-5.04795557799e-05,99.045,rates,-1.0,1.0,2016-09-19,-1.0,-1.0,26.0,26.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,1,-1,-1.0,1,1,1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,-1.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
EMD,@EMDZ6,1519.5,17.785,-0.0080945231412,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-10-11,1778.5,1.0,1.0,1.0,151950.0,1.0,-0.0080945231412,1519.5,index,1.0,1.0,2016-10-11,1.0,1.0,-10.0,-10.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-1229.9627913,1229.9627913,-1229.9627913,1229.9627913,-1229.9627913,1229.9627913,-1229.9627913,1229.9627913,1229.9627913,1229.9627913,-1229.9627913,1229.9627913,-1229.9627913,-1229.9627913,1229.9627913,-1229.9627913,1229.9627913,1229.9627913,-1229.9627913,-1229.9627913,-1229.9627913,1229.9627913,-1229.9627913,-1229.9627913,-0.0,-1229.9627913,-1229.9627913,1229.9627913,-0.0,-0.0,1229.9627913,-0.0,-1229.9627913,1229.9627913
ES,@ESZ6,2138.0,19.2125,-0.00291477206482,-1.0,1.0,1.0,1.0,1.0,7.0,2016-10-13,960.625,1.0,1.0,1.0,106900.0,1.0,-0.00291477206482,2138.0,index,1.0,1.0,2016-10-13,1.0,1.0,8.0,8.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-311.58913373,311.58913373,-311.58913373,311.58913373,-311.58913373,311.58913373,-311.58913373,311.58913373,311.58913373,-311.58913373,-311.58913373,-311.58913373,311.58913373,311.58913373,311.58913373,-311.58913373,311.58913373,-311.58913373,311.58913373,-311.58913373,311.58913373,311.58913373,311.58913373,-0.0,311.58913373,311.58913373,311.58913373,311.58913373,-0.0,311.58913373,-311.58913373,-311.58913373,-311.58913373,311.58913373
FC,@GFF7,117.7,2.857250847,-0.003175947491,-1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-10-13,1428.6254235,1.0,1.0,1.0,58850.0,1.0,-0.003175947491,117.7,meat,1.0,-1.0,2016-10-13,-1.0,-1.0,-8.0,-8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,1,-1,-1,1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,0.0,0.0,1.0,1.0,1.0,-1,-1,-1.0,-1,-186.904509845,186.904509845,-186.904509845,186.904509845,-186.904509845,186.904509845,186.904509845,-186.904509845,-186.904509845,-186.904509845,186.904509845,-186.904509845,186.904509845,186.904509845,-186.904509845,186.904509845,-186.904509845,-186.904509845,186.904509845,186.904509845,186.904509845,186.904509845,186.904509845,186.904509845,186.904509845,-186.904509845,186.904509845,-186.904509845,-0.0,-0.0,-186.904509845,-186.904509845,-186.904509845,186.904509845
FCH,MTX6,4538.5,58.6488023945,-0.00252747252747,-1.0,1.0,1.0,1.0,1.0,22.0,2016-09-22,638.509511669,1.0,1.0,1.0,49410.6495,0.9185266832,-0.00252747252747,4538.5,index,1.0,1.0,2016-09-22,1.0,1.0,23.0,23.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-124.884059176,124.884059176,-124.884059176,124.884059176,-124.884059176,124.884059176,-124.884059176,124.884059176,124.884059176,-124.884059176,-124.884059176,-124.884059176,124.884059176,124.884059176,124.884059176,-124.884059176,124.884059176,-124.884059176,124.884059176,-124.884059176,124.884059176,124.884059176,124.884059176,-0.0,124.884059176,124.884059176,124.884059176,124.884059176,-0.0,124.884059176,-124.884059176,-124.884059176,-124.884059176,124.884059176
FDX,DXMZ6,10743.5,153.2,-0.0019972131909,-1.0,-1.0,-1.0,-1.0,1.0,20.0,2016-09-23,833.9442,1.0,1.0,1.0,58482.24225,0.9185266832,-0.0019972131909,10743.5,index,1.0,1.0,2016-09-23,1.0,1.0,21.0,21.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,0,0.0,-1,-116.801505655,116.801505655,-116.801505655,116.801505655,-116.801505655,116.801505655,-116.801505655,116.801505655,116.801505655,116.801505655,116.801505655,116.801505655,-116.801505655,-116.801505655,-116.801505655,-116.801505655,116.801505655,-116.801505655,116.801505655,-116.801505655,116.801505655,116.801505655,-0.0,-0.0,116.801505655,-116.801505655,-116.801505655,116.801505655,116.801505655,-0.0,116.801505655,-0.0,-116.801505655,116.801505655
FEI,IEH7,100.3,0.0094996255,-4.98479637108e-05,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,2016-09-22,25.8556057046,38.0,10.0,10.0,272991.525,0.9185266832,-4.98479637108e-05,100.3,rates,-1.0,1.0,2016-09-22,-1.0,-1.0,23.0,23.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1,0,0.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
FFI,LFZ6,6983.5,81.9,0.00344852360083,1.0,-1.0,-1.0,-1.0,1.0,-13.0,2016-10-05,997.8696,1.0,1.0,1.0,85086.964,0.820748522653,0.00344852360083,6983.5,index,1.0,1.0,2016-10-05,1.0,1.0,-14.0,-14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,0.0,1.0,-1.0,-1.0,1.0,-1,1,1.0,1,293.424403477,293.424403477,-293.424403477,293.424403477,293.424403477,-293.424403477,293.424403477,-293.424403477,293.424403477,-293.424403477,-293.424403477,-293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,-293.424403477,-293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,293.424403477,0.0,293.424403477,-293.424403477,-293.424403477,293.424403477,-293.424403477
FLG,LGZ6,126.93,0.8245,0.00102523659306,1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-10-17,1004.5708,1.0,1.0,1.0,154651.512,0.820748522653,0.00102523659306,126.93,rates,-1.0,1.0,2016-10-17,1.0,1.0,-6.0,-6.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,1,-1,1,1,-1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1.0,1,158.554389274,158.554389274,-158.554389274,158.554389274,-158.554389274,158.554389274,158.554389274,-158.554389274,-158.554389274,-158.554389274,158.554389274,-158.554389274,158.554389274,158.554389274,-158.554389274,158.554389274,-158.554389274,-158.554389274,158.554389274,158.554389274,158.554389274,158.554389274,158.554389274,158.554389274,158.554389274,-158.554389274,158.554389274,-158.554389274,0.0,0.0,-158.554389274,-158.554389274,-158.554389274,158.554389274
