2016-09-01 00:00:00,Contract,LastClose,ATR20,PC2016-09-01 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-09-01 00:00:00,group,RiskOn,Excess,SEA2016-09-01 00:00:00,SRUN2016-09-01 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-31 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-31 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-31 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-31 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
DX,@DXU6,95.66,0.54625,-0.00366620839062,-1.0,1.0,1.0,1.0,-1.0,-10.0,2016-08-18,546.25,4.0,1.0,1.0,95660.0,95.66,currency,-1.0,-1.0,-1.0,-10.0,-1.0,-1.0,-9.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,1,-1,1,-1402.83797859,1402.83797859,1402.83797859,-1402.83797859,1402.83797859,-1402.83797859,1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,1402.83797859,1402.83797859,1402.83797859,-1402.83797859,-1402.83797859,1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,-1402.83797859,1402.83797859,-1402.83797859
EBL,BDU6,167.38,0.627,0.0,1.0,1.0,1.0,1.0,1.0,53.0,2016-06-20,702.1146,3.0,1.0,1.0,187432.124,167.38,rates,-1.0,1.0,1.0,53.0,-1.0,1.0,52.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,0,1,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EBM,BLU6,133.62,0.172,0.000224567707164,1.0,-1.0,-1.0,-1.0,1.0,-39.0,2016-07-08,192.6056,11.0,2.0,2.0,149627.676,133.62,rates,-1.0,1.0,1.0,-39.0,-1.0,1.0,-38.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0.0,0,-1,1,1,369.616985403,369.616985403,-369.616985403,369.616985403,-369.616985403,369.616985403,369.616985403,-369.616985403,-369.616985403,-369.616985403,-369.616985403,-369.616985403,369.616985403,369.616985403,369.616985403,-369.616985403,-369.616985403,369.616985403,-369.616985403,-369.616985403,-369.616985403,-369.616985403,369.616985403,-369.616985403,369.616985403,-369.616985403,0.0,0.0,-369.616985403,369.616985403,369.616985403
EBS,EZU6,112.015,0.029,4.46388715294e-05,1.0,-1.0,1.0,-1.0,1.0,-38.0,2016-07-11,32.4742,62.0,8.0,8.0,125434.397,112.015,rates,-1.0,1.0,1.0,-38.0,-1.0,-1.0,-37.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,1,-1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
ED,@EDZ6,99.065,0.03475,0.00015143866734,1.0,-1.0,-1.0,-1.0,1.0,-47.0,2016-06-27,86.875,24.0,3.0,3.0,247662.5,99.065,rates,-1.0,1.0,1.0,-47.0,1.0,1.0,-46.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
EMD,@EMDU6,1562.4,12.96,-0.000895255147717,-1.0,1.0,-1.0,1.0,1.0,20.0,2016-08-04,1296.0,2.0,1.0,1.0,156240.0,1562.4,index,1.0,1.0,1.0,20.0,-1.0,1.0,19.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,0.0,0,-1,1,-1,-279.749328559,279.749328559,279.749328559,-279.749328559,-279.749328559,279.749328559,-279.749328559,279.749328559,-279.749328559,-279.749328559,279.749328559,-279.749328559,279.749328559,279.749328559,-279.749328559,279.749328559,-279.749328559,279.749328559,279.749328559,-279.749328559,-279.749328559,-279.749328559,279.749328559,279.749328559,279.749328559,-279.749328559,-0.0,-0.0,279.749328559,-279.749328559,279.749328559
ES,@ESU6,2167.25,13.3125,-0.00103710532381,-1.0,1.0,-1.0,1.0,-1.0,-34.0,2016-07-15,665.625,4.0,1.0,1.0,108362.5,2167.25,index,1.0,1.0,-1.0,-34.0,-1.0,-1.0,-33.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,1,1.0,1,-1,1,-1,-449.533302604,449.533302604,449.533302604,-449.533302604,-449.533302604,449.533302604,-449.533302604,449.533302604,-449.533302604,-449.533302604,449.533302604,-449.533302604,449.533302604,449.533302604,449.533302604,-449.533302604,-449.533302604,449.533302604,-449.533302604,-449.533302604,-449.533302604,-449.533302604,449.533302604,-449.533302604,449.533302604,-449.533302604,-449.533302604,-449.533302604,449.533302604,-449.533302604,449.533302604
FC,@GFV6,134.525,2.62508675,-0.0276472714131,-1.0,1.0,-1.0,1.0,1.0,17.0,2016-08-09,1312.543375,2.0,1.0,1.0,67262.5,134.525,meat,1.0,-1.0,1.0,17.0,-1.0,-1.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,1,0.0,1,-1,1,-1,-3719.24918684,3719.24918684,3719.24918684,-3719.24918684,-3719.24918684,3719.24918684,3719.24918684,-3719.24918684,-3719.24918684,-3719.24918684,3719.24918684,-3719.24918684,3719.24918684,3719.24918684,3719.24918684,-3719.24918684,3719.24918684,-3719.24918684,-3719.24918684,3719.24918684,-3719.24918684,-3719.24918684,3719.24918684,-3719.24918684,3719.24918684,-3719.24918684,-0.0,-3719.24918684,3719.24918684,-3719.24918684,3719.24918684
FCH,MTU6,4439.5,51.498618583,0.000337990085624,1.0,1.0,-1.0,1.0,1.0,-48.0,2016-06-27,576.681530892,4.0,1.0,1.0,49713.521,4439.5,index,1.0,1.0,1.0,-48.0,-1.0,1.0,-47.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,0.0,0,-1,1,-1,67.2107088779,67.2107088779,-67.2107088779,67.2107088779,67.2107088779,-67.2107088779,67.2107088779,-67.2107088779,67.2107088779,67.2107088779,-67.2107088779,67.2107088779,-67.2107088779,-67.2107088779,67.2107088779,-67.2107088779,-67.2107088779,67.2107088779,-67.2107088779,-67.2107088779,67.2107088779,-67.2107088779,-67.2107088779,-67.2107088779,-67.2107088779,67.2107088779,0.0,0.0,-67.2107088779,67.2107088779,-67.2107088779
FDX,DXMU6,10523.5,139.4,-0.00819942509778,-1.0,-1.0,1.0,-1.0,1.0,-35.0,2016-07-14,780.5006,3.0,1.0,1.0,58921.0765,10523.5,index,1.0,1.0,1.0,-35.0,-1.0,-1.0,-34.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,1,-1,1,1,-1449.35686033,1449.35686033,1449.35686033,-1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,-1449.35686033,1449.35686033,1449.35686033,-1449.35686033,-1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,-1449.35686033,-1449.35686033,-1449.35686033,-1449.35686033,1449.35686033,-1449.35686033,-1449.35686033
FEI,IEZ6,100.33,0.00875,4.9838026414e-05,1.0,-1.0,-1.0,-1.0,1.0,-39.0,2016-07-08,24.495625,82.0,11.0,11.0,280873.835,100.33,rates,-1.0,1.0,1.0,-39.0,1.0,1.0,-38.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
FFI,LFU6,6745.0,60.725,-0.00604185086944,-1.0,1.0,-1.0,1.0,-1.0,26.0,2016-07-26,805.82075,3.0,1.0,1.0,89506.15,6745.0,index,1.0,1.0,-1.0,26.0,-1.0,1.0,25.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,0.0,0,-1,1,-1,-1622.34843059,1622.34843059,1622.34843059,-1622.34843059,-1622.34843059,1622.34843059,-1622.34843059,1622.34843059,-1622.34843059,-1622.34843059,1622.34843059,-1622.34843059,1622.34843059,1622.34843059,-1622.34843059,1622.34843059,-1622.34843059,1622.34843059,1622.34843059,-1622.34843059,-1622.34843059,-1622.34843059,1622.34843059,1622.34843059,1622.34843059,-1622.34843059,-0.0,-0.0,1622.34843059,-1622.34843059,1622.34843059
FLG,LGZ6,131.06,0.619664781,-0.00357332927849,-1.0,-1.0,-1.0,1.0,1.0,54.0,2016-06-23,822.295164387,3.0,1.0,1.0,173916.62,131.06,rates,-1.0,1.0,1.0,54.0,1.0,1.0,53.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,-1,1,-1864.38405079,1864.38405079,-1864.38405079,1864.38405079,1864.38405079,-1864.38405079,-1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,-1864.38405079,1864.38405079,-1864.38405079,-1864.38405079,1864.38405079,-1864.38405079,1864.38405079,-1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,1864.38405079,-1864.38405079,1864.38405079,-1864.38405079
FSS,LLZ6,99.69,0.0205,-0.000100300902708,-1.0,1.0,-1.0,1.0,1.0,20.0,2016-08-03,34.004375,59.0,8.0,8.0,165360.7875,99.69,rates,-1.0,-1.0,1.0,20.0,1.0,1.0,19.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,-1,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
FV,@FVZ6,121.25,0.3081870945,0.0,1.0,1.0,1.0,1.0,1.0,-42.0,2016-07-05,308.1870945,7.0,1.0,1.0,121250.0,121.25,rates,-1.0,1.0,1.0,-42.0,1.0,1.0,-41.0,-1.0,1.0,7.0,-1.0,2.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,-1,0.0,-1,1,-1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
GC,QGCZ6,1317.1,14.09,0.00434649992375,1.0,-1.0,-1.0,-1.0,1.0,-41.0,2016-07-06,1409.0,2.0,1.0,1.0,131710.0,1317.1,metal,-1.0,1.0,1.0,-41.0,-1.0,1.0,-40.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0.0,0,-1,1,1,1144.95500991,1144.95500991,-1144.95500991,1144.95500991,-1144.95500991,1144.95500991,1144.95500991,-1144.95500991,-1144.95500991,-1144.95500991,-1144.95500991,-1144.95500991,1144.95500991,1144.95500991,1144.95500991,-1144.95500991,-1144.95500991,1144.95500991,-1144.95500991,-1144.95500991,-1144.95500991,-1144.95500991,1144.95500991,-1144.95500991,1144.95500991,-1144.95500991,0.0,0.0,-1144.95500991,1144.95500991,1144.95500991
