2016-08-31 00:00:00,Contract,LastClose,ATR20,PC2016-08-31 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-31 00:00:00,group,RiskOn,Excess,SEA2016-08-31 00:00:00,SRUN2016-08-31 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-30 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
CT,@CTZ6,65.58,1.5895,-0.0107105144064,-1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-08-10,794.75,3.0,1.0,1.0,32790.0,65.58,soft,1.0,1.0,1.0,-15.0,-1.0,1.0,-14.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1053.59330216,1053.59330216,1053.59330216,-1053.59330216,-1053.59330216,1053.59330216,-1053.59330216,1053.59330216,-1053.59330216,1053.59330216,-1053.59330216,1053.59330216,-1053.59330216,-1053.59330216,-1053.59330216,1053.59330216,1053.59330216,-1053.59330216,1053.59330216,-1053.59330216,1053.59330216,1053.59330216,-1053.59330216,-1053.59330216,-1053.59330216,-1053.59330216,-1053.59330216,1053.59330216,1053.59330216,-1053.59330216,-1053.59330216
CU,@EUU6,1.11665,0.0068625,0.00152473205076,1.0,-1.0,-1.0,-1.0,1.0,28.0,2016-07-22,857.8125,3.0,1.0,1.0,139581.25,1.11665,currency,1.0,1.0,1.0,28.0,-1.0,1.0,27.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0.0,-1,-1,1,1,638.472016682,638.472016682,-638.472016682,638.472016682,638.472016682,-638.472016682,638.472016682,-638.472016682,638.472016682,-638.472016682,-638.472016682,-638.472016682,638.472016682,638.472016682,638.472016682,-638.472016682,638.472016682,-638.472016682,-638.472016682,638.472016682,-638.472016682,-638.472016682,-638.472016682,-638.472016682,-638.472016682,638.472016682,0.0,-638.472016682,-638.472016682,638.472016682,638.472016682
DX,@DXU6,96.012,0.5645,-0.000301954373653,-1.0,1.0,1.0,1.0,-1.0,-9.0,2016-08-18,564.5,4.0,1.0,1.0,96012.0,96.012,currency,-1.0,-1.0,-1.0,-9.0,1.0,-1.0,-8.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,1,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,1,-1,0.0,1,1,-1,-1,-115.964973293,115.964973293,-115.964973293,115.964973293,115.964973293,-115.964973293,115.964973293,-115.964973293,115.964973293,-115.964973293,-115.964973293,-115.964973293,115.964973293,115.964973293,115.964973293,-115.964973293,-115.964973293,115.964973293,-115.964973293,-115.964973293,-115.964973293,-115.964973293,115.964973293,-115.964973293,-115.964973293,115.964973293,-0.0,-115.964973293,-115.964973293,115.964973293,115.964973293
EBL,BDU6,167.38,0.63,-0.00208668693734,-1.0,1.0,1.0,1.0,1.0,52.0,2016-06-20,702.828,3.0,1.0,1.0,186729.128,167.38,rates,-1.0,1.0,1.0,52.0,1.0,1.0,51.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,1,-1,0.0,1,1,-1,-1,-1168.93569666,1168.93569666,-1168.93569666,1168.93569666,1168.93569666,-1168.93569666,-1168.93569666,1168.93569666,1168.93569666,-1168.93569666,-1168.93569666,-1168.93569666,1168.93569666,1168.93569666,-1168.93569666,1168.93569666,-1168.93569666,1168.93569666,-1168.93569666,-1168.93569666,1168.93569666,-1168.93569666,1168.93569666,1168.93569666,-1168.93569666,1168.93569666,-0.0,-1168.93569666,-1168.93569666,1168.93569666,1168.93569666
EBM,BLU6,133.59,0.176,-0.000374139479198,-1.0,1.0,-1.0,1.0,1.0,-38.0,2016-07-08,196.3456,11.0,2.0,2.0,149033.004,133.59,rates,-1.0,1.0,1.0,-38.0,1.0,1.0,-37.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1.0,11.0,1.0,1.0,11.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,1,1,-1,-1,-613.350435498,613.350435498,-613.350435498,613.350435498,613.350435498,-613.350435498,-613.350435498,613.350435498,613.350435498,-613.350435498,613.350435498,-613.350435498,613.350435498,613.350435498,-613.350435498,613.350435498,613.350435498,-613.350435498,-613.350435498,613.350435498,613.350435498,613.350435498,-613.350435498,613.350435498,613.350435498,613.350435498,613.350435498,-613.350435498,-613.350435498,613.350435498,613.350435498
EBS,EZU6,112.01,0.02925,-4.46368789894e-05,-1.0,-1.0,1.0,-1.0,-1.0,-37.0,2016-07-11,32.6313,62.0,8.0,8.0,124958.356,112.01,rates,-1.0,1.0,-1.0,-37.0,-1.0,1.0,-36.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
ED,@EDZ6,99.05,0.036,0.0,1.0,-1.0,-1.0,-1.0,1.0,-46.0,2016-06-27,90.0,23.0,3.0,3.0,247625.0,99.05,rates,-1.0,1.0,1.0,-46.0,-1.0,1.0,-45.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0.0,-1,-1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
EMD,@EMDU6,1563.8,12.875,-0.0035682426405,-1.0,-1.0,1.0,-1.0,1.0,19.0,2016-08-04,1287.5,2.0,1.0,1.0,156380.0,1563.8,index,1.0,1.0,1.0,19.0,-1.0,1.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,1.0,-1,-1,1,1,-1116.00356824,1116.00356824,1116.00356824,-1116.00356824,-1116.00356824,1116.00356824,-1116.00356824,1116.00356824,-1116.00356824,1116.00356824,-1116.00356824,1116.00356824,-1116.00356824,-1116.00356824,-1116.00356824,1116.00356824,-1116.00356824,1116.00356824,1116.00356824,-1116.00356824,1116.00356824,1116.00356824,1116.00356824,-1116.00356824,-1116.00356824,-1116.00356824,-1116.00356824,1116.00356824,1116.00356824,-1116.00356824,-1116.00356824
ES,@ESU6,2169.5,13.15,-0.00264337432479,-1.0,-1.0,-1.0,-1.0,-1.0,-33.0,2016-07-15,657.5,4.0,1.0,1.0,108475.0,2169.5,index,1.0,1.0,-1.0,-33.0,-1.0,-1.0,-32.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1,1.0,-1,-1,1,1,-1146.96011953,1146.96011953,1146.96011953,-1146.96011953,-1146.96011953,1146.96011953,-1146.96011953,1146.96011953,-1146.96011953,1146.96011953,1146.96011953,1146.96011953,-1146.96011953,-1146.96011953,1146.96011953,-1146.96011953,-1146.96011953,1146.96011953,1146.96011953,-1146.96011953,-1146.96011953,-1146.96011953,1146.96011953,-1146.96011953,1146.96011953,-1146.96011953,-1146.96011953,1146.96011953,1146.96011953,-1146.96011953,-1146.96011953
FC,@GFV6,138.35,2.528973465,-0.00842142985128,-1.0,1.0,-1.0,1.0,-1.0,16.0,2016-08-09,1264.4867325,2.0,1.0,1.0,69175.0,138.35,meat,1.0,-1.0,-1.0,16.0,1.0,-1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,-1.0,1,1,-1,-1,-1165.10481992,1165.10481992,-1165.10481992,1165.10481992,-1165.10481992,1165.10481992,1165.10481992,-1165.10481992,1165.10481992,-1165.10481992,1165.10481992,-1165.10481992,1165.10481992,1165.10481992,1165.10481992,-1165.10481992,1165.10481992,-1165.10481992,-1165.10481992,1165.10481992,-1165.10481992,-1165.10481992,-1165.10481992,1165.10481992,1165.10481992,1165.10481992,1165.10481992,-1165.10481992,-1165.10481992,1165.10481992,1165.10481992
FCH,MTU6,4438.0,51.598212284,-0.00426295714606,-1.0,1.0,-1.0,1.0,1.0,-47.0,2016-06-27,575.62965624,4.0,1.0,1.0,49510.328,4438.0,index,1.0,1.0,1.0,-47.0,1.0,1.0,-46.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,1,1,-1,-1,-844.241626206,844.241626206,-844.241626206,844.241626206,-844.241626206,844.241626206,-844.241626206,844.241626206,844.241626206,-844.241626206,844.241626206,-844.241626206,844.241626206,844.241626206,-844.241626206,844.241626206,844.241626206,-844.241626206,-844.241626206,844.241626206,844.241626206,844.241626206,-844.241626206,844.241626206,844.241626206,844.241626206,844.241626206,-844.241626206,-844.241626206,844.241626206,844.241626206
FDX,DXMU6,10610.5,138.2,-0.0050168792198,-1.0,1.0,-1.0,1.0,-1.0,-34.0,2016-07-14,770.8796,3.0,1.0,1.0,59185.369,10610.5,index,1.0,1.0,-1.0,-34.0,1.0,-1.0,-33.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-1,0.0,1,1,-1,-1,-890.777543558,890.777543558,-890.777543558,890.777543558,-890.777543558,890.777543558,-890.777543558,890.777543558,890.777543558,-890.777543558,890.777543558,-890.777543558,890.777543558,890.777543558,890.777543558,-890.777543558,-890.777543558,890.777543558,-890.777543558,890.777543558,-890.777543558,-890.777543558,890.777543558,890.777543558,890.777543558,890.777543558,-0.0,-890.777543558,-890.777543558,890.777543558,890.777543558
FEI,IEZ6,100.325,0.0085,4.98405103668e-05,1.0,-1.0,-1.0,-1.0,1.0,-38.0,2016-07-08,23.7065,85.0,11.0,11.0,279806.425,100.325,rates,-1.0,1.0,1.0,-38.0,1.0,1.0,-37.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
FFI,LFU6,6786.0,62.8,-0.00593276203032,-1.0,-1.0,-1.0,-1.0,1.0,25.0,2016-07-26,824.4384,3.0,1.0,1.0,89086.608,6786.0,index,1.0,1.0,1.0,25.0,-1.0,1.0,24.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0.0,-1,-1,1,1,-1585.58893606,1585.58893606,1585.58893606,-1585.58893606,-1585.58893606,1585.58893606,-1585.58893606,1585.58893606,-1585.58893606,1585.58893606,1585.58893606,1585.58893606,-1585.58893606,-1585.58893606,-1585.58893606,1585.58893606,-1585.58893606,1585.58893606,1585.58893606,-1585.58893606,1585.58893606,1585.58893606,1585.58893606,1585.58893606,1585.58893606,-1585.58893606,-0.0,1585.58893606,1585.58893606,-1585.58893606,-1585.58893606
FLG,LGZ6,131.53,0.67234042,7.60340632602e-05,1.0,-1.0,-1.0,1.0,1.0,53.0,2016-06-23,882.648503376,3.0,1.0,1.0,172672.584,131.53,rates,-1.0,1.0,1.0,53.0,-1.0,1.0,52.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,-1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,-1,0.0,-1,1,1,1,39.3869945255,39.3869945255,-39.3869945255,39.3869945255,-39.3869945255,39.3869945255,39.3869945255,-39.3869945255,-39.3869945255,-39.3869945255,-39.3869945255,39.3869945255,-39.3869945255,39.3869945255,39.3869945255,-39.3869945255,39.3869945255,-39.3869945255,-39.3869945255,39.3869945255,-39.3869945255,-39.3869945255,-39.3869945255,-39.3869945255,39.3869945255,-39.3869945255,0.0,-39.3869945255,39.3869945255,39.3869945255,39.3869945255
FSS,LLZ6,99.7,0.025,0.000100310963988,1.0,1.0,-1.0,1.0,1.0,19.0,2016-08-03,41.025,49.0,7.0,7.0,163607.7,99.7,rates,-1.0,-1.0,1.0,19.0,1.0,1.0,18.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
FV,@FVZ6,121.25,0.3214663815,0.000128882587962,1.0,1.0,1.0,1.0,1.0,-41.0,2016-07-05,321.4663815,7.0,1.0,1.0,121250.0,121.25,rates,-1.0,1.0,1.0,-41.0,-1.0,1.0,-40.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,1.0,-1,1,-1,1,109.389096533,109.389096533,-109.389096533,109.389096533,-109.389096533,109.389096533,109.389096533,-109.389096533,109.389096533,109.389096533,109.389096533,109.389096533,-109.389096533,-109.389096533,109.389096533,-109.389096533,-109.389096533,109.389096533,-109.389096533,109.389096533,109.389096533,109.389096533,-109.389096533,109.389096533,109.389096533,109.389096533,109.389096533,-109.389096533,109.389096533,-109.389096533,109.389096533
GC,QGCZ6,1311.4,14.965,-0.00387390808963,-1.0,1.0,-1.0,1.0,1.0,-40.0,2016-07-06,1496.5,2.0,1.0,1.0,131140.0,1311.4,metal,-1.0,1.0,1.0,-40.0,-1.0,1.0,-39.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,1,-1,0.0,-1,1,-1,1,-1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,-1016.04861375,-1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,-1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,1016.04861375,1016.04861375,-1016.04861375,1016.04861375,-0.0,1016.04861375,-1016.04861375,1016.04861375,-1016.04861375
