2016-10-20 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-20 00:00:00,Close2016-10-20 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-20 00:00:00,LastSRUN,SRUN2016-10-20 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-19 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
DX,@DXZ6,98.314,0.5053,0.00381866448846,1.0,1.0,1.0,1.0,-1.0,14.0,2016-09-29,505.3,4.0,1.0,1.0,98314.0,1.0,0.00381866448846,98.314,currency,-1.0,-1.0,2016-09-29,-1.0,-1.0,15.0,15.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,1,1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1,-1.0,0,1501.71272207,1501.71272207,1501.71272207,-1501.71272207,-1501.71272207,1501.71272207,-1501.71272207,1501.71272207,0.0,1501.71272207,1501.71272207,1501.71272207,-1501.71272207,-1501.71272207,-1501.71272207,-1501.71272207,1501.71272207,-1501.71272207,1501.71272207,-1501.71272207,1501.71272207,-1501.71272207,-1501.71272207,-1501.71272207,0.0,-1501.71272207,-1501.71272207,-1501.71272207,0.0,-1501.71272207,-1501.71272207,1501.71272207,0.0,1501.71272207
EBL,BDZ6,164.29,0.672,0.00286900256379,1.0,1.0,1.0,1.0,1.0,26.0,2016-09-28,734.3616,3.0,1.0,1.0,179536.112,0.915080527086,0.00286900256379,164.29,rates,-1.0,1.0,2016-09-28,1.0,1.0,-3.0,-3.0,1.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,1,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1,-1,-1.0,-1,1545.26869686,1545.26869686,1545.26869686,-1545.26869686,-1545.26869686,1545.26869686,1545.26869686,-1545.26869686,-1545.26869686,1545.26869686,1545.26869686,1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,1545.26869686,-1545.26869686,1545.26869686,-1545.26869686,1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,-1545.26869686,1545.26869686,0.0,0.0,-1545.26869686
EBM,BLZ6,131.74,0.183,0.00037967955046,1.0,-1.0,1.0,-1.0,1.0,23.0,2016-09-28,199.9824,11.0,2.0,2.0,143965.472,0.915080527086,0.00037967955046,131.74,rates,-1.0,1.0,2016-10-14,1.0,1.0,-4.0,-4.0,1.0,-1.0,1.0,11.0,-1.0,2.0,11.0,1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,0,1,-1,1,1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1.0,0,601.268202597,601.268202597,601.268202597,-601.268202597,-601.268202597,601.268202597,601.268202597,-601.268202597,-601.268202597,-601.268202597,601.268202597,-601.268202597,601.268202597,601.268202597,-601.268202597,601.268202597,-601.268202597,601.268202597,-601.268202597,601.268202597,-601.268202597,-601.268202597,-601.268202597,-601.268202597,0.0,-601.268202597,-601.268202597,-601.268202597,-601.268202597,-601.268202597,-601.268202597,-601.268202597,0.0,601.268202597
EBS,EZZ6,112.095,0.04025,0.0,1.0,-1.0,-1.0,-1.0,1.0,16.0,2016-09-27,43.9852,46.0,6.0,6.0,122497.416,0.915080527086,0.0,112.095,rates,-1.0,1.0,2016-09-27,1.0,1.0,17.0,17.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,1,-1,1,1.0,-1,1,-1,1,-1,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
ED,@EDZ6,99.06,0.02,-0.000201857085184,-1.0,-1.0,1.0,-1.0,-1.0,22.0,2016-09-19,50.0,41.0,6.0,6.0,247650.0,1.0,-0.000201857085184,99.06,rates,-1.0,1.0,2016-09-19,-1.0,-1.0,23.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,1,-1,-1.0,1,1,1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
EMD,@EMDZ6,1525.0,17.89,-0.00391900718485,-1.0,1.0,1.0,1.0,1.0,-6.0,2016-10-11,1789.0,2.0,1.0,1.0,152500.0,1.0,-0.00391900718485,1525.0,index,1.0,1.0,2016-10-11,1.0,1.0,-7.0,-7.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1,0,1.0,0,-1195.29719138,1195.29719138,-1195.29719138,1195.29719138,-1195.29719138,1195.29719138,-1195.29719138,1195.29719138,-0.0,-1195.29719138,-1195.29719138,-1195.29719138,1195.29719138,1195.29719138,1195.29719138,-1195.29719138,1195.29719138,1195.29719138,-1195.29719138,-1195.29719138,-1195.29719138,1195.29719138,-0.0,-1195.29719138,-0.0,1195.29719138,1195.29719138,1195.29719138,-0.0,1195.29719138,1195.29719138,-1195.29719138,-0.0,1195.29719138
ES,@ESZ6,2137.0,20.275,-0.000467726847521,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2016-10-13,1013.75,2.0,1.0,1.0,106850.0,1.0,-0.000467726847521,2137.0,index,1.0,1.0,2016-10-13,1.0,1.0,5.0,5.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,0,0.0,-1,-99.9532273152,99.9532273152,-99.9532273152,99.9532273152,-99.9532273152,99.9532273152,-99.9532273152,99.9532273152,99.9532273152,99.9532273152,99.9532273152,99.9532273152,-99.9532273152,-99.9532273152,-99.9532273152,-99.9532273152,99.9532273152,-99.9532273152,99.9532273152,-99.9532273152,99.9532273152,99.9532273152,-0.0,-0.0,99.9532273152,-99.9532273152,-99.9532273152,99.9532273152,99.9532273152,-0.0,99.9532273152,-0.0,-99.9532273152,99.9532273152
FC,@GFF7,114.25,2.9636576955,0.0306720793866,1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-10-04,1481.82884775,2.0,1.0,1.0,57125.0,1.0,0.0306720793866,114.25,meat,1.0,-1.0,2016-10-04,-1.0,-1.0,12.0,12.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,0.0,-1.0,1,1,0.0,1,3504.28506991,3504.28506991,-3504.28506991,3504.28506991,3504.28506991,-3504.28506991,-3504.28506991,3504.28506991,3504.28506991,-3504.28506991,3504.28506991,-3504.28506991,3504.28506991,3504.28506991,-3504.28506991,-3504.28506991,3504.28506991,-3504.28506991,3504.28506991,-3504.28506991,3504.28506991,3504.28506991,3504.28506991,0.0,3504.28506991,3504.28506991,3504.28506991,3504.28506991,3504.28506991,3504.28506991,-3504.28506991,0.0,-3504.28506991,3504.28506991
FCH,MTX6,4537.0,63.6924123965,0.00431654676259,1.0,-1.0,1.0,-1.0,1.0,19.0,2016-09-22,696.030682669,3.0,1.0,1.0,49580.336,0.915080527086,0.00431654676259,4537.0,index,1.0,1.0,2016-09-22,1.0,1.0,20.0,20.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,0.0,-1,0,-1.0,-1,642.047516547,642.047516547,642.047516547,-642.047516547,642.047516547,-642.047516547,642.047516547,-642.047516547,0.0,-642.047516547,642.047516547,-642.047516547,642.047516547,642.047516547,-642.047516547,642.047516547,-642.047516547,642.047516547,-642.047516547,642.047516547,-642.047516547,-642.047516547,0.0,-642.047516547,-642.047516547,642.047516547,642.047516547,-642.047516547,0.0,0.0,-642.047516547,0.0,0.0,-642.047516547
FDX,DXMZ6,10695.0,165.775,0.00446114111294,1.0,-1.0,1.0,-1.0,1.0,17.0,2016-09-23,905.7946,3.0,1.0,1.0,58437.48,0.915080527086,0.00446114111294,10695.0,index,1.0,1.0,2016-09-23,1.0,1.0,18.0,18.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,0.0,-1,0,-1.0,-1,782.093533693,782.093533693,782.093533693,-782.093533693,782.093533693,-782.093533693,782.093533693,-782.093533693,0.0,-782.093533693,782.093533693,-782.093533693,782.093533693,782.093533693,-782.093533693,782.093533693,-782.093533693,782.093533693,-782.093533693,782.093533693,-782.093533693,-782.093533693,0.0,-782.093533693,-782.093533693,782.093533693,782.093533693,-782.093533693,0.0,0.0,-782.093533693,0.0,0.0,-782.093533693
FEI,IEH7,100.315,0.0104995005,4.98429866169e-05,1.0,1.0,1.0,1.0,-1.0,19.0,2016-09-22,28.684635366,70.0,9.0,9.0,274060.58,0.915080527086,4.98429866169e-05,100.315,rates,-1.0,1.0,2016-09-22,-1.0,-1.0,20.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
FFI,LFZ6,6989.5,86.85,0.000930832020622,1.0,1.0,1.0,1.0,-1.0,18.0,2016-09-23,1064.2599,2.0,1.0,1.0,85649.333,0.816060062021,0.000930832020622,6989.5,index,1.0,1.0,2016-09-23,-1.0,-1.0,19.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,159.450283403,159.450283403,159.450283403,-159.450283403,159.450283403,-159.450283403,159.450283403,-159.450283403,159.450283403,159.450283403,159.450283403,159.450283403,-159.450283403,-159.450283403,-159.450283403,-159.450283403,159.450283403,-159.450283403,159.450283403,-159.450283403,159.450283403,-159.450283403,-159.450283403,-159.450283403,-159.450283403,159.450283403,-159.450283403,159.450283403,159.450283403,0.0,-159.450283403,159.450283403,0.0,-159.450283403
