rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-06 03:30:03 ctwo:23.8 csi:23.81 @SBH7,2016-10-06 03:30:03,23.8,2016-10-05 20:00:00,23.81,-0.000419991600168,0.000419991600168,Close,0 days 07:30:03.000000000,0.312534722222
2016-10-05 23:24:10 ctwo:317.4 csi:317.25 SSV6,2016-10-05 23:24:10,317.4,2016-10-05 20:00:00,317.25,0.000472813238771,0.000472813238771,Close,0 days 03:24:10.000000000,0.141782407407
2016-10-05 23:24:05 ctwo:0.0516 csi:0.05157 @PXZ6,2016-10-05 23:24:05,0.0516,2016-10-05 20:00:00,0.05157,0.000581733566027,0.000581733566027,Close,0 days 03:24:05.000000000,0.141724537037
2016-10-05 23:24:01 ctwo:415.25 csi:415.0 @KWZ6,2016-10-05 23:24:01,415.25,2016-10-05 20:00:00,415.0,0.000602409638554,0.000602409638554,Close,0 days 03:24:01.000000000,0.141678240741
2016-10-05 23:24:02 ctwo:415.25 csi:415.0 @KWZ6,2016-10-05 23:24:02,415.25,2016-10-05 20:00:00,415.0,0.000602409638554,0.000602409638554,Open,0 days 03:24:02.000000000,0.141689814815
2016-10-05 23:24:14 ctwo:18187.0 csi:18200.0 @YMZ6,2016-10-05 23:24:14,18187.0,2016-10-05 20:00:00,18200.0,-0.000714285714286,0.000714285714286,Close,0 days 03:24:14.000000000,0.141828703704
2016-10-05 23:24:12 ctwo:130.315625 csi:130.21875 @TYZ6,2016-10-05 23:24:12,130.315625,2016-10-05 20:00:00,130.21875,0.000743940484761,0.000743940484761,Close,0 days 03:24:12.000000000,0.141805555556
2016-10-05 23:24:13 ctwo:165.84375 csi:165.71875 @USZ6,2016-10-05 23:24:13,165.84375,2016-10-05 20:00:00,165.71875,0.000754290024514,0.000754290024514,Close,0 days 03:24:13.000000000,0.14181712963
2016-10-06 03:00:12 ctwo:129.64 csi:129.54 LGZ6,2016-10-06 03:00:12,129.64,2016-10-05 20:00:00,129.54,0.000771962328238,0.000771962328238,Close,0 days 07:00:12.000000000,0.291805555556
2016-10-05 23:23:56 ctwo:1.12375 csi:1.1247 @EUZ6,2016-10-05 23:23:56,1.12375,2016-10-05 20:00:00,1.1247,-0.000844669689695,0.000844669689695,Close,0 days 03:23:56.000000000,0.14162037037
2016-10-05 23:23:54 ctwo:0.75905 csi:0.7597 @CDZ6,2016-10-05 23:23:54,0.75905,2016-10-05 20:00:00,0.7597,-0.00085560089509,0.00085560089509,Close,0 days 03:23:54.000000000,0.141597222222
2016-10-05 23:24:10 ctwo:1.0296 csi:1.0305 @SFZ6,2016-10-05 23:24:10,1.0296,2016-10-05 20:00:00,1.0305,-0.000873362445415,0.000873362445415,Close,0 days 03:24:10.000000000,0.141782407407
2016-10-05 23:23:55 ctwo:6775.0 csi:6782.0 @CTZ6,2016-10-05 23:23:55,6775.0,2016-10-05 20:00:00,6782.0,-0.00103214391035,0.00103214391035,Close,0 days 03:23:55.000000000,0.141608796296
2016-10-06 02:00:41 ctwo:456.55 csi:455.9 AEXV6,2016-10-06 02:00:41,456.55,2016-10-05 20:00:00,455.9,0.00142575126124,0.00142575126124,Open,0 days 06:00:41.000000000,0.250474537037
2016-10-06 02:00:32 ctwo:456.55 csi:455.9 AEXV6,2016-10-06 02:00:32,456.55,2016-10-05 20:00:00,455.9,0.00142575126124,0.00142575126124,Close,0 days 06:00:32.000000000,0.25037037037
2016-10-05 23:24:11 ctwo:1243.2 csi:1245.2 @TFSZ6,2016-10-05 23:24:11,1243.2,2016-10-05 20:00:00,1245.2,-0.00160616768391,0.00160616768391,Close,0 days 03:24:11.000000000,0.141793981481
2016-10-06 02:00:24 ctwo:3022.0 csi:3017.0 EXZ6,2016-10-06 02:00:24,3022.0,2016-10-05 20:00:00,3017.0,0.00165727543918,0.00165727543918,Close,0 days 06:00:24.000000000,0.250277777778
2016-10-06 04:20:47 ctwo:2831.0 csi:2836.0 @CCZ6,2016-10-06 04:20:47,2831.0,2016-10-05 20:00:00,2836.0,-0.00176304654443,0.00176304654443,Open,0 days 08:20:47.000000000,0.347766203704
2016-10-06 04:20:34 ctwo:2831.0 csi:2836.0 @CCZ6,2016-10-06 04:20:34,2831.0,2016-10-05 20:00:00,2836.0,-0.00176304654443,0.00176304654443,Close,0 days 08:20:34.000000000,0.347615740741
2016-10-06 03:00:21 ctwo:7008.5 csi:6996.0 LFZ6,2016-10-06 03:00:21,7008.5,2016-10-05 20:00:00,6996.0,0.0017867352773,0.0017867352773,Close,0 days 07:00:21.000000000,0.291909722222
2016-10-06 03:00:24 ctwo:7008.5 csi:6996.0 LFZ6,2016-10-06 03:00:24,7008.5,2016-10-05 20:00:00,6996.0,0.0017867352773,0.0017867352773,Open,0 days 07:00:24.000000000,0.291944444444
2016-10-06 02:00:37 ctwo:10599.6666667 csi:10580.5 DXMZ6,2016-10-06 02:00:37,10599.6666667,2016-10-05 20:00:00,10580.5,0.00181150859285,0.00181150859285,Close,0 days 06:00:37.000000000,0.250428240741
2016-10-05 23:23:51 ctwo:0.7596 csi:0.761 @ADZ6,2016-10-05 23:23:51,0.7596,2016-10-05 20:00:00,0.761,-0.00183968462549,0.00183968462549,Close,0 days 03:23:51.000000000,0.1415625
2016-10-05 23:23:52 ctwo:0.7596 csi:0.761 @ADZ6,2016-10-05 23:23:52,0.7596,2016-10-05 20:00:00,0.761,-0.00183968462549,0.00183968462549,Open,0 days 03:23:52.000000000,0.141574074074
2016-10-05 23:24:04 ctwo:919.3 csi:921.0 @MMEZ6,2016-10-05 23:24:04,919.3,2016-10-05 20:00:00,921.0,-0.00184581976113,0.00184581976113,Close,0 days 03:24:04.000000000,0.141712962963
2016-10-05 23:24:08 ctwo:676.95 csi:675.6 QPAZ6,2016-10-05 23:24:08,676.95,2016-10-05 20:00:00,675.6,0.00199822380107,0.00199822380107,Close,0 days 03:24:08.000000000,0.141759259259
2016-10-06 04:00:05 ctwo:1990.0 csi:1994.0 LRCX6,2016-10-06 04:00:05,1990.0,2016-10-05 20:00:00,1994.0,-0.00200601805416,0.00200601805416,Close,0 days 08:00:05.000000000,0.333391203704
2016-10-06 04:00:23 ctwo:1990.0 csi:1994.0 LRCX6,2016-10-06 04:00:23,1990.0,2016-10-05 20:00:00,1994.0,-0.00200601805416,0.00200601805416,Open,0 days 08:00:23.000000000,0.333599537037
2016-10-05 23:23:57 ctwo:1535.6 csi:1538.7 @EMDZ6,2016-10-05 23:23:57,1535.6,2016-10-05 20:00:00,1538.7,-0.0020146877234,0.0020146877234,Close,0 days 03:23:57.000000000,0.141631944444
2016-10-06 04:15:23 ctwo:148.5 csi:148.2 @KCZ6,2016-10-06 04:15:23,148.5,2016-10-05 20:00:00,148.2,0.00202429149798,0.00202429149798,Open,0 days 08:15:23.000000000,0.344016203704
2016-10-06 04:15:10 ctwo:148.5 csi:148.2 @KCZ6,2016-10-06 04:15:10,148.5,2016-10-05 20:00:00,148.2,0.00202429149798,0.00202429149798,Close,0 days 08:15:10.000000000,0.343865740741
2016-10-06 02:00:49 ctwo:4496.0 csi:4485.5 MTV6,2016-10-06 02:00:49,4496.0,2016-10-05 20:00:00,4485.5,0.0023408761565,0.0023408761565,Open,0 days 06:00:49.000000000,0.25056712963
2016-10-06 02:00:36 ctwo:4496.0 csi:4485.5 MTV6,2016-10-06 02:00:36,4496.0,2016-10-05 20:00:00,4485.5,0.0023408761565,0.0023408761565,Close,0 days 06:00:36.000000000,0.250416666667
2016-10-06 02:00:50 ctwo:10606.0 csi:10580.5 DXMZ6,2016-10-06 02:00:50,10606.0,2016-10-05 20:00:00,10580.5,0.00241009404092,0.00241009404092,Open,0 days 06:00:50.000000000,0.250578703704
2016-10-06 09:30:23 ctwo:122.45 csi:122.85 @GFX6,2016-10-06 09:30:23,122.45,2016-10-05 20:00:00,122.85,-0.003256003256,0.003256003256,Close,0 days 13:30:23.000000000,0.562766203704
2016-10-05 23:24:13 ctwo:406.5 csi:405.0 @WZ6,2016-10-05 23:24:13,406.5,2016-10-05 20:00:00,405.0,0.0037037037037,0.0037037037037,Close,0 days 03:24:13.000000000,0.14181712963
2016-10-05 23:24:07 ctwo:183.25 csi:184.0 @OZ6,2016-10-05 23:24:07,183.25,2016-10-05 20:00:00,184.0,-0.00407608695652,0.00407608695652,Close,0 days 03:24:07.000000000,0.141747685185
2016-10-05 23:24:13 ctwo:5460.0 csi:5433.0 APZ6,2016-10-05 23:24:13,5460.0,2016-10-05 20:00:00,5433.0,0.00496963003865,0.00496963003865,Close,0 days 03:24:13.000000000,0.14181712963
2016-10-05 23:23:53 ctwo:346.0 csi:347.75 @CZ6,2016-10-05 23:23:53,346.0,2016-10-05 20:00:00,347.75,-0.00503235082674,0.00503235082674,Close,0 days 03:23:53.000000000,0.141585648148
2016-10-06 03:45:01 ctwo:601.4 csi:604.5 QWZ6,2016-10-06 03:45:01,601.4,2016-10-05 20:00:00,604.5,-0.00512820512821,0.00512820512821,Close,0 days 07:45:01.000000000,0.322928240741
2016-10-05 23:24:00 ctwo:23874.0 csi:23750.0 HSIV6,2016-10-05 23:24:00,23874.0,2016-10-05 20:00:00,23750.0,0.00522105263158,0.00522105263158,Close,0 days 03:24:00.000000000,0.141666666667
2016-10-05 23:24:03 ctwo:51.55 csi:51.86 EBZ6,2016-10-05 23:24:03,51.55,2016-10-05 20:00:00,51.86,-0.00597763208639,0.00597763208639,Close,0 days 03:24:03.000000000,0.141701388889
2016-10-05 23:23:55 ctwo:49.51 csi:49.83 QCLX6,2016-10-05 23:23:55,49.51,2016-10-05 20:00:00,49.83,-0.0064218342364,0.0064218342364,Open,0 days 03:23:55.000000000,0.141608796296
2016-10-05 23:23:54 ctwo:49.51 csi:49.83 QCLX6,2016-10-05 23:23:54,49.51,2016-10-05 20:00:00,49.83,-0.0064218342364,0.0064218342364,Close,0 days 03:23:54.000000000,0.141597222222
2016-10-05 23:24:00 ctwo:9887.0 csi:9800.0 HHIV6,2016-10-05 23:24:00,9887.0,2016-10-05 20:00:00,9800.0,0.00887755102041,0.00887755102041,Close,0 days 03:24:00.000000000,0.141666666667
2016-10-06 08:00:11 ctwo:204.0 csi:201.4 @OJX6,2016-10-06 08:00:11,204.0,2016-10-05 20:00:00,201.4,0.012909632572,0.012909632572,Close,0 days 12:00:11.000000000,0.500127314815
