2016-10-03 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-03 00:00:00,Close2016-10-03 00:00:00,group,RiskOn,Excess,PC2016-09-30 00:00:00,Close2016-09-30 00:00:00,SEA2016-10-03 00:00:00,SRUN2016-10-03 00:00:00,SEA2016-09-30 00:00:00,SRUN2016-09-30 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-30 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,68.52,1.452,0.00646298472385,1.0,1.0,1.0,1.0,1.0,7.0,2016-09-22,726.0,3.0,1.0,1.0,34260.0,0.00646298472385,68.52,soft,1.0,1.0,,,1.0,7.0,,,1.0,-1.0,6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,0.0,0.0,-1,-1,-1,0.0,-1,664.265569918,664.265569918,664.265569918,-664.265569918,664.265569918,-664.265569918,664.265569918,-664.265569918,664.265569918,664.265569918,664.265569918,664.265569918,-664.265569918,-664.265569918,-664.265569918,664.265569918,-664.265569918,664.265569918,-664.265569918,664.265569918,-664.265569918,-664.265569918,0.0,-664.265569918,664.265569918,-664.265569918,664.265569918,664.265569918,0.0,0.0,0.0,-664.265569918,-664.265569918
CU,@EUZ6,1.1255,0.0064095355,-0.00195087345925,-1.0,1.0,1.0,1.0,1.0,-31.0,2016-08-18,801.1919375,3.0,1.0,1.0,140687.5,-0.00195087345925,1.1255,currency,1.0,1.0,,,1.0,-31.0,,,1.0,1.0,-30.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,-823.390529396,823.390529396,-823.390529396,823.390529396,-823.390529396,823.390529396,-823.390529396,823.390529396,-0.0,-823.390529396,-823.390529396,-823.390529396,823.390529396,823.390529396,-823.390529396,823.390529396,823.390529396,-823.390529396,-823.390529396,-823.390529396,823.390529396,-0.0,-823.390529396,-0.0,823.390529396,823.390529396,-0.0,-0.0,823.390529396,-0.0,823.390529396,823.390529396,823.390529396
DX,@DXZ6,95.587,0.520141682,0.00211773339624,1.0,1.0,1.0,1.0,1.0,-32.0,2016-08-18,520.141682,4.0,1.0,1.0,95587.0,0.00211773339624,95.587,currency,-1.0,-1.0,,,1.0,-32.0,,,-1.0,1.0,-31.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,0,-1,-1,-1.0,-1,809.711128584,809.711128584,-809.711128584,809.711128584,-809.711128584,809.711128584,-809.711128584,809.711128584,0.0,809.711128584,809.711128584,809.711128584,-809.711128584,-809.711128584,809.711128584,-809.711128584,-809.711128584,809.711128584,-809.711128584,809.711128584,-809.711128584,-809.711128584,-809.711128584,-809.711128584,-809.711128584,-809.711128584,0.0,0.0,-809.711128584,0.0,-809.711128584,0.0,-809.711128584
EBL,BDZ6,165.4,0.728,-0.00181050090525,-1.0,1.0,-1.0,1.0,-1.0,14.0,2016-09-13,816.088,3.0,1.0,1.0,185413.4,-0.00181050090525,165.4,rates,-1.0,1.0,,,-1.0,14.0,,,-1.0,1.0,-2.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,0.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,-1.0,-1,-1007.07338564,1007.07338564,1007.07338564,-1007.07338564,1007.07338564,-1007.07338564,-1007.07338564,1007.07338564,1007.07338564,-1007.07338564,1007.07338564,-1007.07338564,1007.07338564,1007.07338564,-1007.07338564,1007.07338564,1007.07338564,-1007.07338564,1007.07338564,-1007.07338564,1007.07338564,1007.07338564,1007.07338564,1007.07338564,1007.07338564,1007.07338564,-0.0,1007.07338564,1007.07338564,-1007.07338564,1007.07338564,-0.0,1007.07338564
EBM,BLZ6,132.05,0.196,-0.000302823832236,-1.0,-1.0,-1.0,1.0,-1.0,11.0,2016-09-16,219.716,10.0,2.0,2.0,148028.05,-0.000302823832236,132.05,rates,-1.0,1.0,,,-1.0,11.0,,,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,1.0,10.0,1.0,1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,1,0.0,-1.0,0.0,0.0,0.0,1,1,0,-1.0,0,-448.264213794,448.264213794,448.264213794,-448.264213794,448.264213794,-448.264213794,-448.264213794,448.264213794,448.264213794,448.264213794,448.264213794,-448.264213794,448.264213794,-448.264213794,-448.264213794,448.264213794,-448.264213794,448.264213794,448.264213794,448.264213794,-448.264213794,-0.0,448.264213794,-0.0,448.264213794,-448.264213794,-0.0,448.264213794,-0.0,-0.0,-0.0,-448.264213794,-448.264213794
EBS,EZZ6,112.14,0.04325,4.4589111339e-05,1.0,1.0,-1.0,1.0,-1.0,14.0,2016-09-13,48.48325,42.0,6.0,6.0,125708.94,4.4589111339e-05,112.14,rates,-1.0,1.0,,,-1.0,14.0,,,-1.0,-1.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,0,1,0,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ED,@EDZ6,99.065,0.02525,-0.000151392813888,-1.0,-1.0,1.0,-1.0,-1.0,10.0,2016-09-19,63.125,32.0,4.0,4.0,247662.5,-0.000151392813888,99.065,rates,-1.0,1.0,,,-1.0,10.0,,,-1.0,-1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EMD,@EMDZ6,1538.3,20.9805513815,-0.00729220443986,-1.0,-1.0,-1.0,1.0,1.0,-11.0,2016-09-16,2098.05513815,1.0,1.0,1.0,153830.0,-0.00729220443986,1538.3,index,1.0,1.0,,,1.0,-11.0,,,1.0,-1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,-1,-1,-1,1,1,-1,1.0,-1,-1,-1,1,1,1,0.0,0.0,1.0,-1.0,1.0,0,1,0,-1.0,0,-1121.75980898,1121.75980898,-1121.75980898,1121.75980898,-1121.75980898,1121.75980898,-1121.75980898,1121.75980898,-0.0,1121.75980898,1121.75980898,-1121.75980898,1121.75980898,-1121.75980898,1121.75980898,-1121.75980898,-1121.75980898,1121.75980898,1121.75980898,1121.75980898,-1121.75980898,-0.0,1121.75980898,-0.0,-1121.75980898,-1121.75980898,-0.0,-0.0,-1121.75980898,1121.75980898,-1121.75980898,-0.0,-1121.75980898
ES,@ESZ6,2153.25,24.674541985,-0.00335570469799,-1.0,1.0,1.0,1.0,-1.0,-11.0,2016-09-16,1233.72709925,2.0,1.0,1.0,107662.5,-0.00335570469799,2153.25,index,1.0,1.0,,,-1.0,-11.0,,,1.0,-1.0,-10.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-722.567114094,722.567114094,-722.567114094,722.567114094,-722.567114094,722.567114094,-722.567114094,722.567114094,-722.567114094,-722.567114094,-722.567114094,-722.567114094,722.567114094,722.567114094,722.567114094,-722.567114094,-722.567114094,722.567114094,722.567114094,722.567114094,722.567114094,722.567114094,722.567114094,722.567114094,-722.567114094,722.567114094,-722.567114094,-722.567114094,-0.0,722.567114094,-0.0,722.567114094,722.567114094
FC,@GFX6,119.275,3.0245782425,-0.0031341412453,-1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-09-16,1512.28912125,2.0,1.0,1.0,59637.5,-0.0031341412453,119.275,meat,1.0,-1.0,,,-1.0,11.0,,,-1.0,-1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-373.824697033,373.824697033,373.824697033,-373.824697033,-373.824697033,373.824697033,373.824697033,-373.824697033,-373.824697033,373.824697033,-373.824697033,373.824697033,-373.824697033,-373.824697033,373.824697033,-373.824697033,373.824697033,-373.824697033,373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-373.824697033,-0.0,-0.0,-373.824697033
FCH,MTV6,4448.5,72.1316767355,0.00112523911331,1.0,1.0,1.0,-1.0,1.0,-11.0,2016-09-16,808.596096205,3.0,1.0,1.0,49867.685,0.00112523911331,4448.5,index,1.0,1.0,,,1.0,-11.0,,,1.0,1.0,-10.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,-1,1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,1.0,-1.0,-1,-1,0,1.0,0,168.339208957,168.339208957,168.339208957,-168.339208957,168.339208957,-168.339208957,168.339208957,-168.339208957,0.0,168.339208957,168.339208957,-168.339208957,168.339208957,-168.339208957,168.339208957,-168.339208957,-168.339208957,168.339208957,168.339208957,168.339208957,-168.339208957,0.0,168.339208957,0.0,-168.339208957,-168.339208957,0.0,0.0,-168.339208957,168.339208957,-168.339208957,-168.339208957,-168.339208957
FDX,DXMZ6,10512.5,175.81198556,,1.0,-1.0,-1.0,1.0,1.0,-9.0,2016-09-19,985.426179061,3.0,1.0,1.0,58922.5625,,,index,1.0,1.0,0.0117901828681,10512.5,,,1.0,-9.0,1.0,1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEI,IEZ6,100.295,0.01225,-4.9850448654e-05,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,2016-09-22,34.330625,59.0,8.0,8.0,281076.7375,-4.9850448654e-05,100.295,rates,-1.0,1.0,,,-1.0,7.0,,,-1.0,-1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
FFI,LFZ6,6946.0,86.5897855905,0.0129055778345,1.0,-1.0,-1.0,-1.0,-1.0,6.0,2016-09-23,1112.24579591,2.0,1.0,1.0,89221.37,0.0129055778345,6946.0,index,1.0,1.0,,,-1.0,6.0,,,-1.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,2302.90667007,2302.90667007,-2302.90667007,2302.90667007,2302.90667007,-2302.90667007,2302.90667007,-2302.90667007,0.0,-2302.90667007,-2302.90667007,-2302.90667007,2302.90667007,2302.90667007,2302.90667007,-2302.90667007,2302.90667007,-2302.90667007,2302.90667007,-2302.90667007,2302.90667007,2302.90667007,2302.90667007,0.0,2302.90667007,2302.90667007,0.0,0.0,2302.90667007,2302.90667007,-2302.90667007,0.0,-2302.90667007
FLG,LGZ6,130.42,0.741,0.00130518234165,1.0,1.0,-1.0,1.0,1.0,12.0,2016-09-15,951.8145,3.0,1.0,1.0,167524.49,0.00130518234165,130.42,rates,-1.0,1.0,,,1.0,12.0,,,-1.0,1.0,11.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,0.0,-1.0,0,-1,-1,-1.0,-1,655.950018426,655.950018426,-655.950018426,655.950018426,-655.950018426,655.950018426,655.950018426,-655.950018426,-655.950018426,655.950018426,-655.950018426,655.950018426,-655.950018426,-655.950018426,655.950018426,-655.950018426,655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,-655.950018426,0.0,-655.950018426,-655.950018426,0.0,-655.950018426,0.0,-655.950018426
FSS,LLZ6,99.655,0.01725,-0.000100336126022,-1.0,-1.0,-1.0,-1.0,1.0,-16.0,2016-09-09,27.69703125,73.0,10.0,10.0,160008.559375,-0.000100336126022,99.655,rates,-1.0,-1.0,,,1.0,-16.0,,,-1.0,1.0,-15.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,-1.0,0.0,1.0,0.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
