2016-11-09 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-11-09 00:00:00,Close2016-11-09 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-11-09 00:00:00,LastSRUN,SRUN2016-11-09 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-11-08 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-11-08 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-11-08 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-11-08 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
EBL,BDZ6,162.01,0.764,0.000555830039526,1.0,1.0,1.0,1.0,1.0,-16.0,2016-10-17,833.9824,1.0,1.0,1.0,176850.116,0.916086478564,0.000555830039526,162.01,rates,-1.0,1.0,2016-10-17,1.0,1.0,-17.0,-17.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1,98.2986069664,98.2986069664,-98.2986069664,98.2986069664,-98.2986069664,98.2986069664,98.2986069664,-98.2986069664,98.2986069664,98.2986069664,98.2986069664,98.2986069664,-98.2986069664,-98.2986069664,-98.2986069664,98.2986069664,-98.2986069664,98.2986069664,-98.2986069664,-98.2986069664,98.2986069664,-98.2986069664,0.0,-98.2986069664,-98.2986069664,-98.2986069664,98.2986069664,-98.2986069664,0.0,-98.2986069664,98.2986069664,-98.2986069664,-98.2986069664,-98.2986069664
EBM,BLZ6,131.22,0.2005,0.000838990160933,1.0,1.0,-1.0,1.0,-1.0,-17.0,2016-10-14,218.8658,4.0,2.0,2.0,143239.752,0.916086478564,0.000838990160933,131.22,rates,-1.0,1.0,2016-10-14,1.0,1.0,-18.0,-18.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,480.70697033,480.70697033,-480.70697033,480.70697033,-480.70697033,480.70697033,480.70697033,-480.70697033,-480.70697033,480.70697033,-480.70697033,480.70697033,-480.70697033,-480.70697033,480.70697033,-480.70697033,480.70697033,-480.70697033,480.70697033,-480.70697033,-480.70697033,480.70697033,-480.70697033,-480.70697033,0.0,-480.70697033,-480.70697033,480.70697033,0.0,0.0,480.70697033,0.0,-480.70697033,480.70697033
EBS,EZZ6,112.035,0.03775,0.000357158801732,1.0,-1.0,1.0,-1.0,-1.0,-17.0,2016-10-14,41.2079,24.0,7.0,7.0,122297.406,0.916086478564,0.000357158801732,112.035,rates,-1.0,1.0,2016-10-14,1.0,1.0,-18.0,-18.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
ED,@EDZ6,99.065,0.0235,0.00015143866734,1.0,1.0,1.0,1.0,-1.0,-36.0,2016-09-19,58.75,17.0,5.0,5.0,247662.5,1.0,0.00015143866734,99.065,rates,-1.0,1.0,2016-09-19,-1.0,-1.0,-37.0,-37.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EMD,@EMDZ6,1538.2,22.245,0.0188104384687,1.0,-1.0,-1.0,-1.0,-1.0,-20.0,2016-10-11,2224.5,1.0,1.0,1.0,153820.0,1.0,0.0188104384687,1538.2,index,1.0,1.0,2016-11-03,-1.0,-1.0,4.0,4.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,2893.42164525,2893.42164525,2893.42164525,-2893.42164525,2893.42164525,-2893.42164525,2893.42164525,-2893.42164525,-2893.42164525,-2893.42164525,-2893.42164525,-2893.42164525,2893.42164525,2893.42164525,2893.42164525,-2893.42164525,2893.42164525,-2893.42164525,2893.42164525,2893.42164525,-2893.42164525,2893.42164525,0.0,2893.42164525,2893.42164525,2893.42164525,-2893.42164525,2893.42164525,0.0,2893.42164525,-2893.42164525,2893.42164525,2893.42164525,2893.42164525
ES,@ESZ6,2160.25,25.6,0.0115897916179,1.0,1.0,-1.0,1.0,1.0,2.0,2016-10-13,1280.0,1.0,1.0,1.0,108012.5,1.0,0.0115897916179,2160.25,index,1.0,1.0,2016-10-13,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,1251.84236713,1251.84236713,1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,-1251.84236713,1251.84236713,1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,1251.84236713,-1251.84236713,-1251.84236713,-1251.84236713,0.0,-1251.84236713,-1251.84236713,-1251.84236713,-1251.84236713,-1251.84236713,-1251.84236713,1251.84236713,1251.84236713,1251.84236713,-1251.84236713
FC,@GFF7,119.725,2.6584526585,0.00419375131055,1.0,1.0,-1.0,1.0,1.0,4.0,2016-11-02,1329.22632925,1.0,1.0,1.0,59862.5,1.0,0.00419375131055,119.725,meat,1.0,-1.0,2016-11-02,1.0,1.0,5.0,5.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,251.048437828,251.048437828,251.048437828,-251.048437828,251.048437828,-251.048437828,-251.048437828,251.048437828,-251.048437828,251.048437828,-251.048437828,251.048437828,-251.048437828,-251.048437828,251.048437828,251.048437828,-251.048437828,251.048437828,-251.048437828,251.048437828,-251.048437828,-251.048437828,-251.048437828,0.0,-251.048437828,-251.048437828,-251.048437828,-251.048437828,-251.048437828,-251.048437828,251.048437828,251.048437828,251.048437828,-251.048437828
FCH,MTX6,4542.5,69.0947882015,0.0148570151921,1.0,1.0,-1.0,1.0,1.0,-11.0,2016-10-24,754.238708008,1.0,1.0,1.0,49585.93,0.916086478564,0.0148570151921,4542.5,index,1.0,1.0,2016-10-24,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,736.698915326,736.698915326,736.698915326,-736.698915326,736.698915326,-736.698915326,736.698915326,-736.698915326,-736.698915326,736.698915326,-736.698915326,736.698915326,-736.698915326,-736.698915326,736.698915326,736.698915326,-736.698915326,736.698915326,-736.698915326,736.698915326,-736.698915326,-736.698915326,-736.698915326,0.0,-736.698915326,-736.698915326,-736.698915326,-736.698915326,-736.698915326,-736.698915326,736.698915326,736.698915326,736.698915326,-736.698915326
FDX,DXMZ6,10628.0,160.45,0.014993792379,1.0,1.0,-1.0,1.0,1.0,-11.0,2016-10-24,875.7361,1.0,1.0,1.0,58007.624,0.916086478564,0.014993792379,10628.0,index,1.0,1.0,2016-10-24,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,869.754270652,869.754270652,869.754270652,-869.754270652,869.754270652,-869.754270652,869.754270652,-869.754270652,-869.754270652,869.754270652,-869.754270652,869.754270652,-869.754270652,-869.754270652,869.754270652,869.754270652,-869.754270652,869.754270652,-869.754270652,869.754270652,-869.754270652,-869.754270652,-869.754270652,0.0,-869.754270652,-869.754270652,-869.754270652,-869.754270652,-869.754270652,-869.754270652,869.754270652,869.754270652,869.754270652,-869.754270652
FEI,IEH7,100.285,0.0087499375,4.98603909054e-05,1.0,-1.0,1.0,-1.0,1.0,33.0,2016-09-22,23.8785794375,41.0,11.0,11.0,273677.765,0.916086478564,4.98603909054e-05,100.285,rates,-1.0,1.0,2016-09-22,1.0,1.0,34.0,34.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,-1.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
FFI,LFZ6,6874.5,102.675,0.00843479536453,1.0,1.0,-1.0,1.0,1.0,-9.0,2016-10-26,1275.531525,1.0,1.0,1.0,85401.9135,0.804958544635,0.00843479536453,6874.5,index,1.0,1.0,2016-10-26,1.0,1.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,720.347664112,720.347664112,720.347664112,-720.347664112,720.347664112,-720.347664112,720.347664112,-720.347664112,-720.347664112,720.347664112,-720.347664112,720.347664112,-720.347664112,-720.347664112,720.347664112,720.347664112,-720.347664112,720.347664112,-720.347664112,720.347664112,-720.347664112,-720.347664112,-720.347664112,0.0,-720.347664112,-720.347664112,-720.347664112,-720.347664112,-720.347664112,-720.347664112,720.347664112,720.347664112,720.347664112,-720.347664112
FLG,LGZ6,125.43,0.913,-0.000159426066162,-1.0,1.0,1.0,-1.0,1.0,5.0,2016-11-01,1134.2199,1.0,1.0,1.0,155821.689,0.804958544635,-0.000159426066162,125.43,rates,-1.0,1.0,2016-11-01,1.0,1.0,6.0,6.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,1,0.0,0,-24.8420389,24.8420389,24.8420389,-24.8420389,24.8420389,-24.8420389,-24.8420389,24.8420389,-24.8420389,-24.8420389,-24.8420389,24.8420389,-24.8420389,24.8420389,24.8420389,-24.8420389,24.8420389,-24.8420389,24.8420389,-24.8420389,-24.8420389,24.8420389,-24.8420389,-0.0,-0.0,24.8420389,-24.8420389,24.8420389,-0.0,24.8420389,-24.8420389,24.8420389,24.8420389,24.8420389
