2016-10-04 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-04 00:00:00,Close2016-10-04 00:00:00,group,RiskOn,Excess,SEA2016-10-04 00:00:00,SRUN2016-10-04 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-10-03 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-03 00:00:00,0.5SIG2016-09-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-03 00:00:00,0.75SIG2016-09-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-03 00:00:00,1SIG2016-09-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,69.67,1.4655,0.016783420899,1.0,1.0,-1.0,1.0,1.0,8.0,2016-09-22,732.75,3.0,1.0,1.0,34835.0,0.016783420899,69.67,soft,1.0,1.0,1.0,8.0,1.0,1.0,7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,1753.95140105,1753.95140105,1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105,-1753.95140105
CU,@EUZ6,1.1232,0.0067037425,-0.00204353620613,-1.0,-1.0,1.0,-1.0,1.0,-32.0,2016-08-18,837.9678125,3.0,1.0,1.0,140400.0,-0.00204353620613,1.1232,currency,1.0,1.0,1.0,-32.0,-1.0,1.0,-31.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-860.737450022,860.737450022,860.737450022,-860.737450022,-860.737450022,860.737450022,-860.737450022,860.737450022,-860.737450022,860.737450022,-860.737450022,860.737450022,-860.737450022,-860.737450022,-860.737450022,860.737450022,860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,-860.737450022,860.737450022,-0.0,860.737450022
DX,@DXZ6,96.125,0.5415554515,0.0056283804283,1.0,1.0,1.0,1.0,1.0,3.0,2016-08-18,541.5554515,4.0,1.0,1.0,96125.0,0.0056283804283,96.125,currency,-1.0,-1.0,1.0,3.0,1.0,1.0,-32.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,0,0.0,0,2164.11227468,2164.11227468,2164.11227468,-2164.11227468,-2164.11227468,2164.11227468,-2164.11227468,2164.11227468,-2164.11227468,2164.11227468,2164.11227468,2164.11227468,-2164.11227468,-2164.11227468,2164.11227468,-2164.11227468,-2164.11227468,2164.11227468,2164.11227468,2164.11227468,-2164.11227468,0.0,0.0,0.0,-2164.11227468,-2164.11227468,-2164.11227468,-2164.11227468,-2164.11227468,-2164.11227468,0.0,0.0,-2164.11227468
EBL,BDZ6,165.3,0.7605,-0.000604594921403,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-09-28,851.98815,3.0,1.0,1.0,185185.59,-0.000604594921403,165.3,rates,-1.0,1.0,-1.0,-4.0,-1.0,-1.0,14.0,0.0,1.0,3.0,0.0,2.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,0,1,0,1.0,1,-335.886801693,335.886801693,335.886801693,-335.886801693,335.886801693,-335.886801693,-335.886801693,335.886801693,-0.0,-335.886801693,335.886801693,-335.886801693,335.886801693,335.886801693,335.886801693,-335.886801693,335.886801693,-335.886801693,335.886801693,-335.886801693,-335.886801693,-0.0,-335.886801693,-335.886801693,335.886801693,335.886801693,-335.886801693,-0.0,-0.0,-335.886801693,-0.0,-0.0,-335.886801693
EBM,BLZ6,132.09,0.202,0.000302915562287,1.0,1.0,1.0,1.0,-1.0,12.0,2016-09-16,226.3006,9.0,2.0,2.0,147980.427,0.000302915562287,132.09,rates,-1.0,1.0,-1.0,12.0,-1.0,-1.0,11.0,1.0,1.0,9.0,1.0,2.0,9.0,1.0,,2.0,9.0,1.0,,1.0,9.0,1.0,,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1,403.430168269,403.430168269,-403.430168269,403.430168269,-403.430168269,403.430168269,403.430168269,-403.430168269,403.430168269,403.430168269,403.430168269,403.430168269,-403.430168269,-403.430168269,-403.430168269,403.430168269,-403.430168269,403.430168269,-403.430168269,403.430168269,403.430168269,0.0,403.430168269,403.430168269,-403.430168269,-403.430168269,403.430168269,403.430168269,0.0,403.430168269,0.0,0.0,403.430168269
EBS,EZZ6,112.145,0.04375,4.45871232388e-05,1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-09-22,49.013125,41.0,6.0,6.0,125636.0435,4.45871232388e-05,112.145,rates,-1.0,1.0,-1.0,-8.0,1.0,-1.0,14.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,0.0,1.0,0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
ED,@EDZ6,99.06,0.02475,-5.04719123807e-05,-1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-09-19,61.875,33.0,5.0,5.0,247650.0,-5.04719123807e-05,99.06,rates,-1.0,1.0,-1.0,11.0,-1.0,-1.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EMD,@EMDZ6,1530.8,21.416606025,-0.00487551192875,-1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-09-16,2141.6606025,1.0,1.0,1.0,153080.0,-0.00487551192875,1530.8,index,1.0,1.0,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-746.343366053,746.343366053,746.343366053,-746.343366053,-746.343366053,746.343366053,-746.343366053,746.343366053,-746.343366053,746.343366053,-746.343366053,746.343366053,-746.343366053,-746.343366053,-746.343366053,746.343366053,746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,-746.343366053,746.343366053,-0.0,746.343366053
ES,@ESZ6,2144.75,25.400954199,-0.0039475211889,-1.0,-1.0,1.0,-1.0,-1.0,-12.0,2016-09-16,1270.04770995,2.0,1.0,1.0,107237.5,-0.0039475211889,2144.75,index,1.0,1.0,-1.0,-12.0,-1.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-846.644606989,846.644606989,846.644606989,-846.644606989,-846.644606989,846.644606989,-846.644606989,846.644606989,-846.644606989,846.644606989,-846.644606989,846.644606989,-846.644606989,-846.644606989,846.644606989,-846.644606989,-846.644606989,846.644606989,846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-846.644606989,-0.0,-0.0,-846.644606989
FC,@GFX6,123.75,3.0501941275,0.0375183399707,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2016-09-09,1525.09706375,2.0,1.0,1.0,61875.0,0.0375183399707,123.75,meat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,4642.89457137,4642.89457137,-4642.89457137,4642.89457137,4642.89457137,-4642.89457137,-4642.89457137,4642.89457137,4642.89457137,-4642.89457137,4642.89457137,-4642.89457137,4642.89457137,4642.89457137,-4642.89457137,4642.89457137,-4642.89457137,4642.89457137,-4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,4642.89457137,0.0,0.0,4642.89457137
FCH,MTV6,4499.0,73.48737889,0.0113521411712,1.0,-1.0,-1.0,-1.0,1.0,-12.0,2016-09-16,823.279105705,3.0,1.0,1.0,50402.297,0.0113521411712,4499.0,index,1.0,1.0,1.0,-12.0,1.0,1.0,-11.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,1.0,0.0,0,-1,0,-1.0,-1,1716.52197269,1716.52197269,1716.52197269,-1716.52197269,1716.52197269,-1716.52197269,1716.52197269,-1716.52197269,-1716.52197269,-1716.52197269,-1716.52197269,-1716.52197269,1716.52197269,1716.52197269,1716.52197269,-1716.52197269,-1716.52197269,1716.52197269,1716.52197269,-1716.52197269,-1716.52197269,0.0,-1716.52197269,-1716.52197269,1716.52197269,1716.52197269,-1716.52197269,-1716.52197269,0.0,1716.52197269,0.0,0.0,-1716.52197269
FDX,DXMZ6,10624.0,179.390797834,0.0106064209275,1.0,-1.0,-1.0,1.0,1.0,-10.0,2016-09-19,1004.85755407,2.0,1.0,1.0,59510.336,0.0106064209275,10624.0,index,1.0,1.0,1.0,-10.0,1.0,1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,,-1.0,1.0,2.0,,-1.0,2.0,2.0,,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,1262.3833463,1262.3833463,1262.3833463,-1262.3833463,1262.3833463,-1262.3833463,1262.3833463,-1262.3833463,-1262.3833463,-1262.3833463,-1262.3833463,1262.3833463,-1262.3833463,1262.3833463,1262.3833463,-1262.3833463,-1262.3833463,1262.3833463,1262.3833463,-1262.3833463,-1262.3833463,0.0,-1262.3833463,-1262.3833463,1262.3833463,1262.3833463,-1262.3833463,-1262.3833463,0.0,0.0,0.0,0.0,-1262.3833463
FEI,IEZ6,100.295,0.012,0.0,1.0,1.0,1.0,-1.0,-1.0,8.0,2016-09-22,33.609,60.0,8.0,8.0,280901.22125,0.0,100.295,rates,-1.0,1.0,-1.0,8.0,-1.0,-1.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,-1.0,,1,-1,1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,7079.5,92.577537671,0.0192196947884,1.0,-1.0,1.0,-1.0,-1.0,7.0,2016-09-23,1177.67885671,2.0,1.0,1.0,90058.3195,0.0192196947884,7079.5,index,1.0,1.0,-1.0,7.0,1.0,-1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,3461.78682789,3461.78682789,3461.78682789,-3461.78682789,3461.78682789,-3461.78682789,3461.78682789,-3461.78682789,3461.78682789,-3461.78682789,3461.78682789,-3461.78682789,3461.78682789,3461.78682789,-3461.78682789,3461.78682789,-3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,3461.78682789,0.0,3461.78682789
FLG,LGZ6,130.15,0.7605,-0.00207023462659,-1.0,1.0,-1.0,1.0,-1.0,13.0,2016-09-15,967.43205,3.0,1.0,1.0,165563.815,-0.00207023462659,130.15,rates,-1.0,1.0,-1.0,13.0,1.0,1.0,12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,-1.0,-1,-1028.26782817,1028.26782817,-1028.26782817,1028.26782817,1028.26782817,-1028.26782817,-1028.26782817,1028.26782817,1028.26782817,-1028.26782817,1028.26782817,-1028.26782817,1028.26782817,1028.26782817,-1028.26782817,1028.26782817,-1028.26782817,1028.26782817,-1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,1028.26782817,-0.0,-0.0,1028.26782817
FSS,LLZ6,99.66,0.01675,5.01730971851e-05,1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-09-09,26.63459375,76.0,10.0,10.0,158471.8575,5.01730971851e-05,99.66,rates,-1.0,-1.0,1.0,-17.0,-1.0,1.0,-16.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,-1.0,0.0,1.0,0.0,1,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
