2016-08-18 00:00:00,Contract,LastClose,ATR20,PC2016-08-18 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-18 00:00:00,RiskOn,group,SEA2016-08-18 00:00:00,SRUN2016-08-18 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-17 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-17 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-17 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-17 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
CT,@CTZ6,69.01,1.789,0.0029065542799,1.0,-1.0,1.0,-1.0,1.0,9.0,2016-08-05,894.5,3.0,1.0,1.0,34505.0,69.01,1.0,soft,1.0,9.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,300.871966284,300.871966284,300.871966284,-300.871966284,300.871966284,-300.871966284,300.871966284,-300.871966284,300.871966284,-300.871966284,300.871966284,300.871966284,300.871966284,-300.871966284,300.871966284,-300.871966284,-300.871966284,300.871966284,-300.871966284,-300.871966284,300.871966284,-300.871966284
CU,@EUU6,1.1367,0.0072225,0.00557324840764,1.0,-1.0,1.0,-1.0,1.0,19.0,2016-07-22,902.8125,3.0,1.0,1.0,142087.5,1.1367,1.0,currency,1.0,19.0,1.0,1.0,18.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,2375.66679936,2375.66679936,2375.66679936,-2375.66679936,2375.66679936,-2375.66679936,2375.66679936,-2375.66679936,2375.66679936,-2375.66679936,2375.66679936,2375.66679936,2375.66679936,-2375.66679936,2375.66679936,-2375.66679936,-2375.66679936,2375.66679936,-2375.66679936,-2375.66679936,2375.66679936,-2375.66679936
DX,@DXU6,94.137,0.63185,-0.00584010983208,-1.0,-1.0,1.0,-1.0,-1.0,19.0,2016-07-22,631.85,4.0,1.0,1.0,94137.0,94.137,-1.0,currency,-1.0,19.0,-1.0,-1.0,18.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,-2199.08167705,2199.08167705,2199.08167705,-2199.08167705,2199.08167705,-2199.08167705,2199.08167705,2199.08167705,-2199.08167705,2199.08167705,-2199.08167705,-2199.08167705,2199.08167705,-2199.08167705,2199.08167705,-2199.08167705,2199.08167705,-2199.08167705,-2199.08167705,-2199.08167705,-2199.08167705,-2199.08167705
EBL,BDU6,167.46,0.693,0.00305480682839,1.0,1.0,1.0,1.0,1.0,43.0,2016-06-20,786.9015,3.0,1.0,1.0,190150.83,167.46,-1.0,rates,1.0,43.0,1.0,1.0,42.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,1,1742.62216173,1742.62216173,1742.62216173,-1742.62216173,-1742.62216173,1742.62216173,1742.62216173,1742.62216173,1742.62216173,1742.62216173,-1742.62216173,-1742.62216173,1742.62216173,-1742.62216173,1742.62216173,-1742.62216173,1742.62216173,1742.62216173,-1742.62216173,1742.62216173,-1742.62216173,-1742.62216173
EBM,BLU6,133.59,0.198,0.000899078444594,1.0,-1.0,-1.0,-1.0,1.0,-29.0,2016-07-08,224.829,9.0,3.0,2.0,151691.445,133.59,-1.0,rates,1.0,-29.0,1.0,1.0,-28.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,1227.44257586,1227.44257586,1227.44257586,-1227.44257586,-1227.44257586,1227.44257586,1227.44257586,-1227.44257586,-1227.44257586,-1227.44257586,1227.44257586,1227.44257586,1227.44257586,-1227.44257586,-1227.44257586,1227.44257586,-1227.44257586,-1227.44257586,-1227.44257586,-1227.44257586,1227.44257586,-1227.44257586
EBS,EZU6,111.995,0.037,0.0,1.0,-1.0,1.0,-1.0,1.0,-28.0,2016-07-11,42.0135,48.0,12.0,6.0,127170.3225,111.995,-1.0,rates,1.0,-28.0,1.0,1.0,-27.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.11,0.038,0.000151369897573,1.0,-1.0,1.0,-1.0,1.0,-37.0,2016-06-27,95.0,22.0,6.0,3.0,247775.0,99.11,-1.0,rates,1.0,-37.0,-1.0,1.0,-36.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
EMD,@EMDU6,1560.3,13.26,0.00709998063642,1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-08-04,1326.0,2.0,1.0,1.0,156030.0,1560.3,1.0,index,1.0,10.0,-1.0,1.0,-25.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,2215.6199574,2215.6199574,-2215.6199574,2215.6199574,2215.6199574,-2215.6199574,2215.6199574,-2215.6199574,-2215.6199574,-2215.6199574,2215.6199574,2215.6199574,2215.6199574,-2215.6199574,-2215.6199574,2215.6199574,-2215.6199574,-2215.6199574,-2215.6199574,-2215.6199574,2215.6199574,-2215.6199574
ES,@ESU6,2183.5,13.5375,0.00172038077761,1.0,-1.0,1.0,-1.0,-1.0,-24.0,2016-07-15,676.875,3.0,1.0,1.0,109175.0,2183.5,1.0,index,-1.0,-24.0,1.0,-1.0,-23.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,563.467714187,563.467714187,563.467714187,-563.467714187,563.467714187,-563.467714187,-563.467714187,-563.467714187,563.467714187,-563.467714187,563.467714187,563.467714187,-563.467714187,563.467714187,563.467714187,-563.467714187,563.467714187,563.467714187,-563.467714187,563.467714187,563.467714187,563.467714187
FC,@GFV6,140.625,2.5640244255,-0.0126382306477,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-08-05,1282.01221275,2.0,1.0,1.0,70312.5,140.625,1.0,meat,-1.0,-9.0,-1.0,-1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,-1777.25118483,1777.25118483,1777.25118483,-1777.25118483,-1777.25118483,1777.25118483,1777.25118483,1777.25118483,1777.25118483,1777.25118483,-1777.25118483,-1777.25118483,1777.25118483,-1777.25118483,-1777.25118483,1777.25118483,1777.25118483,-1777.25118483,-1777.25118483,-1777.25118483,1777.25118483,-1777.25118483
FCH,MTU6,4436.5,51.620059964,0.00430107526882,1.0,1.0,-1.0,1.0,1.0,-38.0,2016-06-27,586.145780891,4.0,1.0,1.0,50376.4575,4436.5,1.0,index,1.0,-38.0,-1.0,1.0,-37.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,866.691741936,866.691741936,-866.691741936,866.691741936,866.691741936,-866.691741936,866.691741936,866.691741936,-866.691741936,866.691741936,-866.691741936,-866.691741936,866.691741936,-866.691741936,-866.691741936,866.691741936,-866.691741936,-866.691741936,866.691741936,-866.691741936,-866.691741936,-866.691741936
FDX,DXMU6,10600.5,128.825,0.00578775084207,1.0,-1.0,-1.0,-1.0,-1.0,-25.0,2016-07-14,731.4039375,3.0,1.0,1.0,60184.33875,10600.5,1.0,index,-1.0,-25.0,-1.0,-1.0,-24.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1044.99587184,1044.99587184,-1044.99587184,1044.99587184,1044.99587184,-1044.99587184,-1044.99587184,-1044.99587184,-1044.99587184,-1044.99587184,1044.99587184,1044.99587184,-1044.99587184,1044.99587184,1044.99587184,-1044.99587184,-1044.99587184,1044.99587184,1044.99587184,1044.99587184,-1044.99587184,1044.99587184
FEI,IEZ6,100.33,0.00825,0.0,1.0,-1.0,-1.0,-1.0,1.0,-29.0,2016-07-08,23.4196875,86.0,22.0,11.0,284811.7875,100.33,-1.0,rates,1.0,-29.0,1.0,1.0,-28.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
FFI,LFU6,6866.5,62.575,0.00160455109037,1.0,1.0,1.0,1.0,1.0,17.0,2016-07-26,824.11275,3.0,1.0,1.0,90431.805,6866.5,1.0,index,1.0,17.0,-1.0,1.0,16.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,-1,435.307353949,435.307353949,-435.307353949,435.307353949,435.307353949,-435.307353949,435.307353949,435.307353949,435.307353949,435.307353949,-435.307353949,-435.307353949,435.307353949,-435.307353949,435.307353949,-435.307353949,-435.307353949,435.307353949,435.307353949,435.307353949,-435.307353949,435.307353949
FLG,LGU6,132.36,0.724,0.000377900385458,1.0,1.0,-1.0,1.0,1.0,40.0,2016-06-23,953.508,3.0,1.0,1.0,174318.12,132.36,-1.0,rates,1.0,40.0,1.0,1.0,39.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,197.624654221,197.624654221,197.624654221,-197.624654221,-197.624654221,197.624654221,197.624654221,197.624654221,-197.624654221,197.624654221,-197.624654221,-197.624654221,197.624654221,-197.624654221,197.624654221,-197.624654221,197.624654221,-197.624654221,-197.624654221,-197.624654221,-197.624654221,-197.624654221
FSS,LLZ6,99.72,0.027,-0.000100270730974,-1.0,1.0,-1.0,1.0,1.0,-27.0,2016-07-12,44.44875,45.0,12.0,6.0,164164.05,99.72,-1.0,rates,1.0,-27.0,-1.0,1.0,-26.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
FV,@FVU6,121.6328125,0.330859375,0.00160833762223,1.0,-1.0,-1.0,-1.0,1.0,-32.0,2016-07-05,330.859375,7.0,2.0,1.0,121632.8125,121.6328125,-1.0,rates,1.0,-32.0,1.0,1.0,-31.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,1369.38639909,1369.38639909,1369.38639909,-1369.38639909,-1369.38639909,1369.38639909,1369.38639909,-1369.38639909,-1369.38639909,-1369.38639909,1369.38639909,1369.38639909,1369.38639909,-1369.38639909,-1369.38639909,1369.38639909,-1369.38639909,-1369.38639909,-1369.38639909,-1369.38639909,1369.38639909,-1369.38639909
GC,QGCZ6,1357.2,16.115,0.00622775800712,1.0,-1.0,-1.0,-1.0,1.0,35.0,2016-06-29,1611.5,2.0,1.0,1.0,135720.0,1357.2,-1.0,metal,1.0,35.0,-1.0,1.0,34.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,1690.46263345,1690.46263345,-1690.46263345,1690.46263345,-1690.46263345,1690.46263345,1690.46263345,-1690.46263345,-1690.46263345,-1690.46263345,1690.46263345,1690.46263345,1690.46263345,-1690.46263345,1690.46263345,-1690.46263345,-1690.46263345,1690.46263345,-1690.46263345,-1690.46263345,-1690.46263345,-1690.46263345
HCM,HHIQ6,9664.0,148.651657825,0.0045738045738,1.0,1.0,-1.0,1.0,1.0,-12.0,2016-08-01,956.574374678,3.0,1.0,1.0,62187.9021879,9664.0,1.0,index,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,853.305934387,853.305934387,-853.305934387,853.305934387,853.305934387,-853.305934387,853.305934387,853.305934387,-853.305934387,853.305934387,-853.305934387,-853.305934387,853.305934387,-853.305934387,-853.305934387,853.305934387,-853.305934387,-853.305934387,853.305934387,-853.305934387,-853.305934387,-853.305934387
HG,QHGZ6,217.85,3.8257856315,0.00693321007627,1.0,1.0,-1.0,1.0,1.0,14.0,2016-07-29,956.446407875,3.0,1.0,1.0,54462.5,217.85,1.0,metal,1.0,14.0,-1.0,1.0,13.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1132.79986134,1132.79986134,-1132.79986134,1132.79986134,1132.79986134,-1132.79986134,1132.79986134,1132.79986134,-1132.79986134,1132.79986134,-1132.79986134,-1132.79986134,1132.79986134,-1132.79986134,1132.79986134,-1132.79986134,-1132.79986134,1132.79986134,1132.79986134,1132.79986134,-1132.79986134,-1132.79986134
HIC,HSIQ6,23055.0,296.690204082,0.0138968292361,1.0,1.0,-1.0,1.0,-1.0,-12.0,2016-08-01,1909.20337247,2.0,1.0,1.0,148359.073359,23055.0,1.0,index,-1.0,-12.0,-1.0,-1.0,-11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,4123.4414162,4123.4414162,-4123.4414162,4123.4414162,4123.4414162,-4123.4414162,-4123.4414162,4123.4414162,-4123.4414162,4123.4414162,-4123.4414162,-4123.4414162,-4123.4414162,4123.4414162,4123.4414162,-4123.4414162,4123.4414162,4123.4414162,4123.4414162,4123.4414162,-4123.4414162,4123.4414162
HO,QHOV6,1.5424,0.041695576,0.0233545647558,1.0,-1.0,-1.0,1.0,1.0,13.0,2016-08-01,1751.214192,2.0,1.0,1.0,64780.8,1.5424,1.0,energy,1.0,13.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,3025.85477707,3025.85477707,3025.85477707,-3025.85477707,3025.85477707,-3025.85477707,3025.85477707,-3025.85477707,-3025.85477707,3025.85477707,-3025.85477707,3025.85477707,3025.85477707,-3025.85477707,3025.85477707,-3025.85477707,3025.85477707,-3025.85477707,-3025.85477707,-3025.85477707,-3025.85477707,-3025.85477707
JY,@JYU6,1.00175,0.0117775,0.0026022118801,1.0,1.0,-1.0,1.0,1.0,21.0,2016-07-20,1472.1875,2.0,1.0,1.0,125218.75,1.00175,-1.0,currency,1.0,21.0,1.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,651.691437722,651.691437722,651.691437722,-651.691437722,-651.691437722,651.691437722,651.691437722,651.691437722,-651.691437722,651.691437722,-651.691437722,-651.691437722,651.691437722,-651.691437722,651.691437722,-651.691437722,651.691437722,-651.691437722,-651.691437722,-651.691437722,-651.691437722,-651.691437722
KC,@KCZ6,141.45,3.324193834,0.0242577842143,1.0,-1.0,1.0,-1.0,1.0,-25.0,2016-07-14,1246.57268775,2.0,1.0,1.0,53043.75,141.45,1.0,soft,1.0,-25.0,-1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,2573.44768284,2573.44768284,-2573.44768284,2573.44768284,2573.44768284,-2573.44768284,2573.44768284,-2573.44768284,2573.44768284,-2573.44768284,2573.44768284,2573.44768284,2573.44768284,-2573.44768284,2573.44768284,-2573.44768284,-2573.44768284,2573.44768284,-2573.44768284,-2573.44768284,-2573.44768284,2573.44768284
KW,@KWZ6,446.75,9.7086894815,0.00619369369369,1.0,-1.0,-1.0,-1.0,1.0,-14.0,2016-07-29,485.434474075,5.0,2.0,1.0,22337.5,446.75,1.0,grain,1.0,-14.0,1.0,1.0,-13.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,691.758164414,691.758164414,691.758164414,-691.758164414,691.758164414,-691.758164414,691.758164414,-691.758164414,-691.758164414,-691.758164414,691.758164414,691.758164414,691.758164414,-691.758164414,-691.758164414,691.758164414,-691.758164414,-691.758164414,-691.758164414,-691.758164414,691.758164414,-691.758164414
