2016-08-29 00:00:00,Contract,LastClose,ATR20,PC2016-08-29 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-29 00:00:00,RiskOn,group,PC2016-08-26 00:00:00,Close2016-08-26 00:00:00,SEA2016-08-29 00:00:00,SRUN2016-08-29 00:00:00,SEA2016-08-26 00:00:00,SRUN2016-08-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-26 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
SSG,SSQ6,311.4,3.465,-0.011585462625,-1.0,1.0,1.0,1.0,1.0,-26.0,2016-07-21,517.164179104,4.0,1.0,1.0,46477.6119403,311.4,1.0,index,,,1.0,-26.0,,,-1.0,-1.0,-25.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1,-2153.85854413,2153.85854413,2153.85854413,-2153.85854413,-2153.85854413,2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413,2153.85854413,2153.85854413,2153.85854413,-2153.85854413,-2153.85854413,2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413,2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413,-2153.85854413
STW,TWQ6,339.6,4.04,-0.00322864690343,-1.0,1.0,1.0,1.0,1.0,-2.0,2016-08-11,404.0,5.0,1.0,1.0,33960.0,339.6,1.0,index,,,1.0,-2.0,,,1.0,1.0,-1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,1,1,-548.224244203,548.224244203,-548.224244203,548.224244203,-548.224244203,548.224244203,-548.224244203,-548.224244203,-548.224244203,-548.224244203,548.224244203,548.224244203,-548.224244203,548.224244203,548.224244203,-548.224244203,-548.224244203,548.224244203,548.224244203,548.224244203,-548.224244203,548.224244203,548.224244203,-548.224244203,-548.224244203
SXE,EXU6,3000.0,36.95,-0.00431463657484,-1.0,-1.0,-1.0,-1.0,1.0,-22.0,2016-07-28,413.3966,5.0,1.0,1.0,33564.0,3000.0,1.0,index,,,1.0,-22.0,,,1.0,1.0,-21.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-724.08230999,724.08230999,-724.08230999,724.08230999,-724.08230999,724.08230999,724.08230999,724.08230999,724.08230999,724.08230999,-724.08230999,-724.08230999,-724.08230999,724.08230999,724.08230999,-724.08230999,724.08230999,724.08230999,724.08230999,724.08230999,-724.08230999,724.08230999,724.08230999,724.08230999,724.08230999
TF,@TFSU6,1244.7,12.145,0.00508720930233,1.0,1.0,1.0,1.0,1.0,17.0,2016-08-04,1214.5,2.0,1.0,1.0,124470.0,1244.7,1.0,index,,,1.0,17.0,,,-1.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1,1266.40988372,1266.40988372,-1266.40988372,1266.40988372,1266.40988372,-1266.40988372,1266.40988372,1266.40988372,1266.40988372,1266.40988372,-1266.40988372,-1266.40988372,1266.40988372,-1266.40988372,1266.40988372,-1266.40988372,-1266.40988372,1266.40988372,1266.40988372,1266.40988372,-1266.40988372,1266.40988372,1266.40988372,1266.40988372,1266.40988372
TU,@TUU6,109.2265625,0.097265625,0.000787401574803,1.0,-1.0,1.0,-1.0,1.0,-39.0,2016-07-05,194.53125,11.0,2.0,2.0,218453.125,109.2265625,-1.0,rates,,,1.0,-39.0,,,-1.0,1.0,-38.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,2.0,11.0,-1.0,2.0,11.0,-1.0,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,-1,1892.1136811,1892.1136811,-1892.1136811,1892.1136811,-1892.1136811,1892.1136811,1892.1136811,-1892.1136811,1892.1136811,-1892.1136811,1892.1136811,1892.1136811,1892.1136811,-1892.1136811,-1892.1136811,1892.1136811,-1892.1136811,1892.1136811,-1892.1136811,-1892.1136811,1892.1136811,1892.1136811,1892.1136811,1892.1136811,-1892.1136811
TY,@TYU6,131.953125,0.56328125,0.00440057088487,1.0,-1.0,-1.0,-1.0,1.0,-39.0,2016-07-05,563.28125,4.0,1.0,1.0,131953.125,131.953125,-1.0,rates,,,1.0,-39.0,,,-1.0,1.0,-38.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,-1,2322.67632017,2322.67632017,-2322.67632017,2322.67632017,-2322.67632017,2322.67632017,-2322.67632017,-2322.67632017,-2322.67632017,-2322.67632017,2322.67632017,2322.67632017,2322.67632017,-2322.67632017,-2322.67632017,2322.67632017,-2322.67632017,-2322.67632017,-2322.67632017,-2322.67632017,2322.67632017,-2322.67632017,2322.67632017,-2322.67632017,-2322.67632017
US,@USU6,172.09375,1.54375,0.0104587155963,1.0,-1.0,-1.0,-1.0,1.0,-36.0,2016-07-08,1543.75,2.0,1.0,1.0,172093.75,172.09375,-1.0,rates,,,1.0,-36.0,,,-1.0,1.0,-35.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,-1,3599.75917431,3599.75917431,-3599.75917431,3599.75917431,-3599.75917431,3599.75917431,-3599.75917431,-3599.75917431,-3599.75917431,-3599.75917431,3599.75917431,3599.75917431,3599.75917431,-3599.75917431,-3599.75917431,3599.75917431,-3599.75917431,-3599.75917431,-3599.75917431,-3599.75917431,3599.75917431,-3599.75917431,3599.75917431,-3599.75917431,-3599.75917431
VX,@VXU6,14.675,0.6518391095,-0.0297520661157,-1.0,-1.0,1.0,-1.0,1.0,-26.0,2016-07-22,651.8391095,4.0,1.0,1.0,14675.0,14.675,-1.0,index,,,1.0,-26.0,,,1.0,1.0,-25.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1746.44628099,1746.44628099,-1746.44628099,1746.44628099,1746.44628099,-1746.44628099,1746.44628099,1746.44628099,-1746.44628099,1746.44628099,-1746.44628099,-1746.44628099,-1746.44628099,1746.44628099,1746.44628099,-1746.44628099,1746.44628099,1746.44628099,1746.44628099,1746.44628099,-1746.44628099,1746.44628099,-1746.44628099,1746.44628099,1746.44628099
W,@WZ6,397.0,10.738806307,-0.0257668711656,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-08-19,536.94031535,4.0,1.0,1.0,19850.0,397.0,1.0,grain,,,1.0,-6.0,,,-1.0,1.0,-5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,1,-2045.88957055,2045.88957055,2045.88957055,-2045.88957055,-2045.88957055,2045.88957055,-2045.88957055,2045.88957055,-2045.88957055,2045.88957055,-2045.88957055,-2045.88957055,-2045.88957055,2045.88957055,2045.88957055,-2045.88957055,2045.88957055,-2045.88957055,2045.88957055,2045.88957055,-2045.88957055,-2045.88957055,-2045.88957055,-2045.88957055,-2045.88957055
YA,APU6,5451.0,47.9,-0.00637987604812,-1.0,1.0,-1.0,1.0,1.0,13.0,2016-08-10,906.38775,3.0,1.0,1.0,103146.5475,5451.0,1.0,index,,,1.0,13.0,,,-1.0,-1.0,12.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,1,1,-1974.18656353,1974.18656353,1974.18656353,-1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,1974.18656353,1974.18656353,1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,1974.18656353,-1974.18656353,-1974.18656353
YB,HBSZ6,98.33,0.022000814,-0.000101688021151,-1.0,1.0,1.0,1.0,-1.0,-27.0,2016-07-21,39.9657986798,51.0,7.0,7.0,178622.3448,98.33,-1.0,rates,,,-1.0,-27.0,,,-1.0,1.0,-26.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
YM,@YMU6,18489.0,109.0,0.00593035908596,1.0,-1.0,1.0,-1.0,1.0,17.0,2016-08-04,545.0,4.0,1.0,1.0,92445.0,18489.0,1.0,index,,,1.0,17.0,,,-1.0,1.0,16.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,1,2192.92818281,2192.92818281,-2192.92818281,2192.92818281,2192.92818281,-2192.92818281,2192.92818281,-2192.92818281,2192.92818281,-2192.92818281,2192.92818281,2192.92818281,2192.92818281,-2192.92818281,2192.92818281,-2192.92818281,-2192.92818281,2192.92818281,-2192.92818281,-2192.92818281,-2192.92818281,2192.92818281,2192.92818281,2192.92818281,2192.92818281
YT2,HTSU6,98.59,0.042,-0.000304197931454,-1.0,1.0,-1.0,1.0,-1.0,47.0,2016-06-23,89.01144,23.0,3.0,3.0,208943.7588,98.59,-1.0,rates,,,-1.0,47.0,,,-1.0,-1.0,46.0,-1.0,1.0,23.0,-1.0,1.0,23.0,-1.0,1.0,23.0,1.0,1.0,23.0,1.0,1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,1,-1,-1,-1461.885962,1461.885962,1461.885962,-1461.885962,1461.885962,-1461.885962,1461.885962,-1461.885962,1461.885962,-1461.885962,1461.885962,1461.885962,1461.885962,-1461.885962,1461.885962,-1461.885962,-1461.885962,1461.885962,-1461.885962,-1461.885962,1461.885962,-1461.885962,-1461.885962,1461.885962,1461.885962
YT3,HXSU6,98.11,0.06425,-0.000254751108167,-1.0,-1.0,1.0,-1.0,1.0,47.0,2016-06-23,389.0466,6.0,1.0,1.0,594075.672,98.11,-1.0,rates,,,1.0,47.0,,,1.0,-1.0,46.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1,1,1,1,-1,-1.0,1,1,-1,-1,-1,1,1,1,-1,1,-908.048614664,908.048614664,-908.048614664,908.048614664,908.048614664,-908.048614664,908.048614664,908.048614664,-908.048614664,908.048614664,-908.048614664,-908.048614664,908.048614664,-908.048614664,908.048614664,-908.048614664,-908.048614664,908.048614664,908.048614664,908.048614664,-908.048614664,-908.048614664,-908.048614664,908.048614664,-908.048614664
