2016-09-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-14 00:00:00,Close2016-09-14 00:00:00,group,RiskOn,Excess,SEA2016-09-14 00:00:00,SRUN2016-09-14 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-13 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-13 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-13 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,67.53,1.3475,0.00941704035874,1.0,1.0,-1.0,1.0,-1.0,9.0,2016-08-31,673.75,3.0,1.0,1.0,33765.0,0.00941704035874,67.53,soft,1.0,1.0,-1.0,9.0,1.0,-1.0,8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0,-1,-1,0.0,-1,-1,-1,953.899103139,953.899103139,953.899103139,-953.899103139,953.899103139,-953.899103139,953.899103139,-953.899103139,-953.899103139,953.899103139,-953.899103139,953.899103139,-953.899103139,-953.899103139,-953.899103139,953.899103139,-953.899103139,953.899103139,-953.899103139,-953.899103139,-953.899103139,-953.899103139,953.899103139,-953.899103139,953.899103139,-953.899103139,0.0,0.0,-953.899103139,-953.899103139,0.0,-953.899103139,-953.899103139
CU,@EUZ6,1.12935,0.007007801,0.0037018900426,1.0,-1.0,-1.0,1.0,1.0,37.0,2016-07-22,875.975125,3.0,1.0,1.0,141168.75,0.0037018900426,1.12935,currency,1.0,1.0,1.0,37.0,-1.0,1.0,36.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,0,-1,1,-1.0,0,-1,0,1567.77356986,1567.77356986,-1567.77356986,1567.77356986,1567.77356986,-1567.77356986,1567.77356986,-1567.77356986,-1567.77356986,-1567.77356986,-1567.77356986,1567.77356986,-1567.77356986,1567.77356986,1567.77356986,-1567.77356986,1567.77356986,-1567.77356986,-1567.77356986,-1567.77356986,1567.77356986,0.0,-1567.77356986,-1567.77356986,-1567.77356986,1567.77356986,0.0,0.0,-1567.77356986,1567.77356986,-1567.77356986,0.0,-1567.77356986
DX,@DXZ6,95.252,0.550012885,-0.00337707142078,-1.0,1.0,1.0,1.0,-1.0,-19.0,2016-08-18,550.012885,4.0,1.0,1.0,95252.0,-0.00337707142078,95.252,currency,-1.0,-1.0,-1.0,-19.0,1.0,-1.0,-18.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,0,-1,-1,1.0,0,1,-1,-1286.69122789,1286.69122789,-1286.69122789,1286.69122789,1286.69122789,-1286.69122789,1286.69122789,-1286.69122789,-1286.69122789,-1286.69122789,-1286.69122789,-1286.69122789,1286.69122789,1286.69122789,1286.69122789,-1286.69122789,-1286.69122789,1286.69122789,1286.69122789,1286.69122789,1286.69122789,1286.69122789,1286.69122789,-1286.69122789,-1286.69122789,1286.69122789,-0.0,-0.0,1286.69122789,1286.69122789,-1286.69122789,-0.0,-1286.69122789
EBL,BDZ6,163.53,0.7158577655,0.00146977769612,1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-09-07,805.339986188,3.0,1.0,1.0,183971.25,0.00146977769612,163.53,rates,-1.0,1.0,-1.0,-5.0,-1.0,1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1,1,1.0,0,1,1,0.0,1,1,1,811.190519934,811.190519934,-811.190519934,811.190519934,-811.190519934,811.190519934,811.190519934,-811.190519934,811.190519934,-811.190519934,811.190519934,-811.190519934,811.190519934,811.190519934,811.190519934,-811.190519934,-811.190519934,811.190519934,811.190519934,811.190519934,811.190519934,811.190519934,811.190519934,811.190519934,-811.190519934,811.190519934,811.190519934,0.0,811.190519934,811.190519934,0.0,811.190519934,811.190519934
EBM,BLZ6,131.54,0.2029584765,0.00106544901065,1.0,-1.0,1.0,-1.0,-1.0,5.0,2016-09-07,228.328286062,9.0,2.0,2.0,147982.5,0.00106544901065,131.54,rates,-1.0,1.0,-1.0,5.0,-1.0,-1.0,-4.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,1.0,1,1,1,1419.01027397,1419.01027397,-1419.01027397,1419.01027397,-1419.01027397,1419.01027397,1419.01027397,-1419.01027397,1419.01027397,-1419.01027397,1419.01027397,-1419.01027397,1419.01027397,1419.01027397,-1419.01027397,1419.01027397,1419.01027397,-1419.01027397,-1419.01027397,1419.01027397,1419.01027397,1419.01027397,-1419.01027397,1419.01027397,1419.01027397,1419.01027397,1419.01027397,1419.01027397,-1419.01027397,1419.01027397,1419.01027397,1419.01027397,1419.01027397
EBS,EZZ6,112.045,0.037999254,0.000446448502165,1.0,1.0,1.0,-1.0,1.0,31.0,2016-08-02,42.74916075,47.0,6.0,6.0,126050.625,0.000446448502165,112.045,rates,-1.0,1.0,1.0,31.0,-1.0,1.0,30.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,1,-1,1,1.0,0,1,-1,-1.0,0,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.08,0.03175,0.000252385038615,1.0,1.0,1.0,-1.0,-1.0,-55.0,2016-06-27,79.375,26.0,4.0,4.0,247700.0,0.000252385038615,99.08,rates,-1.0,1.0,-1.0,-55.0,1.0,1.0,-54.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1,-1,1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1,1,-1,0.0,0,-1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
EMD,@EMDZ6,1509.3,17.7599541895,-0.0030385098091,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2016-09-07,1775.99541895,2.0,1.0,1.0,150930.0,-0.0030385098091,1509.3,index,1.0,1.0,-1.0,-5.0,-1.0,1.0,27.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,-1,1,0.0,0,-1,1,-1.0,0,-1,1,-917.204570976,917.204570976,917.204570976,-917.204570976,-917.204570976,917.204570976,-917.204570976,917.204570976,917.204570976,917.204570976,917.204570976,917.204570976,-917.204570976,-917.204570976,-917.204570976,917.204570976,-917.204570976,917.204570976,-917.204570976,917.204570976,-917.204570976,-917.204570976,917.204570976,917.204570976,917.204570976,-917.204570976,-0.0,-0.0,917.204570976,-917.204570976,917.204570976,-0.0,917.204570976
ES,@ESZ6,2113.25,20.105896947,-0.00424078218871,-1.0,-1.0,1.0,-1.0,-1.0,-42.0,2016-07-15,1005.29484735,2.0,1.0,1.0,105662.5,-0.00424078218871,2113.25,index,1.0,1.0,-1.0,-42.0,-1.0,1.0,-41.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1,1,-1.0,0,-1,1,-896.18329603,896.18329603,896.18329603,-896.18329603,-896.18329603,896.18329603,-896.18329603,896.18329603,896.18329603,896.18329603,-896.18329603,896.18329603,-896.18329603,-896.18329603,-896.18329603,896.18329603,896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-896.18329603,-0.0,-896.18329603,-896.18329603,896.18329603,-0.0,896.18329603
FC,@GFV6,130.125,3.2025,-0.00325545767905,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2016-08-31,1601.25,2.0,1.0,1.0,65062.5,-0.00325545767905,130.125,meat,1.0,-1.0,-1.0,-9.0,-1.0,-1.0,-8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,0.0,1,-1,1,0.0,0,1,0,-423.616430486,423.616430486,423.616430486,-423.616430486,-423.616430486,423.616430486,423.616430486,-423.616430486,-423.616430486,423.616430486,423.616430486,423.616430486,-423.616430486,-423.616430486,423.616430486,-423.616430486,-423.616430486,423.616430486,423.616430486,423.616430486,-423.616430486,-0.0,423.616430486,-423.616430486,-423.616430486,-423.616430486,-0.0,-423.616430486,423.616430486,-423.616430486,-0.0,-0.0,-423.616430486
FCH,MTV6,4358.0,64.625760857,-0.00388571428571,-1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-09-07,727.039809641,3.0,1.0,1.0,49027.5,-0.00388571428571,4358.0,index,1.0,1.0,-1.0,-5.0,-1.0,-1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,1,-571.520571429,571.520571429,571.520571429,-571.520571429,-571.520571429,571.520571429,-571.520571429,571.520571429,-571.520571429,571.520571429,-571.520571429,571.520571429,-571.520571429,-571.520571429,571.520571429,-571.520571429,-571.520571429,571.520571429,571.520571429,-571.520571429,-571.520571429,-571.520571429,571.520571429,-571.520571429,-571.520571429,-571.520571429,-571.520571429,-571.520571429,571.520571429,-571.520571429,-0.0,-0.0,-571.520571429
FDX,DXMZ6,10384.0,153.428592058,0.000529941706412,1.0,-1.0,1.0,-1.0,1.0,-44.0,2016-07-14,863.035830326,3.0,1.0,1.0,58410.0,0.000529941706412,10384.0,index,1.0,1.0,1.0,-44.0,-1.0,1.0,-43.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1,1,-1.0,0,-1,1,92.8616852146,92.8616852146,-92.8616852146,92.8616852146,92.8616852146,-92.8616852146,92.8616852146,-92.8616852146,-92.8616852146,-92.8616852146,92.8616852146,-92.8616852146,92.8616852146,92.8616852146,92.8616852146,-92.8616852146,-92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,92.8616852146,0.0,92.8616852146,92.8616852146,-92.8616852146,0.0,-92.8616852146
FEI,IEZ6,100.325,0.01025,4.98405103668e-05,1.0,-1.0,1.0,-1.0,-1.0,-48.0,2016-07-08,28.828125,70.0,9.0,9.0,282164.0625,4.98405103668e-05,100.325,rates,-1.0,1.0,-1.0,-48.0,1.0,1.0,-47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1,1,-1,1.0,1,1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
FFI,LFZ6,6645.5,76.064049029,0.00248906320712,1.0,-1.0,1.0,-1.0,-1.0,-7.0,2016-09-05,1006.93588105,2.0,1.0,1.0,87973.129,0.00248906320712,6645.5,index,1.0,1.0,-1.0,-7.0,-1.0,-1.0,-6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,1,437.941357218,437.941357218,-437.941357218,437.941357218,437.941357218,-437.941357218,437.941357218,-437.941357218,437.941357218,-437.941357218,437.941357218,-437.941357218,437.941357218,437.941357218,-437.941357218,437.941357218,437.941357218,-437.941357218,-437.941357218,437.941357218,437.941357218,437.941357218,-437.941357218,437.941357218,437.941357218,437.941357218,437.941357218,437.941357218,-437.941357218,437.941357218,0.0,0.0,437.941357218
FLG,LGZ6,128.79,0.732721556,0.000388379679975,1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-08-12,969.976795833,3.0,1.0,1.0,170492.202,0.000388379679975,128.79,rates,-1.0,1.0,1.0,-22.0,-1.0,1.0,-21.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1,1,1.0,0,1,1,0.0,1,1,1,198.647120553,198.647120553,-198.647120553,198.647120553,-198.647120553,198.647120553,198.647120553,-198.647120553,198.647120553,-198.647120553,198.647120553,-198.647120553,198.647120553,198.647120553,198.647120553,-198.647120553,-198.647120553,198.647120553,198.647120553,198.647120553,198.647120553,198.647120553,198.647120553,198.647120553,-198.647120553,198.647120553,198.647120553,0.0,198.647120553,198.647120553,0.0,198.647120553,198.647120553
FSS,LLZ6,99.68,0.0195,0.0,1.0,1.0,1.0,-1.0,1.0,5.0,2016-09-07,32.267625,62.0,8.0,8.0,164945.48,0.0,99.68,rates,-1.0,-1.0,1.0,5.0,1.0,1.0,4.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1,1,1,-1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,0.0,0,-1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
FV,@FVZ6,121.2421875,0.3187431545,0.00271370420624,1.0,1.0,-1.0,1.0,1.0,-50.0,2016-07-05,318.7431545,7.0,1.0,1.0,121242.1875,0.00271370420624,121.2421875,rates,-1.0,1.0,1.0,-50.0,-1.0,1.0,-49.0,-1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,1.0,7.0,1.0,1.0,7.0,1.0,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,-1,0.0,0,-1,-1,-1.0,0,-1,-1,2303.10803935,2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,2303.10803935,2303.10803935,-2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,2303.10803935,-2303.10803935,-2303.10803935,-2303.10803935,-2303.10803935,-2303.10803935,-2303.10803935,0.0,0.0,-2303.10803935,-2303.10803935,-2303.10803935,0.0,-2303.10803935
