2016-08-26 00:00:00,Contract,LastClose,ATR20,PC2016-08-26 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-26 00:00:00,RiskOn,group,SEA2016-08-26 00:00:00,SRUN2016-08-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-25 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
EBL,BDU6,167.7,0.655,0.00137338030692,1.0,1.0,-1.0,1.0,1.0,49.0,2016-06-20,733.076,3.0,1.0,1.0,187689.84,167.7,-1.0,rates,1.0,49.0,-1.0,1.0,48.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,-1,-1,773.308590195,773.308590195,-773.308590195,773.308590195,-773.308590195,773.308590195,-773.308590195,773.308590195,-773.308590195,773.308590195,-773.308590195,-773.308590195,773.308590195,-773.308590195,773.308590195,-773.308590195,-773.308590195,773.308590195,773.308590195,773.308590195,-773.308590195,-773.308590195,773.308590195,-773.308590195,-773.308590195
EBM,BLU6,133.62,0.181,0.000599071439269,1.0,-1.0,-1.0,-1.0,1.0,-35.0,2016-07-08,202.5752,10.0,2.0,2.0,149547.504,133.62,-1.0,rates,1.0,-35.0,-1.0,1.0,-34.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,895.896384604,895.896384604,-895.896384604,895.896384604,-895.896384604,895.896384604,-895.896384604,-895.896384604,-895.896384604,-895.896384604,895.896384604,895.896384604,895.896384604,-895.896384604,-895.896384604,895.896384604,-895.896384604,-895.896384604,-895.896384604,-895.896384604,895.896384604,-895.896384604,895.896384604,-895.896384604,0.0
EBS,EZU6,112.005,0.0315,0.000133940530405,1.0,-1.0,1.0,-1.0,1.0,-34.0,2016-07-11,35.2548,57.0,8.0,8.0,125355.996,112.005,-1.0,rates,1.0,-34.0,-1.0,1.0,-33.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
ED,@EDZ6,99.03,0.03675,-0.000403754920763,-1.0,-1.0,1.0,-1.0,1.0,-43.0,2016-06-27,91.875,22.0,3.0,3.0,247575.0,99.03,-1.0,rates,1.0,-43.0,-1.0,1.0,-42.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EMD,@EMDU6,1557.9,13.33,-0.00370915137175,-1.0,1.0,1.0,1.0,1.0,16.0,2016-08-04,1333.0,2.0,1.0,1.0,155790.0,1557.9,1.0,index,1.0,16.0,1.0,1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,1,-1,-1155.69738441,1155.69738441,-1155.69738441,1155.69738441,-1155.69738441,1155.69738441,1155.69738441,-1155.69738441,-1155.69738441,-1155.69738441,1155.69738441,1155.69738441,-1155.69738441,1155.69738441,-1155.69738441,1155.69738441,-1155.69738441,-1155.69738441,1155.69738441,-1155.69738441,1155.69738441,1155.69738441,1155.69738441,-1155.69738441,1155.69738441
ES,@ESU6,2168.5,13.4125,-0.00230043708305,-1.0,1.0,-1.0,1.0,-1.0,-30.0,2016-07-15,670.625,3.0,1.0,1.0,108425.0,2168.5,1.0,index,-1.0,-30.0,-1.0,-1.0,-29.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,1,0,-748.274672188,748.274672188,748.274672188,-748.274672188,-748.274672188,748.274672188,-748.274672188,-748.274672188,748.274672188,-748.274672188,748.274672188,748.274672188,748.274672188,-748.274672188,-748.274672188,748.274672188,-748.274672188,-748.274672188,-748.274672188,-748.274672188,748.274672188,-748.274672188,748.274672188,-748.274672188,-0.0
FC,@GFV6,135.95,2.310021207,-0.0155684286749,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,2016-08-09,1155.0106035,2.0,1.0,1.0,67975.0,135.95,1.0,meat,-1.0,13.0,-1.0,-1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,-1.0,1,-1,-1,1,-1,1,1,-1,1,1,-2116.52787835,2116.52787835,2116.52787835,-2116.52787835,-2116.52787835,2116.52787835,-2116.52787835,2116.52787835,2116.52787835,2116.52787835,-2116.52787835,-2116.52787835,2116.52787835,-2116.52787835,2116.52787835,-2116.52787835,2116.52787835,2116.52787835,-2116.52787835,2116.52787835,-2116.52787835,-2116.52787835,2116.52787835,-2116.52787835,-2116.52787835
FCH,MTU6,4441.5,52.622144698,0.00805719473445,1.0,1.0,1.0,1.0,1.0,-44.0,2016-06-27,588.94704346,4.0,1.0,1.0,49709.268,4441.5,1.0,index,1.0,-44.0,-1.0,1.0,-43.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,1602.06900953,1602.06900953,-1602.06900953,1602.06900953,1602.06900953,-1602.06900953,1602.06900953,1602.06900953,1602.06900953,1602.06900953,-1602.06900953,-1602.06900953,1602.06900953,-1602.06900953,-1602.06900953,1602.06900953,-1602.06900953,1602.06900953,1602.06900953,1602.06900953,-1602.06900953,1602.06900953,1602.06900953,1602.06900953,-1602.06900953
FDX,DXMU6,10589.5,140.975,0.00579379778696,1.0,-1.0,1.0,-1.0,1.0,-31.0,2016-07-14,788.8961,3.0,1.0,1.0,59258.842,10589.5,1.0,index,1.0,-31.0,-1.0,-1.0,-30.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1,1030.00124291,1030.00124291,-1030.00124291,1030.00124291,1030.00124291,-1030.00124291,1030.00124291,-1030.00124291,1030.00124291,-1030.00124291,1030.00124291,1030.00124291,-1030.00124291,1030.00124291,1030.00124291,-1030.00124291,-1030.00124291,1030.00124291,1030.00124291,1030.00124291,-1030.00124291,1030.00124291,1030.00124291,1030.00124291,1030.00124291
FEI,IEZ6,100.315,0.00925,-4.98405103668e-05,-1.0,-1.0,1.0,-1.0,1.0,-35.0,2016-07-08,25.8815,78.0,10.0,10.0,280681.37,100.315,-1.0,rates,1.0,-35.0,1.0,1.0,-34.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
FFI,LFU6,6844.0,63.525,0.00381343502493,1.0,1.0,-1.0,1.0,1.0,23.0,2016-07-26,834.4644,3.0,1.0,1.0,89902.784,6844.0,1.0,index,1.0,23.0,-1.0,1.0,22.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,1028.51527603,1028.51527603,-1028.51527603,1028.51527603,1028.51527603,-1028.51527603,-1028.51527603,1028.51527603,-1028.51527603,1028.51527603,-1028.51527603,-1028.51527603,1028.51527603,-1028.51527603,1028.51527603,-1028.51527603,-1028.51527603,1028.51527603,1028.51527603,1028.51527603,-1028.51527603,-1028.51527603,-1028.51527603,1028.51527603,-1028.51527603
FLG,LGU6,132.66,0.6925,0.00249376558603,1.0,1.0,-1.0,1.0,1.0,46.0,2016-06-23,909.668,3.0,1.0,1.0,174262.176,132.66,-1.0,rates,1.0,46.0,1.0,1.0,45.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1303.70705237,1303.70705237,1303.70705237,-1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237,-1303.70705237
FSS,LLZ6,99.69,0.0265,-0.000100300902708,-1.0,1.0,-1.0,1.0,1.0,-33.0,2016-07-12,43.513,46.0,6.0,6.0,163690.98,99.69,-1.0,rates,1.0,-33.0,1.0,1.0,-32.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FV,@FVU6,120.9296875,0.321875,-0.00366889804325,-1.0,-1.0,-1.0,-1.0,1.0,-38.0,2016-07-05,321.875,7.0,1.0,1.0,120929.6875,120.9296875,-1.0,rates,1.0,-38.0,-1.0,1.0,-37.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,-3105.75085688,3105.75085688,3105.75085688,-3105.75085688,3105.75085688,-3105.75085688,3105.75085688,3105.75085688,3105.75085688,3105.75085688,-3105.75085688,-3105.75085688,-3105.75085688,3105.75085688,3105.75085688,-3105.75085688,3105.75085688,3105.75085688,3105.75085688,3105.75085688,-3105.75085688,3105.75085688,-3105.75085688,3105.75085688,-0.0
GC,QGCZ6,1325.9,15.42,0.00098142835573,1.0,-1.0,-1.0,1.0,1.0,-37.0,2016-07-06,1542.0,2.0,1.0,1.0,132590.0,1325.9,-1.0,metal,1.0,-37.0,-1.0,1.0,-36.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1,-1,1,-1,1,-1.0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,260.255171373,260.255171373,-260.255171373,260.255171373,-260.255171373,260.255171373,-260.255171373,-260.255171373,-260.255171373,260.255171373,-260.255171373,260.255171373,260.255171373,-260.255171373,-260.255171373,260.255171373,-260.255171373,-260.255171373,-260.255171373,-260.255171373,-260.255171373,-260.255171373,260.255171373,-260.255171373,-260.255171373
HCM,HHIU6,9528.0,147.591937526,0.00591216216216,1.0,1.0,1.0,1.0,1.0,-18.0,2016-08-01,949.755067738,3.0,1.0,1.0,61312.7413127,9528.0,1.0,index,1.0,-18.0,-1.0,1.0,-17.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,1087.47260774,1087.47260774,-1087.47260774,1087.47260774,1087.47260774,-1087.47260774,1087.47260774,1087.47260774,1087.47260774,1087.47260774,-1087.47260774,-1087.47260774,1087.47260774,-1087.47260774,-1087.47260774,1087.47260774,-1087.47260774,1087.47260774,1087.47260774,1087.47260774,-1087.47260774,1087.47260774,1087.47260774,1087.47260774,-1087.47260774
HG,QHGZ6,208.45,3.400883178,0.000720115218435,1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-08-17,850.2207945,3.0,1.0,1.0,52112.5,208.45,1.0,metal,1.0,-7.0,-1.0,1.0,-6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,112.581012962,112.581012962,-112.581012962,112.581012962,112.581012962,-112.581012962,112.581012962,-112.581012962,112.581012962,-112.581012962,112.581012962,112.581012962,112.581012962,-112.581012962,-112.581012962,112.581012962,-112.581012962,112.581012962,-112.581012962,-112.581012962,112.581012962,112.581012962,112.581012962,112.581012962,0.0
HIC,HSIQ6,22914.0,291.55,0.00544098288723,1.0,1.0,-1.0,1.0,1.0,-18.0,2016-08-01,1876.12612613,2.0,1.0,1.0,147451.737452,22914.0,1.0,index,1.0,-18.0,-1.0,1.0,-17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,-1,1604.56476033,1604.56476033,-1604.56476033,1604.56476033,1604.56476033,-1604.56476033,-1604.56476033,1604.56476033,-1604.56476033,1604.56476033,-1604.56476033,-1604.56476033,1604.56476033,-1604.56476033,-1604.56476033,1604.56476033,-1604.56476033,-1604.56476033,1604.56476033,-1604.56476033,-1604.56476033,-1604.56476033,-1604.56476033,1604.56476033,-1604.56476033
HO,QHOV6,1.5111,0.041024128,-0.00794380252101,-1.0,1.0,1.0,1.0,1.0,19.0,2016-08-01,1723.013376,2.0,1.0,1.0,63466.2,1.5111,1.0,energy,1.0,19.0,1.0,1.0,18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,1,-1,-1008.32591912,1008.32591912,-1008.32591912,1008.32591912,-1008.32591912,1008.32591912,1008.32591912,-1008.32591912,-1008.32591912,-1008.32591912,1008.32591912,1008.32591912,-1008.32591912,1008.32591912,-1008.32591912,1008.32591912,-1008.32591912,-1008.32591912,1008.32591912,-1008.32591912,1008.32591912,1008.32591912,1008.32591912,-1008.32591912,1008.32591912
JY,@JYU6,0.98225,0.0093225,-0.0129132750477,-1.0,1.0,-1.0,1.0,1.0,27.0,2016-07-20,1165.3125,2.0,1.0,1.0,122781.25,0.98225,-1.0,currency,1.0,27.0,-1.0,1.0,26.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,-1,-1,-3171.01610391,3171.01610391,3171.01610391,-3171.01610391,3171.01610391,-3171.01610391,3171.01610391,-3171.01610391,3171.01610391,-3171.01610391,3171.01610391,3171.01610391,-3171.01610391,3171.01610391,-3171.01610391,3171.01610391,3171.01610391,-3171.01610391,-3171.01610391,-3171.01610391,3171.01610391,3171.01610391,-3171.01610391,3171.01610391,3171.01610391
