2016-08-26 00:00:00,Contract,LastClose,ATR20,PC2016-08-26 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-26 00:00:00,RiskOn,group,SEA2016-08-26 00:00:00,SRUN2016-08-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-25 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
SXE,EXU6,3013.0,38.55,0.00836680053548,1.0,1.0,1.0,1.0,1.0,-21.0,2016-07-28,431.4516,5.0,1.0,1.0,33721.496,3013.0,1.0,index,1.0,-21.0,-1.0,1.0,-20.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,1410.70515395,1410.70515395,-1410.70515395,1410.70515395,1410.70515395,-1410.70515395,1410.70515395,1410.70515395,1410.70515395,1410.70515395,-1410.70515395,-1410.70515395,1410.70515395,-1410.70515395,-1410.70515395,1410.70515395,-1410.70515395,1410.70515395,1410.70515395,1410.70515395,-1410.70515395,1410.70515395,1410.70515395,1410.70515395,-1410.70515395
TF,@TFSU6,1238.4,12.755,-0.000806842020332,-1.0,1.0,1.0,1.0,1.0,16.0,2016-08-04,1275.5,2.0,1.0,1.0,123840.0,1238.4,1.0,index,1.0,16.0,1.0,1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,1,-1,-199.838631596,199.838631596,-199.838631596,199.838631596,-199.838631596,199.838631596,199.838631596,-199.838631596,-199.838631596,-199.838631596,199.838631596,199.838631596,-199.838631596,199.838631596,-199.838631596,199.838631596,-199.838631596,-199.838631596,199.838631596,-199.838631596,199.838631596,199.838631596,199.838631596,-199.838631596,199.838631596
TU,@TUU6,109.140625,0.09609375,-0.001144001144,-1.0,1.0,1.0,1.0,1.0,-38.0,2016-07-05,192.1875,11.0,2.0,2.0,218281.25,109.140625,-1.0,rates,1.0,-38.0,-1.0,1.0,-37.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,-2746.85399685,2746.85399685,2746.85399685,-2746.85399685,2746.85399685,-2746.85399685,-2746.85399685,-2746.85399685,-2746.85399685,-2746.85399685,2746.85399685,2746.85399685,-2746.85399685,2746.85399685,2746.85399685,-2746.85399685,2746.85399685,-2746.85399685,-2746.85399685,-2746.85399685,2746.85399685,-2746.85399685,-2746.85399685,-2746.85399685,2746.85399685
TY,@TYU6,131.375,0.5578125,-0.00520586843351,-1.0,1.0,-1.0,1.0,1.0,-38.0,2016-07-05,557.8125,4.0,1.0,1.0,131375.0,131.375,-1.0,rates,1.0,-38.0,-1.0,1.0,-37.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-2735.68386181,2735.68386181,2735.68386181,-2735.68386181,2735.68386181,-2735.68386181,2735.68386181,-2735.68386181,2735.68386181,-2735.68386181,2735.68386181,2735.68386181,-2735.68386181,2735.68386181,2735.68386181,-2735.68386181,2735.68386181,2735.68386181,-2735.68386181,2735.68386181,2735.68386181,2735.68386181,-2735.68386181,2735.68386181,2735.68386181
US,@USU6,170.3125,1.5703125,-0.00818926296633,-1.0,1.0,1.0,1.0,1.0,-35.0,2016-07-08,1570.3125,2.0,1.0,1.0,170312.5,170.3125,-1.0,rates,1.0,-35.0,-1.0,1.0,-34.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,-2789.46769791,2789.46769791,2789.46769791,-2789.46769791,2789.46769791,-2789.46769791,-2789.46769791,-2789.46769791,-2789.46769791,-2789.46769791,2789.46769791,2789.46769791,-2789.46769791,2789.46769791,2789.46769791,-2789.46769791,2789.46769791,-2789.46769791,-2789.46769791,-2789.46769791,2789.46769791,-2789.46769791,-2789.46769791,-2789.46769791,2789.46769791
VX,@VXU6,15.125,0.693035149,0.0100166944908,1.0,-1.0,-1.0,-1.0,1.0,-25.0,2016-07-22,693.035149,3.0,1.0,1.0,15125.0,15.125,-1.0,index,1.0,-25.0,-1.0,1.0,-24.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,454.507512521,454.507512521,-454.507512521,454.507512521,-454.507512521,454.507512521,-454.507512521,-454.507512521,-454.507512521,-454.507512521,454.507512521,454.507512521,454.507512521,-454.507512521,-454.507512521,454.507512521,-454.507512521,-454.507512521,-454.507512521,-454.507512521,454.507512521,-454.507512521,454.507512521,-454.507512521,0.0
W,@WZ6,407.5,10.7043468475,-0.0383480825959,-1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-08-19,535.217342375,4.0,1.0,1.0,20375.0,407.5,1.0,grain,1.0,-5.0,-1.0,1.0,17.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,-3125.36873156,3125.36873156,3125.36873156,-3125.36873156,-3125.36873156,3125.36873156,3125.36873156,3125.36873156,3125.36873156,3125.36873156,-3125.36873156,-3125.36873156,-3125.36873156,3125.36873156,-3125.36873156,3125.36873156,3125.36873156,-3125.36873156,3125.36873156,3125.36873156,3125.36873156,3125.36873156,3125.36873156,-3125.36873156,-0.0
YA,APU6,5486.0,46.55,-0.00489751496463,-1.0,1.0,-1.0,1.0,-1.0,12.0,2016-08-10,880.376875,3.0,1.0,1.0,103753.975,5486.0,1.0,index,-1.0,12.0,-1.0,-1.0,11.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,1,0,-1524.40993561,1524.40993561,1524.40993561,-1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,1524.40993561,1524.40993561,1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,1524.40993561,-1524.40993561,-0.0
YB,HBSZ6,98.34,0.0245040715,-0.000101677681749,-1.0,1.0,-1.0,1.0,1.0,-26.0,2016-07-21,44.4895922154,45.0,6.0,6.0,178546.104,98.34,-1.0,rates,1.0,-26.0,1.0,1.0,-25.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
YM,@YMU6,18380.0,111.7,-0.00368603642671,-1.0,1.0,-1.0,1.0,1.0,16.0,2016-08-04,558.5,4.0,1.0,1.0,91900.0,18380.0,1.0,index,1.0,16.0,-1.0,1.0,15.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1354.98699046,1354.98699046,1354.98699046,-1354.98699046,-1354.98699046,1354.98699046,1354.98699046,-1354.98699046,1354.98699046,-1354.98699046,1354.98699046,1354.98699046,-1354.98699046,1354.98699046,-1354.98699046,1354.98699046,1354.98699046,-1354.98699046,-1354.98699046,-1354.98699046,1354.98699046,1354.98699046,1354.98699046,-1354.98699046,1354.98699046
YT2,HTSU6,98.62,0.044,-0.000101389029707,-1.0,1.0,1.0,1.0,-1.0,46.0,2016-06-23,93.2008,22.0,3.0,3.0,208896.884,98.62,-1.0,rates,-1.0,46.0,-1.0,-1.0,45.0,1.0,1.0,22.0,1.0,1.0,22.0,1.0,1.0,22.0,1.0,1.0,22.0,1.0,1,-1,-1,1,1,-1.0,1,1,1,1,1,-1,1,1,1,0,-465.956752306,465.956752306,465.956752306,-465.956752306,465.956752306,-465.956752306,-465.956752306,-465.956752306,-465.956752306,-465.956752306,465.956752306,465.956752306,465.956752306,-465.956752306,465.956752306,-465.956752306,-465.956752306,-465.956752306,-465.956752306,-465.956752306,465.956752306,-465.956752306,-465.956752306,-465.956752306,-0.0
YT3,HXSU6,98.135,0.06375,0.0,1.0,-1.0,1.0,-1.0,-1.0,46.0,2016-06-23,385.815,6.0,1.0,1.0,593913.02,98.135,-1.0,rates,-1.0,46.0,-1.0,1.0,45.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
