2016-07-27 00:00:00,Contract,LastClose,ATR20,PC2016-07-27 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-27 00:00:00,RiskOn,group,SEA2016-07-27 00:00:00,SRUN2016-07-27 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-26 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,Voting2,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_Voting2,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
DX,@DXU6,97.042,0.5594,-0.00129672320105,-1.0,1.0,-1.0,1.0,1.0,-24.0,2016-06-23,-1.0,559.4,4.0,97042.0,97.042,-1.0,currency,1.0,-24.0,1.0,-23.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,1,-1.0,-1,-1,1,-125.836612877,503.346451507,503.346451507,-503.346451507,503.346451507,-503.346451507,-503.346451507,503.346451507,503.346451507,503.346451507,503.346451507,503.346451507,-503.346451507,503.346451507,-503.346451507
EBL,BDU6,167.36,0.7365,0.00522553907142,1.0,-1.0,1.0,-1.0,1.0,8.0,2016-07-15,-1.0,814.569,3.0,185100.16,167.36,-1.0,rates,1.0,8.0,1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,1,967.248118205,2901.74435462,2901.74435462,-2901.74435462,2901.74435462,-2901.74435462,2901.74435462,-2901.74435462,-2901.74435462,-2901.74435462,2901.74435462,-2901.74435462,2901.74435462,-2901.74435462,2901.74435462
EBM,BLU6,133.61,0.1995,0.0016492990479,1.0,-1.0,-1.0,-1.0,1.0,-13.0,2016-07-08,-1.0,220.647,10.0,147772.66,133.61,-1.0,rates,1.0,-13.0,1.0,-12.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,-1,1,-1.0,-1,-1,1,243.721307444,2437.21307444,-2437.21307444,-2437.21307444,-2437.21307444,-2437.21307444,2437.21307444,-2437.21307444,-2437.21307444,-2437.21307444,-2437.21307444,-2437.21307444,2437.21307444,-2437.21307444,2437.21307444
EBS,EZU6,112.015,0.04275,0.000267893021387,1.0,-1.0,-1.0,-1.0,1.0,-12.0,2016-07-11,-1.0,47.2815,43.0,123888.59,112.015,-1.0,rates,1.0,-12.0,1.0,-11.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,-1,1,33.1888886905,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
ED,@EDZ6,99.115,0.03425,0.000151362260343,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-06-27,1.0,85.625,24.0,247787.5,99.115,-1.0,rates,1.0,-21.0,1.0,-20.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,-1,-1.0,-1,-1,1,37.5056760848,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
EMD,@EMDU6,1546.2,16.97,-0.00405797101449,-1.0,1.0,1.0,1.0,-1.0,-10.0,2016-07-13,1.0,1697.0,2.0,154620.0,1546.2,1.0,index,-1.0,-10.0,1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1.0,1,-1,-1,-627.443478261,1254.88695652,1254.88695652,-1254.88695652,-1254.88695652,-1254.88695652,-1254.88695652,1254.88695652,1254.88695652,-1254.88695652,1254.88695652,-1254.88695652,1254.88695652,-1254.88695652,1254.88695652
ES,@ESU6,2160.5,19.15,-0.00127123540968,-1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-07-15,1.0,957.5,3.0,108025.0,2160.5,1.0,index,-1.0,-8.0,-1.0,-7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-1,-137.325205131,411.975615394,411.975615394,-411.975615394,411.975615394,-411.975615394,411.975615394,-411.975615394,-411.975615394,-411.975615394,411.975615394,-411.975615394,411.975615394,-411.975615394,411.975615394
FC,@GFQ6,142.275,3.14,-0.0012285012285,-1.0,-1.0,1.0,-1.0,-1.0,4.0,2016-07-21,1.0,1570.0,2.0,71137.5,142.275,1.0,meat,-1.0,4.0,-1.0,3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,-1.0,-1,-1,-1,-87.3925061425,174.785012285,174.785012285,174.785012285,-174.785012285,174.785012285,174.785012285,-174.785012285,174.785012285,174.785012285,174.785012285,-174.785012285,174.785012285,-174.785012285,174.785012285
FCH,MTQ6,4446.5,66.820482271,0.0118329730345,1.0,1.0,-1.0,1.0,-1.0,-15.0,2016-07-06,1.0,739.034533917,3.0,49178.29,4446.5,1.0,index,-1.0,-15.0,-1.0,-14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-1,581.925379452,1745.77613835,-1745.77613835,1745.77613835,-1745.77613835,1745.77613835,-1745.77613835,1745.77613835,1745.77613835,1745.77613835,-1745.77613835,1745.77613835,-1745.77613835,1745.77613835,-1745.77613835
FDX,DXMU6,10307.5,154.2,0.00595325233006,1.0,1.0,-1.0,1.0,-1.0,-9.0,2016-07-14,1.0,852.726,3.0,57000.475,10307.5,1.0,index,-1.0,-9.0,-1.0,-8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-1,339.338210608,1018.01463183,-1018.01463183,1018.01463183,-1018.01463183,1018.01463183,-1018.01463183,1018.01463183,1018.01463183,1018.01463183,-1018.01463183,1018.01463183,-1018.01463183,1018.01463183,-1018.01463183
FEI,IEZ6,100.33,0.01325,0.0,1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-07-08,1.0,36.63625,55.0,277412.45,100.33,-1.0,rates,1.0,-13.0,1.0,-12.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1,-1,-1.0,-1,-1,1,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FFI,LFU6,6694.0,76.9,0.00232088043722,1.0,1.0,1.0,1.0,1.0,-9.0,2016-07-14,1.0,1016.5411,2.0,88487.986,6694.0,1.0,index,1.0,-9.0,1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1.0,1,-1,-1,205.370035637,410.740071273,-410.740071273,410.740071273,410.740071273,410.740071273,410.740071273,-410.740071273,-410.740071273,410.740071273,-410.740071273,410.740071273,-410.740071273,410.740071273,-410.740071273
FLG,LGU6,130.45,0.7265,0.00803647322463,1.0,1.0,-1.0,1.0,1.0,24.0,2016-06-23,-1.0,960.36035,3.0,172441.855,130.45,-1.0,rates,1.0,24.0,1.0,23.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,1,1.0,1,1,1,1385.82435051,4157.47305154,4157.47305154,4157.47305154,-4157.47305154,4157.47305154,4157.47305154,-4157.47305154,4157.47305154,4157.47305154,4157.47305154,-4157.47305154,4157.47305154,-4157.47305154,4157.47305154
FSS,LLZ6,99.7,0.0335,0.0,1.0,1.0,-1.0,1.0,-1.0,11.0,2016-07-12,1.0,55.3545625,37.0,164741.7875,99.7,-1.0,rates,-1.0,11.0,-1.0,10.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,1,-1,-1.0,-1,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
FV,@FVU6,121.6875,0.35625,0.00218762064084,1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-07-05,1.0,356.25,6.0,121687.5,121.6875,-1.0,rates,1.0,-16.0,1.0,-15.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,-1.0,-1,-1,1,266.206086733,1597.2365204,-1597.2365204,-1597.2365204,1597.2365204,-1597.2365204,1597.2365204,-1597.2365204,-1597.2365204,-1597.2365204,-1597.2365204,1597.2365204,-1597.2365204,-1597.2365204,1597.2365204
GC,QGCZ6,1334.5,19.543941643,0.00466762026651,1.0,1.0,1.0,1.0,1.0,5.0,2016-07-20,1.0,1954.3941643,2.0,133450.0,1334.5,-1.0,metal,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,1,1,622.893924565,1245.78784913,1245.78784913,1245.78784913,1245.78784913,1245.78784913,1245.78784913,-1245.78784913,1245.78784913,1245.78784913,1245.78784913,1245.78784913,-1245.78784913,-1245.78784913,1245.78784913
HCM,HHIN6,9091.0,144.9,0.00497457439752,1.0,1.0,-1.0,1.0,-1.0,22.0,2016-06-24,-1.0,932.432432432,3.0,58500.6435006,9091.0,1.0,index,-1.0,22.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,1,1.0,1,1,-1,291.015803397,873.047410191,873.047410191,873.047410191,-873.047410191,873.047410191,-873.047410191,873.047410191,873.047410191,873.047410191,873.047410191,-873.047410191,873.047410191,873.047410191,-873.047410191
HG,QHGU6,218.5,4.615,-0.0181981577174,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-07-19,1.0,1153.75,2.0,54625.0,218.5,1.0,metal,-1.0,-6.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,1,-1,-994.074365311,1988.14873062,-1988.14873062,-1988.14873062,-1988.14873062,-1988.14873062,-1988.14873062,1988.14873062,-1988.14873062,-1988.14873062,-1988.14873062,-1988.14873062,1988.14873062,-1988.14873062,1988.14873062
HIC,HSIN6,22168.0,312.3,0.00271394970147,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-06-27,1.0,2009.65250965,1.0,142651.222651,22168.0,1.0,index,-1.0,21.0,1.0,20.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,1.0,1,-1,-1,387.148243128,387.148243128,-387.148243128,387.148243128,-387.148243128,387.148243128,387.148243128,-387.148243128,387.148243128,387.148243128,-387.148243128,387.148243128,-387.148243128,387.148243128,-387.148243128
HO,QHOU6,1.3229,0.0486264725,-0.0221745879222,-1.0,-1.0,1.0,-1.0,1.0,19.0,2016-06-29,1.0,2042.311845,1.0,55561.8,1.3229,1.0,energy,1.0,19.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,-1,1.0,1,1,-1,-1232.06001922,1232.06001922,-1232.06001922,1232.06001922,-1232.06001922,1232.06001922,-1232.06001922,1232.06001922,-1232.06001922,-1232.06001922,-1232.06001922,-1232.06001922,1232.06001922,-1232.06001922,1232.06001922
JY,@JYU6,0.95045,0.01266,-0.00767383587388,-1.0,1.0,1.0,1.0,1.0,5.0,2016-07-20,1.0,1582.5,2.0,118806.25,0.95045,-1.0,currency,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,1,1,-911.699663291,1823.39932658,-1823.39932658,-1823.39932658,-1823.39932658,-1823.39932658,-1823.39932658,1823.39932658,-1823.39932658,-1823.39932658,-1823.39932658,-1823.39932658,1823.39932658,1823.39932658,-1823.39932658
KC,@KCU6,141.2,4.2,-0.00282485875706,-1.0,-1.0,1.0,-1.0,1.0,7.0,2016-07-18,1.0,1575.0,2.0,52950.0,141.2,1.0,soft,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1.0,1,1,-1,-149.576271186,299.152542373,-299.152542373,299.152542373,-299.152542373,299.152542373,-299.152542373,299.152542373,-299.152542373,-299.152542373,-299.152542373,-299.152542373,299.152542373,-299.152542373,299.152542373
KW,@KWU6,412.5,12.1375,0.00121359223301,1.0,-1.0,1.0,-1.0,1.0,5.0,2016-07-20,-1.0,606.875,4.0,20625.0,412.5,1.0,grain,1.0,5.0,-1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,-1.0,-1,1,-1,25.0303398058,100.121359223,100.121359223,-100.121359223,100.121359223,-100.121359223,-100.121359223,100.121359223,-100.121359223,-100.121359223,100.121359223,-100.121359223,100.121359223,100.121359223,-100.121359223
LB,@LBU6,328.3,7.275,-0.00575408843125,-1.0,1.0,-1.0,1.0,1.0,-17.0,2016-07-01,1.0,800.25,3.0,36113.0,328.3,1.0,soft,1.0,-17.0,1.0,-16.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1.0,-1,-1,-1,-207.797395518,623.392186554,623.392186554,-623.392186554,623.392186554,-623.392186554,-623.392186554,623.392186554,623.392186554,623.392186554,623.392186554,-623.392186554,623.392186554,-623.392186554,623.392186554
LC,@LEV6,113.05,2.234959714,0.0042194092827,1.0,-1.0,-1.0,1.0,-1.0,4.0,2016-07-21,1.0,893.9838856,3.0,45220.0,113.05,1.0,meat,-1.0,4.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,1.0,1,-1,-1,190.801687764,572.405063291,-572.405063291,-572.405063291,-572.405063291,572.405063291,572.405063291,-572.405063291,572.405063291,572.405063291,-572.405063291,572.405063291,-572.405063291,572.405063291,-572.405063291
LCO,EBZ6,44.91,1.501,-0.0262359063313,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-07-13,1.0,1501.0,2.0,44910.0,44.91,1.0,energy,1.0,10.0,1.0,9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1.0,-1,-1,-1,-1178.25455334,2356.50910668,2356.50910668,2356.50910668,2356.50910668,2356.50910668,-2356.50910668,2356.50910668,-2356.50910668,2356.50910668,2356.50910668,-2356.50910668,2356.50910668,-2356.50910668,2356.50910668
LGO,GASU6,388.25,14.2578162845,-0.0114576702737,-1.0,-1.0,1.0,-1.0,1.0,-20.0,2016-06-29,-1.0,1425.78162845,2.0,38825.0,388.25,1.0,energy,1.0,-20.0,1.0,-19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,1,-1,-444.844048377,889.688096754,-889.688096754,889.688096754,-889.688096754,889.688096754,-889.688096754,889.688096754,889.688096754,889.688096754,-889.688096754,889.688096754,-889.688096754,-889.688096754,889.688096754
LH,@HEV6,61.05,1.4803532525,-0.0404715127701,-1.0,-1.0,-1.0,1.0,1.0,-2.0,2016-07-21,-1.0,592.141301,4.0,24420.0,61.05,1.0,meat,1.0,-2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,-1,1,1.0,1,1,-1,-988.314341847,3953.25736739,-3953.25736739,3953.25736739,3953.25736739,-3953.25736739,-3953.25736739,3953.25736739,-3953.25736739,-3953.25736739,-3953.25736739,3953.25736739,-3953.25736739,-3953.25736739,3953.25736739
LRC,LRCU6,1804.0,28.55,-0.00386526780784,-1.0,1.0,-1.0,1.0,1.0,9.0,2016-07-14,1.0,285.5,8.0,18040.0,1804.0,1.0,soft,1.0,9.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,-1,-1,1.0,1,-1,-1,-69.7294312535,557.835450028,557.835450028,-557.835450028,557.835450028,-557.835450028,-557.835450028,557.835450028,-557.835450028,-557.835450028,557.835450028,-557.835450028,557.835450028,-557.835450028,557.835450028
LSU,QWV6,522.0,12.08,-0.0122989593188,-1.0,1.0,-1.0,1.0,-1.0,20.0,2016-06-29,-1.0,604.0,4.0,26100.0,522.0,1.0,soft,-1.0,20.0,-1.0,19.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,-1,-1,-1,-321.002838221,1284.01135289,1284.01135289,-1284.01135289,1284.01135289,-1284.01135289,1284.01135289,-1284.01135289,1284.01135289,1284.01135289,1284.01135289,1284.01135289,-1284.01135289,-1284.01135289,1284.01135289
MEM,@MMEU6,876.2,11.635,0.00332073743273,1.0,1.0,-1.0,1.0,1.0,-7.0,2016-07-18,1.0,581.75,4.0,43810.0,876.2,1.0,index,1.0,-7.0,1.0,-6.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1.0,-1,-1,-1,145.481506928,581.926027711,-581.926027711,581.926027711,-581.926027711,581.926027711,581.926027711,-581.926027711,-581.926027711,-581.926027711,-581.926027711,581.926027711,-581.926027711,581.926027711,-581.926027711
MFX,IBQ6,8644.7,148.948083391,0.0107095672914,1.0,1.0,1.0,1.0,1.0,-15.0,2016-07-06,1.0,1647.3658023,2.0,95610.382,8644.7,1.0,index,1.0,-15.0,1.0,-14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1.0,1,-1,-1,1023.94581978,2047.89163957,-2047.89163957,2047.89163957,2047.89163957,2047.89163957,2047.89163957,-2047.89163957,-2047.89163957,2047.89163957,-2047.89163957,2047.89163957,-2047.89163957,2047.89163957,-2047.89163957
MP,@PXU6,0.0529,0.000741,0.000189071658159,1.0,1.0,1.0,1.0,-1.0,4.0,2016-07-21,-1.0,370.5,6.0,26450.0,0.0529,1.0,currency,-1.0,4.0,-1.0,3.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,1,1,-1.0,1,1,-1,5.00094535829,30.0056721498,30.0056721498,30.0056721498,30.0056721498,30.0056721498,-30.0056721498,30.0056721498,-30.0056721498,30.0056721498,30.0056721498,-30.0056721498,30.0056721498,30.0056721498,-30.0056721498
MW,@MWU6,488.25,10.0875,0.00359712230216,1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-07-20,-1.0,504.375,4.0,24412.5,488.25,1.0,grain,-1.0,-5.0,-1.0,-4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1.0,1,1,-1,87.8147482014,351.258992806,351.258992806,-351.258992806,351.258992806,-351.258992806,-351.258992806,351.258992806,351.258992806,351.258992806,351.258992806,-351.258992806,351.258992806,351.258992806,-351.258992806
