2016-08-22 00:00:00,Contract,LastClose,ATR20,PC2016-08-22 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-22 00:00:00,RiskOn,group,SEA2016-08-22 00:00:00,SRUN2016-08-22 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-19 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
CT,@CTZ6,68.28,1.787,0.00367484933118,1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-08-10,893.5,3.0,1.0,1.0,34140.0,68.28,1.0,soft,1.0,-8.0,-1.0,1.0,10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,376.378068499,376.378068499,-376.378068499,376.378068499,376.378068499,-376.378068499,-376.378068499,-376.378068499,376.378068499,-376.378068499,376.378068499,376.378068499,376.378068499,-376.378068499,376.378068499,-376.378068499,-376.378068499,376.378068499,-376.378068499,-376.378068499,-376.378068499,376.378068499
CU,@EUU6,1.13365,0.0073125,8.82184288298e-05,1.0,1.0,1.0,1.0,1.0,21.0,2016-07-22,914.0625,3.0,1.0,1.0,141706.25,1.13365,1.0,currency,1.0,21.0,-1.0,1.0,20.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,-1,37.5033081911,37.5033081911,-37.5033081911,37.5033081911,37.5033081911,-37.5033081911,37.5033081911,37.5033081911,37.5033081911,37.5033081911,-37.5033081911,-37.5033081911,37.5033081911,-37.5033081911,37.5033081911,-37.5033081911,-37.5033081911,37.5033081911,37.5033081911,37.5033081911,-37.5033081911,37.5033081911
DX,@DXU6,94.499,0.63975,0.000169342633066,1.0,-1.0,1.0,-1.0,-1.0,21.0,2016-07-22,639.75,4.0,1.0,1.0,94499.0,94.499,-1.0,currency,-1.0,21.0,1.0,-1.0,20.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,-1,-1.0,1,1,-1,-1,-1,1,1,1,64.0108379285,64.0108379285,64.0108379285,-64.0108379285,-64.0108379285,64.0108379285,-64.0108379285,-64.0108379285,64.0108379285,-64.0108379285,64.0108379285,64.0108379285,-64.0108379285,64.0108379285,-64.0108379285,64.0108379285,64.0108379285,-64.0108379285,-64.0108379285,-64.0108379285,64.0108379285,64.0108379285
EBL,BDU6,167.5,0.712,0.0031742229143,1.0,1.0,-1.0,1.0,1.0,45.0,2016-06-20,806.1976,3.0,1.0,1.0,189660.25,167.5,-1.0,rates,1.0,45.0,-1.0,1.0,44.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,1806.07173444,1806.07173444,-1806.07173444,1806.07173444,-1806.07173444,1806.07173444,1806.07173444,1806.07173444,-1806.07173444,1806.07173444,-1806.07173444,-1806.07173444,1806.07173444,-1806.07173444,1806.07173444,-1806.07173444,-1806.07173444,1806.07173444,1806.07173444,1806.07173444,-1806.07173444,-1806.07173444
EBM,BLU6,133.6,0.2025,0.000899011087804,1.0,-1.0,-1.0,-1.0,1.0,-31.0,2016-07-08,229.29075,9.0,3.0,2.0,151275.28,133.6,-1.0,rates,1.0,-31.0,-1.0,1.0,-30.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,1223.98338628,1223.98338628,-1223.98338628,1223.98338628,-1223.98338628,1223.98338628,-1223.98338628,-1223.98338628,-1223.98338628,-1223.98338628,1223.98338628,1223.98338628,1223.98338628,-1223.98338628,-1223.98338628,1223.98338628,-1223.98338628,-1223.98338628,-1223.98338628,-1223.98338628,1223.98338628,-1223.98338628
EBS,EZU6,112.0,0.037,0.000133946510693,1.0,-1.0,-1.0,-1.0,1.0,-30.0,2016-07-11,41.8951,48.0,12.0,6.0,126817.6,112.0,-1.0,rates,1.0,-30.0,-1.0,1.0,-29.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.07,0.039,-0.000100928542592,-1.0,-1.0,1.0,-1.0,1.0,-39.0,2016-06-27,97.5,21.0,6.0,3.0,247675.0,99.07,-1.0,rates,1.0,-39.0,-1.0,1.0,-38.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
EMD,@EMDU6,1562.4,13.05,0.000896860986547,1.0,-1.0,1.0,-1.0,1.0,12.0,2016-08-04,1305.0,2.0,1.0,1.0,156240.0,1562.4,1.0,index,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,280.251121076,280.251121076,280.251121076,-280.251121076,280.251121076,-280.251121076,-280.251121076,-280.251121076,280.251121076,-280.251121076,280.251121076,280.251121076,280.251121076,-280.251121076,280.251121076,-280.251121076,-280.251121076,280.251121076,-280.251121076,-280.251121076,280.251121076,-280.251121076
ES,@ESU6,2181.5,13.125,-0.000114586914174,-1.0,1.0,-1.0,1.0,-1.0,-26.0,2016-07-15,656.25,4.0,1.0,1.0,109075.0,2181.5,1.0,index,-1.0,-26.0,-1.0,-1.0,-25.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,-49.9942706543,49.9942706543,49.9942706543,-49.9942706543,-49.9942706543,49.9942706543,-49.9942706543,-49.9942706543,49.9942706543,-49.9942706543,49.9942706543,49.9942706543,49.9942706543,-49.9942706543,-49.9942706543,49.9942706543,-49.9942706543,-49.9942706543,-49.9942706543,-49.9942706543,49.9942706543,-49.9942706543
FC,@GFV6,141.55,2.491408028,0.00247875354108,1.0,-1.0,1.0,-1.0,-1.0,-11.0,2016-08-05,1245.704014,2.0,1.0,1.0,70775.0,141.55,1.0,meat,-1.0,-11.0,1.0,-1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,350.867563739,350.867563739,350.867563739,-350.867563739,350.867563739,-350.867563739,-350.867563739,-350.867563739,350.867563739,-350.867563739,350.867563739,350.867563739,-350.867563739,350.867563739,350.867563739,-350.867563739,350.867563739,350.867563739,-350.867563739,350.867563739,350.867563739,350.867563739
FCH,MTU6,4388.5,53.0956680115,-0.0025002841232,-1.0,1.0,1.0,1.0,1.0,-40.0,2016-06-27,601.202248894,4.0,1.0,1.0,49690.9855,4388.5,1.0,index,1.0,-40.0,-1.0,1.0,-39.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,-1,-496.966328446,496.966328446,496.966328446,-496.966328446,-496.966328446,496.966328446,-496.966328446,-496.966328446,-496.966328446,-496.966328446,496.966328446,496.966328446,-496.966328446,496.966328446,496.966328446,-496.966328446,496.966328446,-496.966328446,-496.966328446,-496.966328446,496.966328446,-496.966328446
FDX,DXMU6,10476.5,135.5,-0.0067785362154,-1.0,-1.0,1.0,-1.0,-1.0,-27.0,2016-07-14,767.13325,3.0,1.0,1.0,59312.70475,10476.5,1.0,index,-1.0,-27.0,-1.0,-1.0,-26.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,-1206.15995154,1206.15995154,1206.15995154,-1206.15995154,-1206.15995154,1206.15995154,1206.15995154,1206.15995154,-1206.15995154,1206.15995154,-1206.15995154,-1206.15995154,1206.15995154,-1206.15995154,-1206.15995154,1206.15995154,1206.15995154,-1206.15995154,-1206.15995154,-1206.15995154,1206.15995154,-1206.15995154
FEI,IEZ6,100.325,0.0085,0.0,1.0,-1.0,-1.0,-1.0,1.0,-31.0,2016-07-08,24.061375,84.0,21.0,11.0,283994.99375,100.325,-1.0,rates,1.0,-31.0,-1.0,1.0,-30.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
FFI,LFU6,6813.0,62.825,-0.00627187864644,-1.0,1.0,-1.0,1.0,1.0,19.0,2016-07-26,825.332025,3.0,1.0,1.0,89502.381,6813.0,1.0,index,1.0,19.0,-1.0,1.0,18.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,-1684.0442166,1684.0442166,1684.0442166,-1684.0442166,-1684.0442166,1684.0442166,-1684.0442166,-1684.0442166,1684.0442166,-1684.0442166,1684.0442166,1684.0442166,-1684.0442166,1684.0442166,-1684.0442166,1684.0442166,1684.0442166,-1684.0442166,-1684.0442166,-1684.0442166,1684.0442166,1684.0442166
FLG,LGU6,132.28,0.739,0.00356573856308,1.0,1.0,-1.0,1.0,1.0,42.0,2016-06-23,970.8243,3.0,1.0,1.0,173776.236,132.28,-1.0,rates,1.0,42.0,-1.0,1.0,41.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,1858.92187816,1858.92187816,-1858.92187816,1858.92187816,-1858.92187816,1858.92187816,1858.92187816,1858.92187816,-1858.92187816,1858.92187816,-1858.92187816,-1858.92187816,1858.92187816,-1858.92187816,1858.92187816,-1858.92187816,-1858.92187816,1858.92187816,1858.92187816,1858.92187816,-1858.92187816,-1858.92187816
FSS,LLZ6,99.72,0.0255,0.0,1.0,1.0,1.0,1.0,1.0,-29.0,2016-07-12,41.8741875,48.0,12.0,6.0,163752.705,99.72,-1.0,rates,1.0,-29.0,1.0,1.0,-28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
FV,@FVU6,121.5234375,0.34375,0.00115852481174,1.0,1.0,1.0,1.0,1.0,-34.0,2016-07-05,343.75,6.0,2.0,1.0,121523.4375,121.5234375,-1.0,rates,1.0,-34.0,-1.0,1.0,-33.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,844.72750531,844.72750531,-844.72750531,844.72750531,-844.72750531,844.72750531,844.72750531,844.72750531,844.72750531,844.72750531,-844.72750531,-844.72750531,844.72750531,-844.72750531,-844.72750531,844.72750531,-844.72750531,844.72750531,844.72750531,844.72750531,-844.72750531,844.72750531
GC,QGCZ6,1343.4,16.31,-0.00207992868816,-1.0,1.0,-1.0,1.0,1.0,37.0,2016-06-29,1631.0,2.0,1.0,1.0,134340.0,1343.4,-1.0,metal,1.0,37.0,-1.0,1.0,36.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,1,-558.835239935,558.835239935,558.835239935,-558.835239935,558.835239935,-558.835239935,-558.835239935,-558.835239935,558.835239935,-558.835239935,558.835239935,558.835239935,-558.835239935,558.835239935,-558.835239935,558.835239935,558.835239935,-558.835239935,-558.835239935,-558.835239935,558.835239935,558.835239935
HCM,HHIQ6,9593.0,153.4,0.00187989556136,1.0,-1.0,-1.0,-1.0,1.0,-14.0,2016-08-01,987.12998713,3.0,1.0,1.0,61731.016731,9593.0,1.0,index,1.0,-14.0,-1.0,1.0,-13.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,348.143593052,348.143593052,-348.143593052,348.143593052,348.143593052,-348.143593052,-348.143593052,-348.143593052,-348.143593052,-348.143593052,348.143593052,348.143593052,348.143593052,-348.143593052,-348.143593052,348.143593052,-348.143593052,-348.143593052,-348.143593052,-348.143593052,348.143593052,-348.143593052
HG,QHGZ6,215.2,3.7713644865,-0.0117106773823,-1.0,-1.0,1.0,-1.0,1.0,16.0,2016-07-29,942.841121625,3.0,1.0,1.0,53800.0,215.2,1.0,metal,1.0,16.0,-1.0,1.0,15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,-1890.10332951,1890.10332951,1890.10332951,-1890.10332951,-1890.10332951,1890.10332951,1890.10332951,1890.10332951,-1890.10332951,1890.10332951,-1890.10332951,-1890.10332951,-1890.10332951,1890.10332951,-1890.10332951,1890.10332951,1890.10332951,-1890.10332951,1890.10332951,1890.10332951,1890.10332951,-1890.10332951
HIC,HSIQ6,22963.0,305.35,0.00222590782123,1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-08-01,1964.92921493,2.0,1.0,1.0,147767.052767,22963.0,1.0,index,-1.0,-14.0,-1.0,-1.0,-13.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,657.831676948,657.831676948,-657.831676948,657.831676948,657.831676948,-657.831676948,657.831676948,657.831676948,-657.831676948,657.831676948,-657.831676948,-657.831676948,-657.831676948,657.831676948,657.831676948,-657.831676948,657.831676948,657.831676948,657.831676948,657.831676948,-657.831676948,657.831676948
HO,QHOV6,1.5048,0.041667592,-0.0219680228779,-1.0,1.0,-1.0,1.0,1.0,15.0,2016-08-01,1750.038864,2.0,1.0,1.0,63201.6,1.5048,1.0,energy,1.0,15.0,-1.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,-2776.82838944,2776.82838944,2776.82838944,-2776.82838944,-2776.82838944,2776.82838944,-2776.82838944,-2776.82838944,2776.82838944,-2776.82838944,2776.82838944,2776.82838944,-2776.82838944,2776.82838944,-2776.82838944,2776.82838944,2776.82838944,-2776.82838944,-2776.82838944,-2776.82838944,2776.82838944,2776.82838944
JY,@JYU6,0.99815,0.01111,-0.000500675912482,-1.0,-1.0,-1.0,-1.0,1.0,23.0,2016-07-20,1388.75,2.0,1.0,1.0,124768.75,0.99815,-1.0,currency,1.0,23.0,-1.0,1.0,22.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,-124.937415511,124.937415511,124.937415511,-124.937415511,124.937415511,-124.937415511,124.937415511,124.937415511,124.937415511,124.937415511,-124.937415511,-124.937415511,-124.937415511,124.937415511,-124.937415511,124.937415511,124.937415511,-124.937415511,124.937415511,124.937415511,124.937415511,124.937415511
KC,@KCZ6,146.4,3.408545357,0.0338983050847,1.0,1.0,1.0,-1.0,1.0,-27.0,2016-07-14,1278.20450887,2.0,1.0,1.0,54900.0,146.4,1.0,soft,1.0,-27.0,1.0,1.0,-26.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,3722.03389831,3722.03389831,3722.03389831,-3722.03389831,3722.03389831,-3722.03389831,-3722.03389831,3722.03389831,3722.03389831,-3722.03389831,3722.03389831,-3722.03389831,3722.03389831,-3722.03389831,-3722.03389831,3722.03389831,-3722.03389831,-3722.03389831,-3722.03389831,-3722.03389831,3722.03389831,-3722.03389831
KW,@KWZ6,440.0,9.1426927685,-0.0106801573918,-1.0,1.0,-1.0,1.0,1.0,-16.0,2016-07-29,457.134638425,5.0,2.0,1.0,22000.0,440.0,1.0,grain,1.0,-16.0,-1.0,1.0,-15.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,-1174.8173131,1174.8173131,1174.8173131,-1174.8173131,-1174.8173131,1174.8173131,-1174.8173131,-1174.8173131,1174.8173131,-1174.8173131,1174.8173131,1174.8173131,-1174.8173131,1174.8173131,1174.8173131,-1174.8173131,1174.8173131,1174.8173131,-1174.8173131,1174.8173131,1174.8173131,1174.8173131
LB,@LBU6,323.2,5.515,0.00279242941359,1.0,1.0,1.0,1.0,1.0,-18.0,2016-07-27,606.65,4.0,1.0,1.0,35552.0,323.2,1.0,soft,1.0,-18.0,1.0,1.0,-17.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
