2016-07-26 00:00:00,Contract,LastClose,ATR20,PC2016-07-26 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-26 00:00:00,RiskOn,group,SEA2016-07-26 00:00:00,SRUN2016-07-26 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-25 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,Voting2,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_Voting2,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
HIC,HSIN6,22108.0,318.75,0.00263038548753,1.0,1.0,-1.0,1.0,1.0,20.0,2016-06-27,1.0,2051.15830116,1.0,142265.122265,22108.0,1.0,index,1.0,20.0,1.0,19.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,1.0,1,-1,-1,374.212112988,374.212112988,-374.212112988,374.212112988,-374.212112988,374.212112988,374.212112988,-374.212112988,374.212112988,374.212112988,-374.212112988,374.212112988,-374.212112988,374.212112988,-374.212112988
HO,QHOU6,1.3529,0.0500189335,0.00199970374759,1.0,-1.0,1.0,-1.0,1.0,18.0,2016-06-29,-1.0,2100.795207,1.0,56821.8,1.3529,1.0,energy,1.0,18.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,1,1.0,1,1,-1,113.626766405,113.626766405,113.626766405,-113.626766405,113.626766405,-113.626766405,113.626766405,-113.626766405,113.626766405,113.626766405,113.626766405,-113.626766405,113.626766405,113.626766405,-113.626766405
JY,@JYU6,0.9578,0.0121625,0.0115646617732,1.0,-1.0,1.0,-1.0,1.0,4.0,2016-07-20,1.0,1520.3125,2.0,119725.0,0.9578,-1.0,currency,1.0,4.0,1.0,-11.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,1,1384.5791308,2769.1582616,-2769.1582616,-2769.1582616,2769.1582616,-2769.1582616,2769.1582616,-2769.1582616,-2769.1582616,-2769.1582616,-2769.1582616,2769.1582616,-2769.1582616,-2769.1582616,2769.1582616
KC,@KCU6,141.6,4.255,0.00354358610914,1.0,-1.0,1.0,-1.0,1.0,6.0,2016-07-18,-1.0,1595.625,2.0,53100.0,141.6,1.0,soft,1.0,6.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1.0,1,1,-1,188.164422395,376.328844791,376.328844791,-376.328844791,376.328844791,-376.328844791,376.328844791,-376.328844791,376.328844791,376.328844791,376.328844791,-376.328844791,376.328844791,376.328844791,-376.328844791
KW,@KWU6,412.0,12.5,-0.02658003544,-1.0,-1.0,1.0,-1.0,-1.0,4.0,2016-07-20,1.0,625.0,4.0,20600.0,412.0,1.0,grain,-1.0,4.0,-1.0,3.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,-1,-1.0,-1,-1,-1,-547.548730065,2190.19492026,2190.19492026,2190.19492026,-2190.19492026,2190.19492026,2190.19492026,-2190.19492026,2190.19492026,2190.19492026,2190.19492026,-2190.19492026,2190.19492026,-2190.19492026,2190.19492026
LB,@LBU6,330.2,7.38,0.00151653017895,1.0,1.0,-1.0,1.0,1.0,-16.0,2016-07-01,1.0,811.8,3.0,36322.0,330.2,1.0,soft,1.0,-16.0,1.0,-15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1.0,-1,-1,-1,55.0834091598,165.25022748,-165.25022748,165.25022748,-165.25022748,165.25022748,165.25022748,-165.25022748,-165.25022748,-165.25022748,-165.25022748,165.25022748,-165.25022748,165.25022748,-165.25022748
LC,@LEV6,112.575,2.2454465295,0.0135043889264,1.0,1.0,-1.0,1.0,1.0,3.0,2016-07-14,1.0,898.1786118,3.0,45030.0,112.575,1.0,meat,1.0,3.0,1.0,2.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,1.0,1,-1,-1,608.102633356,1824.30790007,-1824.30790007,1824.30790007,-1824.30790007,1824.30790007,1824.30790007,-1824.30790007,1824.30790007,1824.30790007,-1824.30790007,1824.30790007,-1824.30790007,1824.30790007,-1824.30790007
LCO,EBZ6,46.12,1.5165,0.000216872695727,1.0,-1.0,1.0,-1.0,1.0,9.0,2016-07-13,-1.0,1516.5,2.0,46120.0,46.12,1.0,energy,1.0,9.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1.0,1,1,-1,10.002168727,20.0043374539,20.0043374539,-20.0043374539,20.0043374539,-20.0043374539,20.0043374539,-20.0043374539,20.0043374539,20.0043374539,20.0043374539,-20.0043374539,20.0043374539,20.0043374539,-20.0043374539
LGO,GASU6,392.75,14.443432205,-0.00506649778341,-1.0,-1.0,1.0,-1.0,1.0,-19.0,2016-06-29,-1.0,1444.3432205,2.0,39275.0,392.75,1.0,energy,1.0,-19.0,1.0,-18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,1,-1,-198.986700443,397.973400887,-397.973400887,397.973400887,-397.973400887,397.973400887,-397.973400887,397.973400887,397.973400887,397.973400887,-397.973400887,397.973400887,-397.973400887,-397.973400887,397.973400887
LH,@HEV6,63.625,1.3882933375,-0.0112665112665,-1.0,1.0,1.0,-1.0,1.0,3.0,2016-07-14,1.0,555.317335,4.0,25450.0,63.625,1.0,meat,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,-1.0,-1,-1,1.0,1,1,-1,-286.732711733,1146.93084693,-1146.93084693,-1146.93084693,-1146.93084693,1146.93084693,-1146.93084693,1146.93084693,-1146.93084693,-1146.93084693,-1146.93084693,-1146.93084693,1146.93084693,-1146.93084693,1146.93084693
LRC,LRCU6,1811.0,29.2,0.0139977603583,1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-07-14,-1.0,292.0,7.0,18110.0,1811.0,1.0,soft,1.0,8.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,-1,1,1.0,-1,1,-1,253.49944009,1774.49608063,1774.49608063,-1774.49608063,-1774.49608063,-1774.49608063,1774.49608063,-1774.49608063,1774.49608063,-1774.49608063,1774.49608063,-1774.49608063,1774.49608063,1774.49608063,-1774.49608063
LSU,QWV6,528.5,12.685,-0.0167441860465,-1.0,1.0,-1.0,1.0,-1.0,19.0,2016-06-29,-1.0,634.25,4.0,26425.0,528.5,1.0,soft,-1.0,19.0,-1.0,18.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,-1,-1,-1,-442.465116279,1769.86046512,1769.86046512,-1769.86046512,1769.86046512,-1769.86046512,1769.86046512,-1769.86046512,1769.86046512,1769.86046512,1769.86046512,1769.86046512,-1769.86046512,-1769.86046512,1769.86046512
MEM,@MMEU6,873.3,11.9,0.00715027101834,1.0,1.0,1.0,1.0,1.0,-6.0,2016-07-18,-1.0,595.0,4.0,43665.0,873.3,1.0,index,1.0,-6.0,1.0,-5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,1,-1.0,1,1,-1,312.216584016,1248.86633606,1248.86633606,1248.86633606,1248.86633606,1248.86633606,1248.86633606,-1248.86633606,-1248.86633606,1248.86633606,1248.86633606,-1248.86633606,1248.86633606,1248.86633606,-1248.86633606
MFX,IBQ6,8553.1,155.913898621,0.000737117985679,1.0,-1.0,1.0,-1.0,1.0,-14.0,2016-07-06,-1.0,1712.40234855,2.0,93938.6973,8553.1,1.0,index,1.0,-14.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1.0,1,1,-1,69.2439033311,138.487806662,138.487806662,-138.487806662,138.487806662,-138.487806662,138.487806662,-138.487806662,138.487806662,138.487806662,138.487806662,-138.487806662,138.487806662,138.487806662,-138.487806662
MP,@PXU6,0.05289,0.0007665,-0.00151028884274,-1.0,1.0,-1.0,1.0,-1.0,3.0,2016-07-14,-1.0,383.25,6.0,26445.0,0.05289,1.0,currency,-1.0,3.0,-1.0,-7.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,1,1,1.0,1,1,-1,-39.9395884463,239.637530678,-239.637530678,-239.637530678,239.637530678,-239.637530678,239.637530678,-239.637530678,-239.637530678,-239.637530678,-239.637530678,239.637530678,-239.637530678,-239.637530678,239.637530678
MW,@MWU6,486.5,10.1875,-0.0211267605634,-1.0,1.0,1.0,1.0,-1.0,-4.0,2016-07-20,1.0,509.375,4.0,24325.0,486.5,1.0,grain,-1.0,-4.0,-1.0,-3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,1.0,1,1,-1,-513.908450704,2055.63380282,-2055.63380282,-2055.63380282,-2055.63380282,-2055.63380282,2055.63380282,-2055.63380282,-2055.63380282,-2055.63380282,-2055.63380282,-2055.63380282,2055.63380282,-2055.63380282,2055.63380282
