2016-09-28 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-28 00:00:00,Close2016-09-28 00:00:00,group,RiskOn,Excess,PC2016-09-26 00:00:00,Close2016-09-26 00:00:00,SEA2016-09-28 00:00:00,SRUN2016-09-28 00:00:00,SEA2016-09-26 00:00:00,SRUN2016-09-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-27 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-27 00:00:00,0.5SIG2016-09-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-27 00:00:00,0.75SIG2016-09-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-27 00:00:00,1SIG2016-09-26 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
NG,QNGX6,3.002,0.0859763855,-0.015737704918,-1.0,1.0,-1.0,1.0,-1.0,15.0,2016-09-07,859.763855,3.0,1.0,1.0,30020.0,-0.015737704918,3.002,energy,1.0,1.0,,,-1.0,15.0,,,-1.0,-1.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1,1,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1417.33770492,1417.33770492,1417.33770492,-1417.33770492,-1417.33770492,1417.33770492,-1417.33770492,1417.33770492,-1417.33770492,-1417.33770492,1417.33770492,-1417.33770492,1417.33770492,1417.33770492,1417.33770492,-1417.33770492,1417.33770492,-1417.33770492,1417.33770492,-1417.33770492,-1417.33770492,-1417.33770492,1417.33770492,1417.33770492,-1417.33770492,-1417.33770492,-1417.33770492,-1417.33770492,-1417.33770492,-1417.33770492,1417.33770492,1417.33770492,1417.33770492
NIY,@NKDZ6,16540.0,254.04477722,0.00455511691467,1.0,1.0,1.0,1.0,-1.0,-17.0,2016-09-02,1261.39412721,2.0,1.0,1.0,82125.1241311,0.00455511691467,16540.0,index,1.0,-1.0,,,-1.0,-17.0,,,1.0,-1.0,-16.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,1.0,0.0,-1.0,0.0,-1,-1,-1,748.179084097,748.179084097,748.179084097,-748.179084097,748.179084097,-748.179084097,-748.179084097,748.179084097,-748.179084097,748.179084097,748.179084097,748.179084097,-748.179084097,-748.179084097,-748.179084097,748.179084097,748.179084097,-748.179084097,-748.179084097,-748.179084097,-748.179084097,-748.179084097,-748.179084097,748.179084097,748.179084097,-748.179084097,0.0,748.179084097,0.0,-748.179084097,0.0,-748.179084097,-748.179084097
NQ,@NQZ6,4868.25,56.6165598065,0.00154297176362,1.0,1.0,-1.0,1.0,-1.0,-6.0,2016-09-20,1132.33119613,2.0,1.0,1.0,97365.0,0.00154297176362,4868.25,index,1.0,1.0,,,-1.0,-6.0,,,1.0,-1.0,-5.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,300.462891529,300.462891529,300.462891529,-300.462891529,300.462891529,-300.462891529,300.462891529,-300.462891529,-300.462891529,300.462891529,-300.462891529,300.462891529,-300.462891529,-300.462891529,-300.462891529,300.462891529,300.462891529,-300.462891529,-300.462891529,-300.462891529,-300.462891529,-300.462891529,-300.462891529,300.462891529,300.462891529,-300.462891529,0.0,0.0,0.0,-300.462891529,0.0,-300.462891529,-300.462891529
O,@OZ6,174.0,3.525,-0.00286532951289,-1.0,-1.0,1.0,-1.0,1.0,-23.0,2016-08-25,176.25,12.0,2.0,2.0,8700.0,-0.00286532951289,174.0,grain,1.0,-1.0,,,1.0,-23.0,,,1.0,1.0,-22.0,1.0,1.0,12.0,1.0,2.0,12.0,1.0,,1.0,12.0,-1.0,,1.0,12.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0,-1,1,-299.140401146,299.140401146,-299.140401146,299.140401146,-299.140401146,299.140401146,299.140401146,-299.140401146,-299.140401146,299.140401146,-299.140401146,299.140401146,-299.140401146,-299.140401146,-299.140401146,299.140401146,299.140401146,-299.140401146,-299.140401146,-299.140401146,299.140401146,-299.140401146,-299.140401146,-299.140401146,-299.140401146,-299.140401146,299.140401146,-0.0,-0.0,-0.0,-0.0,-0.0,299.140401146
OJ,@OJX6,206.85,6.385,-0.0117056856187,-1.0,1.0,1.0,1.0,1.0,-29.0,2016-08-17,957.75,3.0,1.0,1.0,31027.5,-0.0117056856187,206.85,soft,1.0,1.0,,,1.0,-29.0,,,1.0,1.0,-28.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,-1089.59448161,1089.59448161,-1089.59448161,1089.59448161,-1089.59448161,1089.59448161,-1089.59448161,1089.59448161,-1089.59448161,-1089.59448161,-1089.59448161,-1089.59448161,1089.59448161,1089.59448161,-1089.59448161,1089.59448161,1089.59448161,-1089.59448161,-1089.59448161,-1089.59448161,1089.59448161,-0.0,-1089.59448161,-1089.59448161,1089.59448161,1089.59448161,-0.0,-0.0,1089.59448161,-0.0,1089.59448161,1089.59448161,1089.59448161
PA,QPAZ6,714.4,17.77,0.019042864275,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-09-13,1777.0,2.0,1.0,1.0,71440.0,0.019042864275,714.4,metal,1.0,1.0,,,-1.0,-11.0,,,1.0,-1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,2720.84444761,2720.84444761,2720.84444761,-2720.84444761,2720.84444761,-2720.84444761,2720.84444761,-2720.84444761,-2720.84444761,2720.84444761,-2720.84444761,2720.84444761,-2720.84444761,-2720.84444761,-2720.84444761,2720.84444761,2720.84444761,-2720.84444761,-2720.84444761,-2720.84444761,-2720.84444761,-2720.84444761,-2720.84444761,2720.84444761,2720.84444761,-2720.84444761,0.0,0.0,0.0,-2720.84444761,0.0,-2720.84444761,-2720.84444761
PL,QPLF7,1027.0,22.228483077,-0.00223452832022,-1.0,1.0,1.0,-1.0,-1.0,-8.0,2016-09-16,1111.42415385,2.0,1.0,1.0,51350.0,-0.00223452832022,1027.0,metal,-1.0,1.0,,,-1.0,-8.0,,,-1.0,-1.0,-7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,2.0,-1.0,,1,-1,1,-1,1,1,1.0,-1,-1,1,1,-1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,0,1,0,-229.486058486,229.486058486,229.486058486,-229.486058486,229.486058486,-229.486058486,-229.486058486,229.486058486,229.486058486,-229.486058486,-229.486058486,229.486058486,-229.486058486,229.486058486,229.486058486,-229.486058486,-229.486058486,229.486058486,229.486058486,-229.486058486,-229.486058486,-0.0,229.486058486,-229.486058486,229.486058486,229.486058486,-229.486058486,-229.486058486,-0.0,-229.486058486,-0.0,-0.0,-229.486058486
RB,QRBX6,1.4385,0.0504493555,0.0557023337737,1.0,1.0,-1.0,1.0,-1.0,-18.0,2016-09-01,2118.872931,1.0,1.0,1.0,60417.0,0.0557023337737,1.4385,energy,1.0,1.0,,,-1.0,-18.0,,,-1.0,-1.0,-17.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,0,3365.3678996,3365.3678996,-3365.3678996,3365.3678996,3365.3678996,-3365.3678996,3365.3678996,-3365.3678996,-3365.3678996,3365.3678996,-3365.3678996,3365.3678996,-3365.3678996,-3365.3678996,-3365.3678996,3365.3678996,3365.3678996,-3365.3678996,-3365.3678996,-3365.3678996,3365.3678996,0.0,-3365.3678996,-3365.3678996,3365.3678996,3365.3678996,3365.3678996,3365.3678996,3365.3678996,0.0,-3365.3678996,-3365.3678996,-3365.3678996
RR,@RRX6,9.74,0.223,-0.0040899795501,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,2016-09-01,446.0,5.0,1.0,1.0,19480.0,-0.0040899795501,9.74,grain,1.0,-1.0,,,-1.0,18.0,,,1.0,-1.0,17.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,,1.0,5.0,-1.0,,1.0,5.0,-1.0,,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,1,1,1,-1.0,0.0,1.0,0.0,1.0,0,1,1,-398.36400818,398.36400818,-398.36400818,398.36400818,-398.36400818,398.36400818,398.36400818,-398.36400818,-398.36400818,398.36400818,398.36400818,398.36400818,-398.36400818,-398.36400818,398.36400818,-398.36400818,398.36400818,-398.36400818,-398.36400818,398.36400818,-398.36400818,-398.36400818,-398.36400818,-398.36400818,-398.36400818,-398.36400818,398.36400818,-0.0,-398.36400818,-0.0,-398.36400818,-0.0,-398.36400818
RS,@RSX6,464.2,6.29,-0.00300687285223,-1.0,-1.0,-1.0,-1.0,-1.0,-11.0,2016-09-13,96.1332721993,21.0,3.0,3.0,7094.60492129,-0.00300687285223,464.2,grain,1.0,-1.0,,,-1.0,-11.0,,,-1.0,-1.0,-10.0,-1.0,1.0,21.0,-1.0,1.0,21.0,-1.0,,2.0,21.0,-1.0,,2.0,21.0,-1.0,,-1,1,1,1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,0.0,1.0,1.0,0.0,0.0,0,1,0,-447.984073638,447.984073638,447.984073638,-447.984073638,-447.984073638,447.984073638,447.984073638,-447.984073638,447.984073638,447.984073638,447.984073638,447.984073638,-447.984073638,-447.984073638,447.984073638,-447.984073638,-447.984073638,447.984073638,447.984073638,447.984073638,-447.984073638,-0.0,447.984073638,447.984073638,-447.984073638,-447.984073638,-0.0,-447.984073638,-447.984073638,-0.0,-0.0,-0.0,-447.984073638
S,@SX6,945.5,16.4625,-0.00734908136483,-1.0,1.0,1.0,1.0,-1.0,6.0,2016-09-20,823.125,3.0,1.0,1.0,47275.0,-0.00734908136483,945.5,grain,1.0,-1.0,,,-1.0,6.0,,,1.0,-1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,2.0,3.0,1.0,,-1,1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,-1,0.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1042.28346457,1042.28346457,-1042.28346457,1042.28346457,-1042.28346457,1042.28346457,1042.28346457,-1042.28346457,-1042.28346457,-1042.28346457,-1042.28346457,-1042.28346457,1042.28346457,1042.28346457,1042.28346457,-1042.28346457,1042.28346457,-1042.28346457,1042.28346457,-1042.28346457,1042.28346457,1042.28346457,-1042.28346457,-1042.28346457,-1042.28346457,1042.28346457,-0.0,-1042.28346457,-0.0,1042.28346457,-0.0,1042.28346457,1042.28346457
SB,@SBH7,23.78,0.605198864,0.0145051194539,1.0,-1.0,-1.0,1.0,1.0,-11.0,2016-09-13,677.82272768,3.0,1.0,1.0,26633.6,0.0145051194539,23.78,soft,1.0,1.0,,,1.0,-11.0,,,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,1.0,,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,0,-1,0,1158.97064846,1158.97064846,1158.97064846,-1158.97064846,1158.97064846,-1158.97064846,1158.97064846,-1158.97064846,-1158.97064846,-1158.97064846,-1158.97064846,1158.97064846,-1158.97064846,1158.97064846,1158.97064846,-1158.97064846,1158.97064846,-1158.97064846,1158.97064846,-1158.97064846,-1158.97064846,0.0,-1158.97064846,-1158.97064846,1158.97064846,1158.97064846,-1158.97064846,-1158.97064846,0.0,-1158.97064846,0.0,0.0,-1158.97064846
SF,@SFZ6,1.0346,0.007481837,-0.000772648251884,-1.0,-1.0,-1.0,-1.0,-1.0,-28.0,2016-08-18,935.229625,3.0,1.0,1.0,129325.0,-0.000772648251884,1.0346,currency,1.0,1.0,,,-1.0,-28.0,,,-1.0,-1.0,-27.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,0,-299.768205525,299.768205525,299.768205525,-299.768205525,-299.768205525,299.768205525,-299.768205525,299.768205525,299.768205525,299.768205525,299.768205525,299.768205525,-299.768205525,-299.768205525,299.768205525,-299.768205525,-299.768205525,299.768205525,299.768205525,299.768205525,-299.768205525,-0.0,299.768205525,299.768205525,-299.768205525,-299.768205525,-299.768205525,-299.768205525,-299.768205525,-299.768205525,-0.0,-0.0,-299.768205525
SI,QSIZ6,1912.1,46.415,-0.0022958518132,-1.0,-1.0,1.0,-1.0,-1.0,-4.0,2016-09-22,2320.75,1.0,1.0,1.0,95605.0,-0.0022958518132,1912.1,metal,-1.0,1.0,,,-1.0,-4.0,,,-1.0,-1.0,-3.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,-219.494912601,219.494912601,219.494912601,-219.494912601,219.494912601,-219.494912601,-219.494912601,219.494912601,219.494912601,219.494912601,-219.494912601,219.494912601,-219.494912601,-219.494912601,219.494912601,-219.494912601,-219.494912601,219.494912601,219.494912601,-219.494912601,-219.494912601,-219.494912601,219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601,-219.494912601
SIN,INV6,8804.0,89.4307502735,0.00381962259848,1.0,-1.0,-1.0,-1.0,-1.0,12.0,2016-09-12,178.861500547,12.0,2.0,2.0,17608.0,0.00381962259848,8804.0,index,1.0,1.0,,,-1.0,12.0,,,-1.0,-1.0,11.0,1.0,1.0,12.0,1.0,2.0,12.0,-1.0,,2.0,12.0,-1.0,,2.0,12.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,-1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,807.070976569,807.070976569,-807.070976569,807.070976569,807.070976569,-807.070976569,807.070976569,-807.070976569,807.070976569,-807.070976569,-807.070976569,-807.070976569,807.070976569,807.070976569,-807.070976569,807.070976569,-807.070976569,807.070976569,-807.070976569,807.070976569,807.070976569,807.070976569,807.070976569,-807.070976569,807.070976569,807.070976569,807.070976569,807.070976569,807.070976569,807.070976569,0.0,0.0,807.070976569
SJB,BBZ6,152.33,0.3055,0.000854139290408,1.0,1.0,-1.0,1.0,-1.0,18.0,2016-09-02,303.376365442,7.0,1.0,1.0,151271.102284,0.000854139290408,152.33,rates,-1.0,1.0,,,-1.0,18.0,,,1.0,-1.0,17.0,1.0,1.0,7.0,1.0,2.0,7.0,-1.0,,2.0,7.0,1.0,,2.0,7.0,1.0,,1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,1,-1,-1,0.0,-1.0,-1.0,0.0,1.0,0,1,-1,904.446143748,904.446143748,904.446143748,-904.446143748,-904.446143748,904.446143748,904.446143748,-904.446143748,904.446143748,904.446143748,-904.446143748,904.446143748,-904.446143748,-904.446143748,-904.446143748,904.446143748,-904.446143748,904.446143748,-904.446143748,-904.446143748,-904.446143748,-904.446143748,904.446143748,904.446143748,-904.446143748,-904.446143748,0.0,-904.446143748,-904.446143748,0.0,904.446143748,0.0,904.446143748
SM,@SMZ6,299.4,6.125,-0.000667556742323,-1.0,-1.0,-1.0,1.0,-1.0,16.0,2016-09-06,612.5,4.0,1.0,1.0,29940.0,-0.000667556742323,299.4,grain,1.0,-1.0,,,-1.0,16.0,,,1.0,-1.0,15.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,,2.0,4.0,-1.0,,2.0,4.0,1.0,,-1,1,-1,1,1,-1,-1.0,1,-1,-1,1,1,1,1,1,-1.0,0.0,1.0,-1.0,1.0,0,1,0,-79.9465954606,79.9465954606,-79.9465954606,79.9465954606,-79.9465954606,79.9465954606,79.9465954606,-79.9465954606,-79.9465954606,79.9465954606,79.9465954606,-79.9465954606,79.9465954606,-79.9465954606,79.9465954606,-79.9465954606,79.9465954606,-79.9465954606,79.9465954606,79.9465954606,-79.9465954606,-0.0,-79.9465954606,-79.9465954606,-79.9465954606,-79.9465954606,79.9465954606,-0.0,-79.9465954606,79.9465954606,-79.9465954606,-0.0,-79.9465954606
SMI,SWZ6,8207.0,88.352785924,0.00785951123665,1.0,1.0,1.0,-1.0,1.0,25.0,2016-08-24,909.7280264,3.0,1.0,1.0,84503.7067545,0.00785951123665,8207.0,index,1.0,1.0,,,1.0,25.0,,,-1.0,1.0,24.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,1.0,3.0,-1.0,,-1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1992.47349833,1992.47349833,-1992.47349833,1992.47349833,1992.47349833,-1992.47349833,1992.47349833,-1992.47349833,-1992.47349833,1992.47349833,1992.47349833,-1992.47349833,1992.47349833,-1992.47349833,1992.47349833,-1992.47349833,1992.47349833,-1992.47349833,1992.47349833,1992.47349833,-1992.47349833,1992.47349833,-1992.47349833,-1992.47349833,-1992.47349833,1992.47349833,1992.47349833,1992.47349833,0.0,1992.47349833,-1992.47349833,-1992.47349833,-1992.47349833
SSG,SSV6,313.25,4.159386454,-0.00143449155244,-1.0,-1.0,-1.0,1.0,1.0,14.0,2016-09-08,620.803948358,4.0,1.0,1.0,46753.7313433,-0.00143449155244,313.25,index,1.0,-1.0,,,1.0,14.0,,,1.0,1.0,13.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,1.0,,-1,1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,0.0,-1.0,0.0,0,-1,0,-268.271330628,268.271330628,-268.271330628,268.271330628,-268.271330628,268.271330628,268.271330628,-268.271330628,268.271330628,268.271330628,268.271330628,-268.271330628,268.271330628,-268.271330628,-268.271330628,268.271330628,-268.271330628,268.271330628,-268.271330628,268.271330628,268.271330628,-0.0,268.271330628,268.271330628,-268.271330628,-268.271330628,268.271330628,268.271330628,-0.0,268.271330628,-0.0,-0.0,268.271330628
STW,TWV6,342.7,5.045827989,,-1.0,1.0,1.0,-1.0,1.0,6.0,2016-09-14,504.5827989,4.0,1.0,1.0,34270.0,,,index,1.0,1.0,-0.0120967741918,342.7,,,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,4.0,-1.0,1.0,4.0,,1.0,1.0,4.0,,1.0,1.0,4.0,,-1.0,-1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXE,EXZ6,2978.0,47.153462185,0.0077834179357,1.0,1.0,1.0,1.0,1.0,8.0,2016-09-16,528.920385329,4.0,1.0,1.0,33404.226,0.0077834179357,2978.0,index,1.0,1.0,,,1.0,8.0,,,-1.0,1.0,7.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,0.0,-1.0,-1,-1,0,1039.99620711,1039.99620711,-1039.99620711,1039.99620711,1039.99620711,-1039.99620711,1039.99620711,-1039.99620711,-1039.99620711,1039.99620711,1039.99620711,1039.99620711,-1039.99620711,-1039.99620711,1039.99620711,-1039.99620711,1039.99620711,-1039.99620711,-1039.99620711,1039.99620711,-1039.99620711,0.0,-1039.99620711,-1039.99620711,-1039.99620711,1039.99620711,1039.99620711,1039.99620711,0.0,0.0,-1039.99620711,-1039.99620711,-1039.99620711
TF,@TFSZ6,1252.7,17.286577212,0.00699356913183,1.0,1.0,1.0,1.0,-1.0,-10.0,2016-09-14,1728.6577212,2.0,1.0,1.0,125270.0,0.00699356913183,1252.7,index,1.0,1.0,,,-1.0,-10.0,,,1.0,-1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,1752.16881029,1752.16881029,1752.16881029,-1752.16881029,1752.16881029,-1752.16881029,1752.16881029,-1752.16881029,-1752.16881029,1752.16881029,1752.16881029,1752.16881029,-1752.16881029,-1752.16881029,-1752.16881029,1752.16881029,1752.16881029,-1752.16881029,-1752.16881029,-1752.16881029,-1752.16881029,-1752.16881029,-1752.16881029,1752.16881029,1752.16881029,-1752.16881029,1752.16881029,1752.16881029,0.0,-1752.16881029,0.0,-1752.16881029,-1752.16881029
TU,@TUZ6,109.265625,0.098828125,-0.000214454214025,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,2016-08-26,197.65625,11.0,2.0,2.0,218531.25,-0.000214454214025,109.265625,rates,-1.0,1.0,,,-1.0,22.0,,,1.0,-1.0,21.0,1.0,1.0,11.0,1.0,1.0,11.0,-1.0,,2.0,11.0,-1.0,,2.0,11.0,-1.0,,1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,1,-1,0.0,-1.0,0.0,1.0,1.0,1,1,0,-515.514422046,515.514422046,-515.514422046,515.514422046,515.514422046,-515.514422046,-515.514422046,515.514422046,-515.514422046,515.514422046,515.514422046,515.514422046,-515.514422046,-515.514422046,515.514422046,-515.514422046,515.514422046,-515.514422046,-515.514422046,515.514422046,-515.514422046,-0.0,-515.514422046,-515.514422046,-515.514422046,515.514422046,-0.0,515.514422046,-0.0,-515.514422046,-515.514422046,-515.514422046,-515.514422046
TY,@TYZ6,131.4375,0.53046875,-0.000712758374911,-1.0,1.0,-1.0,1.0,1.0,11.0,2016-09-13,530.46875,4.0,1.0,1.0,131437.5,-0.000712758374911,131.4375,rates,-1.0,1.0,,,1.0,11.0,,,1.0,1.0,10.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,2.0,4.0,1.0,,2.0,4.0,1.0,,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,-374.732715609,374.732715609,-374.732715609,374.732715609,374.732715609,-374.732715609,-374.732715609,374.732715609,374.732715609,-374.732715609,374.732715609,-374.732715609,374.732715609,374.732715609,-374.732715609,374.732715609,-374.732715609,374.732715609,-374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,374.732715609,-0.0,-0.0,374.732715609
US,@USZ6,169.25,1.578125,-0.00110660272962,-1.0,1.0,-1.0,1.0,1.0,5.0,2016-09-21,1578.125,2.0,1.0,1.0,169250.0,-0.00110660272962,169.25,rates,-1.0,1.0,,,1.0,5.0,,,1.0,1.0,4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,-374.585023976,374.585023976,-374.585023976,374.585023976,374.585023976,-374.585023976,-374.585023976,374.585023976,374.585023976,-374.585023976,374.585023976,-374.585023976,374.585023976,374.585023976,-374.585023976,374.585023976,-374.585023976,374.585023976,-374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,374.585023976,-0.0,-0.0,374.585023976
VX,@VXV6,15.225,1.2093871305,-0.0193236714976,-1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-09-20,1209.3871305,2.0,1.0,1.0,15225.0,-0.0193236714976,15.225,index,-1.0,-1.0,,,1.0,-6.0,,,-1.0,1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,-1.0,,1,1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,-1.0,-1.0,0.0,1.0,0.0,1,1,1,-588.405797101,588.405797101,588.405797101,-588.405797101,588.405797101,-588.405797101,588.405797101,-588.405797101,-588.405797101,588.405797101,588.405797101,588.405797101,-588.405797101,-588.405797101,-588.405797101,588.405797101,588.405797101,-588.405797101,-588.405797101,-588.405797101,-588.405797101,-588.405797101,-588.405797101,588.405797101,588.405797101,-588.405797101,588.405797101,588.405797101,-0.0,-588.405797101,-0.0,-588.405797101,-588.405797101
W,@WZ6,403.25,8.5875,-0.00185643564356,-1.0,1.0,-1.0,1.0,1.0,7.0,2016-09-19,429.375,5.0,1.0,1.0,20162.5,-0.00185643564356,403.25,grain,1.0,1.0,,,1.0,7.0,,,1.0,1.0,6.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,,2.0,5.0,1.0,,2.0,5.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-187.151918317,187.151918317,-187.151918317,187.151918317,-187.151918317,187.151918317,-187.151918317,187.151918317,187.151918317,-187.151918317,187.151918317,-187.151918317,187.151918317,187.151918317,-187.151918317,187.151918317,-187.151918317,187.151918317,-187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317,187.151918317
