permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date
192251989,DU159913,1666,,,IDEALPRO,0001f4e8.56eb4744.01.01,,,1,1.12815,50000,,SLD,EUR,USD,20160318  05:52:24,
192251990,DU159913,2036,,,IDEALPRO,0001f4e8.56eb4746.01.01,,,1,125.56,50000,,SLD,EUR,JPY,20160318  05:52:28,
192251991,DU159913,2537,,,IDEALPRO,0001f4e8.56eb4749.01.01,,,1,0.76329,50000,,BOT,AUD,USD,20160318  05:52:37,
192251992,DU159913,6724,,,IDEALPRO,0001f4e8.56eb47b0.01.01,,,1,125.485,50000,,BOT,EUR,JPY,20160318  05:58:12,
192251993,DU159913,3629,,,IDEALPRO,0001f4e8.56eb47b1.01.01,,,1,1.44445,50000,,BOT,GBP,USD,20160318  05:58:15,
192251994,DU159913,1374,,,IDEALPRO,0001f4e8.56eb488d.01.01,,,2,1.1276,50000,,BOT,EUR,USD,20160318  06:02:04,
192251995,DU159913,2918,,,IDEALPRO,0001f4e8.56eb4898.01.01,,,1,125.502,50000,,SLD,EUR,JPY,20160318  06:02:09,
192251996,DU159913,7841,,,IDEALPRO,0001f4e8.56eb48a8.01.01,,,1,0.7623,50000,,SLD,AUD,USD,20160318  06:02:20,
192251997,DU159913,3549,,,IDEALPRO,0001f4e8.56eb48bb.01.01,,,1,1.30105,50000,,SLD,USD,CAD,20160318  06:02:24,
192251998,DU159913,8312,,,IDEALPRO,0001f4e8.56eb4973.01.01,,,2,0.97035,50000,,SLD,USD,CHF,20160318  06:06:14,
192251999,DU159913,6078,,,IDEALPRO,0001f4e8.56eb4a3a.01.01,,,1,1.1273,50000,,SLD,EUR,USD,20160318  06:12:07,
192252000,DU159913,4223,,,IDEALPRO,0001f4e8.56eb4a3b.01.01,,,1,125.48,50000,,BOT,EUR,JPY,20160318  06:12:10,
192252001,DU159913,7336,,,IDEALPRO,0001f4e8.56eb4a4d.01.01,,,1,0.97045,50000,,BOT,USD,CHF,20160318  06:12:16,
192252002,DU159913,1769,,,IDEALPRO,0001f4e8.56eb4a55.01.01,,,1,111.305,50000,,SLD,USD,JPY,20160318  06:12:27,
192252003,DU159913,2307,,,IDEALPRO,0001f4e8.56eb4ab8.01.01,,,1,0.9706,50000,,SLD,USD,CHF,20160318  06:16:58,
192252004,DU159913,870,,,IDEALPRO,0001f4e8.56eb4ab9.01.01,,,1,111.335,50000,,BOT,USD,JPY,20160318  06:17:01,
192252005,DU159913,2800,,,IDEALPRO,0001f4e8.56eb4afe.01.01,,,1,125.525,50000,,SLD,EUR,JPY,20160318  06:21:32,
192252006,DU159913,8230,,,IDEALPRO,0001f4e8.56eb4b00.01.01,,,2,0.9704,50000,,BOT,USD,CHF,20160318  06:21:39,
192252007,DU159913,2399,,,IDEALPRO,0001f4e8.56eb4be4.01.01,,,1,125.555,50000,,BOT,EUR,JPY,20160318  06:32:01,
192252008,DU159913,242,,,IDEALPRO,0001f4e8.56eb4beb.01.01,,,2,111.37,50000,,SLD,USD,JPY,20160318  06:32:12,
192252009,DU159913,3906,,,IDEALPRO,0001f4e8.56eb4bf0.01.01,,,2,0.7623,50000,,BOT,AUD,USD,20160318  06:32:26,
192252010,DU159913,3497,,,IDEALPRO,0001f4e8.56eb4c49.01.01,,,1,0.96985,50000,,SLD,USD,CHF,20160318  06:36:44,
192252011,DU159913,151,,,IDEALPRO,0001f4e8.56eb4c5c.01.01,,,1,0.7622,50000,,SLD,AUD,USD,20160318  06:36:50,
192252012,DU159913,4965,,,IDEALPRO,0001f4e8.56eb4ccb.01.01,,,1,0.76255,50000,,BOT,AUD,USD,20160318  06:41:33,
192252013,DU159913,2825,,,IDEALPRO,0001f4e8.56eb4d97.01.01,,,1,125.57,50000,,SLD,EUR,JPY,20160318  06:48:28,
192252014,DU159913,1367,,,IDEALPRO,0001f4e8.56eb4da1.01.01,,,3,0.9697,50000,,BOT,USD,CHF,20160318  06:48:41,
192252015,DU159913,2597,,,IDEALPRO,0001f4e8.56eb4da9.01.01,,,1,111.405,50000,,BOT,USD,JPY,20160318  06:48:52,
192252016,DU159913,9062,,,IDEALPRO,0001f4e8.56eb4f29.01.01,,,1,125.55,50000,,BOT,EUR,JPY,20160318  06:57:56,
192252017,DU159913,6688,,,IDEALPRO,0001f4e8.56eb4f2d.01.01,,,1,111.45,50000,,SLD,USD,JPY,20160318  06:58:08,
192252018,DU159913,6411,,,IDEALPRO,0001f4e8.56eb5016.01.01,,,1,125.59,50000,,SLD,EUR,JPY,20160318  07:03:13,
192252019,DU159913,7729,,,IDEALPRO,0001f4e8.56eb501c.01.01,,,1,0.969,50000,,SLD,USD,CHF,20160318  07:03:19,
192252020,DU159913,2691,,,IDEALPRO,0001f4e8.56eb507b.01.01,,,3,125.59,50000,,BOT,EUR,JPY,20160318  07:06:58,
192252021,DU159913,5733,,,IDEALPRO,0001f4e8.56eb5081.01.01,,,1,0.96885,50000,,BOT,USD,CHF,20160318  07:07:03,
192252022,DU159913,1041,,,IDEALPRO,0001f4e8.56eb5085.01.01,,,2,0.76265,50000,,SLD,AUD,USD,20160318  07:07:08,
192252023,DU159913,20,,,IDEALPRO,0001f4e8.56eb5160.01.01,,,1,111.42,50000,,BOT,USD,JPY,20160318  07:12:29,
192252024,DU159913,6363,,,IDEALPRO,0001f4e8.56eb5218.01.01,,,1,111.44,50000,,SLD,USD,JPY,20160318  07:18:17,
192252025,DU159913,5008,,,IDEALPRO,0001f4e8.56eb52ba.01.01,,,2,125.665,50000,,SLD,EUR,JPY,20160318  07:22:57,
192252026,DU159913,8961,,,IDEALPRO,0001f4e8.56eb52bd.01.01,,,1,0.9689,50000,,SLD,USD,CHF,20160318  07:23:02,
192252027,DU159913,4665,,,IDEALPRO,0001f4e8.56eb52c2.01.01,,,1,111.48,50000,,BOT,USD,JPY,20160318  07:23:08,
192252028,DU159913,8691,,,IDEALPRO,0001f4e8.56eb532f.01.01,,,1,1.1277,50000,,BOT,EUR,USD,20160318  07:27:16,
192252029,DU159913,6467,,,IDEALPRO,0001f4e8.56eb5335.01.01,,,1,0.96845,50000,,BOT,USD,CHF,20160318  07:27:21,
192252030,DU159913,5516,,,IDEALPRO,0001f4e8.56eb5338.01.01,,,1,111.425,50000,,SLD,USD,JPY,20160318  07:27:24,
192252031,DU159913,613,,,IDEALPRO,0001f4e8.56eb53b2.01.01,,,1,1.12795,50000,,SLD,EUR,USD,20160318  07:32:12,
192252032,DU159913,7650,,,IDEALPRO,0001f4e8.56eb53b4.01.01,,,1,125.73,50000,,BOT,EUR,JPY,20160318  07:32:15,
192252033,DU159913,3489,,,IDEALPRO,0001f4e8.56eb53bb.01.01,,,2,111.47,50000,,BOT,USD,JPY,20160318  07:32:21,
192252034,DU159913,1470,,,IDEALPRO,0001f4e8.56eb541d.01.01,,,1,1.128,50000,,BOT,EUR,USD,20160318  07:36:32,
192252035,DU159913,5572,,,IDEALPRO,0001f4e8.56eb5422.01.01,,,1,0.96825,50000,,SLD,USD,CHF,20160318  07:36:38,
192252036,DU159913,8865,,,IDEALPRO,0001f4e8.56eb54c4.01.01,,,1,1.12825,50000,,SLD,EUR,USD,20160318  07:41:52,
192252037,DU159913,4552,,,IDEALPRO,0001f4e8.56eb54d2.01.01,,,1,0.96805,50000,,BOT,USD,CHF,20160318  07:41:57,
192252038,DU159913,3595,,,IDEALPRO,0001f4e8.56eb54d8.01.01,,,1,111.425,50000,,SLD,USD,JPY,20160318  07:42:01,
192252039,DU159913,7969,,,IDEALPRO,0001f4e8.56eb5599.01.01,,,1,1.1277,50000,,BOT,EUR,USD,20160318  07:47:06,
192252040,DU159913,3849,,,IDEALPRO,0001f4e8.56eb559f.01.01,,,2,111.445,50000,,BOT,USD,JPY,20160318  07:47:12,
192252041,DU159913,4958,,,IDEALPRO,0001f4e8.56eb5646.01.01,,,1,1.12775,50000,,SLD,EUR,USD,20160318  07:52:07,
192252042,DU159913,583,,,IDEALPRO,0001f4e8.56eb5649.01.01,,,1,125.67,50000,,SLD,EUR,JPY,20160318  07:52:11,
192252043,DU159913,4622,,,IDEALPRO,0001f4e8.56eb564a.01.01,,,1,0.9678,50000,,SLD,USD,CHF,20160318  07:52:15,
192252044,DU159913,851,,,IDEALPRO,0001f4e8.56eb5664.01.01,,,1,111.43,50000,,SLD,USD,JPY,20160318  07:52:37,
192252045,DU159913,4322,,,IDEALPRO,0001f4e8.56eb56cb.01.01,,,1,1.12775,50000,,BOT,EUR,USD,20160318  07:56:28,
192252046,DU159913,1666,,,IDEALPRO,0001f4e8.56eb56ce.01.01,,,2,125.695,50000,,BOT,EUR,JPY,20160318  07:56:31,
192252047,DU159913,6136,,,IDEALPRO,0001f4e8.56eb57b6.01.01,,,2,1.1282,50000,,SLD,EUR,USD,20160318  08:03:29,
192252048,DU159913,9802,,,IDEALPRO,0001f4e8.56eb57bd.01.01,,,3,125.755,50000,,SLD,EUR,JPY,20160318  08:03:36,
192252049,DU159913,2691,,,IDEALPRO,0001f4e8.56eb57c8.01.01,,,4,0.9677,50000,,BOT,USD,CHF,20160318  08:03:46,
192252050,DU159913,8859,,,IDEALPRO,0001f4e8.56eb57cc.01.01,,,1,111.455,50000,,BOT,USD,JPY,20160318  08:03:53,
192252051,DU159913,5371,,,IDEALPRO,0001f4e8.56eb58b2.01.01,,,1,125.85,50000,,BOT,EUR,JPY,20160318  08:11:48,
192252052,DU159913,5376,,,IDEALPRO,0001f4e8.56eb58b9.01.01,,,1,111.5,50000,,SLD,USD,JPY,20160318  08:11:58,
192252053,DU159913,4976,,,IDEALPRO,0001f4e8.56eb59c0.01.01,,,1,1.1291,50000,,BOT,EUR,USD,20160318  08:17:27,
192252054,DU159913,133,,,IDEALPRO,0001f4e8.56eb59c8.01.01,,,1,125.88,50000,,SLD,EUR,JPY,20160318  08:17:33,
192252055,DU159913,1541,,,IDEALPRO,0001f4e8.56eb59cd.01.01,,,1,0.967,50000,,SLD,USD,CHF,20160318  08:17:37,
192252056,DU159913,4207,,,IDEALPRO,0001f4e8.56eb59d4.01.01,,,1,111.47,50000,,BOT,USD,JPY,20160318  08:17:47,
192252057,DU159913,583,,,IDEALPRO,0001f4e8.56eb5ab5.01.01,,,2,0.9672,50000,,BOT,USD,CHF,20160318  08:21:29,
192252058,DU159913,2630,,,IDEALPRO,0001f4e8.56eb5b5a.01.01,,,1,125.905,50000,,BOT,EUR,JPY,20160318  08:26:13,
192252059,DU159913,4385,,,IDEALPRO,0001f4e8.56eb5c98.01.01,,,1,1.1287,50000,,SLD,EUR,USD,20160318  08:31:50,
192252060,DU159913,4744,,,IDEALPRO,0001f4e8.56eb5c9b.01.01,,,1,125.845,50000,,SLD,EUR,JPY,20160318  08:31:55,
192252061,DU159913,1606,,,IDEALPRO,0001f4e8.56eb5ca2.01.01,,,2,0.76295,50000,,BOT,AUD,USD,20160318  08:32:05,
192252062,DU159913,9184,,,IDEALPRO,0001f4e8.56eb5e6d.01.01,,,2,1.1283,50000,,BOT,EUR,USD,20160318  08:43:44,
192252063,DU159913,5384,,,IDEALPRO,0001f4e8.56eb5e77.01.01,,,2,125.82,50000,,BOT,EUR,JPY,20160318  08:43:54,
192252064,DU159913,6374,,,IDEALPRO,0001f4e8.56eb5e86.01.01,,,1,0.96745,50000,,SLD,USD,CHF,20160318  08:44:10,
192252065,DU159913,1476,,,IDEALPRO,0001f4e8.56eb5e88.01.01,,,2,111.495,50000,,SLD,USD,JPY,20160318  08:44:26,
192252066,DU159913,134,,,IDEALPRO,0001f4e8.56eb5ffd.01.01,,,1,1.12835,50000,,SLD,EUR,USD,20160318  08:54:00,
192252067,DU159913,443,,,IDEALPRO,0001f4e8.56eb6008.01.01,,,1,111.54,50000,,BOT,USD,JPY,20160318  08:54:18,
192252068,DU159913,337,,,IDEALPRO,0001f4e8.56eb6107.01.01,,,1,125.85,50000,,SLD,EUR,JPY,20160318  09:01:09,
192252069,DU159913,7609,,,IDEALPRO,0001f4e8.56eb6224.01.01,,,1,125.82,50000,,BOT,EUR,JPY,20160318  09:06:28,
192252070,DU159913,8926,,,IDEALPRO,0001f4e8.56eb6227.01.01,,,1,0.76245,50000,,SLD,AUD,USD,20160318  09:06:36,
192252071,DU159913,469,,,IDEALPRO,0001f4e8.56eb6360.01.01,,,1,1.1281,50000,,BOT,EUR,USD,20160318  09:12:58,
192252072,DU159913,2139,,,IDEALPRO,0001f4e8.56eb6369.01.01,,,2,111.52,50000,,SLD,USD,JPY,20160318  09:13:05,
192252073,DU159913,5788,,,IDEALPRO,0001f4e8.56eb636c.01.01,,,1,0.76185,50000,,BOT,AUD,USD,20160318  09:13:08,
192252074,DU159913,6338,,,IDEALPRO,0001f4e8.56eb636e.01.01,,,1,1.2971,50000,,BOT,USD,CAD,20160318  09:13:11,
192252075,DU159913,2488,,,IDEALPRO,0001f4e8.56eb6428.01.01,,,1,125.805,50000,,SLD,EUR,JPY,20160318  09:16:47,
192252076,DU159913,8155,,,IDEALPRO,0001f4e8.56eb642b.01.01,,,2,0.96805,50000,,BOT,USD,CHF,20160318  09:16:51,
192252077,DU159913,5534,,,IDEALPRO,0001f4e8.56eb642f.01.01,,,1,0.7616,50000,,SLD,AUD,USD,20160318  09:16:56,
192252078,DU159913,6399,,,IDEALPRO,0001f4e8.56eb65b0.01.01,,,1,125.845,50000,,BOT,EUR,JPY,20160318  09:26:29,
192252079,DU159913,1746,,,IDEALPRO,0001f4e8.56eb65ba.01.01,,,1,111.505,50000,,BOT,USD,JPY,20160318  09:26:35,
192252080,DU159913,1940,,,IDEALPRO,0001f4e8.56eb674f.01.01,,,1,1.12845,50000,,SLD,EUR,USD,20160318  09:32:32,
192252081,DU159913,825,,,IDEALPRO,0001f4e8.56eb6889.01.01,,,1,125.93,50000,,SLD,EUR,JPY,20160318  09:37:31,
192252082,DU159913,4645,,,IDEALPRO,0001f4e8.56eb6891.01.01,,,2,111.58,50000,,SLD,USD,JPY,20160318  09:37:38,
192252083,DU159913,6024,,,IDEALPRO,0001f4e8.56eb6a96.01.01,,,1,1.12955,50000,,BOT,EUR,USD,20160318  09:47:13,
192252084,DU159913,9992,,,IDEALPRO,0001f4e8.56eb6a9d.01.01,,,1,125.893,50000,,BOT,EUR,JPY,20160318  09:47:19,
192252085,DU159913,6871,,,IDEALPRO,0001f4e8.56eb6aa3.01.01,,,1,0.96615,50000,,SLD,USD,CHF,20160318  09:47:28,
192252086,DU159913,4831,,,IDEALPRO,0001f4e8.56eb6aa6.01.01,,,2,111.45,50000,,BOT,USD,JPY,20160318  09:47:31,
192252087,DU159913,6967,,,IDEALPRO,0001f4e8.56eb6c1b.01.01,,,1,125.89,50000,,SLD,EUR,JPY,20160318  09:52:59,
192252088,DU159913,362,,,IDEALPRO,0001f4e8.56eb6c25.01.01,,,1,111.465,50000,,SLD,USD,JPY,20160318  09:53:10,
192252089,DU159913,4072,,,IDEALPRO,0001f4e8.56eb6c2d.01.01,,,1,0.7622,50000,,BOT,AUD,USD,20160318  09:53:18,
192252090,DU159913,107,,,IDEALPRO,0001f4e8.56eb6cb0.01.01,,,2,1.1294,50000,,SLD,EUR,USD,20160318  09:57:00,
192252091,DU159913,8232,,,IDEALPRO,0001f4e8.56eb6cb9.01.01,,,1,111.485,50000,,BOT,USD,JPY,20160318  09:57:08,
192252092,DU159913,9020,,,IDEALPRO,0001f4e8.56eb6cc0.01.01,,,1,0.7623,50000,,SLD,AUD,USD,20160318  09:57:25,
192252093,DU159913,8146,,,IDEALPRO,0001f4e8.56eb6eb4.01.01,,,1,125.875,50000,,BOT,EUR,JPY,20160318  10:02:06,
192252094,DU159913,5999,,,IDEALPRO,0001f4e8.56eb6ebb.01.01,,,1,111.575,50000,,SLD,USD,JPY,20160318  10:02:12,
192252095,DU159913,8523,,,IDEALPRO,0001f4e8.56eb6ec2.01.01,,,1,0.76165,50000,,BOT,AUD,USD,20160318  10:02:16,
192252096,DU159913,5648,,,IDEALPRO,0001f4e8.56eb6ec6.01.01,,,1,1.29645,50000,,SLD,USD,CAD,20160318  10:02:19,
192252097,DU159913,4918,,,IDEALPRO,0001f4e8.56eb6fe1.01.01,,,2,1.1286,50000,,BOT,EUR,USD,20160318  10:07:17,
192252098,DU159913,1161,,,IDEALPRO,0001f4e8.56eb6fe6.01.01,,,2,125.86,50000,,SLD,EUR,JPY,20160318  10:07:22,
192252099,DU159913,3640,,,IDEALPRO,0001f4e8.56eb6ffb.01.01,,,1,0.9679,50000,,BOT,USD,CHF,20160318  10:07:27,
192252100,DU159913,6388,,,IDEALPRO,0001f4e8.56eb7002.01.01,,,1,111.54,50000,,BOT,USD,JPY,20160318  10:07:31,
192252101,DU159913,4810,,,IDEALPRO,0001f4e8.56eb7135.01.01,,,2,125.83,50000,,BOT,EUR,JPY,20160318  10:11:53,
192252102,DU159913,6446,,,IDEALPRO,0001f4e8.56eb713a.01.01,,,1,0.9676,50000,,SLD,USD,CHF,20160318  10:11:57,
192252103,DU159913,4489,,,IDEALPRO,0001f4e8.56eb7145.01.01,,,1,0.7623,50000,,SLD,AUD,USD,20160318  10:12:03,
192252104,DU159913,6098,,,IDEALPRO,0001f4e8.56eb7237.01.01,,,1,1.12895,50000,,SLD,EUR,USD,20160318  10:18:10,
192252105,DU159913,3184,,,IDEALPRO,0001f4e8.56eb726d.01.01,,,1,0.7624,50000,,BOT,AUD,USD,20160318  10:18:18,
192252106,DU159913,6710,,,IDEALPRO,0001f4e8.56eb72fb.01.01,,,2,0.9673,50000,,BOT,USD,CHF,20160318  10:22:18,
192252107,DU159913,9458,,,IDEALPRO,0001f4e8.56eb7302.01.01,,,1,111.501,50000,,SLD,USD,JPY,20160318  10:22:27,
192252108,DU159913,5483,,,IDEALPRO,0001f4e8.56eb7303.01.01,,,1,0.76175,50000,,SLD,AUD,USD,20160318  10:22:30,
192252109,DU159913,5327,,,IDEALPRO,0001f4e8.56eb73c0.01.01,,,1,0.9674,50000,,SLD,USD,CHF,20160318  10:26:46,
192252110,DU159913,8917,,,IDEALPRO,0001f4e8.56eb73c5.01.01,,,2,0.7613,50000,,BOT,AUD,USD,20160318  10:26:51,
192252111,DU159913,3360,,,IDEALPRO,0001f4e8.56eb74d4.01.01,,,1,0.96695,50000,,BOT,USD,CHF,20160318  10:31:58,
192252112,DU159913,4786,,,IDEALPRO,0001f4e8.56eb74df.01.01,,,2,111.48,50000,,BOT,USD,JPY,20160318  10:32:05,
192252113,DU159913,6061,,,IDEALPRO,0001f4e8.56eb74ec.01.01,,,1,0.76145,50000,,SLD,AUD,USD,20160318  10:32:09,
192252114,DU159913,248,,,IDEALPRO,0001f4e8.56eb7601.01.01,,,2,111.485,50000,,SLD,USD,JPY,20160318  10:36:39,
192252115,DU159913,7027,,,IDEALPRO,0001f4e8.56eb780c.01.01,,,1,1.1305,50000,,BOT,EUR,USD,20160318  10:42:54,
192252116,DU159913,940,,,IDEALPRO,0001f4e8.56eb7811.01.01,,,2,125.912,50000,,SLD,EUR,JPY,20160318  10:42:57,
192252117,DU159913,6760,,,IDEALPRO,0001f4e8.56eb7813.01.01,,,1,0.96705,50000,,SLD,USD,CHF,20160318  10:43:01,
192252118,DU159913,3851,,,IDEALPRO,0001f4e8.56eb7814.01.01,,,1,111.385,50000,,BOT,USD,JPY,20160318  10:43:05,
192252119,DU159913,2796,,,IDEALPRO,0001f4e8.56eb7817.01.01,,,1,0.76155,50000,,BOT,AUD,USD,20160318  10:43:08,
192252120,DU159913,9759,,,IDEALPRO,0001f4e8.56eb78ee.01.01,,,1,1.13,50000,,SLD,EUR,USD,20160318  10:47:03,
192252121,DU159913,9868,,,IDEALPRO,0001f4e8.56eb78f3.01.01,,,1,111.375,50000,,SLD,USD,JPY,20160318  10:47:10,
192252122,DU159913,1668,,,IDEALPRO,0001f4e8.56eb78f7.01.01,,,2,1.2975,50000,,BOT,USD,CAD,20160318  10:47:14,
192252123,DU159913,5848,,,IDEALPRO,0001f4e8.56eb7a0b.01.01,,,2,1.1299,50000,,BOT,EUR,USD,20160318  10:52:05,
192252124,DU159913,260,,,IDEALPRO,0001f4e8.56eb7a0f.01.01,,,1,125.82,50000,,BOT,EUR,JPY,20160318  10:52:09,
192252125,DU159913,9406,,,IDEALPRO,0001f4e8.56eb7a11.01.01,,,1,111.35,50000,,BOT,USD,JPY,20160318  10:52:18,
192252126,DU159913,536,,,IDEALPRO,0001f4e8.56eb7a1e.01.01,,,2,0.7619,50000,,SLD,AUD,USD,20160318  10:52:24,
192252127,DU159913,6714,,,IDEALPRO,0001f4e8.56eb7aea.01.01,,,1,0.76175,50000,,BOT,AUD,USD,20160318  10:56:13,
192252128,DU159913,2627,,,IDEALPRO,0001f4e8.56eb7c47.01.01,,,1,1.12955,40000,,SLD,EUR,USD,20160318  11:01:56,
192252129,DU159913,8650,,,IDEALPRO,0001f4e8.56eb7c51.01.01,,,1,125.865,50000,,SLD,EUR,JPY,20160318  11:02:04,
192252130,DU159913,1868,,,IDEALPRO,0001f4e8.56eb7c58.01.01,,,2,0.7614,50000,,SLD,AUD,USD,20160318  11:02:28,
192252131,DU159913,6897,,,IDEALPRO,0001f4e8.56eb7d5b.01.01,,,1,1.1293,50000,,BOT,EUR,USD,20160318  11:06:58,
192252132,DU159913,7980,,,IDEALPRO,0001f4e8.56eb7d62.01.01,,,1,125.87,50000,,BOT,EUR,JPY,20160318  11:07:03,
192252133,DU159913,9804,,,IDEALPRO,0001f4e8.56eb7d68.01.01,,,3,0.96785,50000,,BOT,USD,CHF,20160318  11:07:07,
192252134,DU159913,9413,,,IDEALPRO,0001f4e8.56eb7e28.01.01,,,2,0.9681,50000,,SLD,USD,CHF,20160318  11:11:22,
192252135,DU159913,2060,,,IDEALPRO,0001f4e8.56eb7f05.01.01,,,1,1.1294,50000,,SLD,EUR,USD,20160318  11:16:32,
192252136,DU159913,4662,,,IDEALPRO,0001f4e8.56eb7f09.01.01,,,1,0.7612,50000,,BOT,AUD,USD,20160318  11:16:44,
192252137,DU159913,5746,,,IDEALPRO,0001f4e8.56eb8008.01.01,,,1,1.12925,50000,,BOT,EUR,USD,20160318  11:21:24,
192252138,DU159913,6337,,,IDEALPRO,0001f4e8.56eb80f0.01.01,,,1,111.435,50000,,SLD,USD,JPY,20160318  11:26:36,
192252139,DU159913,9449,,,IDEALPRO,0001f4e8.56eb80f2.01.01,,,1,0.7617,50000,,SLD,AUD,USD,20160318  11:26:41,
192252140,DU159913,7016,,,IDEALPRO,0001f4e8.56eb81e7.01.01,,,1,125.865,50000,,SLD,EUR,JPY,20160318  11:32:02,
192252141,DU159913,4709,,,IDEALPRO,0001f4e8.56eb81eb.01.01,,,1,111.475,50000,,BOT,USD,JPY,20160318  11:32:07,
192252142,DU159913,6499,,,IDEALPRO,0001f4e8.56eb81ed.01.01,,,1,0.76105,50000,,BOT,AUD,USD,20160318  11:32:11,
192252143,DU159913,1227,,,IDEALPRO,0001f4e8.56eb8295.01.01,,,1,1.129,50000,,SLD,EUR,USD,20160318  11:36:50,
192252144,DU159913,281,,,IDEALPRO,0001f4e8.56eb829b.01.01,,,3,0.96825,50000,,BOT,USD,CHF,20160318  11:37:00,
192252145,DU159913,2309,,,IDEALPRO,0001f4e8.56eb82a3.01.01,,,1,0.7609,50000,,SLD,AUD,USD,20160318  11:37:13,
192252146,DU159913,1408,,,IDEALPRO,0001f4e8.56eb8336.01.01,,,1,111.52,50000,,SLD,USD,JPY,20160318  11:41:35,
192252147,DU159913,7498,,,IDEALPRO,0001f4e8.56eb8346.01.01,,,1,0.7609,50000,,BOT,AUD,USD,20160318  11:41:39,
192252148,DU159913,4247,,,IDEALPRO,0001f4e8.56eb84aa.01.01,,,1,1.1282,50000,,BOT,EUR,USD,20160318  11:47:18,
192252149,DU159913,7657,,,IDEALPRO,0001f4e8.56eb84ad.01.01,,,1,125.82,50000,,BOT,EUR,JPY,20160318  11:47:21,
192252150,DU159913,4530,,,IDEALPRO,0001f4e8.56eb84b2.01.01,,,1,111.51,50000,,BOT,USD,JPY,20160318  11:47:29,
192252151,DU159913,3113,,,IDEALPRO,0001f4e8.56eb84b8.01.01,,,1,0.76075,50000,,SLD,AUD,USD,20160318  11:47:35,
192252152,DU159913,9164,,,IDEALPRO,0001f4e8.56eb856f.01.01,,,2,1.12864,50000,,SLD,EUR,USD,20160318  11:51:33,
192252153,DU159913,9490,,,IDEALPRO,0001f4e8.56eb8579.01.01,,,1,0.96825,50000,,SLD,USD,CHF,20160318  11:51:38,
192252154,DU159913,2939,,,IDEALPRO,0001f4e8.56eb8716.01.01,,,1,0.9683,50000,,BOT,USD,CHF,20160318  11:57:24,
192252155,DU159913,865,,,IDEALPRO,0001f4e8.56eb8719.01.01,,,2,111.475,50000,,SLD,USD,JPY,20160318  11:57:27,
192252156,DU159913,4107,,,IDEALPRO,0001f4e8.56eb8728.01.01,,,1,0.7612,50000,,BOT,AUD,USD,20160318  11:57:31,
192252157,DU159913,1420,,,IDEALPRO,0001f4e8.56eb899c.01.01,,,1,111.37,50000,,BOT,USD,JPY,20160318  12:01:53,
192252158,DU159913,8606,,,IDEALPRO,0001f4e8.56eb89a1.01.01,,,2,0.7619,50000,,SLD,AUD,USD,20160318  12:01:58,
192252159,DU159913,7496,,,IDEALPRO,0001f4e8.56eb8bc8.01.01,,,2,125.79,50000,,SLD,EUR,JPY,20160318  12:11:38,
192252160,DU159913,5961,,,IDEALPRO,0001f4e8.56eb8cd9.01.01,,,1,1.1288,50000,,BOT,EUR,USD,20160318  12:16:48,
192252161,DU159913,1326,,,IDEALPRO,0001f4e8.56eb8ce4.01.01,,,1,0.76185,50000,,BOT,AUD,USD,20160318  12:16:57,
192252162,DU159913,2665,,,IDEALPRO,0001f4e8.56eb8dac.01.01,,,2,1.1285,50000,,SLD,EUR,USD,20160318  12:21:42,
192252163,DU159913,8572,,,IDEALPRO,0001f4e8.56eb8db8.01.01,,,2,111.48,50000,,SLD,USD,JPY,20160318  12:21:45,
192252164,DU159913,7012,,,IDEALPRO,0001f4e8.56eb8e9f.01.01,,,1,0.96745,50000,,SLD,USD,CHF,20160318  12:26:49,
192252165,DU159913,1824,,,IDEALPRO,0001f4e8.56eb8ea0.01.01,,,1,111.485,50000,,BOT,USD,JPY,20160318  12:26:52,
192252166,DU159913,1640,,,IDEALPRO,0001f4e8.56eb8ea7.01.01,,,1,0.76165,50000,,SLD,AUD,USD,20160318  12:26:59,
192252167,DU159913,3513,,,IDEALPRO,0001f4e8.56eb8fac.01.01,,,2,111.52,50000,,SLD,USD,JPY,20160318  12:31:15,
192252168,DU159913,6364,,,IDEALPRO,0001f4e8.56eb90c9.01.01,,,2,0.9676,50000,,BOT,USD,CHF,20160318  12:36:47,
192252169,DU159913,2657,,,IDEALPRO,0001f4e8.56eb90ca.01.01,,,1,111.52,50000,,BOT,USD,JPY,20160318  12:36:52,
192252170,DU159913,1644,,,IDEALPRO,0001f4e8.56eb91b4.01.01,,,3,1.12795,50000,,BOT,EUR,USD,20160318  12:41:59,
192252171,DU159913,6396,,,IDEALPRO,0001f4e8.56eb91b6.01.01,,,2,0.9677,50000,,SLD,USD,CHF,20160318  12:42:04,
192252172,DU159913,243,,,IDEALPRO,0001f4e8.56eb91ba.01.01,,,1,0.76118,50000,,BOT,AUD,USD,20160318  12:42:10,
192252173,DU159913,8879,,,IDEALPRO,0001f4e8.56eb928e.01.01,,,1,1.12735,50000,,SLD,EUR,USD,20160318  12:46:39,
192252174,DU159913,6613,,,IDEALPRO,0001f4e8.56eb9297.01.01,,,1,0.76095,50000,,SLD,AUD,USD,20160318  12:46:46,
192252175,DU159913,5704,,,IDEALPRO,0001f4e8.56eb9396.01.01,,,2,1.127,50000,,BOT,EUR,USD,20160318  12:52:24,
