Date,Open,High,Low,Close,Volume,OI,P,R,RINFO
19990216,115190.0,115370.0,115190.0,115190.0,0,45419,0,0,0.0
19990217,115450.0,115570.0,115000.0,115530.0,7630,42414,0,0,0.0
19990218,115620.0,115780.0,115280.0,115340.0,6736,44830,0,0,0.0
19990219,115180.0,115650.0,115180.0,115550.0,8751,45609,0,0,0.0
19990223,115770.0,116210.0,115750.0,116100.0,23070,47359,199906,199906,0.0
19990224,115990.0,116150.0,115700.0,115830.0,17949,58550,0,0,-890.0
19990225,115526.0,115666.0,114561.0,114570.0,50785,58532,0,0,0.0
19990226,114508.0,114880.0,114309.0,114600.0,43827,66199,0,0,0.0
19990301,114710.0,114820.0,113654.0,113784.0,55427,90707,0,0,0.0
19990302,113702.0,114125.0,113513.0,113935.0,63476,126895,0,0,0.0
19990303,113904.0,114266.0,113201.0,113371.0,107777,230209,0,0,0.0
19990304,113209.0,113420.0,112848.0,113190.0,156052,374462,0,0,0.0
19990305,113189.0,114629.0,113130.0,114591.0,407716,554509,0,0,0.0
19990308,114378.0,114478.0,114087.0,114168.0,423495,607450,0,0,0.0
19990309,114166.0,114518.0,113543.0,113906.0,805376,568149,0,0,0.0
19990310,114075.0,114316.0,113876.0,114118.0,633566,558059,0,0,0.0
19990311,114035.0,115283.0,113886.0,114924.0,835765,547094,0,0,0.0
19990312,115033.0,115253.0,114491.0,114652.0,655426,563844,0,0,0.0
19990315,114831.0,115021.0,114541.0,114672.0,434285,557166,0,0,0.0
19990316,114720.0,115273.0,114561.0,115267.0,638627,532511,0,0,0.0
19990317,115284.0,115575.0,115125.0,115348.0,642316,536836,0,0,0.0
19990318,115334.0,115615.0,115226.0,115499.0,519025,549117,0,0,0.0
19990319,115485.0,115645.0,115246.0,115328.0,413150,524868,0,0,0.0
19990322,115203.0,115202.0,114793.0,115157.0,421893,508859,0,0,0.0
19990323,115001.0,115011.0,114632.0,114794.0,582987,517438,0,0,0.0
19990324,114941.0,115041.0,114773.0,114875.0,522319,553976,0,0,0.0
19990325,115082.0,115222.0,114884.0,114976.0,453782,539258,0,0,0.0
19990326,114850.0,114869.0,114199.0,114462.0,609074,508049,0,0,0.0
19990329,114255.0,114486.0,114048.0,114371.0,520420,537092,0,0,0.0
19990330,114336.0,114698.0,114270.0,114683.0,396848,522354,0,0,0.0
19990331,114830.0,115172.0,114653.0,114885.0,570314,543563,0,0,0.0
19990401,114901.0,115152.0,114794.0,114825.0,313227,544453,0,0,0.0
19990406,115234.0,115988.0,115237.0,115984.0,494806,551091,0,0,0.0
19990407,115990.0,116048.0,115721.0,115924.0,505318,560739,0,0,0.0
19990408,115990.0,116975.0,115761.0,116851.0,710890,599678,0,0,0.0
19990409,117038.0,117035.0,116537.0,116670.0,617000,580187,0,0,0.0
19990412,116867.0,117186.0,116799.0,117003.0,436873,558990,0,0,0.0
19990413,116897.0,116974.0,116446.0,116580.0,557901,553682,0,0,0.0
19990414,116645.0,116752.0,116557.0,116610.0,403147,541751,0,0,0.0
19990415,116585.0,116843.0,116174.0,116257.0,615957,525539,0,0,0.0
19990416,116232.0,116329.0,116063.0,116287.0,500203,524806,0,0,0.0
19990419,116141.0,116440.0,115781.0,116428.0,565494,597909,0,0,0.0
19990420,116645.0,116762.0,116456.0,116509.0,514787,595985,0,0,0.0
19990421,116595.0,116782.0,116527.0,116630.0,425440,576698,0,0,0.0
19990422,116565.0,116782.0,116446.0,116459.0,451732,556880,0,0,0.0
19990423,116343.0,116873.0,116295.0,116560.0,434780,562962,0,0,0.0
19990426,116534.0,116581.0,116164.0,116328.0,437539,564077,0,0,0.0
19990427,116594.0,116742.0,116456.0,116661.0,543242,573687,0,0,0.0
19990428,116634.0,116671.0,116345.0,116379.0,594429,544298,0,0,0.0
19990429,116392.0,116983.0,116365.0,116923.0,564935,589117,0,0,0.0
19990430,116845.0,117255.0,116153.0,116248.0,781284,577695,0,0,0.0
19990503,116200.0,116650.0,116153.0,116560.0,367207,560368,0,0,0.0
19990504,116533.0,116680.0,115841.0,116006.0,756227,529577,0,0,0.0
19990505,116039.0,116136.0,115740.0,116097.0,857790,541603,0,0,0.0
19990506,116110.0,116307.0,115357.0,115593.0,932939,585530,0,0,0.0
19990507,115415.0,115995.0,115337.0,115714.0,751581,560567,0,0,0.0
19990510,115536.0,115683.0,115135.0,115563.0,756995,549240,0,0,0.0
19990511,115556.0,115663.0,115357.0,115492.0,557293,520192,0,0,0.0
19990512,115234.0,115552.0,114984.0,115552.0,788805,576685,0,0,0.0
19990514,115909.0,115965.0,114591.0,114705.0,725836,529211,0,0,0.0
19990517,114700.0,114917.0,114621.0,114755.0,503289,521449,0,0,0.0
19990518,114740.0,115139.0,114732.0,115128.0,476838,508411,0,0,0.0
19990519,114962.0,115079.0,114712.0,114997.0,645510,533364,0,0,0.0
19990520,115153.0,115331.0,115075.0,115168.0,536094,550008,0,0,0.0
19990521,115173.0,115905.0,115045.0,115702.0,601003,615927,199909,199909,0.0
19990525,115737.0,115935.0,115629.0,115712.0,476171,89630,0,0,-470.0
19990526,115858.0,115895.0,115487.0,115591.0,605690,106909,0,0,0.0
19990527,115453.0,115450.0,115011.0,115014.0,752599,135159,0,0,0.0
19990528,115048.0,115157.0,114748.0,115044.0,633231,147531,0,0,0.0
19990531,115038.0,115137.0,114849.0,114933.0,174026,154130,0,0,0.0
19990601,114977.0,114975.0,113938.0,113972.0,905756,203227,0,0,0.0
19990602,114016.0,114196.0,113351.0,113628.0,1233568,295280,0,0,0.0
19990604,113692.0,113761.0,113108.0,113415.0,1104348,395871,0,0,0.0
19990607,113358.0,113923.0,112804.0,113860.0,865671,439156,0,0,0.0
19990608,113834.0,114115.0,113512.0,113749.0,769927,469773,0,0,0.0
19990609,113581.0,113822.0,113380.0,113456.0,580623,471151,0,0,0.0
19990610,113348.0,113438.0,112267.0,112373.0,890068,572760,0,0,0.0
19990611,112316.0,112811.0,111913.0,112100.0,810756,565064,0,0,0.0
19990614,111962.0,112862.0,111933.0,112778.0,564708,546167,0,0,0.0
19990615,112680.0,113074.0,112469.0,113011.0,536857,523047,0,0,0.0
19990616,112862.0,113286.0,112742.0,113092.0,555015,571686,0,0,0.0
19990617,113024.0,113762.0,112843.0,113760.0,692756,614668,0,0,0.0
19990618,113742.0,113904.0,113420.0,113578.0,460296,617493,0,0,0.0
19990621,113610.0,113853.0,112570.0,112688.0,580477,597413,0,0,0.0
19990622,112760.0,112841.0,112084.0,112334.0,891840,562020,0,0,0.0
19990623,112193.0,112365.0,111568.0,111737.0,909796,638337,0,0,0.0
19990624,111778.0,112061.0,110657.0,110816.0,983406,676223,0,0,0.0
19990625,111070.0,111393.0,110131.0,111292.0,899955,720531,0,0,0.0
19990628,111282.0,111423.0,110242.0,111231.0,901081,681595,0,0,0.0
19990629,111393.0,111757.0,110930.0,111595.0,776240,675847,0,0,0.0
19990630,111555.0,111757.0,111112.0,111727.0,548656,673126,0,0,0.0
19990701,112314.0,112587.0,110717.0,111140.0,548656,673126,0,0,0.0
19990702,111454.0,111454.0,110494.0,110786.0,697140,744323,0,0,0.0
19990705,110776.0,111242.0,110706.0,110907.0,303133,719359,0,0,0.0
19990706,110786.0,110847.0,109785.0,110300.0,775522,738220,0,0,0.0
19990707,110341.0,110432.0,109492.0,109592.0,722112,788370,0,0,0.0
19990708,109643.0,109936.0,108895.0,109926.0,1033903,787133,0,0,0.0
19990709,110027.0,110351.0,109553.0,109815.0,691976,785972,0,0,0.0
19990712,109835.0,110695.0,109108.0,110685.0,645942,802272,0,0,0.0
19990713,110695.0,111181.0,110211.0,110634.0,846850,872127,0,0,0.0
19990714,110462.0,110938.0,110393.0,110776.0,633112,785893,0,0,0.0
19990715,110654.0,111080.0,109614.0,109754.0,874442,808727,0,0,0.0
19990716,109814.0,110281.0,109290.0,110209.0,651377,829885,0,0,0.0
19990719,110168.0,110443.0,109573.0,110422.0,530976,861894,0,0,0.0
19990720,110310.0,111020.0,110049.0,110999.0,714019,808087,0,0,0.0
19990721,110998.0,111435.0,110828.0,111404.0,738728,796245,0,0,0.0
19990722,111403.0,111587.0,110717.0,110969.0,652638,770208,0,0,0.0
19990723,110978.0,111051.0,110606.0,110736.0,461469,761096,0,0,0.0
19990726,110796.0,111031.0,110262.0,110949.0,494304,758798,0,0,0.0
19990727,111049.0,111092.0,110555.0,110797.0,397582,727838,0,0,0.0
19990728,110877.0,110880.0,110545.0,110848.0,375699,717362,0,0,0.0
19990729,110766.0,110779.0,109847.0,110180.0,593653,688615,0,0,0.0
19990730,110270.0,110405.0,109513.0,109674.0,429214,682484,0,0,0.0
19990802,109582.0,109626.0,108420.0,109158.0,698069,666600,0,0,0.0
19990803,109025.0,109161.0,108531.0,109087.0,502920,652773,0,0,0.0
19990804,108934.0,109586.0,108804.0,109178.0,700638,675862,0,0,0.0
19990805,109177.0,109363.0,108349.0,108571.0,805235,675230,0,0,0.0
19990806,108661.0,108898.0,107873.0,107984.0,652640,675087,0,0,0.0
19990809,107821.0,108453.0,107741.0,108399.0,425435,656727,0,0,0.0
19990810,108185.0,108655.0,107903.0,108369.0,580164,644331,0,0,0.0
19990811,108448.0,108959.0,108409.0,108683.0,527668,633688,0,0,0.0
19990812,108853.0,109435.0,108844.0,109331.0,605532,595080,0,0,0.0
19990813,109065.0,109516.0,108814.0,109442.0,472472,576185,0,0,0.0
19990816,109308.0,109374.0,108935.0,109199.0,328167,584861,0,0,0.0
19990817,109156.0,109718.0,108975.0,109482.0,527142,590887,0,0,0.0
19990818,109449.0,109951.0,109390.0,109786.0,614470,621611,0,0,0.0
19990819,109884.0,110002.0,109501.0,109837.0,492440,566615,0,0,0.0
19990820,109773.0,110275.0,109703.0,110242.0,371737,548450,0,0,0.0
19990823,110238.0,110467.0,110047.0,110131.0,420163,535099,199912,199912,0.0
19990824,110117.0,110214.0,109976.0,110151.0,358980,117929,0,0,-1210.0
19990825,110363.0,111022.0,110334.0,111011.0,676748,124688,0,0,0.0
19990826,111069.0,111114.0,110303.0,110499.0,587468,132715,0,0,0.0
19990827,110476.0,110490.0,110088.0,110223.0,506599,139153,0,0,0.0
19990830,109995.0,109999.0,109362.0,109507.0,392539,151467,0,0,0.0
19990831,109402.0,109631.0,109075.0,109169.0,699891,180034,0,0,0.0
19990901,109136.0,109355.0,109034.0,109302.0,527132,194332,0,0,0.0
19990902,109238.0,109242.0,108389.0,108463.0,869889,248647,0,0,0.0
19990903,108389.0,109252.0,108389.0,109118.0,677976,292697,0,0,0.0
19990906,109095.0,109426.0,109085.0,109261.0,388966,336526,0,0,0.0
19990907,109208.0,109283.0,108133.0,108238.0,842873,456988,0,0,0.0
19990908,108154.0,108874.0,107867.0,108852.0,813484,542205,0,0,0.0
19990909,108522.0,108669.0,108031.0,108146.0,587258,521722,0,0,0.0
19990910,108205.0,108597.0,107908.0,108381.0,454226,535586,0,0,0.0
19990913,108174.0,108218.0,107611.0,107972.0,443161,523789,0,0,0.0
19990914,107898.0,108187.0,107509.0,107573.0,578793,533387,0,0,0.0
19990915,107550.0,107982.0,107141.0,107389.0,624567,540302,0,0,0.0
19990916,107642.0,108156.0,107397.0,108064.0,619274,546615,0,0,0.0
19990917,108154.0,108596.0,108011.0,108330.0,501221,557124,0,0,0.0
19990920,108389.0,108770.0,107970.0,108115.0,413185,525898,0,0,0.0
19990921,108133.0,108238.0,107561.0,107962.0,659764,571047,0,0,0.0
19990922,108153.0,108258.0,107827.0,108095.0,427047,561920,0,0,0.0
19990923,108143.0,108606.0,107735.0,108576.0,615310,613978,0,0,0.0
19990924,109074.0,109179.0,108687.0,109016.0,545243,551735,0,0,0.0
19990927,109094.0,109107.0,108124.0,108238.0,431196,576585,0,0,0.0
19990928,108132.0,108606.0,108001.0,108320.0,604446,576682,0,0,0.0
19990929,108101.0,108166.0,107663.0,107798.0,576113,571749,0,0,0.0
19990930,107825.0,108493.0,107653.0,108299.0,611166,599859,0,0,0.0
19991001,108183.0,108340.0,107295.0,107327.0,698174,648917,0,0,0.0
19991004,107344.0,107593.0,107060.0,107491.0,450663,594085,0,0,0.0
19991005,107436.0,107798.0,107285.0,107778.0,349079,602394,0,0,0.0
19991006,107252.0,107655.0,107142.0,107594.0,558630,603211,0,0,0.0
19991007,107467.0,107614.0,106886.0,107420.0,746150,651083,0,0,0.0
19991008,107477.0,107788.0,107091.0,107133.0,509632,661974,0,0,0.0
19991011,107129.0,107307.0,106938.0,107194.0,186207,648312,0,0,0.0
19991012,107129.0,107184.0,106488.0,106652.0,646302,646141,0,0,0.0
19991013,106771.0,107010.0,106427.0,106458.0,524909,660572,0,0,0.0
19991014,106413.0,106539.0,105547.0,105793.0,727674,634213,0,0,0.0
19991015,105901.0,106375.0,105475.0,106090.0,685354,667346,0,0,0.0
19991018,106280.0,106457.0,105935.0,106182.0,514129,633803,0,0,0.0
19991019,105942.0,106314.0,105751.0,105957.0,496096,630297,0,0,0.0
19991020,105727.0,105946.0,105485.0,105701.0,648547,638034,0,0,0.0
19991021,105819.0,106345.0,105710.0,106069.0,604289,651927,0,0,0.0
19991022,105952.0,106478.0,105884.0,106079.0,521955,674436,0,0,0.0
19991025,106105.0,106181.0,105505.0,105649.0,427733,666605,0,0,0.0
19991026,105788.0,105915.0,105444.0,105823.0,558751,625829,0,0,0.0
19991027,105788.0,106785.0,105546.0,106724.0,817730,650850,0,0,0.0
19991028,106709.0,107471.0,106641.0,107420.0,697599,655210,0,0,0.0
19991029,107589.0,108423.0,107480.0,108361.0,628677,653885,0,0,0.0
19991101,108203.0,108382.0,107838.0,108320.0,369052,603981,0,0,0.0
19991102,108356.0,108822.0,107879.0,108770.0,651685,604927,0,0,0.0
19991103,108571.0,108761.0,108084.0,108422.0,604165,589276,0,0,0.0
19991104,108530.0,109160.0,108289.0,109036.0,757071,643875,0,0,0.0
19991105,109021.0,109713.0,108872.0,109599.0,778400,682910,0,0,0.0
19991108,109481.0,109938.0,109159.0,109845.0,544079,633078,0,0,0.0
19991109,109829.0,110102.0,109302.0,109415.0,652328,624727,0,0,0.0
19991110,109512.0,109744.0,109087.0,109323.0,665727,616751,0,0,0.0
19991111,109451.0,109529.0,109230.0,109456.0,239839,597417,0,0,0.0
19991112,109574.0,110511.0,109527.0,110449.0,707769,629687,0,0,0.0
19991115,110536.0,110593.0,109906.0,110091.0,432515,603079,0,0,0.0
19991116,110147.0,110798.0,110152.0,110725.0,502608,570739,0,0,0.0
19991117,110280.0,110409.0,109569.0,109702.0,768574,580896,0,0,0.0
19991118,109554.0,109631.0,109027.0,109098.0,668032,564393,0,0,0.0
19991119,109278.0,109518.0,108925.0,109149.0,518017,547280,0,0,0.0
19991122,109155.0,109324.0,108669.0,108934.0,465084,533092,0,0,0.0
19991123,108930.0,109150.0,108720.0,108832.0,486856,560831,200003,200003,0.0
19991124,108879.0,108884.0,108157.0,108382.0,229666,90956,0,0,-390.0
19991125,108407.0,108412.0,108167.0,108351.0,728354,85505,0,0,0.0
19991126,108417.0,108422.0,107633.0,107868.0,490829,99691,0,0,0.0
19991129,107760.0,108124.0,107592.0,107776.0,643938,129142,0,0,0.0
19991130,107688.0,108658.0,107530.0,108659.0,777523,148053,0,0,0.0
19991201,108397.0,108966.0,108321.0,108762.0,694215,163731,0,0,0.0
19991202,108808.0,108863.0,108085.0,108125.0,684186,195453,0,0,0.0
19991203,108079.0,108688.0,107726.0,108669.0,786285,237389,0,0,0.0
19991206,108716.0,109469.0,108578.0,109337.0,773159,320140,0,0,0.0
19991207,109373.0,109808.0,109215.0,109522.0,820988,393534,0,0,0.0
19991208,109681.0,109839.0,109102.0,109224.0,423195,429010,0,0,0.0
19991209,109137.0,109623.0,109020.0,109635.0,389197,434231,0,0,0.0
19991210,109609.0,110208.0,109410.0,110190.0,435837,429152,0,0,0.0
19991213,110246.0,110249.0,109533.0,109707.0,308485,432720,0,0,0.0
19991214,109517.0,109807.0,109030.0,109080.0,466678,435355,0,0,0.0
19991215,109116.0,109519.0,108999.0,109511.0,274286,430506,0,0,0.0
19991216,109301.0,109396.0,108003.0,108032.0,399157,450287,0,0,0.0
19991217,108028.0,108338.0,107582.0,107601.0,367819,461028,0,0,0.0
19991220,107761.0,107794.0,107233.0,107467.0,167813,463603,0,0,0.0
19991221,107319.0,108040.0,107274.0,108001.0,161442,463456,0,0,0.0
19991222,107494.0,107824.0,107284.0,107734.0,161764,459141,0,0,0.0
19991223,107679.0,107988.0,107685.0,107847.0,59396,456749,0,0,0.0
19991227,107751.0,107937.0,107326.0,107919.0,29226,455112,0,0,0.0
19991228,107905.0,107937.0,107367.0,107467.0,50485,445340,0,0,0.0
19991229,107433.0,107691.0,107285.0,107395.0,361826,496057,0,0,0.0
19991230,107454.0,107455.0,106905.0,106964.0,54620,436348,0,0,0.0
20000103,106602.0,106808.0,105898.0,106122.0,63890,447369,0,0,0.0
20000104,105780.0,106130.0,105241.0,105958.0,724549,553994,0,0,0.0
20000105,106088.0,106284.0,105529.0,105681.0,805363,587752,0,0,0.0
20000106,105780.0,105883.0,105365.0,105537.0,565666,566351,0,0,0.0
20000107,105770.0,106499.0,105591.0,106400.0,708265,618040,0,0,0.0
20000110,106489.0,106776.0,106289.0,106462.0,573070,590508,0,0,0.0
20000111,106479.0,106519.0,105437.0,105548.0,841494,643128,0,0,0.0
20000112,105555.0,105656.0,105026.0,105589.0,760763,690066,0,0,0.0
20000113,105421.0,105933.0,105252.0,105712.0,618122,650797,0,0,0.0
20000114,105883.0,106262.0,105293.0,105445.0,618122,650797,0,0,0.0
20000117,105411.0,105615.0,105190.0,105455.0,376126,640368,0,0,0.0
20000118,105401.0,105502.0,104718.0,104828.0,815090,636671,0,0,0.0
20000119,104805.0,105256.0,104605.0,105198.0,778045,634174,0,0,0.0
20000120,105164.0,105615.0,104667.0,105578.0,879083,649432,0,0,0.0
20000121,105308.0,105687.0,105016.0,105321.0,676003,669640,0,0,0.0
20000124,105339.0,105656.0,105150.0,105526.0,523030,635438,0,0,0.0
20000125,105770.0,106026.0,105653.0,105875.0,623336,655764,0,0,0.0
20000126,105698.0,106160.0,105571.0,105741.0,736562,650160,0,0,0.0
20000127,105821.0,105934.0,104986.0,105197.0,818116,681340,0,0,0.0
20000128,105225.0,105718.0,104729.0,105669.0,958557,670825,0,0,0.0
20000131,105369.0,105923.0,105201.0,105823.0,599195,664403,0,0,0.0
20000201,105615.0,106560.0,105560.0,106480.0,813392,649779,0,0,0.0
20000202,106437.0,106683.0,106186.0,106459.0,726397,667612,0,0,0.0
20000203,106550.0,107422.0,105857.0,107065.0,1123560,703749,0,0,0.0
20000204,106951.0,107309.0,106052.0,106182.0,847421,690593,0,0,0.0
20000207,106016.0,106200.0,105754.0,105905.0,475956,672358,0,0,0.0
20000208,105759.0,106529.0,105764.0,106367.0,711157,628024,0,0,0.0
20000209,106355.0,106488.0,106010.0,106213.0,662941,628722,0,0,0.0
20000210,105831.0,106118.0,105466.0,105628.0,632075,638810,0,0,0.0
20000211,105348.0,105717.0,105302.0,105587.0,562796,647755,0,0,0.0
20000214,105543.0,106138.0,105384.0,106101.0,400576,644899,0,0,0.0
20000215,106118.0,106117.0,105610.0,105824.0,517059,642657,0,0,0.0
20000216,105933.0,105932.0,105446.0,105649.0,491822,626779,0,0,0.0
20000217,105748.0,106066.0,105405.0,105690.0,726026,658282,0,0,0.0
20000218,105573.0,106241.0,105456.0,105988.0,262754,638829,0,0,0.0
20000222,106354.0,107206.0,106360.0,107015.0,801041,694358,0,0,0.0
20000223,106960.0,107042.0,106668.0,106779.0,616792,693592,200006,200006,0.0
20000224,106765.0,107258.0,106504.0,107159.0,817565,88940,0,0,-700.0
20000225,107117.0,107237.0,106401.0,106414.0,760060,95084,0,0,0.0
20000228,106186.0,106627.0,106080.0,106373.0,683268,110723,0,0,0.0
20000229,106289.0,106513.0,106245.0,106425.0,632191,137735,0,0,0.0
20000301,106516.0,106699.0,106390.0,106508.0,626818,160252,0,0,0.0
20000302,106506.0,106503.0,106090.0,106394.0,847346,212912,0,0,0.0
20000303,106413.0,106855.0,106266.0,106663.0,832948,288356,0,0,0.0
20000306,106568.0,106917.0,106473.0,106797.0,650924,372433,0,0,0.0
20000307,106858.0,107217.0,106773.0,106828.0,865043,487169,0,0,0.0
20000308,106982.0,107134.0,106659.0,106807.0,500581,507761,0,0,0.0
20000309,106744.0,107868.0,106752.0,107862.0,766304,534148,0,0,0.0
20000310,107716.0,107940.0,107445.0,107531.0,531579,551107,0,0,0.0
20000313,107613.0,108261.0,107621.0,107758.0,577194,539444,0,0,0.0
20000314,107685.0,107878.0,107518.0,107748.0,638935,567524,0,0,0.0
20000315,107892.0,108136.0,107704.0,108007.0,768555,553708,0,0,0.0
20000316,107913.0,108550.0,107776.0,108348.0,826505,602826,0,0,0.0
20000317,108296.0,108839.0,108293.0,108762.0,678354,641328,0,0,0.0
20000320,108751.0,108860.0,108458.0,108690.0,321347,588575,0,0,0.0
20000321,108627.0,108994.0,108634.0,108742.0,484885,587291,0,0,0.0
20000322,108668.0,108860.0,108510.0,108680.0,521555,591500,0,0,0.0
20000323,108720.0,109284.0,108624.0,109207.0,747362,606188,0,0,0.0
20000324,109020.0,109077.0,108624.0,108731.0,526288,655898,0,0,0.0
20000327,108575.0,108581.0,108076.0,108173.0,500300,649927,0,0,0.0
20000328,108337.0,108591.0,108272.0,108556.0,555690,627567,0,0,0.0
20000329,108523.0,108581.0,108127.0,108204.0,523289,610061,0,0,0.0
20000330,108275.0,108788.0,108158.0,108773.0,658444,644599,0,0,0.0
20000331,108947.0,109150.0,108820.0,109000.0,491259,641573,0,0,0.0
20000403,108926.0,109388.0,108727.0,109227.0,548171,666530,0,0,0.0
20000404,109350.0,109926.0,109120.0,109920.0,712370,651729,0,0,0.0
20000405,109546.0,110081.0,109430.0,109548.0,1072838,692161,0,0,0.0
20000406,109422.0,109492.0,109140.0,109165.0,662022,678195,0,0,0.0
20000407,109050.0,109471.0,108861.0,109392.0,516266,644946,0,0,0.0
20000410,109412.0,109740.0,109285.0,109464.0,480942,634304,0,0,0.0
20000411,109702.0,109998.0,109140.0,109174.0,790613,657083,0,0,0.0
20000412,109237.0,109512.0,109016.0,109195.0,693008,707405,0,0,0.0
20000413,109392.0,109429.0,108933.0,109298.0,700593,654362,0,0,0.0
20000414,109495.0,109532.0,108778.0,109019.0,620891,635565,0,0,0.0
20000417,109495.0,109553.0,109005.0,109164.0,531626,644903,0,0,0.0
20000418,108823.0,109046.0,108798.0,108895.0,474683,632434,0,0,0.0
20000419,108802.0,108891.0,108581.0,108740.0,387518,675863,0,0,0.0
20000420,108833.0,108850.0,108385.0,108492.0,233115,665252,0,0,0.0
20000425,108357.0,108509.0,108189.0,108223.0,374987,658870,0,0,0.0
20000426,108099.0,108819.0,107982.0,108740.0,696643,674502,0,0,0.0
20000427,108626.0,108995.0,108334.0,108430.0,867023,694769,0,0,0.0
20000428,108461.0,108685.0,108251.0,108606.0,518059,666087,0,0,0.0
20000502,108409.0,108551.0,108158.0,108254.0,458758,686359,0,0,0.0
20000503,108151.0,108220.0,107558.0,107685.0,848220,668214,0,0,0.0
20000504,107479.0,107507.0,106927.0,107199.0,1007044,770426,0,0,0.0
20000505,107065.0,107476.0,107030.0,107292.0,761173,788896,0,0,0.0
20000508,107220.0,107652.0,107216.0,107519.0,533974,683302,0,0,0.0
20000509,107406.0,107952.0,107371.0,107850.0,517961,690739,0,0,0.0
20000510,107933.0,108117.0,107847.0,107902.0,575234,670469,0,0,0.0
20000511,108150.0,108189.0,107154.0,107323.0,909261,702394,0,0,0.0
20000512,107519.0,107620.0,107195.0,107406.0,664285,682297,0,0,0.0
20000515,107509.0,107672.0,107236.0,107540.0,469064,670293,0,0,0.0
20000516,107550.0,107920.0,107412.0,107799.0,649122,690094,0,0,0.0
20000517,107726.0,107765.0,106978.0,107158.0,995684,730827,0,0,0.0
20000518,107147.0,107186.0,106802.0,106931.0,846312,747665,0,0,0.0
20000519,106961.0,107207.0,106399.0,107086.0,1025962,842199,0,0,0.0
20000522,107219.0,107734.0,107071.0,107644.0,688991,729851,0,0,0.0
20000523,107519.0,107817.0,107361.0,107778.0,793081,744491,200009,200009,0.0
20000524,107891.0,108148.0,107899.0,108119.0,791434,127394,0,0,-200.0
20000525,107995.0,108562.0,107837.0,108575.0,824572,134609,0,0,0.0
20000526,108710.0,109049.0,108396.0,108969.0,184503,150149,0,0,0.0
20000529,109073.0,109070.0,108572.0,108689.0,774055,149141,0,0,0.0
20000530,108835.0,109049.0,108468.0,108627.0,983499,163819,0,0,0.0
20000531,108700.0,109090.0,108344.0,109041.0,957171,185131,0,0,0.0
20000601,109073.0,109815.0,108914.0,109787.0,663883,217425,0,0,0.0
20000602,109746.0,110385.0,109401.0,109994.0,1024866,268122,0,0,0.0
20000605,109860.0,110074.0,109733.0,109953.0,699759,301904,0,0,0.0
20000606,109995.0,110022.0,109484.0,109663.0,910117,387678,0,0,0.0
20000607,109819.0,109815.0,109422.0,109736.0,851463,459632,0,0,0.0
20000608,109757.0,110136.0,108997.0,109228.0,1015137,552869,0,0,0.0
20000609,109353.0,109566.0,109132.0,109508.0,582789,541966,0,0,0.0
20000612,109436.0,109597.0,109350.0,109498.0,92653,510903,0,0,0.0
20000613,109550.0,109991.0,109257.0,109716.0,767938,545166,0,0,0.0
20000614,109716.0,109773.0,109433.0,109716.0,568740,495005,0,0,0.0
