trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available,index
205,117.584,20160315  12:06:53,20160315  12:06:53,20160315  12:06:53,1.33585,,USDCAD,long,20160315  11:21:55,20160315  11:21:55,closed,20160315  11:21:55,1.33905,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10363.3477974,4.0,-78467.3567,
207,-4.2,20160315  12:21:52,20160315  12:21:52,20160315  12:21:52,112.88,,USDJPY,short,20160315  12:11:48,20160315  12:11:48,closed,20160315  12:11:48,112.885,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10403.3840181,4.0,-178331.6317,
209,-4.2,20160315  12:33:02,20160315  12:33:02,20160315  12:33:02,112.93,,USDJPY,short,20160315  12:26:35,20160315  12:26:35,closed,20160315  12:26:35,112.935,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10372.0969054,4.0,-128407.0667,
208,14.8165,20160315  12:33:05,20160315  12:33:05,20160315  12:33:05,1.3364,,USDCAD,long,20160315  12:11:52,20160315  12:11:52,closed,20160315  12:11:52,1.33685,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10388.9134054,4.0,-78465.7987,
204,6.594368,20160315  12:48:49,20160315  12:48:49,20160315  12:48:49,125.31,,EURJPY,long,20160315  11:11:50,20160315  11:11:50,closed,20160315  11:11:50,125.33,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10398.5201373,4.205632,-128506.7987,
210,6.8,20160315  12:57:35,20160315  12:57:35,20160315  12:57:35,112.98,,USDJPY,short,20160315  12:41:46,20160315  12:41:46,closed,20160315  12:41:46,112.96,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10403.6134752,4.0,-116065.5987,
212,29.7645,20160315  13:13:01,20160315  13:13:01,20160315  13:13:01,1.33615,,USDCAD,long,20160315  12:57:39,20160315  12:57:39,closed,20160315  12:57:39,1.337,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10517.6918316,4.0,-215425.5502,
213,-2.0,20160315  13:16:52,20160315  13:16:52,20160315  13:16:52,112.97,,USDJPY,short,20160315  13:01:45,20160315  13:01:45,closed,20160315  13:01:45,112.97,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10517.6918316,4.0,-165718.7502,
215,-2.0,20160315  13:32:12,20160315  13:32:12,20160315  13:32:12,1.3371,,USDCAD,long,20160315  13:26:39,20160315  13:26:39,closed,20160315  13:26:39,1.3371,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10484.3572201,4.0,-115797.0462,
214,4.390452,20160315  13:43:00,20160315  13:43:00,20160315  13:43:00,125.535,,EURJPY,long,20160315  13:12:37,20160315  13:12:37,closed,20160315  13:12:37,125.55,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10425.6224718,4.209548,-215798.8732,
216,-5.08,20160315  13:43:14,20160315  13:43:14,20160315  13:43:14,113.013,,USDJPY,short,20160315  13:36:38,20160315  13:36:38,closed,20160315  13:36:38,113.02,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10422.5424718,4.0,-166073.1532,
217,16.685,20160315  13:52:30,20160315  13:52:30,20160315  13:52:30,1.3366,,USDCAD,long,20160315  13:36:42,20160315  13:36:42,closed,20160315  13:36:42,1.3371,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10441.2274718,4.0,-116124.4112,
211,10.5,20160315  14:04:10,20160315  14:04:10,20160315  14:04:10,0.74565,,AUDUSD,short,20160315  12:48:59,20160315  12:48:59,closed,20160315  12:48:59,0.7454,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10491.6474141,4.0,-228394.5412,
218,1.51999999999,20160315  14:12:54,20160315  14:12:54,20160315  14:12:54,113.033,,USDJPY,short,20160315  13:57:09,20160315  13:57:09,closed,20160315  13:57:09,113.025,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10455.0115599,4.0,-128748.4392,
219,-9.474,20160315  14:24:17,20160315  14:24:17,20160315  14:24:17,1.3359,,USDCAD,long,20160315  13:57:15,20160315  13:57:15,closed,20160315  13:57:15,1.3357,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10443.5375599,4.0,-165809.9362,
220,30.12,20160315  14:36:51,20160315  14:36:51,20160315  14:36:51,113.105,,USDJPY,short,20160315  14:24:08,20160315  14:24:08,closed,20160315  14:24:08,113.032,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10471.0121086,4.0,-165998.3367,
222,-4.2,20160315  14:46:57,20160315  14:46:57,20160315  14:46:57,113.115,,USDJPY,short,20160315  14:41:47,20160315  14:41:47,closed,20160315  14:41:47,113.12,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10485.2797621,4.0,-165963.8852,
223,18.5535,20160315  14:51:54,20160315  14:51:54,20160315  14:51:54,1.3357,,USDCAD,long,20160315  14:41:52,20160315  14:41:52,closed,20160315  14:41:52,1.33625,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10503.8332621,4.0,-165821.5762,
224,0.199999999998,20160315  14:57:05,20160315  14:57:05,20160315  14:57:05,113.125,,USDJPY,short,20160315  14:51:50,20160315  14:51:50,closed,20160315  14:51:50,113.12,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10496.6959257,4.0,-166006.2377,
225,-15.0795,20160315  15:12:36,20160315  15:12:36,20160315  15:12:36,1.3361,,USDCAD,long,20160315  15:02:50,20160315  15:02:50,closed,20160315  15:02:50,1.33575,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10496.7849542,4.0,-116025.9052,
221,23.0,20160315  15:27:43,20160315  15:27:43,20160315  15:27:43,0.7455,,AUDUSD,short,20160315  14:24:12,20160315  14:24:12,closed,20160315  14:24:12,0.745,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10519.7849542,4.0,-128528.1052,
226,-15.2,20160315  15:27:51,20160315  15:27:51,20160315  15:27:51,113.1,,USDJPY,short,20160315  15:18:13,20160315  15:18:13,closed,20160315  15:18:13,113.13,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10506.5849542,4.0,-78764.1052,
229,12.948,20160315  16:18:23,20160315  16:18:23,20160315  16:18:23,1.3359,,USDCAD,long,20160315  15:53:29,20160315  15:53:29,closed,20160315  15:53:29,1.3363,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10586.6085405,4.0,-128273.7532,
228,26.6,20160315  16:28:00,20160315  16:28:00,20160315  16:28:00,113.155,,USDJPY,short,20160315  15:41:49,20160315  15:41:49,closed,20160315  15:41:49,113.09,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10615.2085405,4.0,-78485.5532,
230,12.948,20160315  16:32:28,20160315  16:32:28,20160315  16:32:28,1.3357,,USDCAD,long,20160315  16:28:01,20160315  16:28:01,closed,20160315  16:28:01,1.3361,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10628.1565405,4.0,-78500.5012,
231,22.2,20160315  16:57:30,20160315  16:57:30,20160315  16:57:30,113.155,,USDJPY,short,20160315  16:37:58,20160315  16:37:58,closed,20160315  16:37:58,113.1,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10648.3565405,4.0,-128391.4102,
233,-13.0,20160315  17:36:50,20160315  17:36:50,20160315  17:36:50,113.135,,USDJPY,short,20160315  17:15:00,20160315  17:15:00,closed,20160315  17:15:00,113.16,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10646.0454166,4.0,-128389.7577,
232,22.2905,20160315  17:42:26,20160315  17:42:26,20160315  17:42:26,1.33505,,USDCAD,long,20160315  16:48:25,20160315  16:48:25,closed,20160315  16:48:25,1.3357,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10668.3359166,4.0,-128282.7392,
234,17.8,20160315  18:08:30,20160315  18:08:30,20160315  18:08:30,113.19,,USDJPY,short,20160315  17:42:22,20160315  17:42:22,closed,20160315  17:42:22,113.145,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10701.8839954,4.0,-128355.9812,
235,-13.211,20160315  18:08:35,20160315  18:08:35,20160315  18:08:35,1.33545,,USDCAD,long,20160315  17:51:48,20160315  17:51:48,closed,20160315  17:51:48,1.33515,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10690.6729954,4.0,-78450.2147,
236,2.4,20160315  18:56:56,20160315  18:56:56,20160315  18:56:56,113.17,,USDJPY,short,20160315  18:33:09,20160315  18:33:09,closed,20160315  18:33:09,113.16,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10730.6167059,4.0,-128305.1759,
237,9.211,20160315  18:57:00,20160315  18:57:00,20160315  18:57:00,1.3351,,USDCAD,long,20160315  18:34:19,20160315  18:34:19,closed,20160315  18:34:19,1.3354,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10741.8277059,4.0,-78412.4889,
238,2.4,20160315  19:12:27,20160315  19:12:27,20160315  19:12:27,113.18,,USDJPY,short,20160315  19:03:43,20160315  19:03:43,closed,20160315  19:03:43,113.17,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10740.2277059,4.0,-165630.1444,
239,3.0,20160315  19:12:32,20160315  19:12:32,20160315  19:12:32,0.74665,,AUDUSD,short,20160315  19:03:47,20160315  19:03:47,closed,20160315  19:03:47,0.74655,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10745.2277059,4.0,-128297.6444,
227,-11.01188,20160315  19:22:21,20160315  19:22:21,20160315  19:22:21,125.685,,EURJPY,long,20160315  15:41:43,20160315  15:41:43,closed,20160315  15:41:43,125.665,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10736.2158259,4.21188,-72996.2444,
241,0.200000000004,20160315  19:27:28,20160315  19:27:28,20160315  19:27:28,113.165,,USDJPY,short,20160315  19:22:29,20160315  19:22:29,closed,20160315  19:22:29,113.16,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10742.8655921,4.0,-122935.9924,
240,-5.737,20160315  19:27:32,20160315  19:27:32,20160315  19:27:32,1.33525,,USDCAD,long,20160315  19:04:05,20160315  19:04:05,closed,20160315  19:04:05,1.33515,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10739.1285921,4.0,-73037.6999,
242,-10.8,20160315  19:37:54,20160315  19:37:54,20160315  19:37:54,113.135,,USDJPY,short,20160315  19:32:29,20160315  19:32:29,closed,20160315  19:32:29,113.155,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10726.3285921,4.0,-122942.9239,
243,-3.8685,20160315  19:46:34,20160315  19:46:34,20160315  19:46:34,1.33525,,USDCAD,long,20160315  19:32:33,20160315  19:32:33,closed,20160315  19:32:33,1.3352,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10741.1397877,4.0,-23077.3784,
245,9.0,20160315  19:56:50,20160315  19:56:50,20160315  19:56:50,113.115,,USDJPY,short,20160315  19:52:39,20160315  19:52:39,closed,20160315  19:52:39,113.09,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10746.1397877,4.0,-128247.4764,
244,15.389264,20160315  20:02:33,20160315  20:02:33,20160315  20:02:33,125.59,,EURJPY,long,20160315  19:52:22,20160315  19:52:22,closed,20160315  19:52:22,125.63,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10763.5290517,4.210736,-72987.8764,
246,5.474,20160315  20:07:30,20160315  20:07:30,20160315  20:07:30,1.3352,,USDCAD,long,20160315  19:52:44,20160315  19:52:44,closed,20160315  19:52:44,1.3354,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10769.0030517,4.0,-72844.4524,
247,-10.8,20160315  20:13:47,20160315  20:13:47,20160315  20:13:47,113.055,,USDJPY,short,20160315  20:07:25,20160315  20:07:25,closed,20160315  20:07:25,113.075,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10758.2030517,4.0,-78357.6524,
248,-13.210516,20160315  20:18:41,20160315  20:18:41,20160315  20:18:41,125.61,,EURJPY,long,20160315  20:13:26,20160315  20:13:26,closed,20160315  20:13:26,125.585,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10746.9925357,4.210516,-23089.2524,
251,5.474,20160315  20:27:20,20160315  20:27:20,20160315  20:27:20,1.3353,,USDCAD,long,20160315  20:22:47,20160315  20:22:47,closed,20160315  20:22:47,1.3355,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10734.4021251,4.0,-165416.6484,
249,17.8,20160315  20:32:14,20160315  20:32:14,20160315  20:32:14,113.145,,USDJPY,short,20160315  20:18:52,20160315  20:18:52,closed,20160315  20:18:52,113.1,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10760.5507281,4.0,-165574.7964,
253,22.2,20160315  20:42:17,20160315  20:42:17,20160315  20:42:17,113.215,,USDJPY,short,20160315  20:37:58,20160315  20:37:58,closed,20160315  20:37:58,113.16,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10784.3592548,4.0,-115598.5264,
250,30.5,20160315  20:42:20,20160315  20:42:20,20160315  20:42:20,0.74655,,AUDUSD,short,20160315  20:18:56,20160315  20:18:56,closed,20160315  20:18:56,0.7459,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10816.8592548,4.0,-78271.0264,
252,-156.213112,20160315  21:13:13,20160315  21:13:13,20160315  21:13:13,125.92,,EURJPY,long,20160315  20:27:11,20160315  20:27:11,closed,20160315  20:27:11,125.57,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10619.4771799,4.213112,-228114.1174,
254,37.6,20160315  21:18:18,20160315  21:18:18,20160315  21:18:18,113.4,,USDJPY,short,20160315  21:07:50,20160315  21:07:50,closed,20160315  21:07:50,113.31,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10676.6624927,4.0,-220955.0034,
258,20.0,20160315  21:32:22,20160315  21:32:22,20160315  21:32:22,113.515,,USDJPY,short,20160315  21:27:57,20160315  21:27:57,closed,20160315  21:27:57,113.465,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10696.6624927,4.0,-220933.0034,
255,-59.9235,20160315  21:32:26,20160315  21:32:26,20160315  21:32:26,1.3375,,USDCAD,long,20160315  21:07:57,20160315  21:07:57,closed,20160315  21:07:57,1.33595,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10638.7389927,4.0,-170950.6284,
259,9.0,20160315  21:42:07,20160315  21:42:07,20160315  21:42:07,113.485,,USDJPY,short,20160315  21:36:46,20160315  21:36:46,closed,20160315  21:36:46,113.46,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10645.7389927,4.0,-220908.9239,
256,-49.5,20160315  21:42:11,20160315  21:42:11,20160315  21:42:11,0.74505,,AUDUSD,short,20160315  21:13:19,20160315  21:13:19,closed,20160315  21:13:19,0.746,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10598.2389927,4.0,-183656.4239,
260,11.0795,20160315  21:42:14,20160315  21:42:14,20160315  21:42:14,1.3368,,USDCAD,long,20160315  21:36:50,20160315  21:36:50,closed,20160315  21:36:50,1.33715,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10611.3184927,4.0,-133700.2079,
262,5.5,20160315  21:52:06,20160315  21:52:06,20160315  21:52:06,0.7448,,AUDUSD,short,20160315  21:47:35,20160315  21:47:35,closed,20160315  21:47:35,0.74465,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10585.3015855,4.0,-283539.8989,
261,-2.0,20160315  22:03:12,20160315  22:03:12,20160315  22:03:12,113.44,,USDJPY,short,20160315  21:47:29,20160315  21:47:29,closed,20160315  21:47:29,113.44,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10628.4028944,4.0,-143690.8485,
264,-18.28,20160315  23:18:46,20160315  23:18:46,20160315  23:18:46,113.4,,USDJPY,short,20160315  22:42:06,20160315  22:42:06,closed,20160315  22:42:06,113.437,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10599.9946494,4.0,-230874.072,
265,28.0,20160315  23:23:09,20160315  23:23:09,20160315  23:23:09,0.74565,,AUDUSD,short,20160315  22:42:09,20160315  22:42:09,closed,20160315  22:42:09,0.74505,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10680.0710378,4.0,-143588.892,
267,4.6,20160315  23:43:05,20160315  23:43:05,20160315  23:43:05,113.375,,USDJPY,short,20160315  23:36:57,20160315  23:36:57,closed,20160315  23:36:57,113.36,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10648.7315594,4.0,-230857.2585,
266,-19.5,20160315  23:43:08,20160315  23:43:08,20160315  23:43:08,0.74545,,AUDUSD,short,20160315  23:27:20,20160315  23:27:20,closed,20160315  23:27:20,0.7458,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10631.2315594,4.0,-193584.7585,
269,28.0,20160315  23:56:39,20160315  23:56:39,20160315  23:56:39,0.74565,,AUDUSD,short,20160315  23:47:34,20160315  23:47:34,closed,20160315  23:47:34,0.74505,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10648.6119365,4.0,-293356.948,
270,10.5,20160316  00:08:04,20160316  00:08:04,20160316  00:08:04,0.7459,,AUDUSD,short,20160316  00:02:31,20160316  00:02:31,closed,20160316  00:02:31,0.74565,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10659.1119365,4.0,-293344.448,
271,3.0,20160316  00:27:56,20160316  00:27:56,20160316  00:27:56,0.7458,,AUDUSD,short,20160316  00:19:04,20160316  00:19:04,closed,20160316  00:19:04,0.7457,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10714.5591608,4.0,-187849.4815,
272,8.0,20160316  00:42:26,20160316  00:42:26,20160316  00:42:26,0.74585,,AUDUSD,short,20160316  00:38:09,20160316  00:38:09,closed,20160316  00:38:09,0.74565,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10734.514942,4.0,-243362.8775,
268,59.6,20160316  00:52:25,20160316  00:52:25,20160316  00:52:25,113.5,,USDJPY,short,20160315  23:47:31,20160315  23:47:31,closed,20160315  23:47:31,113.36,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10761.1470764,4.0,-193469.4567,
273,-24.0,20160316  01:12:08,20160316  01:12:08,20160316  01:12:08,113.405,,USDJPY,short,20160316  01:00:03,20160316  01:00:03,closed,20160316  01:00:03,113.455,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10772.2644528,4.0,-143501.4292,
274,48.0,20160316  01:41:56,20160316  01:41:56,20160316  01:41:56,0.7464,,AUDUSD,short,20160316  01:12:12,20160316  01:12:12,closed,20160316  01:12:12,0.7454,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10839.8857803,4.0,-137883.0772,
276,-7.0,20160316  01:52:23,20160316  01:52:23,20160316  01:52:23,0.74635,,AUDUSD,short,20160316  01:47:09,20160316  01:47:09,closed,20160316  01:47:09,0.74645,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10806.167125,4.0,-243350.5437,
275,2.4,20160316  01:57:05,20160316  01:57:05,20160316  01:57:05,113.44,,USDJPY,short,20160316  01:32:19,20160316  01:32:19,closed,20160316  01:32:19,113.43,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10837.5385825,4.0,-143454.5077,
277,3.0,20160316  02:28:00,20160316  02:28:00,20160316  02:28:00,0.7459,,AUDUSD,short,20160316  02:23:48,20160316  02:23:48,closed,20160316  02:23:48,0.7458,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10851.1586192,4.0,-87950.5077,
278,-31.5,20160316  02:52:43,20160316  02:52:43,20160316  02:52:43,0.74555,,AUDUSD,short,20160316  02:38:24,20160316  02:38:24,closed,20160316  02:38:24,0.74614,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10767.3779215,4.0,-243357.0877,
280,13.0,20160316  03:13:25,20160316  03:13:25,20160316  03:13:25,0.7457,,AUDUSD,short,20160316  03:08:13,20160316  03:08:13,closed,20160316  03:08:13,0.7454,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10780.3779215,4.0,-243342.0877,
281,-27.0,20160316  03:52:04,20160316  03:52:04,20160316  03:52:04,0.7449,,AUDUSD,short,20160316  03:19:16,20160316  03:19:16,closed,20160316  03:19:16,0.7454,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10674.519374,4.0,-243387.1397,
279,132.2,20160316  04:27:35,20160316  04:27:35,20160316  04:27:35,113.69,,USDJPY,short,20160316  02:38:39,20160316  02:38:39,closed,20160316  02:38:39,113.385,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10980.1921191,4.0,-143282.6062,
282,-4.200284,20160316  04:47:03,20160316  04:47:03,20160316  04:47:03,113.65,,USDJPY,short,20160316  04:31:55,20160316  04:31:55,closed,20160316  04:31:55,113.655,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10996.3718974,4.000284,-143287.7637,
283,-17.4,20160316  05:27:57,20160316  05:27:57,20160316  05:27:57,113.61,,USDJPY,short,20160316  04:52:25,20160316  04:52:25,closed,20160316  04:52:25,113.645,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10905.2783508,4.0,-137809.8542,
284,-12.5,20160316  06:08:38,20160316  06:08:38,20160316  06:08:38,0.7466,,AUDUSD,short,20160316  05:28:04,20160316  05:28:04,closed,20160316  05:28:04,0.74681,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10854.5137204,4.0,-308481.6082,
286,-13.0,20160316  06:18:17,20160316  06:18:17,20160316  06:18:17,113.575,,USDJPY,short,20160316  05:51:52,20160316  05:51:52,closed,20160316  05:51:52,113.6,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10845.936162,4.0,-258506.0777,
285,124.67825,20160316  06:23:40,20160316  06:23:40,20160316  06:23:40,1.4096,,GBPUSD,long,20160316  05:37:06,20160316  05:37:06,closed,20160316  05:37:06,1.41215,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10937.180887,4.82175,-138041.8342,
287,-13.0,20160316  06:28:59,20160316  06:28:59,20160316  06:28:59,113.58,,USDJPY,short,20160316  06:23:45,20160316  06:23:45,closed,20160316  06:23:45,113.605,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10991.8784846,4.0,-125314.7577,
289,6.8,20160316  06:46:53,20160316  06:46:53,20160316  06:46:53,113.61,,USDJPY,short,20160316  06:36:57,20160316  06:36:57,closed,20160316  06:36:57,113.59,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10950.5315296,4.0,-175385.2892,
290,-17.4,20160316  07:18:42,20160316  07:18:42,20160316  07:18:42,113.565,,USDJPY,short,20160316  06:57:25,20160316  06:57:25,closed,20160316  06:57:25,113.6,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10992.9588013,4.0,-280803.1467,
288,-12.0,20160316  07:29:48,20160316  07:29:48,20160316  07:29:48,0.74575,,AUDUSD,short,20160316  06:23:50,20160316  06:23:50,closed,20160316  06:23:50,0.74595,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11054.8682101,4.0,-243423.4787,
291,-17.4,20160316  07:39:04,20160316  07:39:04,20160316  07:39:04,113.49,,USDJPY,short,20160316  07:29:45,20160316  07:29:45,closed,20160316  07:29:45,113.525,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10949.6246392,4.0,-193584.9527,
257,74.785172,20160316  07:41:57,20160316  07:41:57,20160316  07:41:57,125.755,,EURJPY,long,20160315  21:18:09,20160315  21:18:09,closed,20160315  21:18:09,125.93,1.0,,50000.0,50000.0,,EURJPY,IB_Live,11042.2859566,4.214828,-225476.4167,
293,0.199999999998,20160316  07:52:35,20160316  07:52:35,20160316  07:52:35,113.49,,USDJPY,short,20160316  07:42:03,20160316  07:42:03,closed,20160316  07:42:03,113.485,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11048.56186,4.0,-175509.7472,
292,5.5,20160316  07:52:40,20160316  07:52:40,20160316  07:52:40,0.7452,,AUDUSD,short,20160316  07:39:07,20160316  07:39:07,closed,20160316  07:39:07,0.74505,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11056.06186,4.0,-138249.7472,
295,13.4,20160316  08:08:48,20160316  08:08:48,20160316  08:08:48,113.575,,USDJPY,short,20160316  08:02:42,20160316  08:02:42,closed,20160316  08:02:42,113.54,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11095.0131869,4.0,-70002.5452,
296,70.599628,20160316  08:31:59,20160316  08:31:59,20160316  08:31:59,113.74,,USDJPY,short,20160316  08:22:34,20160316  08:22:34,closed,20160316  08:22:34,113.575,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11224.3362462,4.000372,-120002.3607,
297,11.19932,20160316  08:42:53,20160316  08:42:53,20160316  08:42:53,113.69,,USDJPY,short,20160316  08:37:00,20160316  08:37:00,closed,20160316  08:37:00,113.66,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11241.2778973,4.00068,-125336.9937,
298,-4.200108,20160316  08:52:07,20160316  08:52:07,20160316  08:52:07,113.64,,USDJPY,short,20160316  08:47:08,20160316  08:47:08,closed,20160316  08:47:08,113.645,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11344.7628161,4.000108,-175404.3272,
299,-37.2,20160316  09:03:07,20160316  09:03:07,20160316  09:03:07,113.59,,USDJPY,short,20160316  08:57:24,20160316  08:57:24,closed,20160316  08:57:24,113.67,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11157.5720599,4.0,-175518.3862,
294,-92.0,20160316  09:03:10,20160316  09:03:10,20160316  09:03:10,0.7432,,AUDUSD,short,20160316  07:56:50,20160316  07:56:50,closed,20160316  07:56:50,0.745,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11067.5720599,4.0,-138358.3862,
300,30.999628,20160316  09:12:57,20160316  09:12:57,20160316  09:12:57,113.695,,USDJPY,short,20160316  09:08:20,20160316  09:08:20,closed,20160316  09:08:20,113.62,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11070.9650537,4.000372,-138383.3527,
301,43.0,20160316  09:29:15,20160316  09:29:15,20160316  09:29:15,0.74295,,AUDUSD,short,20160316  09:17:53,20160316  09:17:53,closed,20160316  09:17:53,0.74205,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11105.0427786,4.0,-32886.8612,
302,0.198835999998,20160316  09:37:10,20160316  09:37:10,20160316  09:37:10,113.705,,USDJPY,short,20160316  09:32:26,20160316  09:32:26,closed,20160316  09:32:26,113.7,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10978.3655224,4.001164,-132947.8522,
304,15.5,20160316  10:03:05,20160316  10:03:05,20160316  10:03:05,0.7427,,AUDUSD,short,20160316  09:47:58,20160316  09:47:58,closed,20160316  09:47:58,0.74235,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11158.0246947,4.0,-132845.2092,
303,15.598704,20160316  10:08:13,20160316  10:08:13,20160316  10:08:13,113.73,,USDJPY,short,20160316  09:47:55,20160316  09:47:55,closed,20160316  09:47:55,113.69,1.0,,50000.0,50000.0,,USDJPY,IB_Live,11042.7906897,4.001296,-132920.5617,
305,25.5,20160316  10:17:33,20160316  10:17:33,20160316  10:17:33,0.74305,,AUDUSD,short,20160316  10:08:17,20160316  10:08:17,closed,20160316  10:08:17,0.7425,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,11188.0216426,4.0,-188243.0617,
306,2.1831,20160316  10:38:03,20160316  10:38:03,20160316  10:38:03,1.4084,,GBPUSD,long,20160316  10:29:33,20160316  10:29:33,closed,20160316  10:29:33,1.4085,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,11259.5371194,4.8169,-138353.5062,
307,-28.401648,20160316  11:13:54,20160316  11:13:54,20160316  11:13:54,113.7,,USDJPY,short,20160316  10:57:11,20160316  10:57:11,closed,20160316  10:57:11,113.76,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10993.6822865,4.001648,-132983.3817,
