trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available,index
17,-57.000724,20160314  06:09:22,20160314  06:09:22,20160314  06:09:22,113.615,,USDJPY,short,20160314  04:09:22,20160314  04:09:22,closed,20160314  04:09:22,113.74,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9650.835934,4.000724,-42074.853,
18,92.1272,20160314  06:20:30,20160314  06:20:30,20160314  06:20:30,1.43545,,GBPUSD,long,20160314  05:24:30,20160314  05:24:30,closed,20160314  05:24:30,1.43735,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9742.963134,4.8728,-19821.34,
19,44.7125,20160314  07:25:42,20160314  07:25:42,20160314  07:25:42,1.32385,,USDCAD,long,20160314  06:16:47,20160314  06:16:47,closed,20160314  06:16:47,1.3251,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9787.675634,4.0,-20385.8655,
20,-30.6009,20160314  07:39:22,20160314  07:39:22,20160314  07:39:22,113.655,,USDJPY,short,20160314  07:09:21,20160314  07:09:21,closed,20160314  07:09:21,113.72,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9759.074734,4.0009,29622.3345,
21,67.1345,20160314  08:22:33,20160314  08:22:33,20160314  08:22:33,1.32365,,USDCAD,long,20160314  07:59:33,20160314  07:59:33,closed,20160314  07:59:33,1.3255,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9826.209234,4.0,29553.2,
22,14.62735,20160314  08:39:49,20160314  08:39:49,20160314  08:39:49,1.43615,,GBPUSD,long,20160314  08:36:11,20160314  08:36:11,closed,20160314  08:36:11,1.4365,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9836.836584,4.87265,-70387.604,
27,-26.95105,20160314  08:57:54,20160314  08:57:54,20160314  08:57:54,1.112875,,EURUSD,long,20160314  08:53:36,20160314  08:53:43,closed,20160314  08:53:36,1.11265,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9805.885534,12.014675,-179870.104,
25,-42.8727,20160314  08:57:57,20160314  08:57:57,20160314  08:57:57,1.43675,,GBPUSD,long,20160314  08:49:46,20160314  08:49:46,closed,20160314  08:49:46,1.43595,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9765.012834,4.8727,-108032.604,
23,-34.8965,20160314  08:58:00,20160314  08:58:00,20160314  08:58:00,0.98575,,USDCHF,short,20160314  08:36:14,20160314  08:36:14,closed,20160314  08:36:14,0.9864,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9732.116334,4.0,-58143.7965,
24,-13.0,20160314  09:02:17,20160314  09:02:17,20160314  09:02:17,113.615,,USDJPY,short,20160314  08:36:17,20160314  08:36:17,closed,20160314  08:36:17,113.64,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9716.890884,4.0,-169306.9125,
26,8.0,20160314  09:02:21,20160314  09:02:21,20160314  09:02:21,0.75435,,AUDUSD,short,20160314  08:49:52,20160314  08:49:52,closed,20160314  08:49:52,0.75415,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9726.890884,4.0,-131589.4125,
28,33.04985,20160314  09:07:38,20160314  09:07:38,20160314  09:07:38,1.11235,,EURUSD,long,20160314  09:02:06,20160314  09:02:09,closed,20160314  09:02:06,1.112725,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9760.166184,12.0132125,-69862.1885,
33,43.05195,20160314  09:15:52,20160314  09:15:52,20160314  09:15:52,1.111775,,EURUSD,long,20160314  09:11:35,20160314  09:11:40,closed,20160314  09:11:35,1.11225,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9797.218134,12.00855,-229410.8885,
34,9.62755,20160314  09:15:56,20160314  09:15:56,20160314  09:15:56,1.4361,,GBPUSD,long,20160314  09:11:43,20160314  09:11:43,closed,20160314  09:11:43,1.43635,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9808.845684,4.87245,-157605.8885,
31,15.6,20160314  09:16:00,20160314  09:16:00,20160314  09:16:00,113.645,,USDJPY,short,20160314  09:07:43,20160314  09:07:43,closed,20160314  09:07:43,113.605,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9826.445684,4.0,-107602.0885,
29,56.2015,20160314  09:19:58,20160314  09:19:58,20160314  09:19:58,0.98675,,USDCHF,short,20160314  09:02:14,20160314  09:02:14,closed,20160314  09:02:14,0.9856,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9880.423834,4.0,-240655.171,
35,28.05395,20160314  09:23:46,20160314  09:23:46,20160314  09:23:46,1.11135,,EURUSD,long,20160314  09:19:48,20160314  09:19:51,closed,20160314  09:19:48,1.111675,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9910.701134,12.0039375,-129520.171,
30,-35.633,20160314  09:23:55,20160314  09:23:55,20160314  09:23:55,1.3257,,USDCAD,long,20160314  09:02:24,20160314  09:02:24,closed,20160314  09:02:24,1.3248,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9875.068134,4.0,-129920.71,
38,28.05625,20160314  09:32:03,20160314  09:32:03,20160314  09:32:03,1.110775,,EURUSD,long,20160314  09:28:16,20160314  09:28:20,closed,20160314  09:28:16,1.1111,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9903.124384,11.9988,-129953.21,
36,127.1296,20160314  09:37:05,20160314  09:37:05,20160314  09:37:05,1.4339,,GBPUSD,long,20160314  09:19:54,20160314  09:19:54,closed,20160314  09:19:54,1.4365,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10032.253984,4.8704,-58258.21,
37,56.2015,20160314  09:46:10,20160314  09:46:10,20160314  09:46:10,0.98795,,USDCHF,short,20160314  09:23:50,20160314  09:23:50,closed,20160314  09:23:50,0.9868,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10084.455484,4.0,-179499.693,
40,-59.9235,20160314  09:46:15,20160314  09:46:15,20160314  09:46:15,1.3288,,USDCAD,long,20160314  09:42:02,20160314  09:42:02,closed,20160314  09:42:02,1.32725,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10026.531984,4.0,-129842.437,
41,-15.36535,20160314  09:50:03,20160314  09:50:03,20160314  09:50:03,1.4328,,GBPUSD,long,20160314  09:46:06,20160314  09:46:06,closed,20160314  09:46:06,1.43255,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10013.166634,4.86535,-58202.437,
39,-28.400064,20160314  09:50:07,20160314  09:50:07,20160314  09:50:07,113.61,,USDJPY,short,20160314  09:41:58,20160314  09:41:58,closed,20160314  09:41:58,113.67,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9986.76657,4.000064,-8214.037,
32,-147.0,20160314  09:50:10,20160314  09:50:10,20160314  09:50:10,0.75105,,AUDUSD,short,20160314  09:07:51,20160314  09:07:51,closed,20160314  09:07:51,0.75395,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9841.76657,4.0,29338.463,
43,63.63553,20160314  09:57:43,20160314  09:57:43,20160314  09:57:43,1.43157,,GBPUSD,long,20160314  09:53:41,20160314  09:53:41,closed,20160314  09:53:41,1.4329,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9901.4021,4.86447,-57986.426,
45,15.59976,20160314  10:01:44,20160314  10:01:44,20160314  10:01:44,113.67,,USDJPY,short,20160314  09:57:47,20160314  09:57:47,closed,20160314  09:57:47,113.63,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9917.00186,4.00024,-57968.826,
44,-0.499999999996,20160314  10:01:49,20160314  10:01:49,20160314  10:01:49,0.75138,,AUDUSD,short,20160314  09:53:46,20160314  09:53:46,closed,20160314  09:53:46,0.75135,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9918.50186,4.0,-20399.826,
47,-4.5305,20160314  10:16:45,20160314  10:16:45,20160314  10:16:45,0.98745,,USDCHF,short,20160314  10:09:43,20160314  10:09:43,closed,20160314  10:09:43,0.9875,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9909.97136,4.0,-107950.3565,
48,0.198835999998,20160314  10:16:49,20160314  10:16:49,20160314  10:16:49,113.705,,USDJPY,short,20160314  10:09:46,20160314  10:09:46,closed,20160314  10:09:46,113.7,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9912.170196,4.001164,-57920.1565,
46,20.5,20160314  10:20:48,20160314  10:20:48,20160314  10:20:48,0.75085,,AUDUSD,short,20160314  10:06:24,20160314  10:06:24,closed,20160314  10:06:24,0.7504,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9932.670196,4.0,-70344.9095,
49,-17.183,20160314  10:24:44,20160314  10:24:44,20160314  10:24:44,0.987,,USDCHF,short,20160314  10:20:44,20160314  10:20:44,closed,20160314  10:20:44,0.9873,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9917.487196,4.0,-20392.8395,
51,-27.305,20160314  10:31:27,20160314  10:31:27,20160314  10:31:27,0.98595,,USDCHF,short,20160314  10:28:28,20160314  10:28:28,closed,20160314  10:28:28,0.98645,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9888.182196,4.0,-70454.9445,
50,-19.60112,20160314  10:35:14,20160314  10:35:14,20160314  10:35:14,113.68,,USDJPY,short,20160314  10:24:47,20160314  10:24:47,closed,20160314  10:24:47,113.72,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9870.581076,4.00112,-20435.7445,
42,106.373,20160314  10:47:31,20160314  10:47:31,20160314  10:47:31,1.3268,,USDCAD,long,20160314  09:50:14,20160314  09:50:14,closed,20160314  09:50:14,1.3297,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9978.954076,4.0,29146.7715,
52,8.99822,20160314  10:53:30,20160314  10:53:30,20160314  10:53:30,113.75,,USDJPY,short,20160314  10:50:29,20160314  10:50:29,closed,20160314  10:50:29,113.725,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9987.952296,4.00178,29157.7715,
53,0.197868000004,20160314  11:11:29,20160314  11:11:29,20160314  11:11:29,113.76,,USDJPY,short,20160314  10:56:43,20160314  10:56:43,closed,20160314  10:56:43,113.755,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9982.150164,4.002132,-107967.887,
55,-37.427,20160314  11:17:59,20160314  11:17:59,20160314  11:17:59,0.98605,,USDCHF,short,20160314  11:03:46,20160314  11:03:46,closed,20160314  11:03:46,0.98675,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9944.723164,4.0,-108107.2965,
57,-6.401648,20160314  11:18:02,20160314  11:18:02,20160314  11:18:02,113.725,,USDJPY,short,20160314  11:14:28,20160314  11:14:28,closed,20160314  11:14:28,113.735,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9940.321516,4.001648,-58068.2965,
54,13.0,20160314  11:18:06,20160314  11:18:06,20160314  11:18:06,0.75055,,AUDUSD,short,20160314  10:56:46,20160314  10:56:46,closed,20160314  10:56:46,0.75025,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9955.321516,4.0,-20540.7965,
59,-7.06100000001,20160314  11:27:29,20160314  11:27:29,20160314  11:27:29,0.98635,,USDCHF,short,20160314  11:24:31,20160314  11:24:31,closed,20160314  11:24:31,0.98645,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9946.260516,4.0,-70604.6575,
58,0.197604000004,20160314  11:30:46,20160314  11:30:46,20160314  11:30:46,113.775,,USDJPY,short,20160314  11:21:26,20160314  11:21:26,closed,20160314  11:21:26,113.77,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9946.45812,4.002396,-70480.5445,
60,-9.5915,20160314  11:35:05,20160314  11:35:05,20160314  11:35:05,0.98655,,USDCHF,short,20160314  11:30:43,20160314  11:30:43,closed,20160314  11:30:43,0.9867,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9936.86662,4.0,-92143.749,
61,-17.864,20160314  11:39:19,20160314  11:39:19,20160314  11:39:19,1.43215,,GBPUSD,long,20160314  11:35:02,20160314  11:35:02,closed,20160314  11:35:02,1.43185,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9919.00262,4.864,-58061.249,
62,-12.0,20160314  11:39:27,20160314  11:39:27,20160314  11:39:27,0.7503,,AUDUSD,short,20160314  11:35:09,20160314  11:35:09,closed,20160314  11:35:09,0.7505,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9907.00262,4.0,-70602.849,
64,27.1366,20160314  11:47:17,20160314  11:47:17,20160314  11:47:17,1.4314,,GBPUSD,long,20160314  11:42:42,20160314  11:42:42,closed,20160314  11:42:42,1.432,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9929.92017,4.8634,-219105.349,
63,-19.601912,20160314  11:47:23,20160314  11:47:23,20160314  11:47:23,113.725,,USDJPY,short,20160314  11:39:23,20160314  11:39:23,closed,20160314  11:39:23,113.765,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9912.318258,4.001912,-169066.349,
65,-9.5,20160314  11:47:27,20160314  11:47:27,20160314  11:47:27,0.75025,,AUDUSD,short,20160314  11:42:47,20160314  11:42:47,closed,20160314  11:42:47,0.7504,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9904.818258,4.0,-131553.849,
66,-21.93845,20160314  11:50:40,20160314  11:50:40,20160314  11:50:40,1.1097,,EURUSD,long,20160314  11:47:10,20160314  11:47:13,closed,20160314  11:47:10,1.109525,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9885.098858,8.6575,-20583.849,
67,90.5589,20160314  11:57:40,20160314  11:57:40,20160314  11:57:40,1.11075,,EURUSD,short,20160314  11:50:43,20160314  11:50:43,closed,20160314  11:50:43,1.1098,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9973.657758,6.6607,-70523.449,
69,53.61435,20160314  12:01:41,20160314  12:01:41,20160314  12:01:41,1.11055,,EURUSD,long,20160314  11:57:40,20160314  11:57:43,closed,20160314  11:57:40,1.1108625,1.0,,200000.0,200000.0,,EURUSD,IB_Live,10027.272108,15.3291,-70585.949,
70,-32.366,20160314  12:10:54,20160314  12:10:54,20160314  12:10:54,0.98525,,USDCHF,short,20160314  12:06:43,20160314  12:06:43,closed,20160314  12:06:43,0.98585,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9994.906108,4.0,-70616.315,
56,65.266,20160314  12:10:59,20160314  12:10:59,20160314  12:10:59,1.3275,,USDCAD,long,20160314  11:08:08,20160314  11:08:08,closed,20160314  11:08:08,1.3293,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10062.172108,4.0,-21007.64,
71,25.8355,20160314  12:17:56,20160314  12:17:56,20160314  12:17:56,0.98535,,USDCHF,short,20160314  12:14:30,20160314  12:14:30,closed,20160314  12:14:30,0.9848,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10085.784808,4.0,-132119.8045,
72,-40.44632,20160314  12:21:46,20160314  12:21:46,20160314  12:21:46,1.11176,,EURUSD,long,20160314  12:17:43,20160314  12:17:49,closed,20160314  12:17:43,1.1114,1.0,,100000.0,100000.0,,EURUSD,IB_Live,10047.561288,12.003845,-20943.8045,
68,-57.000284,20160314  12:21:54,20160314  12:21:54,20160314  12:21:54,113.59,,USDJPY,short,20160314  11:50:48,20160314  11:50:48,closed,20160314  11:50:48,113.715,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9990.561004,4.000284,-20815.0545,
73,10.6525,20160314  12:29:33,20160314  12:29:33,20160314  12:29:33,0.98525,,USDCHF,short,20160314  12:21:50,20160314  12:21:50,closed,20160314  12:21:50,0.985,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10001.213504,4.0,-8501.552,
74,-14.5,20160314  12:38:37,20160314  12:38:37,20160314  12:38:37,0.75075,,AUDUSD,short,20160314  12:25:47,20160314  12:25:47,closed,20160314  12:25:47,0.751,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9982.713504,4.0,-120485.223,
76,-3.8685,20160314  12:41:34,20160314  12:41:34,20160314  12:41:34,1.3283,,USDCAD,long,20160314  12:33:20,20160314  12:33:20,closed,20160314  12:33:20,1.32825,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9980.845004,4.0,-70846.652,
77,25.8355,20160314  12:44:51,20160314  12:44:51,20160314  12:44:51,0.9864,,USDCHF,short,20160314  12:38:32,20160314  12:38:32,closed,20160314  12:38:32,0.98585,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10008.680504,4.0,-20924.948,
75,4.6,20160314  12:44:55,20160314  12:44:55,20160314  12:44:55,113.63,,USDJPY,short,20160314  12:33:11,20160314  12:33:11,closed,20160314  12:33:11,113.615,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10015.280504,4.0,29072.252,
78,-66.94165,20160314  12:52:29,20160314  12:52:29,20160314  12:52:29,1.110725,,EURUSD,long,20160314  12:49:00,20160314  12:49:03,closed,20160314  12:49:00,1.1101,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9944.338854,11.9932,-58394.548,
80,13.0,20160314  12:55:51,20160314  12:55:51,20160314  12:55:51,0.75125,,AUDUSD,short,20160314  12:49:11,20160314  12:49:11,closed,20160314  12:49:11,0.75095,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9957.338854,4.0,-70728.447,
79,15.6,20160314  13:00:10,20160314  13:00:10,20160314  13:00:10,113.635,,USDJPY,short,20160314  12:49:08,20160314  12:49:08,closed,20160314  12:49:08,113.595,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9972.718854,4.0,-131729.047,
82,-34.4406,20160314  13:04:04,20160314  13:04:04,20160314  13:04:04,1.1103,,EURUSD,long,20160314  13:00:00,20160314  13:00:03,closed,20160314  13:00:00,1.11,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9938.498254,8.6606,-58259.047,
81,5.5915,20160314  13:04:11,20160314  13:04:11,20160314  13:04:11,0.98605,,USDCHF,short,20160314  12:52:33,20160314  12:52:33,closed,20160314  12:52:33,0.9859,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9943.869154,4.0,-119385.0565,
84,40.5579,20160314  13:09:26,20160314  13:09:26,20160314  13:09:26,1.11075,,EURUSD,short,20160314  13:04:07,20160314  13:04:07,closed,20160314  13:04:07,1.1103,1.0,,100000.0,100000.0,,EURUSD,IB_Live,9986.647654,6.6627,-8310.0565,
85,35.99082,20160314  13:13:57,20160314  13:13:57,20160314  13:13:57,1.11025,,EURUSD,long,20160314  13:09:26,20160314  13:09:32,closed,20160314  13:09:26,1.11075,1.0,,79000.0,79000.0,,EURUSD,IB_Live,10018.638474,7.50918,-108225.1115,
86,25.8355,20160314  13:14:17,20160314  13:14:17,20160314  13:14:17,0.98605,,USDCHF,short,20160314  13:09:39,20160314  13:09:39,closed,20160314  13:09:39,0.9855,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10041.787169,4.0,-264271.371,
87,8.999804,20160314  13:14:20,20160314  13:14:20,20160314  13:14:20,113.66,,USDJPY,short,20160314  13:09:42,20160314  13:09:42,closed,20160314  13:09:42,113.635,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10052.786973,4.000196,-214260.971,
83,-22.0,20160314  13:14:23,20160314  13:14:23,20160314  13:14:23,0.7508,,AUDUSD,short,20160314  13:00:14,20160314  13:00:14,closed,20160314  13:00:14,0.7512,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10032.786973,4.0,-176720.971,
89,37.1364,20160314  13:18:45,20160314  13:18:45,20160314  13:18:45,1.4314,,GBPUSD,long,20160314  13:14:14,20160314  13:14:14,closed,20160314  13:14:14,1.4322,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10007.704199,4.8636,-43785.3035,
90,-18.8165,20160314  13:18:54,20160314  13:18:54,20160314  13:18:54,1.3277,,USDCAD,long,20160314  13:14:27,20160314  13:14:27,closed,20160314  13:14:27,1.32725,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9988.887699,4.0,-44100.9805,
91,13.183,20160314  13:23:48,20160314  13:23:48,20160314  13:23:48,0.9869,,USDCHF,short,20160314  13:18:49,20160314  13:18:49,closed,20160314  13:18:49,0.9866,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10041.2251121,4.0,-243261.4715,
88,-115.37235294,20160314  13:28:16,20160314  13:28:16,20160314  13:28:16,1.10945676157,,EURUSD,short,20160314  13:13:57,20160314  13:23:42,closed,20160314  13:13:57,1.10982295374,1.0,,281000.0,281000.0,,EURUSD,IB_Live,9947.60432507,49.2295207424,-130000.5215,
92,-2.8635,20160314  13:28:19,20160314  13:28:19,20160314  13:28:19,1.43175,,GBPUSD,long,20160314  13:23:45,20160314  13:23:45,closed,20160314  13:23:45,1.43175,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,9944.74082507,4.8635,-79490.6715,
93,2.399056,20160314  13:28:24,20160314  13:28:24,20160314  13:28:24,113.695,,USDJPY,short,20160314  13:23:58,20160314  13:23:58,closed,20160314  13:23:58,113.685,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9949.13988107,4.000944,-29464.8715,
95,-7.7,20160314  13:31:42,20160314  13:31:42,20160314  13:31:42,1.10965,,EURUSD,long,20160314  13:28:16,20160314  13:28:16,closed,20160314  13:28:16,1.10935,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9941.43988107,4.0,-57965.906,
94,10.5,20160314  13:31:53,20160314  13:31:53,20160314  13:31:53,0.75045,,AUDUSD,short,20160314  13:24:01,20160314  13:24:01,closed,20160314  13:24:01,0.7502,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9949.92294807,4.0,-221290.056,
97,-58.282861,20160314  13:38:06,20160314  13:38:06,20160314  13:38:06,1.10937237569,,EURUSD,short,20160314  13:31:42,20160314  13:31:46,closed,20160314  13:31:42,1.10965,1.0,,181000.0,181000.0,,EURUSD,IB_Live,9895.65702007,20.285184,-20493.656,
96,-7.6055,20160314  13:38:21,20160314  13:38:21,20160314  13:38:21,1.327,,USDCAD,long,20160314  13:28:28,20160314  13:28:28,closed,20160314  13:28:28,1.32685,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9884.05152007,4.0,-79535.866,
98,-9.6,20160314  13:41:34,20160314  13:41:34,20160314  13:41:34,1.1098,,EURUSD,long,20160314  13:38:06,20160314  13:38:06,closed,20160314  13:38:06,1.1094,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9876.45152007,4.0,-58449.666,
101,-66.38358489,20160314  13:44:17,20160314  13:44:17,20160314  13:44:17,1.10945,,EURUSD,short,20160314  13:41:34,20160314  13:41:38,closed,20160314  13:41:34,1.10977237569,1.0,,181000.0,181000.0,,EURUSD,IB_Live,9808.06793518,20.2869758757,-108442.3725,
103,4.65,20160314  13:47:40,20160314  13:47:40,20160314  13:47:40,1.1091,,EURUSD,long,20160314  13:44:17,20160314  13:44:17,closed,20160314  13:44:17,1.10945,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9812.71793518,4.0,-108449.0225,
102,33.427,20160314  13:47:48,20160314  13:47:48,20160314  13:47:48,0.98735,,USDCHF,short,20160314  13:41:42,20160314  13:41:42,closed,20160314  13:41:42,0.98665,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9846.14493518,4.0,-148316.339,
