permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date
40,Paper,Paper,2.0,USD,IDEALPRO,40.0,,,1.0,0.978328959436,60000.0,50000.0,2.02309335326,BOT,USD,CHF,20160316 20:36:00 EST,
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,1.31089076818,20000.0,-10000.0,20.1460054096,SLD,USD,CAD,20160316 21:32:46 EST,
42,Paper,Paper,2.0,USD,IDEALPRO,42.0,,,1.0,112.794,10000.0,-10000.0,-2.0,SLD,USD,JPY,20160316 21:45:35 EST,
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,1.12161295839,20000.0,10000.0,-0.118335600004,BOT,EUR,USD,20160316 21:49:18 EST,
44,Paper,Paper,2.0,USD,IDEALPRO,44.0,,,1.0,0.977985890653,60000.0,-10000.0,18.8352533457,SLD,USD,CHF,20160316 21:50:59 EST,
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,1.31033692273,20000.0,10000.0,-10.2788818364,BOT,USD,CAD,20160316 22:29:55 EST,
46,Paper,Paper,2.0,USD,IDEALPRO,46.0,,,1.0,0.758558998628,20000.0,-10000.0,-52.8400548667,SLD,AUD,USD,20160316 22:38:39 EST,
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,1.12207098613,20000.0,-10000.0,-11.1605548,SLD,EUR,USD,20160316 22:40:04 EST,
48,Paper,Paper,2.0,USD,IDEALPRO,48.0,,,1.0,0.977721963551,20000.0,10000.0,-7.34294025289,BOT,USD,CHF,20160316 22:40:26 EST,
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,112.787,10000.0,0.0,-2.616,BOT,USD,JPY,20160316 22:43:32 EST,
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,0.977747321184,20000.0,-10000.0,-2.5133399157,SLD,USD,CHF,20160316 23:28:26 EST,
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,112.681,50000.0,50000.0,-2.0,BOT,USD,JPY,20160316 23:32:10 EST,
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,1.12237032871,20000.0,10000.0,3.9868516,BOT,EUR,USD,20160316 23:45:42 EST,
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,1.30950813182,60000.0,-50000.0,35.1662996321,SLD,USD,CAD,20160316 23:48:54 EST,
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,112.499909091,60000.0,-10000.0,93.616,SLD,USD,JPY,20160317 00:34:04 EST,
55,Paper,Paper,2.0,USD,IDEALPRO,55.0,,,1.0,0.759292999543,20000.0,10000.0,12.6800182933,BOT,AUD,USD,20160317 00:42:11 EST,
56,Paper,Paper,2.0,USD,IDEALPRO,56.0,,,1.0,1.30988005992,60000.0,10000.0,14.6787436349,BOT,USD,CAD,20160317 00:50:32 EST,
57,Paper,Paper,2.0,USD,IDEALPRO,57.0,,,1.0,0.759597666514,20000.0,-10000.0,-8.09333942667,SLD,AUD,USD,20160317 01:37:06 EST,
58,Paper,Paper,2.0,USD,IDEALPRO,58.0,,,1.0,0.977648660592,10000.0,0.0,-2.99864251222,BOT,USD,CHF,20160317 01:45:06 EST,
59,Paper,Paper,2.0,USD,IDEALPRO,59.0,,,1.0,112.325454545,10000.0,0.0,-17.352000004,BOT,USD,JPY,20160317 01:45:50 EST,
60,Paper,Paper,2.0,USD,IDEALPRO,60.0,,,1.0,126.111212121,20000.0,-10000.0,78.3306667093,SLD,EUR,JPY,20160317 01:54:36 EST,
61,Paper,Paper,2.0,USD,IDEALPRO,61.0,,,1.0,1.12217016435,10000.0,0.0,0.00164355000032,SLD,EUR,USD,20160317 01:58:22 EST,
62,Paper,Paper,2.0,USD,IDEALPRO,62.0,,,1.0,1.12271,10000.0,-10000.0,-2.0,SLD,EUR,USD,20160317 02:30:50 EST,
63,Paper,Paper,2.0,USD,IDEALPRO,63.0,,,1.0,0.97789,10000.0,10000.0,-2.0,BOT,USD,CHF,20160317 02:42:37 EST,
64,Paper,Paper,2.0,USD,IDEALPRO,64.0,,,1.0,0.759565888838,20000.0,10000.0,-2.63555352,BOT,AUD,USD,20160317 02:51:36 EST,
65,Paper,Paper,2.0,USD,IDEALPRO,65.0,,,1.0,125.905106061,10000.0,0.0,-20.137333324,BOT,EUR,JPY,20160317 03:33:47 EST,
66,Paper,Paper,2.0,USD,IDEALPRO,66.0,,,1.0,0.762255296279,20000.0,-10000.0,-55.7881488267,SLD,AUD,USD,20160317 03:37:22 EST,
67,Paper,Paper,2.0,USD,IDEALPRO,67.0,,,1.0,1.30525335331,20000.0,-10000.0,67.1600104561,SLD,USD,CAD,20160317 03:46:32 EST,
68,Paper,Paper,2.0,USD,IDEALPRO,68.0,,,1.0,0.97659,20000.0,-10000.0,24.3172,SLD,USD,CHF,20160317 03:49:08 EST,
69,Paper,Paper,2.0,USD,IDEALPRO,69.0,,,1.0,111.811,10000.0,10000.0,-2.0,BOT,USD,JPY,20160317 03:54:47 EST,
70,Paper,Paper,2.0,USD,IDEALPRO,70.0,,,1.0,111.673,20000.0,-10000.0,22.288,SLD,USD,JPY,20160317 04:34:16 EST,
71,Paper,Paper,2.0,USD,IDEALPRO,71.0,,,1.0,1.42762074074,10000.0,0.0,24.6925926,BOT,GBP,USD,20160317 04:42:49 EST,
72,Paper,Paper,2.0,USD,IDEALPRO,72.0,,,1.0,1.12649666667,20000.0,10000.0,73.7333333333,BOT,EUR,USD,20160317 04:57:34 EST,
73,Paper,Paper,2.0,USD,IDEALPRO,73.0,,,1.0,111.706428571,60000.0,50000.0,15.6502857143,BOT,USD,JPY,20160317 05:28:37 EST,
74,Paper,Paper,2.0,USD,IDEALPRO,74.0,,,1.0,1.42913,10000.0,10000.0,-2.0,BOT,GBP,USD,20160317 05:44:02 EST,
75,Paper,Paper,2.0,USD,IDEALPRO,75.0,,,1.0,1.12782555556,20000.0,-10000.0,-28.5777777333,SLD,EUR,USD,20160317 05:47:42 EST,
76,Paper,Paper,2.0,USD,IDEALPRO,76.0,,,1.0,1.30261167665,10000.0,0.0,-21.7438913195,BOT,USD,CAD,20160317 05:48:47 EST,
77,Paper,Paper,2.0,USD,IDEALPRO,77.0,,,1.0,0.97239,10000.0,0.0,-44.5124,BOT,USD,CHF,20160317 06:31:24 EST,
78,Paper,Paper,2.0,USD,IDEALPRO,78.0,,,1.0,111.426214286,50000.0,0.0,121.29428562,SLD,USD,JPY,20160317 06:35:54 EST,
79,Paper,Paper,2.0,USD,IDEALPRO,79.0,,,1.0,126.163,50000.0,-50000.0,-2.0,SLD,EUR,JPY,20160317 06:43:31 EST,
80,Paper,Paper,2.0,USD,IDEALPRO,80.0,,,1.0,1.13098185185,20000.0,10000.0,61.1259258667,BOT,EUR,USD,20160317 06:57:32 EST,
81,Paper,Paper,2.0,USD,IDEALPRO,81.0,,,1.0,1.13094061728,20000.0,-10000.0,-1.17530866666,SLD,EUR,USD,20160317 07:27:49 EST,
82,Paper,Paper,2.0,USD,IDEALPRO,82.0,,,1.0,0.97026,10000.0,10000.0,-2.0,BOT,USD,CHF,20160317 07:34:05 EST,
83,Paper,Paper,2.0,USD,IDEALPRO,83.0,,,1.0,1.30036,10000.0,10000.0,-2.0,BOT,USD,CAD,20160317 07:43:54 EST,
84,Paper,Paper,2.0,USD,IDEALPRO,84.0,,,1.0,1.43297,20000.0,-10000.0,-78.8,SLD,GBP,USD,20160317 07:48:39 EST,
85,Paper,Paper,2.0,USD,IDEALPRO,85.0,,,1.0,125.805727273,60000.0,10000.0,-190.64,BOT,EUR,JPY,20160317 07:50:59 EST,
86,Paper,Paper,2.0,USD,IDEALPRO,86.0,,,1.0,1.303048,40000.0,50000.0,-2.0,BOT,USD,CAD,20160317 08:28:34 EST,
87,Paper,Paper,2.0,USD,IDEALPRO,87.0,,,1.0,111.69,10000.0,10000.0,-2.0,BOT,USD,JPY,20160317 08:28:56 EST,
88,Paper,Paper,2.0,USD,IDEALPRO,88.0,,,1.0,0.76068509876,20000.0,10000.0,-33.4039503867,BOT,AUD,USD,20160317 08:36:42 EST,
89,Paper,Paper,2.0,USD,IDEALPRO,89.0,,,1.0,126.051363636,10000.0,0.0,-23.615999988,SLD,EUR,JPY,20160317 08:43:06 EST,
90,Paper,Paper,2.0,USD,IDEALPRO,90.0,,,1.0,0.969346666667,20000.0,-10000.0,16.48952,SLD,USD,CHF,20160317 08:56:51 EST,
91,Paper,Paper,2.0,USD,IDEALPRO,91.0,,,1.0,0.761808366253,20000.0,-10000.0,-24.4653498667,SLD,AUD,USD,20160317 09:31:58 EST,
92,Paper,Paper,2.0,USD,IDEALPRO,92.0,,,1.0,126.314,40000.0,-40000.0,-2.0,SLD,EUR,JPY,20160317 09:35:09 EST,
93,Paper,Paper,2.0,USD,IDEALPRO,93.0,,,1.0,1.30281454545,60000.0,-10000.0,8.46903563636,SLD,USD,CAD,20160317 09:38:48 EST,
94,Paper,Paper,2.0,USD,IDEALPRO,94.0,,,1.0,1.13107353909,20000.0,10000.0,0.658436266669,BOT,EUR,USD,20160317 09:47:22 EST,
95,Paper,Paper,2.0,USD,IDEALPRO,95.0,,,1.0,1.44195,20000.0,10000.0,177.6,BOT,GBP,USD,20160317 09:55:10 EST,
96,Paper,Paper,2.0,USD,IDEALPRO,96.0,,,1.0,1.30287727272,10000.0,0.0,-1.53117634665,BOT,USD,CAD,20160317 10:32:57 EST,
97,Paper,Paper,2.0,USD,IDEALPRO,97.0,,,1.0,126.2265,40000.0,0.0,-32.8,BOT,EUR,JPY,20160317 10:35:16 EST,
98,Paper,Paper,2.0,USD,IDEALPRO,98.0,,,1.0,0.762636122084,20000.0,10000.0,14.5551166267,BOT,AUD,USD,20160317 10:46:44 EST,
99,Paper,Paper,2.0,USD,IDEALPRO,99.0,,,1.0,0.968028888889,20000.0,10000.0,-28.6770933378,BOT,USD,CHF,20160317 11:28:49 EST,
100,Paper,Paper,2.0,USD,IDEALPRO,100.0,,,1.0,1.29957,50000.0,-50000.0,-2.0,SLD,USD,CAD,20160317 11:31:19 EST,
101,Paper,Paper,2.0,USD,IDEALPRO,101.0,,,1.0,125.985,10000.0,-10000.0,-2.0,SLD,EUR,JPY,20160317 11:43:55 EST,
102,Paper,Paper,2.0,USD,IDEALPRO,102.0,,,1.0,1.44552333333,20000.0,-10000.0,-73.4666666667,SLD,GBP,USD,20160317 11:50:50 EST,
103,Paper,Paper,2.0,USD,IDEALPRO,103.0,,,1.0,111.486,20000.0,-10000.0,33.904,SLD,USD,JPY,20160317 11:56:45 EST,
104,Paper,Paper,2.0,USD,IDEALPRO,104.0,,,1.0,0.96714962963,20000.0,-10000.0,15.7997244459,SLD,USD,CHF,20160317 12:32:59 EST,
105,Paper,Paper,2.0,USD,IDEALPRO,105.0,,,1.0,1.44796777778,20000.0,10000.0,46.8888889333,BOT,GBP,USD,20160317 12:36:21 EST,
106,Paper,Paper,2.0,USD,IDEALPRO,106.0,,,1.0,1.29909,40000.0,-10000.0,-16.35008,BOT,USD,CAD,20160317 12:37:39 EST,
107,Paper,Paper,2.0,USD,IDEALPRO,107.0,,,1.0,1.13225784636,20000.0,-10000.0,-25.6861454667,SLD,EUR,USD,20160317 12:45:45 EST,
108,Paper,Paper,2.0,USD,IDEALPRO,108.0,,,1.0,0.763525374028,20000.0,-10000.0,-19.78503888,SLD,AUD,USD,20160317 12:46:39 EST,
109,Paper,Paper,2.0,USD,IDEALPRO,109.0,,,1.0,125.869666667,20000.0,10000.0,-22.2986666667,BOT,EUR,JPY,20160317 12:59:43 EST,
110,Paper,Paper,2.0,USD,IDEALPRO,110.0,,,1.0,0.764541791343,20000.0,10000.0,18.3283462933,BOT,AUD,USD,20160317 13:37:52 EST,
111,Paper,Paper,2.0,USD,IDEALPRO,111.0,,,1.0,125.958333334,10000.0,0.0,-9.802666652,SLD,EUR,JPY,20160317 13:54:16 EST,
112,Paper,Paper,2.0,USD,IDEALPRO,112.0,,,1.0,1.13204594879,20000.0,10000.0,-6.23795146667,BOT,EUR,USD,20160317 13:57:01 EST,
113,Paper,Paper,2.0,USD,IDEALPRO,113.0,,,1.0,111.475333333,20000.0,10000.0,-3.87733333333,BOT,USD,JPY,20160317 14:37:14 EST,
114,Paper,Paper,2.0,USD,IDEALPRO,114.0,,,1.0,0.764713930448,20000.0,-10000.0,-5.44278209333,SLD,AUD,USD,20160317 14:43:51 EST,
115,Paper,Paper,2.0,USD,IDEALPRO,115.0,,,1.0,1.29989666667,20000.0,10000.0,10.0580533333,BOT,USD,CAD,20160317 14:58:55 EST,
<<<<<<< HEAD:data/paper/trades/ib_strat103v2_trades.csv
=======
116,Paper,Paper,2.0,USD,IDEALPRO,116.0,,,1.0,1.44830259259,20000.0,-10000.0,-8.69629626667,SLD,GBP,USD,20160317 15:40:49 EST,
117,Paper,Paper,2.0,USD,IDEALPRO,117.0,,,1.0,0.967563209877,20000.0,10000.0,6.37251851352,BOT,USD,CHF,20160317 15:41:11 EST,
118,Paper,Paper,2.0,USD,IDEALPRO,118.0,,,1.0,1.29945333334,10000.0,0.0,1.31347334579,SLD,USD,CAD,20160317 15:52:33 EST,
119,Paper,Paper,2.0,USD,IDEALPRO,119.0,,,1.0,1.13153513554,60000.0,-50000.0,28.6487949143,SLD,EUR,USD,20160317 15:54:13 EST,
120,Paper,Paper,2.0,USD,IDEALPRO,120.0,,,1.0,111.448444444,20000.0,-10000.0,2.73244440533,SLD,USD,JPY,20160317 16:33:19 EST,
121,Paper,Paper,2.0,USD,IDEALPRO,121.0,,,1.0,126.095,50000.0,-50000.0,-2.0,SLD,EUR,JPY,20160317 16:43:06 EST,
122,Paper,Paper,2.0,USD,IDEALPRO,122.0,,,1.0,0.967727736626,20000.0,-10000.0,-5.33067950001,SLD,USD,CHF,20160317 16:45:52 EST,
123,Paper,Paper,2.0,USD,IDEALPRO,123.0,,,1.0,1.29755,10000.0,-10000.0,-2.0,SLD,USD,CAD,20160317 16:59:37 EST,
124,Paper,Paper,2.0,USD,IDEALPRO,124.0,,,1.0,1.13168840863,40000.0,-10000.0,4.13092373333,BOT,EUR,USD,20160317 16:59:51 EST,
125,Paper,Paper,2.0,USD,IDEALPRO,125.0,,,1.0,0.967813868313,10000.0,0.0,-1.12817506418,BOT,USD,CHF,20160317 17:36:40 EST,
126,Paper,Paper,2.0,USD,IDEALPRO,126.0,,,1.0,1.13144920431,10000.0,0.0,-4.39204315,BOT,EUR,USD,20160317 17:48:46 EST,
127,Paper,Paper,2.0,USD,IDEALPRO,127.0,,,1.0,0.764211310149,20000.0,10000.0,-12.0524059733,BOT,AUD,USD,20160317 17:48:46 EST,
128,Paper,Paper,2.0,USD,IDEALPRO,128.0,,,1.0,126.072,50000.0,0.0,-12.12,BOT,EUR,JPY,20160317 17:53:03 EST,
129,Paper,Paper,2.0,USD,IDEALPRO,129.0,,,1.0,126.02,50000.0,-50000.0,-2.0,SLD,EUR,JPY,20160317 19:22:56 EST,
130,Paper,Paper,2.0,USD,IDEALPRO,130.0,,,1.0,1.13193,10000.0,-10000.0,-2.0,SLD,EUR,USD,20160317 19:26:00 EST,
131,Paper,Paper,2.0,USD,IDEALPRO,131.0,,,1.0,0.96693,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160317 19:31:18 EST,
132,Paper,Paper,2.0,USD,IDEALPRO,132.0,,,1.0,0.966894444444,40000.0,-10000.0,-3.43957333333,BOT,USD,CHF,20160317 20:39:12 EST,
133,Paper,Paper,2.0,USD,IDEALPRO,133.0,,,1.0,125.8265,50000.0,0.0,-87.14,BOT,EUR,JPY,20160317 20:42:04 EST,
134,Paper,Paper,2.0,USD,IDEALPRO,134.0,,,1.0,0.764730436716,20000.0,-10000.0,-12.3825313467,SLD,AUD,USD,20160317 20:59:04 EST,
>>>>>>> 45a5abfefbb190afc2de4e02a4dd90342770ebd0:data/paper/ib_strat103v2_trades.csv
