trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission,index
35,34.2684936,20160317 19:45:47 EST,20160317 19:45:47 EST,20160317 19:45:47 EST,125.991,,EURJPY,short,20160317 19:42:51 EST,20160317 19:42:51 EST,closed,20160317 19:42:51 EST,125.96,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6515064,
36,-14.5724832,20160317 19:49:48 EST,20160317 19:49:48 EST,20160317 19:49:48 EST,125.997,,EURJPY,long,20160317 19:45:47 EST,20160317 19:45:47 EST,closed,20160317 19:45:47 EST,125.991,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6524832,
37,30.3066192,20160317 19:50:47 EST,20160317 19:50:47 EST,20160317 19:50:47 EST,126.025,,EURJPY,short,20160317 19:49:48 EST,20160317 19:49:48 EST,closed,20160317 19:49:48 EST,125.997,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6533808,
38,35.5867248,20160317 19:52:56 EST,20160317 19:52:56 EST,20160317 19:52:56 EST,125.993,,EURJPY,long,20160317 19:50:47 EST,20160317 19:50:47 EST,closed,20160317 19:50:47 EST,126.025,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6532752,
39,19.7470416,20160317 19:53:53 EST,20160317 19:53:53 EST,20160317 19:53:53 EST,126.013,,EURJPY,short,20160317 19:52:56 EST,20160317 19:52:56 EST,closed,20160317 19:52:56 EST,125.993,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6529584,
40,1.26667199998,20160317 19:57:58 EST,20160317 19:57:58 EST,20160317 19:57:58 EST,126.007,,EURJPY,long,20160317 19:53:53 EST,20160317 19:53:53 EST,closed,20160317 19:53:53 EST,126.013,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.653328,
41,13.1464344,20160317 19:58:59 EST,20160317 19:58:59 EST,20160317 19:58:59 EST,126.022,,EURJPY,short,20160317 19:57:58 EST,20160317 19:57:58 EST,closed,20160317 19:57:58 EST,126.007,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6535656,
42,13.1464344,20160317 19:59:57 EST,20160317 19:59:57 EST,20160317 19:59:57 EST,126.007,,EURJPY,long,20160317 19:58:59 EST,20160317 19:58:59 EST,closed,20160317 19:58:59 EST,126.022,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6535656,
43,28.9861176,20160317 20:08:02 EST,20160317 20:08:02 EST,20160317 20:08:02 EST,126.034,,EURJPY,short,20160317 19:59:57 EST,20160317 19:59:57 EST,closed,20160317 19:59:57 EST,126.007,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6538824,
44,-0.054463200006,20160317 20:08:57 EST,20160317 20:08:57 EST,20160317 20:08:57 EST,126.029,,EURJPY,long,20160317 20:08:02 EST,20160317 20:08:02 EST,closed,20160317 20:08:02 EST,126.034,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6544632,
45,-6.6543312,20160317 20:18:45 EST,20160317 20:18:45 EST,20160317 20:18:45 EST,126.029,,EURJPY,short,20160317 20:08:57 EST,20160317 20:08:57 EST,closed,20160317 20:08:57 EST,126.029,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6543312,
46,58.0269624,20160317 20:22:52 EST,20160317 20:22:52 EST,20160317 20:22:52 EST,125.98,,EURJPY,long,20160317 20:18:45 EST,20160317 20:18:45 EST,closed,20160317 20:18:45 EST,126.029,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6530376,
47,-73.9703976,20160317 20:32:00 EST,20160317 20:32:00 EST,20160317 20:32:00 EST,125.929,,EURJPY,short,20160317 20:22:52 EST,20160317 20:22:52 EST,closed,20160317 20:22:52 EST,125.98,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6503976,
48,30.311688,20160317 20:34:31 EST,20160317 20:34:31 EST,20160317 20:34:31 EST,125.901,,EURJPY,long,20160317 20:32:00 EST,20160317 20:32:00 EST,closed,20160317 20:32:00 EST,125.929,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.648312,
49,-373.6002336,20160317 20:42:37 EST,20160317 20:42:37 EST,20160317 20:42:37 EST,125.623,,EURJPY,short,20160317 20:34:31 EST,20160317 20:34:31 EST,closed,20160317 20:34:31 EST,125.901,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6402336,
50,-3.99284160001,20160317 20:43:44 EST,20160317 20:43:44 EST,20160317 20:43:44 EST,125.621,,EURJPY,long,20160317 20:42:37 EST,20160317 20:42:37 EST,closed,20160317 20:42:37 EST,125.623,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6328416,
51,40.8862608,20160317 20:44:39 EST,20160317 20:44:39 EST,20160317 20:44:39 EST,125.657,,EURJPY,short,20160317 20:43:44 EST,20160317 20:43:44 EST,closed,20160317 20:43:44 EST,125.621,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6337392,
52,-54.15564,20160317 20:52:33 EST,20160317 20:52:33 EST,20160317 20:52:33 EST,125.693,,EURJPY,long,20160317 20:44:39 EST,20160317 20:44:39 EST,closed,20160317 20:44:39 EST,125.657,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.63564,
53,85.7615616,20160317 20:57:35 EST,20160317 20:57:35 EST,20160317 20:57:35 EST,125.763,,EURJPY,short,20160317 20:52:33 EST,20160317 20:52:33 EST,closed,20160317 20:52:33 EST,125.693,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,6.6384384,
54,-3.3201432,,,,0.0,,EURJPY,long,20160317 20:57:35 EST,20160317 20:57:35 EST,open,20160317 20:57:35 EST,125.763,10000.0,,0.0,15.0,,EURJPY,strat103EURJPYv1,3.3201432,
>>>>>>> 45a5abfefbb190afc2de4e02a4dd90342770ebd0:data/paper/c2_strat103EURJPYv1_trades.csv
