trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission,index
63,-73.344,20160317 08:43:06 EST,,,126.293,,EURJPY,long,20160317 07:50:58 EST,20160317 07:50:58 EST,closed,20160317 07:50:58 EST,125.505,10000.0,,1.0,1.0,,EURJPY,stratFX,4.0,
60,9.86714,20160317 08:56:51 EST,,,0.96889,,USDCHF,long,20160317 07:34:05 EST,20160317 07:34:05 EST,closed,20160317 07:34:05 EST,0.97026,10000.0,,1.0,1.0,,USDCHF,stratFX,4.0,
65,-29.1,20160317 09:31:58 EST,,,0.76241,,AUDUSD,long,20160317 08:36:42 EST,20160317 08:36:42 EST,closed,20160317 08:36:42 EST,0.7599,10000.0,,1.0,1.0,,AUDUSD,stratFX,4.0,
61,9.99436,20160317 09:38:47 EST,,,1.30262,,USDCAD,long,20160317 07:43:54 EST,20160317 08:28:34 EST,closed,20160317 07:43:54 EST,1.303048,10000.0,,5.0,5.0,,USDCAD,stratFX,6.0,
59,-1.9,20160317 09:47:22 EST,,,1.13113,,EURUSD,short,20160317 07:27:49 EST,20160317 07:27:49 EST,closed,20160317 07:27:49 EST,1.13092,10000.0,,1.0,1.0,,EURUSD,stratFX,4.0,
62,111.5,20160317 09:55:10 EST,,,1.44644,,GBPUSD,short,20160317 07:48:38 EST,20160317 07:48:38 EST,closed,20160317 07:48:38 EST,1.43489,10000.0,,1.0,1.0,,GBPUSD,stratFX,4.0,
69,-1.98202,20160317 10:32:57 EST,,,1.30289,,USDCAD,short,20160317 09:38:47 EST,20160317 09:38:47 EST,closed,20160317 09:38:47 EST,1.30262,10000.0,,1.0,1.0,,USDCAD,stratFX,4.0,
68,-66.656,20160317 10:35:15 EST,,,126.136,,EURJPY,short,20160317 09:35:09 EST,20160317 09:35:09 EST,closed,20160317 09:35:09 EST,126.314,10000.0,,4.0,4.0,,EURJPY,stratFX,4.0,
67,2.3,20160317 10:46:44 EST,,,0.76304,,AUDUSD,short,20160317 09:31:58 EST,20160317 09:31:58 EST,closed,20160317 09:31:58 EST,0.76241,10000.0,,1.0,1.0,,AUDUSD,stratFX,4.0,
66,-19.08178,20160317 11:28:49 EST,,,0.9674,,USDCHF,short,20160317 08:56:51 EST,20160317 08:56:51 EST,closed,20160317 08:56:51 EST,0.96889,10000.0,,1.0,1.0,,USDCHF,stratFX,4.0,
71,-13.3,20160317 11:50:50 EST,,,1.44737,,GBPUSD,long,20160317 09:55:10 EST,20160317 09:55:10 EST,closed,20160317 09:55:10 EST,1.44644,10000.0,,1.0,1.0,,GBPUSD,stratFX,4.0,
64,23.016,20160317 11:56:44 EST,,,111.383,,USDJPY,long,20160317 08:28:56 EST,20160317 08:28:56 EST,closed,20160317 08:28:56 EST,111.69,10000.0,,1.0,1.0,,USDJPY,stratFX,4.0,
73,2.98418,20160317 12:32:59 EST,,,0.96671,,USDCHF,long,20160317 11:28:49 EST,20160317 11:28:49 EST,closed,20160317 11:28:49 EST,0.9674,10000.0,,1.0,1.0,,USDCHF,stratFX,4.0,
78,-2.0,,,,0.0,,USDCHF,short,20160317 12:32:59 EST,20160317 12:32:59 EST,open,20160317 12:32:59 EST,0.96671,10000.0,,0.0,1.0,,USDCHF,stratFX,2.0,
76,14.3,20160317 12:36:21 EST,,,1.4492,,GBPUSD,short,20160317 11:50:50 EST,20160317 11:50:50 EST,closed,20160317 11:50:50 EST,1.44737,10000.0,,1.0,1.0,,GBPUSD,stratFX,4.0,
79,-2.0,,,,0.0,,GBPUSD,long,20160317 12:36:21 EST,20160317 12:36:21 EST,open,20160317 12:36:21 EST,1.4492,10000.0,,0.0,1.0,,GBPUSD,stratFX,2.0,
70,-21.2,20160317 12:45:44 EST,,,1.13285,,EURUSD,long,20160317 09:47:22 EST,20160317 09:47:22 EST,closed,20160317 09:47:22 EST,1.13113,10000.0,,1.0,1.0,,EURUSD,stratFX,4.0,
72,-13.1,20160317 12:46:39 EST,,,0.76395,,AUDUSD,long,20160317 10:46:44 EST,20160317 10:46:44 EST,closed,20160317 10:46:44 EST,0.76304,10000.0,,1.0,1.0,,AUDUSD,stratFX,4.0,
75,-19.224,20160317 12:59:43 EST,,,125.812,,EURJPY,short,20160317 11:43:55 EST,20160317 11:43:55 EST,closed,20160317 11:43:55 EST,125.985,10000.0,,1.0,1.0,,EURJPY,stratFX,4.0,
81,7.0,20160317 13:37:51 EST,,,0.76505,,AUDUSD,short,20160317 12:46:39 EST,20160317 12:46:39 EST,closed,20160317 12:46:39 EST,0.76395,10000.0,,1.0,1.0,,AUDUSD,stratFX,4.0,
82,-24.68,20160317 13:54:15 EST,,,126.047,,EURJPY,long,20160317 12:59:43 EST,20160317 12:59:43 EST,closed,20160317 12:59:43 EST,125.812,10000.0,,1.0,1.0,,EURJPY,stratFX,4.0,
80,-13.1,20160317 13:57:00 EST,,,1.13194,,EURUSD,short,20160317 12:45:44 EST,20160317 12:45:44 EST,closed,20160317 12:45:44 EST,1.13285,10000.0,,1.0,1.0,,EURUSD,stratFX,4.0,
84,-2.0,,,,0.0,,EURUSD,long,20160317 13:57:00 EST,20160317 13:57:00 EST,open,20160317 13:57:00 EST,1.13194,10000.0,,0.0,1.0,,EURUSD,stratFX,2.0,
77,3.656,20160317 14:37:14 EST,,,111.47,,USDJPY,short,20160317 11:56:44 EST,20160317 11:56:44 EST,closed,20160317 11:56:44 EST,111.383,10000.0,,1.0,1.0,,USDJPY,stratFX,4.0,
85,-2.0,,,,0.0,,USDJPY,long,20160317 14:37:14 EST,20160317 14:37:14 EST,open,20160317 14:37:14 EST,111.47,10000.0,,0.0,1.0,,USDJPY,stratFX,2.0,
83,-1.5,20160317 14:43:51 EST,,,0.7648,,AUDUSD,long,20160317 13:37:51 EST,20160317 13:37:51 EST,closed,20160317 13:37:51 EST,0.76505,10000.0,,1.0,1.0,,AUDUSD,stratFX,4.0,
86,-2.0,,,,0.0,,AUDUSD,short,20160317 14:43:51 EST,20160317 14:43:51 EST,open,20160317 14:43:51 EST,0.7648,10000.0,,0.0,1.0,,AUDUSD,stratFX,2.0,
74,-44.012764,20160317 14:58:55 EST,,,1.298844,,USDCAD,short,20160317 11:31:19 EST,20160317 11:31:19 EST,closed,20160317 11:31:19 EST,1.29957,10000.0,,5.0,5.0,,USDCAD,stratFX,6.0,
87,-2.0,,,,0.0,,USDCAD,long,20160317 14:58:55 EST,20160317 14:58:55 EST,open,20160317 14:58:55 EST,1.3003,10000.0,,0.0,1.0,,USDCAD,stratFX,2.0,
