,dates, OPEN, HIGH, LOW, CLOSE, VOL, OI,F_ES,F_CL,F_DX,F_ED,F_GC,F_US,S_HSI,S_SEC,S_XLB,S_XLE,S_XLF,S_XLI,S_XLK,S_XLP,S_XLU,S_XLV,S_XLY,"Long1 ZZ 0.005,-0.005","Short-1 ZZ 0.005,-0.005",TOX25>0.01195,TOX20>0.013919,Pri_RSI,Pri_RSI_Y1,Pri_RSI_Y2,Pri_RSI_Y3,Pri_RSI_Y4,Pri_ATR,Pri_ATR_Y1,Pri_ATR_Y2,Pri_ATR_Y3,Rel_ATR,priceChange,priceChangeY1,priceChangeY2,priceChangeY3,Pri_DPO,GARCH,GARCH_Y1,GARCH_Y2,GARCH_Y3,autoCor,autoCor_Y1,autoCor_Y2,autoCor_Y3,K_Eff,K_Eff_Y1,K_Eff_Y2,K_Eff_Y3,volSpike,volSpike_Y1,volSpike_Y2,volSpike_Y3,F_CL_WOWzScore,F_DX_WOWzScore,F_ED_WOWzScore,F_GC_WOWzScore,F_US_WOWzScore,S_HSI_WOWzScore,S_SEC_WOWzScore,S_XLB_WOWzScore,S_XLE_WOWzScore,S_XLF_WOWzScore,S_XLI_WOWzScore,S_XLK_WOWzScore,S_XLP_WOWzScore,S_XLU_WOWzScore,S_XLV_WOWzScore,S_XLY_WOWzScore,runsScore10,percentUpDays10,mean60_ga,std60_ga,kurt60_ga,skew60_ga,gainAhead
73,1999-07-26,68137.5,68375.0,67637.5,67737.5,41383.0,16703.0,-0.00587048248028,20520.0,100340.0,236362.5,25570.0,115593.8,12866.519531,1602.031006,25.67,27.75,25.41,29.44,39.77,25.31,31.06,28.84,28.47,1.0,1.0,-1,-1,6.72355256087e-05,0.000369672417419,0.000844524202556,0.00959790528376,0.0125229456648,0.274146397402,1.62879327175,2.03896355822,1.75209289253,-2.75339778155,-0.00587048248028,-0.00365563882288,-0.0128112594731,-0.00144144144144,-0.00629842491136,-0.396362446657,-0.519562484514,0.256462014773,-0.511783482804,0.90244163862,0.735479605744,0.621490500206,0.722783338927,0.117407117287,-0.328136905753,-0.678153699453,-1.71414794659,-0.701207507773,-1.20661653355,1.15963299677,0.269618533931,-0.00629539951574,-0.0229795520935,-0.000687030969242,0.00708940527767,-0.0138629639614,-0.0431772695774,0.0831295699771,-0.0119322555812,-0.0437629221227,-0.0297823596793,-0.0180120080053,-0.0817363195567,-0.0136399064692,0.00387847446671,-0.0296096904441,-0.0500500500501,-1.39113905025,0.3,-8.00943059993e-06,0.00946845884269,0.474899640916,-0.401024058623,0.00664329212032
78,1999-08-02,66625.0,67700.0,66275.0,66812.5,45081.0,20601.0,0.00337901257744,20450.0,99700.0,236225.0,25660.0,115000.0,13435.429688,1616.276001,25.78,27.95,24.38,28.8,39.94,24.64,31.2,28.28,27.36,-1.0,-1.0,-1,-1,0.51258642356,0.0106190413456,0.0602968869791,0.936826864619,0.821502175835,1.64307471565,1.52287515177,0.562038013726,-0.155749595805,1.62657540468,0.00337901257744,-0.0133358029265,-0.0131602997624,0.00293308890926,-0.00316085837294,-0.63416885811,0.232806977187,0.426062698596,-0.545474339598,0.720576692123,0.740612896652,-0.57734217029,-0.116710677412,0.983670028236,1.49840020564,0.383391093671,-0.715131069355,-0.353915210791,-0.560776189103,0.825210754052,0.209249590753,-0.00341130604288,-0.00637831373331,-0.000581733566027,0.00351974970669,-0.00513695371205,0.0442163209428,0.0088918347689,0.00428515777172,0.00720720720721,-0.0405352223534,-0.0217391304348,0.00427457882826,-0.0264717502963,0.00450740502254,-0.0194174757282,-0.0389884088514,-0.791467279517,0.2,-2.91538452098e-05,0.00960736000394,0.372631025427,-0.439950404416,-0.00561272217025
79,1999-08-03,66800.0,67162.5,66012.5,66437.5,56773.0,21845.0,-0.00561272217025,20300.0,99790.0,236225.0,25770.0,114750.0,13473.839844,1626.840942,25.77,28.31,24.06,28.81,39.78,24.83,31.0,28.16,27.02,-1.0,-1.0,1,1,0.0980471507184,0.51258642356,0.0106190413456,0.0602968869791,0.936826864619,1.67382872139,1.64307471565,1.52287515177,0.562038013726,0.604819896117,-0.00561272217025,0.00337901257744,-0.0133358029265,-0.0131602997624,-0.00439717022006,-0.405281920329,-0.63416885811,0.232806977187,0.426062698596,-0.349956619637,0.720576692123,0.740612896652,-0.57734217029,1.18038834923,0.983670028236,1.49840020564,0.383391093671,1.20387628692,-0.353915210791,-0.560776189103,0.825210754052,-0.00392541707556,-0.0078544442235,-0.000634584875727,0.00861056751468,-0.00970873786408,0.0304969223736,0.0227117831468,-0.00998847483673,0.0201801801802,-0.0656310679612,-0.0341937646664,-0.0238036809816,-0.0220559275305,-0.008,-0.0415248468346,-0.0559049615653,-0.572821961869,0.3,-0.00023445186884,0.00959261459752,0.35366958248,-0.385077339959,-0.014863593603
81,1999-08-05,65475.0,66112.5,64575.0,66062.5,60459.0,23490.0,0.00935828877005,20560.0,99260.0,236337.5,25760.0,115437.5,13254.339844,1653.536987,26.58,29.2,23.84,28.75,39.61,24.44,30.81,27.67,26.23,-1.0,-1.0,-1,-1,0.741440085228,0.00841739645629,0.0980471507184,0.51258642356,0.0106190413456,1.22487494945,1.36392942303,1.67382872139,1.64307471565,0.729948963292,0.00935828877005,-0.014863593603,-0.00561272217025,0.00337901257744,-0.000211600423139,-0.202046792614,1.49876500887,-0.405281920329,-0.63416885811,0.131304629361,0.61515109568,-0.349956619637,0.720576692123,0.156237603562,1.76989867969,1.18038834923,0.983670028236,1.04248049689,0.486710719577,1.20387628692,-0.353915210791,-0.0195517405818,-0.00341365461847,0.0,-0.00348162475822,0.00108401084011,0.0104056766681,0.0361416430903,0.0346438302842,0.0436025732666,-0.048683160415,-0.0106675843083,-0.0205242334322,-0.0137207425343,0.00456472122595,-0.0345429169574,-0.0662157351371,0.245495126515,0.3,-0.00041298456944,0.0097867075851,0.152667062031,-0.359427471854,-0.0107852412488
82,1999-08-06,66075.0,66375.0,64912.5,65350.0,51100.0,23398.0,-0.0107852412488,20880.0,99380.0,236150.0,25830.0,114218.8,13167.05957,1646.593018,26.19,29.16,23.22,28.48,39.62,24.03,30.69,27.38,26.03,-1.0,-1.0,-1,-1,0.139902498546,0.741440085228,0.00841739645629,0.0980471507184,0.51258642356,1.12320706669,1.22487494945,1.36392942303,1.67382872139,0.311539197568,-0.0107852412488,0.00935828877005,-0.014863593603,-0.00561272217025,-0.00552766688644,0.194478211768,-0.202046792614,1.49876500887,-0.405281920329,-0.86999289955,0.131304629361,0.61515109568,-0.349956619637,0.763317183916,0.156237603562,1.76989867969,1.18038834923,-0.593554519548,1.04248049689,0.486710719577,1.20387628692,0.017048222114,-0.00160739401246,-0.000529044545551,0.00271739130435,-0.00652350898679,-0.00150155393107,0.028183072093,0.0190661478599,0.0202939118265,-0.0522448979592,-0.008356545961,-0.00999500249875,-0.0247564935065,-0.00130165961601,-0.0382859149982,-0.0555152394775,0.49170755108,0.4,-0.000724648523378,0.0098147296098,0.0826822708384,-0.289179476166,-0.00306044376435
83,1999-08-09,65262.5,65725.0,65037.5,65150.0,41725.0,24427.0,-0.00306044376435,21270.0,99820.0,236025.0,25900.0,113687.5,12945.469727,1628.83606,25.94,29.86,23.28,28.39,39.17,23.97,30.81,27.41,25.69,-1.0,-1.0,-1,-1,0.0654153372877,0.139902498546,0.741440085228,0.00841739645629,0.0980471507184,0.423430205449,1.12320706669,1.22487494945,1.36392942303,0.00518425954402,-0.00306044376435,-0.0107852412488,0.00935828877005,-0.014863593603,-0.00430404215773,-0.91985709846,0.194478211768,-0.202046792614,1.49876500887,-0.182553918977,-0.86999289955,0.131304629361,0.61515109568,0.814844223764,0.763317183916,0.156237603562,1.76989867969,-1.8306237461,-0.593554519548,1.04248049689,0.486710719577,0.040097799511,0.0012036108325,-0.0008466504392,0.00935307872175,-0.0114130434783,-0.0364677552098,0.00777098650987,0.00620636152056,0.0683363148479,-0.045118949959,-0.0142361111111,-0.0192789183776,-0.0271915584416,-0.0125,-0.0307637906648,-0.0610380116959,0.49170755108,0.4,-0.000848701938443,0.00979610184704,0.0912342387091,-0.254252094507,-0.00959324635457
84,1999-08-10,65150.0,65275.0,63550.0,64525.0,67980.0,25479.0,-0.00959324635457,21300.0,99700.0,236050.0,25950.0,113625.0,12596.709961,1602.146973,25.84,29.69,22.88,28.12,38.52,23.89,30.25,26.86,25.69,1.0,1.0,-1,-1,0.00701949614322,0.0654153372877,0.139902498546,0.741440085228,0.00841739645629,0.653412619096,0.423430205449,1.12320706669,1.22487494945,0.157161424722,-0.00959324635457,-0.00306044376435,-0.0107852412488,0.00935828877005,-0.0069763314075,-0.0167102305112,-0.91985709846,0.194478211768,-0.202046792614,0.823831910161,-0.182553918977,-0.86999289955,0.131304629361,1.15256522453,0.814844223764,0.763317183916,0.156237603562,1.2732114534,-1.8306237461,-0.593554519548,1.04248049689,0.0492610837438,-0.000901893977352,-0.0007408191343,0.0069848661234,-0.00980392156863,-0.0650987315535,-0.0151790924131,0.00271633682577,0.0487460261392,-0.0490440565254,-0.0239500173551,-0.0316742081448,-0.0378574305276,-0.0241935483871,-0.0461647727273,-0.0492227979275,0.49170755108,0.4,-0.000575256044352,0.00929848354312,-0.143607394326,-0.0561806400705,0.010461061604
85,1999-08-11,64500.0,65375.0,64437.5,65200.0,50965.0,25773.0,0.010461061604,21610.0,100060.0,236062.5,26120.0,113968.8,12437.799805,1583.401001,26.5,29.88,23.31,28.62,39.75,23.64,30.09,27.12,26.25,1.0,1.0,-1,-1,0.82940075287,0.00701949614322,0.0654153372877,0.139902498546,0.741440085228,-0.745423438372,0.653412619096,0.423430205449,1.12320706669,0.0579250403416,0.010461061604,-0.00959324635457,-0.00306044376435,-0.0107852412488,0.00170297012748,-0.175889578596,-0.0167102305112,-0.91985709846,0.194478211768,-0.348162106901,0.823831910161,-0.182553918977,-0.86999289955,-1.06079767383,1.15256522453,0.814844223764,0.763317183916,-0.900192549156,1.2732114534,-1.8306237461,-0.593554519548,0.057240704501,0.00999293428889,-0.000846516057351,0.0120108485083,-0.00788857453754,-0.0848515980254,-0.0398556382085,0.00416824554756,0.0411149825784,-0.0185263157895,0.00104931794334,0.0114503816794,-0.0303527481542,-0.0144120537177,-0.0227027027027,-0.00831129580657,0.245495126515,0.3,-0.000422683376152,0.00940438755676,-0.238028980076,-0.0764610551853,0.000575153374233
99,1999-08-31,66325.0,66850.0,65412.5,65987.5,68267.0,22473.0,-0.00471342383107,22110.0,99860.0,234987.5,25670.0,113968.8,13482.769531,1627.115967,24.55,28.89,23.42,28.95,41.42,25.06,29.27,27.19,26.5,1.0,1.0,-1,-1,0.00190350434727,0.0039079627716,0.0295389994644,0.159720317479,0.998897492983,1.21213872891,1.16695240644,0.862368066081,0.897718589608,1.00924550994,-0.00471342383107,-0.0190493804328,-0.0116980442332,-0.0110267534346,-0.00887799576968,-0.915193183314,1.63494676997,0.399654736717,-0.0274112023371,0.890515260515,0.992788684709,0.182809861167,-0.432299568509,0.351299995837,0.0740379425883,-0.912245164924,0.37429884396,2.35569428562,-0.920740859247,0.511358829649,0.535221953604,0.029809035864,-0.00597252637866,-0.00164630908125,0.00983477576711,-0.00950526887561,-0.0110827362079,-0.0129532475756,-0.0763732129421,-0.0308621268031,-0.0794025157233,-0.0288493794029,-0.00480538202787,-0.00752475247525,-0.0204149933066,-0.022294138799,-0.0460763138949,-1.00623058987,0.5,-0.000112755758602,0.0094997427174,-0.252014675207,0.119950448197,0.0107974995264
103,1999-09-07,68087.5,68275.0,67537.5,67625.0,40674.0,23554.0,-0.00733944954128,22610.0,99950.0,235025.0,25660.0,113625.0,13396.089844,1562.779053,24.81,29.38,23.59,29.81,43.02,25.19,29.31,28.12,26.52,1.0,1.0,-1,-1,0.447593944864,0.937651560915,0.166843774658,0.854233912629,0.00190350434727,0.503234456698,1.79505732759,1.28367400582,0.740903590676,-0.190982380846,-0.00733944954128,0.0320015148646,-0.0103073463268,0.0107974995264,0.00296292638964,-0.645410014604,2.37618506494,-0.319568070689,-0.361635116413,-0.0295324834846,-0.729357731816,-0.810786028837,-0.253295363062,-1.01278516283,-0.474710686503,-0.0781778068235,-0.886225072341,-1.10163067488,-1.76027530389,0.292212421759,0.0411368537699,0.0272603362108,-0.00941526263627,0.00015958295654,0.00588004704038,-0.00519879389382,-0.0213731883666,-0.0347489400101,-0.0139109697933,0.0308771929825,0.00597014925373,0.0318449290412,0.0477350219191,-0.00356012658228,-0.0064406779661,0.0307917888563,-0.0108168593808,-0.335410196625,0.5,0.000595408257172,0.0104567408609,0.370311124085,0.403806835469,0.00646950092421
108,1999-09-14,68112.5,68250.0,67275.0,67637.5,51211.0,9524.0,-0.0069737566526,23750.0,100340.0,235125.0,25740.0,112937.5,13804.030273,1672.891968,25.12,29.23,22.69,29.12,43.44,24.44,29.39,27.64,26.75,-1.0,-1.0,1,1,0.0340796889017,0.209261261676,0.971410255133,0.595265769828,0.83191998133,-1.38568864978,-1.73123007334,-2.13550099762,-1.08700506256,-0.148525800963,-0.0069737566526,-0.00529390288426,0.00680022054769,-0.000734618916437,-0.00373425846242,-0.277408732042,-0.485191760653,-0.544325676666,-0.727538098481,-0.129178468984,-0.403475213392,0.314904476327,-0.676610316319,-1.75722306423,-0.558702684474,0.932286220773,-0.236520186888,-0.00892803729587,-0.709360223705,0.201012483151,-0.236582904672,0.0504201680672,0.00390195097549,0.000425486650356,0.00311769290725,-0.00605060506051,0.0304522016313,0.0704596819292,0.012494961709,-0.00510551395507,-0.03815175922,-0.0231465951023,0.00976290097629,-0.0297737197301,0.00272944387581,-0.0170697012802,0.00867269984917,1.89658626845,0.4,1.94543545625e-06,0.0102161348734,0.635972893362,0.499610451909,-0.0153391240067
110,1999-09-16,66600.0,66900.0,65625.0,66675.0,67697.0,13501.0,0.00112612612613,24090.0,99710.0,235175.0,25670.0,113531.3,13430.6,1645.510986,24.12,28.8,22.5,28.91,42.34,24.31,29.27,27.39,25.95,1.0,1.0,1,-1,0.248277893704,0.00336009382899,0.0340796889017,0.209261261676,0.971410255133,0.162802935032,0.202729541407,-1.38568864978,-1.73123007334,-2.13587469458,0.00112612612613,-0.0153391240067,-0.0069737566526,-0.00529390288426,-0.00426007418347,-0.519992961145,0.372941373879,-0.277408732042,-0.485191760653,0.696731629048,0.991021244907,-0.129178468984,-0.403475213392,0.225991950064,0.633253855735,-1.75722306423,-0.558702684474,1.37564918763,1.17759132721,-0.00892803729587,-0.709360223705,0.0383620689655,0.00503981453483,-0.000159430302386,-0.00465296626599,0.00193094318809,-0.0306231368718,-0.017676899306,-0.028594442207,-0.0438247011952,-0.0284974093264,-0.0262714718761,-0.0174054304943,-0.0213365539452,0.00931034482759,-0.0151024811219,-0.0196448809974,1.19414690977,0.4,-0.000143121504076,0.0103538296922,0.549229359432,0.474005565731,0.0134983127109
