rowname,Type,Unnamed: 0,Unnamed: 0.1,abs_slippage,c2price,c2timestamp,csiPrice,csitimestamp,delta,slippage,symbol,timedelta
2016-10-02 18:00:48 ctwo:1551.5 csi:1549.6 @EMDZ6,Close,23,,0.00122612287042,1551.5,2016-10-02 18:00:48,1549.6,2016-09-30 20:00:00,1.91722222222,0.00122612287042,@EMDZ6,1 days 22:00:48.000000000
2016-10-02 18:00:48 ctwo:1.0337 csi:1.035 @SFZ6,Close,24,,0.00125603864734,1.0337,2016-10-02 18:00:48,1.035,2016-09-30 20:00:00,1.91722222222,-0.00125603864734,@SFZ6,1 days 22:00:48.000000000
2016-10-02 18:01:02 ctwo:1.0337 csi:1.035 @SFZ6,Open,25,,0.00125603864734,1.0337,2016-10-02 18:01:02,1.035,2016-09-30 20:00:00,1.91738425926,-0.00125603864734,@SFZ6,1 days 22:01:02.000000000
2016-10-02 18:00:49 ctwo:19.24 csi:19.214 QSIZ6,Close,26,,0.00135317997294,19.24,2016-10-02 18:00:49,19.214,2016-09-30 20:00:00,1.9172337963,0.00135317997294,QSIZ6,1 days 22:00:49.000000000
2016-10-02 20:00:17 ctwo:178.5 csi:178.25 @OZ6,Close,27,,0.00140252454418,178.5,2016-10-02 20:00:17,178.25,2016-09-30 20:00:00,2.00019675926,0.00140252454418,@OZ6,2 days 00:00:17.000000000
2016-10-02 18:00:37 ctwo:168.40625 csi:168.15625 @USZ6,Close,28,,0.00148671250697,168.40625,2016-10-02 18:00:37,168.15625,2016-09-30 20:00:00,1.91709490741,0.00148671250697,@USZ6,1 days 22:00:37.000000000
2016-10-02 20:00:18 ctwo:9.9 csi:9.885 @RRX6,Close,29,,0.00151745068285,9.9,2016-10-02 20:00:18,9.885,2016-09-30 20:00:00,2.00020833333,0.00151745068285,@RRX6,2 days 00:00:18.000000000
2016-10-02 20:00:34 ctwo:9.9 csi:9.885 @RRX6,Open,30,,0.00151745068285,9.9,2016-10-02 20:00:34,9.885,2016-09-30 20:00:00,2.00039351852,0.00151745068285,@RRX6,2 days 00:00:34.000000000
2016-10-02 18:01:01 ctwo:15.75 csi:15.775 @VXV6,Open,31,,0.00158478605388,15.75,2016-10-02 18:01:01,15.775,2016-09-30 20:00:00,1.91737268519,-0.00158478605388,@VXV6,1 days 22:01:01.000000000
2016-10-02 18:00:50 ctwo:15.75 csi:15.775 @VXV6,Close,32,,0.00158478605388,15.75,2016-10-02 18:00:50,15.775,2016-09-30 20:00:00,1.91724537037,-0.00158478605388,@VXV6,1 days 22:00:50.000000000
2016-10-02 18:00:32 ctwo:1246.2 csi:1248.3 @TFSZ6,Open,33,,0.00168228791156,1246.2,2016-10-02 18:00:32,1248.3,2016-09-30 20:00:00,1.91703703704,-0.00168228791156,@TFSZ6,1 days 22:00:32.000000000
2016-10-02 18:00:09 ctwo:1246.2 csi:1248.3 @TFSZ6,Close,34,,0.00168228791156,1246.2,2016-10-02 18:00:09,1248.3,2016-09-30 20:00:00,1.91677083333,-0.00168228791156,@TFSZ6,1 days 22:00:09.000000000
2016-10-02 20:00:02 ctwo:952.25 csi:954.0 @SX6,Close,35,,0.00183438155136,952.25,2016-10-02 20:00:02,954.0,2016-09-30 20:00:00,2.00002314815,-0.00183438155136,@SX6,2 days 00:00:02.000000000
2016-10-02 18:00:22 ctwo:722.9 csi:721.5 QPAZ6,Close,36,,0.0019404019404,722.9,2016-10-02 18:00:22,721.5,2016-09-30 20:00:00,1.9169212963,0.0019404019404,QPAZ6,1 days 22:00:22.000000000
2016-10-02 20:00:14 ctwo:336.0 csi:336.75 @CZ6,Close,37,,0.0022271714922,336.0,2016-10-02 20:00:14,336.75,2016-09-30 20:00:00,2.00016203704,-0.0022271714922,@CZ6,2 days 00:00:14.000000000
2016-10-02 20:00:34 ctwo:336.0 csi:336.75 @CZ6,Open,38,,0.0022271714922,336.0,2016-10-02 20:00:34,336.75,2016-09-30 20:00:00,2.00039351852,-0.0022271714922,@CZ6,2 days 00:00:34.000000000
2016-10-02 18:00:54 ctwo:2.899 csi:2.906 QNGX6,Open,39,,0.00240880935994,2.899,2016-10-02 18:00:54,2.906,2016-09-30 20:00:00,1.91729166667,-0.00240880935994,QNGX6,1 days 22:00:54.000000000
2016-10-02 18:00:38 ctwo:2.899 csi:2.906 QNGX6,Close,40,,0.00240880935995,2.899,2016-10-02 18:00:38,2.906,2016-09-30 20:00:00,1.91710648148,-0.00240880935995,QNGX6,1 days 22:00:38.000000000
2016-10-02 18:00:19 ctwo:1.2964 csi:1.2997 @BPZ6,Close,41,,0.00253904747249,1.2964,2016-10-02 18:00:19,1.2997,2016-09-30 20:00:00,1.91688657407,-0.00253904747249,@BPZ6,1 days 22:00:19.000000000
2016-10-02 18:00:51 ctwo:1031.8 csi:1034.5 QPLF7,Close,42,,0.00260995650073,1031.8,2016-10-02 18:00:51,1034.5,2016-09-30 20:00:00,1.91725694444,-0.00260995650073,QPLF7,1 days 22:00:51.000000000
2016-10-02 18:00:50 ctwo:1321.1 csi:1317.1 QGCZ6,Close,43,,0.00303697517273,1321.1,2016-10-02 18:00:50,1317.1,2016-09-30 20:00:00,1.91724537037,0.00303697517273,QGCZ6,1 days 22:00:50.000000000
2016-10-03 09:31:41 ctwo:119.25 csi:119.65 @GFX6,Open,44,,0.00334308399499,119.25,2016-10-03 09:31:41,119.65,2016-09-30 20:00:00,2.56366898148,-0.00334308399499,@GFX6,2 days 13:31:41.000000000
2016-10-03 08:01:38 ctwo:204.3 csi:205.0 @OJX6,Open,45,,0.00341463414634,204.3,2016-10-03 08:01:38,205.0,2016-09-30 20:00:00,2.50113425926,-0.00341463414634,@OJX6,2 days 12:01:38.000000000
2016-10-02 06:15:12 ctwo:314.0 csi:315.15 SSV6,Close,46,,0.00364905600508,314.0,2016-10-02 06:15:12,315.15,2016-09-30 20:00:00,1.42722222222,-0.00364905600508,SSV6,1 days 10:15:12.000000000
2016-10-02 18:00:26 ctwo:50.0 csi:50.19 EBZ6,Close,47,,0.00378561466428,50.0,2016-10-02 18:00:26,50.19,2016-09-30 20:00:00,1.91696759259,-0.00378561466428,EBZ6,1 days 22:00:26.000000000
2016-10-02 20:00:13 ctwo:33.31 csi:33.44 @BOZ6,Close,48,,0.00388755980861,33.31,2016-10-02 20:00:13,33.44,2016-09-30 20:00:00,2.00015046296,-0.00388755980861,@BOZ6,2 days 00:00:13.000000000
2016-10-02 20:00:24 ctwo:33.31 csi:33.44 @BOZ6,Open,49,,0.00388755980861,33.31,2016-10-02 20:00:24,33.44,2016-09-30 20:00:00,2.00027777778,-0.00388755980861,@BOZ6,2 days 00:00:24.000000000
2016-10-02 20:00:13 ctwo:400.25 csi:402.0 @WZ6,Close,50,,0.00435323383085,400.25,2016-10-02 20:00:13,402.0,2016-09-30 20:00:00,2.00015046296,-0.00435323383085,@WZ6,2 days 00:00:13.000000000
2016-10-02 18:00:46 ctwo:48.03 csi:48.24 QCLX6,Open,51,,0.00435323383085,48.03,2016-10-02 18:00:46,48.24,2016-09-30 20:00:00,1.91719907407,-0.00435323383085,QCLX6,1 days 22:00:46.000000000
2016-10-02 18:00:26 ctwo:48.03 csi:48.24 QCLX6,Close,52,,0.00435323383085,48.03,2016-10-02 18:00:26,48.24,2016-09-30 20:00:00,1.91696759259,-0.00435323383085,QCLX6,1 days 22:00:26.000000000
2016-10-02 18:00:51 ctwo:450.25 csi:448.25 GASZ6,Close,53,,0.00446179587284,450.25,2016-10-02 18:00:51,448.25,2016-09-30 20:00:00,1.91725694444,0.00446179587284,GASZ6,1 days 22:00:51.000000000
2016-10-02 19:16:01 ctwo:908.3 csi:912.5 @MMEZ6,Close,54,,0.00460273972603,908.3,2016-10-02 19:16:01,912.5,2016-09-30 20:00:00,1.96945601852,-0.00460273972603,@MMEZ6,1 days 23:16:01.000000000
2016-10-02 01:10:05 ctwo:5446.0 csi:5416.0 APZ6,Close,55,,0.00553914327917,5446.0,2016-10-02 01:10:05,5416.0,2016-09-30 20:00:00,1.21533564815,0.00553914327917,APZ6,1 days 05:10:05.000000000
2016-10-02 20:00:12 ctwo:413.0 csi:415.5 @KWZ6,Close,56,,0.00601684717208,413.0,2016-10-02 20:00:12,415.5,2016-09-30 20:00:00,2.00013888889,-0.00601684717208,@KWZ6,2 days 00:00:12.000000000
2016-10-03 04:21:12 ctwo:2780.0 csi:2761.0 @CCZ6,Open,57,,0.00688156465049,2780.0,2016-10-03 04:21:12,2761.0,2016-09-30 20:00:00,2.34805555556,0.00688156465049,@CCZ6,2 days 08:21:12.000000000
2016-10-03 09:31:53 ctwo:44.3 csi:43.975 @HEZ6,Open,58,,0.00739056281978,44.3,2016-10-03 09:31:53,43.975,2016-09-30 20:00:00,2.56380787037,0.00739056281978,@HEZ6,2 days 13:31:53.000000000
2016-10-02 20:45:11 ctwo:344.7 csi:341.7 TWV6,Close,59,,0.00877963125549,344.7,2016-10-02 20:45:11,341.7,2016-09-30 20:00:00,2.03137731481,0.00877963125549,TWV6,2 days 00:45:11.000000000
2016-10-02 20:15:14 ctwo:9722.0 csi:9600.0 HHIV6,Close,60,,0.0127083333333,9722.0,2016-10-02 20:15:14,9600.0,2016-09-30 20:00:00,2.0105787037,0.0127083333333,HHIV6,2 days 00:15:14.000000000
2016-10-04 02:01:18 ctwo:165.4 csi:165.4 BDZ6,Close,0,,0.0,165.4,2016-10-04 02:01:18,165.4,2016-10-03 20:00:00,0.250902777778,0.0,BDZ6,0 days 06:01:18.000000000
2016-10-03 22:49:06 ctwo:9686.0 csi:9686.0 HHIV6,Open,1,,0.0,9686.0,2016-10-03 22:49:06,9686.0,2016-10-03 20:00:00,0.117430555556,0.0,HHIV6,0 days 02:49:06.000000000
2016-10-03 22:49:13 ctwo:183.0 csi:183.0 @OZ6,Open,2,,0.0,183.0,2016-10-03 22:49:13,183.0,2016-10-03 20:00:00,0.117511574074,0.0,@OZ6,0 days 02:49:13.000000000
2016-10-04 02:01:39 ctwo:132.08 csi:132.05 BLZ6,Close,3,,0.000227186671715,132.08,2016-10-04 02:01:39,132.05,2016-10-03 20:00:00,0.251145833333,0.000227186671715,BLZ6,0 days 06:01:39.000000000
2016-10-04 02:01:55 ctwo:132.08 csi:132.05 BLZ6,Open,4,,0.000227186671715,132.08,2016-10-04 02:01:55,132.05,2016-10-03 20:00:00,0.251331018519,0.000227186671715,BLZ6,0 days 06:01:55.000000000
2016-10-03 22:49:03 ctwo:6854.0 csi:6852.0 @CTZ6,Open,5,,0.000291885580852,6854.0,2016-10-03 22:49:03,6852.0,2016-10-03 20:00:00,0.117395833333,0.000291885580852,@CTZ6,0 days 02:49:03.000000000
2016-10-03 22:49:02 ctwo:6854.0 csi:6852.0 @CTZ6,Close,6,,0.000291885580852,6854.0,2016-10-03 22:49:02,6852.0,2016-10-03 20:00:00,0.117384259259,0.000291885580852,@CTZ6,0 days 02:49:02.000000000
2016-10-03 22:49:17 ctwo:97.955 csi:98.01 HXSZ6,Close,7,,0.000561167227834,97.955,2016-10-03 22:49:17,98.01,2016-10-03 20:00:00,0.11755787037,-0.000561167227834,HXSZ6,0 days 02:49:17.000000000
2016-10-04 03:00:01 ctwo:6950.0 csi:6946.0 LFZ6,Open,8,,0.000575871004895,6950.0,2016-10-04 03:00:01,6946.0,2016-10-03 20:00:00,0.291678240741,0.000575871004895,LFZ6,0 days 07:00:01.000000000
2016-10-03 22:49:15 ctwo:130.875 csi:130.953125 @TYZ6,Open,9,,0.000596587519389,130.875,2016-10-03 22:49:15,130.953125,2016-10-03 20:00:00,0.117534722222,-0.000596587519389,@TYZ6,0 days 02:49:15.000000000
2016-10-03 22:49:17 ctwo:98.46 csi:98.52 HTSZ6,Close,10,,0.000609013398295,98.46,2016-10-03 22:49:17,98.52,2016-10-03 20:00:00,0.11755787037,-0.000609013398295,HTSZ6,0 days 02:49:17.000000000
2016-10-03 22:49:14 ctwo:465.6 csi:465.9 @RSX6,Close,11,,0.000643915003219,465.6,2016-10-03 22:49:14,465.9,2016-10-03 20:00:00,0.117523148148,-0.000643915003219,@RSX6,0 days 02:49:14.000000000
2016-10-03 22:49:12 ctwo:4869.25 csi:4865.75 @NQZ6,Open,12,,0.000719313569337,4869.25,2016-10-03 22:49:12,4865.75,2016-10-03 20:00:00,0.1175,0.000719313569337,@NQZ6,0 days 02:49:12.000000000
2016-10-03 22:49:01 ctwo:345.75 csi:346.0 @CZ6,Close,13,,0.000722543352601,345.75,2016-10-03 22:49:01,346.0,2016-10-03 20:00:00,0.117372685185,-0.000722543352601,@CZ6,0 days 02:49:01.000000000
2016-10-03 22:49:16 ctwo:18170.0 csi:18156.0 @YMZ6,Close,14,,0.000771094954836,18170.0,2016-10-03 22:49:16,18156.0,2016-10-03 20:00:00,0.117546296296,0.000771094954836,@YMZ6,0 days 02:49:16.000000000
2016-10-03 22:49:05 ctwo:1539.7 csi:1538.3 @EMDZ6,Open,15,,0.000910095560034,1539.7,2016-10-03 22:49:05,1538.3,2016-10-03 20:00:00,0.117418981481,0.000910095560034,@EMDZ6,0 days 02:49:05.000000000
2016-10-03 22:49:06 ctwo:1311.4 csi:1312.7 QGCZ6,Open,16,,0.000990325283766,1311.4,2016-10-03 22:49:06,1312.7,2016-10-03 20:00:00,0.117430555556,-0.000990325283766,QGCZ6,0 days 02:49:06.000000000
2016-10-03 22:49:16 ctwo:5458.0 csi:5464.0 APZ6,Open,17,,0.0010980966325,5458.0,2016-10-03 22:49:16,5464.0,2016-10-03 20:00:00,0.117546296296,-0.0010980966325,APZ6,0 days 02:49:16.000000000
2016-10-03 22:49:11 ctwo:0.05138 csi:0.05132 @PXZ6,Close,18,,0.00116913484022,0.05138,2016-10-03 22:49:11,0.05132,2016-10-03 20:00:00,0.117488425926,0.00116913484022,@PXZ6,0 days 02:49:11.000000000
2016-10-03 22:49:01 ctwo:0.76205 csi:0.763 @CDZ6,Close,19,,0.00124508519004,0.76205,2016-10-03 22:49:01,0.763,2016-10-03 20:00:00,0.117372685185,-0.00124508519004,@CDZ6,0 days 02:49:01.000000000
2016-10-03 22:49:16 ctwo:395.0 csi:395.5 @WZ6,Open,20,,0.00126422250316,395.0,2016-10-03 22:49:16,395.5,2016-10-03 20:00:00,0.117546296296,-0.00126422250316,@WZ6,0 days 02:49:16.000000000
2016-10-03 22:49:00 ctwo:33.19 csi:33.24 @BOZ6,Close,21,,0.00150421179302,33.19,2016-10-03 22:49:00,33.24,2016-10-03 20:00:00,0.117361111111,-0.00150421179302,@BOZ6,0 days 02:49:00.000000000
2016-10-03 22:49:03 ctwo:1.12365 csi:1.1255 @EUZ6,Open,22,,0.00164371390493,1.12365,2016-10-03 22:49:03,1.1255,2016-10-03 20:00:00,0.117395833333,-0.00164371390493,@EUZ6,0 days 02:49:03.000000000
2016-10-03 22:49:00 ctwo:33.18 csi:33.24 @BOZ6,Open,23,,0.00180505415162,33.18,2016-10-03 22:49:00,33.24,2016-10-03 20:00:00,0.117361111111,-0.00180505415162,@BOZ6,0 days 02:49:00.000000000
2016-10-04 02:00:18 ctwo:4457.5 csi:4448.5 MTV6,Open,24,,0.00202315387209,4457.5,2016-10-04 02:00:18,4448.5,2016-10-03 20:00:00,0.250208333333,0.00202315387209,MTV6,0 days 06:00:18.000000000
2016-10-04 03:45:05 ctwo:589.5 csi:588.3 QWZ6,Open,25,,0.00203977562468,589.5,2016-10-04 03:45:05,588.3,2016-10-03 20:00:00,0.322974537037,0.00203977562468,QWZ6,0 days 07:45:05.000000000
2016-10-04 02:00:16 ctwo:453.7 csi:452.75 AEXV6,Close,26,,0.00209828823854,453.7,2016-10-04 02:00:16,452.75,2016-10-03 20:00:00,0.250185185185,0.00209828823854,AEXV6,0 days 06:00:16.000000000
2016-10-04 02:00:19 ctwo:8154.0 csi:8136.0 SWZ6,Open,27,,0.00221238938053,8154.0,2016-10-04 02:00:19,8136.0,2016-10-03 20:00:00,0.250219907407,0.00221238938053,SWZ6,0 days 06:00:19.000000000
2016-10-03 22:49:07 ctwo:218.7 csi:219.2 QHGZ6,Close,28,,0.00228102189781,218.7,2016-10-03 22:49:07,219.2,2016-10-03 20:00:00,0.11744212963,-0.00228102189781,QHGZ6,0 days 02:49:07.000000000
2016-10-03 22:49:04 ctwo:95.82 csi:95.587 @DXZ6,Open,29,,0.00243756996244,95.82,2016-10-03 22:49:04,95.587,2016-10-03 20:00:00,0.117407407407,0.00243756996244,@DXZ6,0 days 02:49:04.000000000
2016-10-03 22:49:01 ctwo:1.2842 csi:1.2875 @BPZ6,Open,30,,0.00256310679612,1.2842,2016-10-03 22:49:01,1.2875,2016-10-03 20:00:00,0.117372685185,-0.00256310679612,@BPZ6,0 days 02:49:01.000000000
2016-10-03 22:49:08 ctwo:1.5491 csi:1.5532 QHOX6,Close,31,,0.00263971156322,1.5491,2016-10-03 22:49:08,1.5532,2016-10-03 20:00:00,0.117453703704,-0.00263971156322,QHOX6,0 days 02:49:08.000000000
2016-10-03 22:49:07 ctwo:23521.0 csi:23584.0 HSIV6,Close,32,,0.00267130257802,23521.0,2016-10-03 22:49:07,23584.0,2016-10-03 20:00:00,0.11744212963,-0.00267130257802,HSIV6,0 days 02:49:07.000000000
2016-10-03 22:49:15 ctwo:307.5 csi:308.4 @SMZ6,Open,33,,0.00291828793774,307.5,2016-10-03 22:49:15,308.4,2016-10-03 20:00:00,0.117534722222,-0.00291828793774,@SMZ6,0 days 02:49:15.000000000
2016-10-04 03:30:04 ctwo:22.6 csi:22.67 @SBH7,Open,34,,0.00308778120865,22.6,2016-10-04 03:30:04,22.67,2016-10-03 20:00:00,0.312546296296,-0.00308778120865,@SBH7,0 days 07:30:04.000000000
2016-10-03 22:49:10 ctwo:914.8 csi:917.9 @MMEZ6,Open,35,,0.00337727421288,914.8,2016-10-03 22:49:10,917.9,2016-10-03 20:00:00,0.117476851852,-0.00337727421288,@MMEZ6,0 days 02:49:10.000000000
2016-10-03 22:49:14 ctwo:10.03 csi:10.065 @RRX6,Close,36,,0.00347739692002,10.03,2016-10-03 22:49:14,10.065,2016-10-03 20:00:00,0.117523148148,-0.00347739692002,@RRX6,0 days 02:49:14.000000000
2016-10-03 22:49:09 ctwo:50.71 csi:50.89 EBZ6,Open,37,,0.00353704067597,50.71,2016-10-03 22:49:09,50.89,2016-10-03 20:00:00,0.117465277778,-0.00353704067597,EBZ6,0 days 02:49:09.000000000
2016-10-03 22:49:08 ctwo:405.25 csi:407.0 @KWZ6,Open,38,,0.00429975429975,405.25,2016-10-03 22:49:08,407.0,2016-10-03 20:00:00,0.117453703704,-0.00429975429975,@KWZ6,0 days 02:49:08.000000000
2016-10-03 22:49:02 ctwo:48.56 csi:48.81 QCLX6,Close,39,,0.00512190124974,48.56,2016-10-03 22:49:02,48.81,2016-10-03 20:00:00,0.117384259259,-0.00512190124974,QCLX6,0 days 02:49:02.000000000
2016-10-03 22:49:09 ctwo:454.25 csi:450.75 GASZ6,Open,40,,0.0077648363838,454.25,2016-10-03 22:49:09,450.75,2016-10-03 20:00:00,0.117465277778,0.0077648363838,GASZ6,0 days 02:49:09.000000000
2016-10-03 22:49:11 ctwo:2.899 csi:2.923 QNGX6,Close,41,,0.00821074238796,2.899,2016-10-03 22:49:11,2.923,2016-10-03 20:00:00,0.117488425926,-0.00821074238796,QNGX6,0 days 02:49:11.000000000
2016-10-03 22:49:12 ctwo:16750.0 csi:16605.0 @NKDZ6,Close,42,,0.00873230954532,16750.0,2016-10-03 22:49:12,16605.0,2016-10-03 20:00:00,0.1175,0.00873230954532,@NKDZ6,0 days 02:49:12.000000000
2016-10-04 08:00:28 ctwo:198.8 csi:196.9 @OJX6,Close,43,,0.00964956830879,198.8,2016-10-04 08:00:28,196.9,2016-10-03 20:00:00,0.500324074074,0.00964956830879,@OJX6,0 days 12:00:28.000000000
2016-10-04 09:31:05 ctwo:44.625 csi:44.175 @HEZ6,Close,44,,0.0101867572156,44.625,2016-10-04 09:31:05,44.175,2016-10-03 20:00:00,0.563252314815,0.0101867572156,@HEZ6,0 days 13:31:05.000000000
2016-10-05 09:31:31 ctwo:123.75 csi:123.75 @GFX6,Open,0,,0.0,123.75,2016-10-05 09:31:31,123.75,2016-10-04 20:00:00,0.563553240741,0.0,@GFX6,0 days 13:31:31.000000000
2016-10-05 02:21:11 ctwo:8769.2 csi:8769.2 IBV6,Open,1,,0.0,8769.2,2016-10-05 02:21:11,8769.2,2016-10-04 20:00:00,0.264710648148,0.0,IBV6,0 days 06:21:11.000000000
2016-10-04 22:21:06 ctwo:181.25 csi:181.25 @OZ6,Open,2,,0.0,181.25,2016-10-04 22:21:06,181.25,2016-10-04 20:00:00,0.0979861111111,0.0,@OZ6,0 days 02:21:06.000000000
2016-10-04 22:21:15 ctwo:109.10156 csi:109.1015625 @TUZ6,Open,3,,2.29144288716e-08,109.10156,2016-10-04 22:21:15,109.1015625,2016-10-04 20:00:00,0.0980902777778,-2.29144288716e-08,@TUZ6,0 days 02:21:15.000000000
2016-10-04 22:21:11 ctwo:152.14 csi:152.13 BBZ6,Close,4,,6.57332544534e-05,152.14,2016-10-04 22:21:11,152.13,2016-10-04 20:00:00,0.0980439814815,6.57332544534e-05,BBZ6,0 days 02:21:11.000000000
2016-10-04 22:21:17 ctwo:18090.0 csi:18092.0 @YMZ6,Open,5,,0.000110546097723,18090.0,2016-10-04 22:21:17,18092.0,2016-10-04 20:00:00,0.0981134259259,-0.000110546097723,@YMZ6,0 days 02:21:17.000000000
2016-10-04 22:20:53 ctwo:121.148438 csi:121.1328125 @FVZ6,Close,6,,0.000128994775879,121.148438,2016-10-04 22:20:53,121.1328125,2016-10-04 20:00:00,0.0978356481481,0.000128994775879,@FVZ6,0 days 02:20:53.000000000
2016-10-04 22:20:53 ctwo:121.14844 csi:121.1328125 @FVZ6,Open,7,,0.000129011286682,121.14844,2016-10-04 22:20:53,121.1328125,2016-10-04 20:00:00,0.0978356481481,0.000129011286682,@FVZ6,0 days 02:20:53.000000000
