rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta,symbol
2016-10-04 22:21:14 ctwo:346.6 csi:346.9 TWV6,10/4/2016 22:21,346.6,10/4/2016 20:00,346.9,-0.000864803,0.000864803,Open,0 days 02:21:14.000000000,0.098078704,TWV6
2016-10-05 02:01:51 ctwo:131.93 csi:132.09 BLZ6,10/5/2016 2:01,131.93,10/4/2016 20:00,132.09,-0.001211295,0.001211295,Open,0 days 06:01:51.000000000,0.251284722,BLZ6
2016-10-05 09:30:25 ctwo:102.8 csi:102.675 @LEZ6,10/5/2016 9:30,102.8,10/4/2016 20:00,102.675,0.001217434,0.001217434,Open,0 days 13:30:25.000000000,0.562789352,@LEZ6
2016-10-04 22:21:12 ctwo:306.7 csi:306.3 @SMZ6,10/4/2016 22:21,306.7,10/4/2016 20:00,306.3,0.001305909,0.001305909,Close,0 days 02:21:12.000000000,0.098055556,@SMZ6
2016-10-04 22:21:04 ctwo:0.0514 csi:0.05133 @PXZ6,10/4/2016 22:21,0.0514,10/4/2016 20:00,0.05133,0.001363725,0.001363725,Open,0 days 02:21:04.000000000,0.097962963,@PXZ6
2016-10-04 22:21:14 ctwo:316.25 csi:316.7 SSV6,10/4/2016 22:21,316.25,10/4/2016 20:00,316.7,-0.001420903,0.001420903,Open,0 days 02:21:14.000000000,0.098078704,SSV6
2016-10-04 22:20:48 ctwo:347.75 csi:348.25 @CZ6,10/4/2016 22:20,347.75,10/4/2016 20:00,348.25,-0.00143575,0.00143575,Open,0 days 02:20:48.000000000,0.097777778,@CZ6
2016-10-05 03:45:19 ctwo:596.5 csi:595.5 QWZ6,10/5/2016 3:45,596.5,10/4/2016 20:00,595.5,0.001679261,0.001679261,Open,0 days 07:45:19.000000000,0.323136574,QWZ6
2016-10-04 22:20:54 ctwo:9786.0 csi:9768.0 HHIV6,10/4/2016 22:20,9786,10/4/2016 20:00,9768,0.001842752,0.001842752,Close,0 days 02:20:54.000000000,0.097847222,HHIV6
2016-10-04 22:20:48 ctwo:0.75945 csi:0.75795 @CDZ6,10/4/2016 22:20,0.75945,10/4/2016 20:00,0.75795,0.001979022,0.001979022,Open,0 days 02:20:48.000000000,0.097777778,@CDZ6
2016-10-04 22:20:58 ctwo:23737.0 csi:23682.0 HSIV6,10/4/2016 22:20,23737,10/4/2016 20:00,23682,0.002322439,0.002322439,Open,0 days 02:20:58.000000000,0.097893519,HSIV6
2016-10-04 22:20:45 ctwo:0.7625 csi:0.7605 @ADZ6,10/4/2016 22:20,0.7625,10/4/2016 20:00,0.7605,0.002629849,0.002629849,Open,0 days 02:20:45.000000000,0.097743056,@ADZ6
2016-10-04 22:20:43 ctwo:0.7626 csi:0.7605 @ADZ6,10/4/2016 22:20,0.7626,10/4/2016 20:00,0.7605,0.002761341,0.002761341,Close,0 days 02:20:43.000000000,0.097719907,@ADZ6
2016-10-04 22:21:05 ctwo:0.7169 csi:0.7189 @NEZ6,10/4/2016 22:21,0.7169,10/4/2016 20:00,0.7189,-0.002782028,0.002782028,Open,0 days 02:21:05.000000000,0.097974537,@NEZ6
2016-10-04 22:20:58 ctwo:217.4 csi:216.7 QHGZ6,10/4/2016 22:20,217.4,10/4/2016 20:00,216.7,0.003230272,0.003230272,Open,0 days 02:20:58.000000000,0.097893519,QHGZ6
2016-10-05 02:00:21 ctwo:456.6 csi:458.1 AEXV6,10/5/2016 2:00,456.6,10/4/2016 20:00,458.1,-0.003274394,0.003274394,Open,0 days 06:00:21.000000000,0.250243056,AEXV6
2016-10-05 02:01:34 ctwo:164.74 csi:165.3 BDZ6,10/5/2016 2:01,164.74,10/4/2016 20:00,165.3,-0.00338778,0.00338778,Open,0 days 06:01:34.000000000,0.251087963,BDZ6
2016-10-04 22:21:09 ctwo:994.1 csi:990.5 QPLF7,10/4/2016 22:21,994.1,10/4/2016 20:00,990.5,0.003634528,0.003634528,Open,0 days 02:21:09.000000000,0.098020833,QPLF7
2016-10-04 22:20:54 ctwo:1274.6 csi:1269.7 QGCZ6,10/4/2016 22:20,1274.6,10/4/2016 20:00,1269.7,0.003859179,0.003859179,Open,0 days 02:20:54.000000000,0.097847222,QGCZ6
2016-10-04 22:20:53 ctwo:1274.7 csi:1269.7 QGCZ6,10/4/2016 22:20,1274.7,10/4/2016 20:00,1269.7,0.003937938,0.003937938,Close,0 days 02:20:53.000000000,0.097835648,QGCZ6
2016-10-04 22:21:10 ctwo:10.055 csi:10.095 @RRX6,10/4/2016 22:21,10.055,10/4/2016 20:00,10.095,-0.003962358,0.003962358,Open,0 days 02:21:10.000000000,0.098032407,@RRX6
2016-10-04 22:21:06 ctwo:182.0 csi:181.25 @OZ6,10/4/2016 22:21,182,10/4/2016 20:00,181.25,0.004137931,0.004137931,Close,0 days 02:21:06.000000000,0.097986111,@OZ6
2016-10-04 22:21:03 ctwo:911.4 csi:907.1 @MMEZ6,10/4/2016 22:21,911.4,10/4/2016 20:00,907.1,0.004740381,0.004740381,Open,0 days 02:21:03.000000000,0.097951389,@MMEZ6
2016-10-04 22:21:16 ctwo:5445.0 csi:5473.0 APZ6,10/4/2016 22:21,5445,10/4/2016 20:00,5473,-0.005116024,0.005116024,Close,0 days 02:21:16.000000000,0.098101852,APZ6
2016-10-04 22:21:17 ctwo:5445.0 csi:5473.0 APZ6,10/4/2016 22:21,5445,10/4/2016 20:00,5473,-0.005116024,0.005116024,Open,0 days 02:21:17.000000000,0.098113426,APZ6
2016-10-05 02:00:21 ctwo:3006.0 csi:3023.0 EXZ6,10/5/2016 2:00,3006,10/4/2016 20:00,3023,-0.005623553,0.005623553,Open,0 days 06:00:21.000000000,0.250243056,EXZ6
2016-10-04 22:21:05 ctwo:2.981 csi:2.964 QNGX6,10/4/2016 22:21,2.981,10/4/2016 20:00,2.964,0.005735493,0.005735493,Open,0 days 02:21:05.000000000,0.097974537,QNGX6
2016-10-04 22:21:03 ctwo:912.7 csi:907.1 @MMEZ6,10/4/2016 22:21,912.7,10/4/2016 20:00,907.1,0.00617352,0.00617352,Close,0 days 02:21:03.000000000,0.097951389,@MMEZ6
2016-10-05 03:00:22 ctwo:7035.5 csi:7079.5 LFZ6,10/5/2016 3:00,7035.5,10/4/2016 20:00,7079.5,-0.006215128,0.006215128,Open,0 days 07:00:22.000000000,0.291921296,LFZ6
2016-10-04 22:21:05 ctwo:16845.0 csi:16740.0 @NKDZ6,10/4/2016 22:21,16845,10/4/2016 20:00,16740,0.006272401,0.006272401,Open,0 days 02:21:05.000000000,0.097974537,@NKDZ6
2016-10-04 22:21:00 ctwo:1.5688 csi:1.5544 QHOX6,10/4/2016 22:21,1.5688,10/4/2016 20:00,1.5544,0.009264025,0.009264025,Open,0 days 02:21:00.000000000,0.097916667,QHOX6
2016-10-04 22:21:11 ctwo:17.955 csi:17.775 QSIZ6,10/4/2016 22:21,17.955,10/4/2016 20:00,17.775,0.010126582,0.010126582,Open,0 days 02:21:11.000000000,0.098043981,QSIZ6
2016-10-05 09:30:51 ctwo:44.0 csi:43.5 @HEZ6,10/5/2016 9:30,44,10/4/2016 20:00,43.5,0.011494253,0.011494253,Open,0 days 13:30:51.000000000,0.563090278,@HEZ6
2016-10-04 22:20:49 ctwo:49.26 csi:48.69 QCLX6,10/4/2016 22:20,49.26,10/4/2016 20:00,48.69,0.011706716,0.011706716,Open,0 days 02:20:49.000000000,0.097789352,QCLX6
2016-10-05 08:00:23 ctwo:205.0 csi:202.2 @OJX6,10/5/2016 8:00,205,10/4/2016 20:00,202.2,0.013847676,0.013847676,Open,0 days 12:00:23.000000000,0.500266204,@OJX6
