rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta,symbol
2016-10-05 23:24:05 ctwo:0.0516 csi:0.05157 @PXZ6,10/5/2016 23:24,0.0516,10/5/2016 20:00,0.05157,0.000581734,0.000581734,Close,0 days 03:24:05.000000000,0.141724537,@PXZ6
2016-10-05 23:24:01 ctwo:415.25 csi:415.0 @KWZ6,10/5/2016 23:24,415.25,10/5/2016 20:00,415,0.00060241,0.00060241,Close,0 days 03:24:01.000000000,0.141678241,@KWZ6
2016-10-05 23:24:02 ctwo:415.25 csi:415.0 @KWZ6,10/5/2016 23:24,415.25,10/5/2016 20:00,415,0.00060241,0.00060241,Open,0 days 03:24:02.000000000,0.141689815,@KWZ6
2016-10-05 23:24:14 ctwo:18187.0 csi:18200.0 @YMZ6,10/5/2016 23:24,18187,10/5/2016 20:00,18200,-0.000714286,0.000714286,Close,0 days 03:24:14.000000000,0.141828704,@YMZ6
2016-10-05 23:24:12 ctwo:130.315625 csi:130.21875 @TYZ6,10/5/2016 23:24,130.315625,10/5/2016 20:00,130.21875,0.00074394,0.00074394,Close,0 days 03:24:12.000000000,0.141805556,@TYZ6
2016-10-05 23:24:13 ctwo:165.84375 csi:165.71875 @USZ6,10/5/2016 23:24,165.84375,10/5/2016 20:00,165.71875,0.00075429,0.00075429,Close,0 days 03:24:13.000000000,0.14181713,@USZ6
2016-10-06 03:00:12 ctwo:129.64 csi:129.54 LGZ6,10/6/2016 3:00,129.64,10/5/2016 20:00,129.54,0.000771962,0.000771962,Close,0 days 07:00:12.000000000,0.291805556,LGZ6
2016-10-05 23:23:56 ctwo:1.12375 csi:1.1247 @EUZ6,10/5/2016 23:23,1.12375,10/5/2016 20:00,1.1247,-0.00084467,0.00084467,Close,0 days 03:23:56.000000000,0.14162037,@EUZ6
2016-10-05 23:23:54 ctwo:0.75905 csi:0.7597 @CDZ6,10/5/2016 23:23,0.75905,10/5/2016 20:00,0.7597,-0.000855601,0.000855601,Close,0 days 03:23:54.000000000,0.141597222,@CDZ6
2016-10-05 23:24:10 ctwo:1.0296 csi:1.0305 @SFZ6,10/5/2016 23:24,1.0296,10/5/2016 20:00,1.0305,-0.000873362,0.000873362,Close,0 days 03:24:10.000000000,0.141782407,@SFZ6
2016-10-05 23:23:55 ctwo:6775.0 csi:6782.0 @CTZ6,10/5/2016 23:23,6775,10/5/2016 20:00,6782,-0.001032144,0.001032144,Close,0 days 03:23:55.000000000,0.141608796,@CTZ6
2016-10-06 02:00:41 ctwo:456.55 csi:455.9 AEXV6,10/6/2016 2:00,456.55,10/5/2016 20:00,455.9,0.001425751,0.001425751,Open,0 days 06:00:41.000000000,0.250474537,AEXV6
2016-10-06 02:00:32 ctwo:456.55 csi:455.9 AEXV6,10/6/2016 2:00,456.55,10/5/2016 20:00,455.9,0.001425751,0.001425751,Close,0 days 06:00:32.000000000,0.25037037,AEXV6
2016-10-05 23:24:11 ctwo:1243.2 csi:1245.2 @TFSZ6,10/5/2016 23:24,1243.2,10/5/2016 20:00,1245.2,-0.001606168,0.001606168,Close,0 days 03:24:11.000000000,0.141793981,@TFSZ6
2016-10-06 02:00:24 ctwo:3022.0 csi:3017.0 EXZ6,10/6/2016 2:00,3022,10/5/2016 20:00,3017,0.001657275,0.001657275,Close,0 days 06:00:24.000000000,0.250277778,EXZ6
2016-10-06 04:20:47 ctwo:2831.0 csi:2836.0 @CCZ6,10/6/2016 4:20,2831,10/5/2016 20:00,2836,-0.001763047,0.001763047,Open,0 days 08:20:47.000000000,0.347766204,@CCZ6
2016-10-06 04:20:34 ctwo:2831.0 csi:2836.0 @CCZ6,10/6/2016 4:20,2831,10/5/2016 20:00,2836,-0.001763047,0.001763047,Close,0 days 08:20:34.000000000,0.347615741,@CCZ6
2016-10-06 03:00:21 ctwo:7008.5 csi:6996.0 LFZ6,10/6/2016 3:00,7008.5,10/5/2016 20:00,6996,0.001786735,0.001786735,Close,0 days 07:00:21.000000000,0.291909722,LFZ6
2016-10-06 03:00:24 ctwo:7008.5 csi:6996.0 LFZ6,10/6/2016 3:00,7008.5,10/5/2016 20:00,6996,0.001786735,0.001786735,Open,0 days 07:00:24.000000000,0.291944444,LFZ6
2016-10-06 02:00:37 ctwo:10599.6666667 csi:10580.5 DXMZ6,10/6/2016 2:00,10599.66667,10/5/2016 20:00,10580.5,0.001811509,0.001811509,Close,0 days 06:00:37.000000000,0.250428241,DXMZ6
2016-10-05 23:23:51 ctwo:0.7596 csi:0.761 @ADZ6,10/5/2016 23:23,0.7596,10/5/2016 20:00,0.761,-0.001839685,0.001839685,Close,0 days 03:23:51.000000000,0.1415625,@ADZ6
2016-10-05 23:23:52 ctwo:0.7596 csi:0.761 @ADZ6,10/5/2016 23:23,0.7596,10/5/2016 20:00,0.761,-0.001839685,0.001839685,Open,0 days 03:23:52.000000000,0.141574074,@ADZ6
2016-10-05 23:24:04 ctwo:919.3 csi:921.0 @MMEZ6,10/5/2016 23:24,919.3,10/5/2016 20:00,921,-0.00184582,0.00184582,Close,0 days 03:24:04.000000000,0.141712963,@MMEZ6
2016-10-05 23:24:08 ctwo:676.95 csi:675.6 QPAZ6,10/5/2016 23:24,676.95,10/5/2016 20:00,675.6,0.001998224,0.001998224,Close,0 days 03:24:08.000000000,0.141759259,QPAZ6
2016-10-06 04:00:05 ctwo:1990.0 csi:1994.0 LRCX6,10/6/2016 4:00,1990,10/5/2016 20:00,1994,-0.002006018,0.002006018,Close,0 days 08:00:05.000000000,0.333391204,LRCX6
2016-10-06 04:00:23 ctwo:1990.0 csi:1994.0 LRCX6,10/6/2016 4:00,1990,10/5/2016 20:00,1994,-0.002006018,0.002006018,Open,0 days 08:00:23.000000000,0.333599537,LRCX6
2016-10-05 23:23:57 ctwo:1535.6 csi:1538.7 @EMDZ6,10/5/2016 23:23,1535.6,10/5/2016 20:00,1538.7,-0.002014688,0.002014688,Close,0 days 03:23:57.000000000,0.141631944,@EMDZ6
2016-10-06 04:15:23 ctwo:148.5 csi:148.2 @KCZ6,10/6/2016 4:15,148.5,10/5/2016 20:00,148.2,0.002024291,0.002024291,Open,0 days 08:15:23.000000000,0.344016204,@KCZ6
2016-10-06 04:15:10 ctwo:148.5 csi:148.2 @KCZ6,10/6/2016 4:15,148.5,10/5/2016 20:00,148.2,0.002024291,0.002024291,Close,0 days 08:15:10.000000000,0.343865741,@KCZ6
2016-10-06 02:00:49 ctwo:4496.0 csi:4485.5 MTV6,10/6/2016 2:00,4496,10/5/2016 20:00,4485.5,0.002340876,0.002340876,Open,0 days 06:00:49.000000000,0.25056713,MTV6
2016-10-06 02:00:36 ctwo:4496.0 csi:4485.5 MTV6,10/6/2016 2:00,4496,10/5/2016 20:00,4485.5,0.002340876,0.002340876,Close,0 days 06:00:36.000000000,0.250416667,MTV6
2016-10-06 02:00:50 ctwo:10606.0 csi:10580.5 DXMZ6,10/6/2016 2:00,10606,10/5/2016 20:00,10580.5,0.002410094,0.002410094,Open,0 days 06:00:50.000000000,0.250578704,DXMZ6
2016-10-06 09:30:23 ctwo:122.45 csi:122.85 @GFX6,10/6/2016 9:30,122.45,10/5/2016 20:00,122.85,-0.003256003,0.003256003,Close,0 days 13:30:23.000000000,0.562766204,@GFX6
2016-10-05 23:24:13 ctwo:406.5 csi:405.0 @WZ6,10/5/2016 23:24,406.5,10/5/2016 20:00,405,0.003703704,0.003703704,Close,0 days 03:24:13.000000000,0.14181713,@WZ6
2016-10-05 23:24:07 ctwo:183.25 csi:184.0 @OZ6,10/5/2016 23:24,183.25,10/5/2016 20:00,184,-0.004076087,0.004076087,Close,0 days 03:24:07.000000000,0.141747685,@OZ6
2016-10-05 23:24:13 ctwo:5460.0 csi:5433.0 APZ6,10/5/2016 23:24,5460,10/5/2016 20:00,5433,0.00496963,0.00496963,Close,0 days 03:24:13.000000000,0.14181713,APZ6
2016-10-05 23:23:53 ctwo:346.0 csi:347.75 @CZ6,10/5/2016 23:23,346,10/5/2016 20:00,347.75,-0.005032351,0.005032351,Close,0 days 03:23:53.000000000,0.141585648,@CZ6
2016-10-06 03:45:01 ctwo:601.4 csi:604.5 QWZ6,10/6/2016 3:45,601.4,10/5/2016 20:00,604.5,-0.005128205,0.005128205,Close,0 days 07:45:01.000000000,0.322928241,QWZ6
2016-10-05 23:24:00 ctwo:23874.0 csi:23750.0 HSIV6,10/5/2016 23:24,23874,10/5/2016 20:00,23750,0.005221053,0.005221053,Close,0 days 03:24:00.000000000,0.141666667,HSIV6
2016-10-05 23:24:03 ctwo:51.55 csi:51.86 EBZ6,10/5/2016 23:24,51.55,10/5/2016 20:00,51.86,-0.005977632,0.005977632,Close,0 days 03:24:03.000000000,0.141701389,EBZ6
2016-10-05 23:23:55 ctwo:49.51 csi:49.83 QCLX6,10/5/2016 23:23,49.51,10/5/2016 20:00,49.83,-0.006421834,0.006421834,Open,0 days 03:23:55.000000000,0.141608796,QCLX6
2016-10-05 23:23:54 ctwo:49.51 csi:49.83 QCLX6,10/5/2016 23:23,49.51,10/5/2016 20:00,49.83,-0.006421834,0.006421834,Close,0 days 03:23:54.000000000,0.141597222,QCLX6
2016-10-05 23:24:00 ctwo:9887.0 csi:9800.0 HHIV6,10/5/2016 23:24,9887,10/5/2016 20:00,9800,0.008877551,0.008877551,Close,0 days 03:24:00.000000000,0.141666667,HHIV6
2016-10-06 08:00:11 ctwo:204.0 csi:201.4 @OJX6,10/6/2016 8:00,204,10/5/2016 20:00,201.4,0.012909633,0.012909633,Close,0 days 12:00:11.000000000,0.500127315,@OJX6
