rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta,symbol
2016-10-02 18:00:37 ctwo:168.40625 csi:168.15625 @USZ6,10/2/2016 18:00,168.40625,9/30/2016 20:00,168.15625,0.001486713,0.001486713,Close,1 days 22:00:37.000000000,1.917094907,@USZ6
2016-10-02 20:00:18 ctwo:9.9 csi:9.885 @RRX6,10/2/2016 20:00,9.9,9/30/2016 20:00,9.885,0.001517451,0.001517451,Close,2 days 00:00:18.000000000,2.000208333,@RRX6
2016-10-02 20:00:34 ctwo:9.9 csi:9.885 @RRX6,10/2/2016 20:00,9.9,9/30/2016 20:00,9.885,0.001517451,0.001517451,Open,2 days 00:00:34.000000000,2.000393519,@RRX6
2016-10-02 18:01:01 ctwo:15.75 csi:15.775 @VXV6,10/2/2016 18:01,15.75,9/30/2016 20:00,15.775,-0.001584786,0.001584786,Open,1 days 22:01:01.000000000,1.917372685,@VXV6
2016-10-02 18:00:50 ctwo:15.75 csi:15.775 @VXV6,10/2/2016 18:00,15.75,9/30/2016 20:00,15.775,-0.001584786,0.001584786,Close,1 days 22:00:50.000000000,1.91724537,@VXV6
2016-10-02 18:00:32 ctwo:1246.2 csi:1248.3 @TFSZ6,10/2/2016 18:00,1246.2,9/30/2016 20:00,1248.3,-0.001682288,0.001682288,Open,1 days 22:00:32.000000000,1.917037037,@TFSZ6
2016-10-02 18:00:09 ctwo:1246.2 csi:1248.3 @TFSZ6,10/2/2016 18:00,1246.2,9/30/2016 20:00,1248.3,-0.001682288,0.001682288,Close,1 days 22:00:09.000000000,1.916770833,@TFSZ6
2016-10-02 20:00:02 ctwo:952.25 csi:954.0 @SX6,10/2/2016 20:00,952.25,9/30/2016 20:00,954,-0.001834382,0.001834382,Close,2 days 00:00:02.000000000,2.000023148,@SX6
2016-10-02 18:00:22 ctwo:722.9 csi:721.5 QPAZ6,10/2/2016 18:00,722.9,9/30/2016 20:00,721.5,0.001940402,0.001940402,Close,1 days 22:00:22.000000000,1.916921296,QPAZ6
2016-10-02 20:00:14 ctwo:336.0 csi:336.75 @CZ6,10/2/2016 20:00,336,9/30/2016 20:00,336.75,-0.002227171,0.002227171,Close,2 days 00:00:14.000000000,2.000162037,@CZ6
2016-10-02 20:00:34 ctwo:336.0 csi:336.75 @CZ6,10/2/2016 20:00,336,9/30/2016 20:00,336.75,-0.002227171,0.002227171,Open,2 days 00:00:34.000000000,2.000393519,@CZ6
2016-10-02 18:00:54 ctwo:2.899 csi:2.906 QNGX6,10/2/2016 18:00,2.899,9/30/2016 20:00,2.906,-0.002408809,0.002408809,Open,1 days 22:00:54.000000000,1.917291667,QNGX6
2016-10-02 18:00:38 ctwo:2.899 csi:2.906 QNGX6,10/2/2016 18:00,2.899,9/30/2016 20:00,2.906,-0.002408809,0.002408809,Close,1 days 22:00:38.000000000,1.917106481,QNGX6
2016-10-02 18:00:19 ctwo:1.2964 csi:1.2997 @BPZ6,10/2/2016 18:00,1.2964,9/30/2016 20:00,1.2997,-0.002539047,0.002539047,Close,1 days 22:00:19.000000000,1.916886574,@BPZ6
2016-10-02 18:00:51 ctwo:1031.8 csi:1034.5 QPLF7,10/2/2016 18:00,1031.8,9/30/2016 20:00,1034.5,-0.002609957,0.002609957,Close,1 days 22:00:51.000000000,1.917256944,QPLF7
2016-10-02 18:00:50 ctwo:1321.1 csi:1317.1 QGCZ6,10/2/2016 18:00,1321.1,9/30/2016 20:00,1317.1,0.003036975,0.003036975,Close,1 days 22:00:50.000000000,1.91724537,QGCZ6
2016-10-03 09:31:41 ctwo:119.25 csi:119.65 @GFX6,10/3/2016 9:31,119.25,9/30/2016 20:00,119.65,-0.003343084,0.003343084,Open,2 days 13:31:41.000000000,2.563668981,@GFX6
2016-10-03 08:01:38 ctwo:204.3 csi:205.0 @OJX6,10/3/2016 8:01,204.3,9/30/2016 20:00,205,-0.003414634,0.003414634,Open,2 days 12:01:38.000000000,2.501134259,@OJX6
2016-10-02 06:15:12 ctwo:314.0 csi:315.15 SSV6,10/2/2016 6:15,314,9/30/2016 20:00,315.15,-0.003649056,0.003649056,Close,1 days 10:15:12.000000000,1.427222222,SSV6
2016-10-02 18:00:26 ctwo:50.0 csi:50.19 EBZ6,10/2/2016 18:00,50,9/30/2016 20:00,50.19,-0.003785615,0.003785615,Close,1 days 22:00:26.000000000,1.916967593,EBZ6
2016-10-02 20:00:13 ctwo:33.31 csi:33.44 @BOZ6,10/2/2016 20:00,33.31,9/30/2016 20:00,33.44,-0.00388756,0.00388756,Close,2 days 00:00:13.000000000,2.000150463,@BOZ6
2016-10-02 20:00:24 ctwo:33.31 csi:33.44 @BOZ6,10/2/2016 20:00,33.31,9/30/2016 20:00,33.44,-0.00388756,0.00388756,Open,2 days 00:00:24.000000000,2.000277778,@BOZ6
2016-10-02 20:00:13 ctwo:400.25 csi:402.0 @WZ6,10/2/2016 20:00,400.25,9/30/2016 20:00,402,-0.004353234,0.004353234,Close,2 days 00:00:13.000000000,2.000150463,@WZ6
2016-10-02 18:00:46 ctwo:48.03 csi:48.24 QCLX6,10/2/2016 18:00,48.03,9/30/2016 20:00,48.24,-0.004353234,0.004353234,Open,1 days 22:00:46.000000000,1.917199074,QCLX6
2016-10-02 18:00:26 ctwo:48.03 csi:48.24 QCLX6,10/2/2016 18:00,48.03,9/30/2016 20:00,48.24,-0.004353234,0.004353234,Close,1 days 22:00:26.000000000,1.916967593,QCLX6
2016-10-02 18:00:51 ctwo:450.25 csi:448.25 GASZ6,10/2/2016 18:00,450.25,9/30/2016 20:00,448.25,0.004461796,0.004461796,Close,1 days 22:00:51.000000000,1.917256944,GASZ6
2016-10-02 19:16:01 ctwo:908.3 csi:912.5 @MMEZ6,10/2/2016 19:16,908.3,9/30/2016 20:00,912.5,-0.00460274,0.00460274,Close,1 days 23:16:01.000000000,1.969456019,@MMEZ6
2016-10-02 01:10:05 ctwo:5446.0 csi:5416.0 APZ6,10/2/2016 1:10,5446,9/30/2016 20:00,5416,0.005539143,0.005539143,Close,1 days 05:10:05.000000000,1.215335648,APZ6
2016-10-02 20:00:12 ctwo:413.0 csi:415.5 @KWZ6,10/2/2016 20:00,413,9/30/2016 20:00,415.5,-0.006016847,0.006016847,Close,2 days 00:00:12.000000000,2.000138889,@KWZ6
2016-10-03 04:21:12 ctwo:2780.0 csi:2761.0 @CCZ6,10/3/2016 4:21,2780,9/30/2016 20:00,2761,0.006881565,0.006881565,Open,2 days 08:21:12.000000000,2.348055556,@CCZ6
2016-10-03 09:31:53 ctwo:44.3 csi:43.975 @HEZ6,10/3/2016 9:31,44.3,9/30/2016 20:00,43.975,0.007390563,0.007390563,Open,2 days 13:31:53.000000000,2.56380787,@HEZ6
2016-10-02 20:45:11 ctwo:344.7 csi:341.7 TWV6,10/2/2016 20:45,344.7,9/30/2016 20:00,341.7,0.008779631,0.008779631,Close,2 days 00:45:11.000000000,2.031377315,TWV6
2016-10-02 20:15:14 ctwo:9722.0 csi:9600.0 HHIV6,10/2/2016 20:15,9722,9/30/2016 20:00,9600,0.012708333,0.012708333,Close,2 days 00:15:14.000000000,2.010578704,HHIV6
