rowname,contract,c2timestamp,c2price,trigger,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-11-15 22:10:08 1.0 @NQZ6 $-270,@NQZ6,2016-11-15 22:10:08,4779.5,2016-11-15 16:30:00,4766.0,0.00283256399496,0.00283256399496,Close,1.0,-270.0,1.0,0 days 05:40:08.000000000,340.0
ctwo: 2016-11-15 22:10:06 1 QHOF7 $-222,QHOF7,2016-11-15 22:10:06,1.4527,2016-11-15 16:30:00,1.458,-0.00363511659808,0.00363511659808,Open,-1.0,-222.0,1.0,0 days 05:40:06.000000000,340.0
ctwo: 2016-11-15 22:10:06 1.0 QHOF7 $-222,QHOF7,2016-11-15 22:10:06,1.4527,2016-11-15 16:30:00,1.458,-0.00363511659808,0.00363511659808,Close,-1.0,-222.0,1.0,0 days 05:40:06.000000000,340.0
ctwo: 2016-11-15 22:10:02 1 @EUZ6 $-493,@EUZ6,2016-11-15 22:10:02,1.07695,2016-11-15 16:30:00,1.073,0.00368126747437,0.00368126747437,Open,1.0,-493.0,1.0,0 days 05:40:02.000000000,340.0
ctwo: 2016-11-15 22:10:09 1 @SF7 $-187,@SF7,2016-11-15 22:10:09,993.25,2016-11-15 13:50:00,989.5,0.00378979282466,0.00378979282466,Open,1.0,-187.0,1.0,0 days 08:20:09.000000000,500.0
ctwo: 2016-11-15 22:10:11 1 @USZ6 $-593,@USZ6,2016-11-15 22:10:11,154.875,2016-11-15 16:30:00,154.28125,0.00384849098643,0.00384849098643,Open,1.0,-593.0,1.0,0 days 05:40:11.000000000,340.0
ctwo: 2016-11-15 22:10:10 1.0 @USZ6 $-625,@USZ6,2016-11-15 22:10:10,154.90625,2016-11-15 16:30:00,154.28125,0.00405104314361,0.00405104314361,Close,1.0,-625.0,1.0,0 days 05:40:10.000000000,340.0
ctwo: 2016-11-15 22:09:59 2 @BOZ6 $-179,@BOZ6,2016-11-15 22:09:59,34.36,2016-11-15 13:50:00,34.21,0.00438468284127,0.00438468284127,Open,1.0,-179.0,2.0,0 days 08:19:59.000000000,499.0
ctwo: 2016-11-15 22:10:02 1 QCLF7 $-240,QCLF7,2016-11-15 22:10:02,46.15,2016-11-15 16:30:00,46.39,-0.00517352877775,0.00517352877775,Open,-1.0,-240.0,1.0,0 days 05:40:02.000000000,340.0
ctwo: 2016-11-15 22:10:05 1 QHGZ6 $387,QHGZ6,2016-11-15 22:10:05,248.95,2016-11-15 16:30:00,250.5,-0.0061876247505,0.0061876247505,Open,1.0,387.0,1.0,0 days 05:40:05.000000000,340.0
