trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,mark_to_mkt,pure_mark_to_mkt,currency,pure_unr_pnl,unr_pnl
11.0,4.9688,20160323 10:44:55 EST,20160323 10:44:55 EST,20160323 10:44:55 EST,1.31975,,USDCAD,short,,20160323 10:37:22 EST,closed,20160323 10:37:22 EST,1.32035,,,2.0,2.0,,USDCAD,,8.9688,2.0,19978.68218,4.0,400069.43346,20026.68218,,,,,
12.0,-27.00194,20160323 10:50:58 EST,20160323 10:50:58 EST,20160323 10:50:58 EST,1.31881333333,,USDCAD,long,,20160323 10:44:55 EST,closed,20160323 10:44:55 EST,1.31975,,,3.0,3.0,,USDCAD,,-21.00194,-1.0,19951.68024,6.0,400048.43152,20005.68024,,,,,
13.0,-0.860919999999,20160323 10:53:29 EST,20160323 10:53:29 EST,20160323 10:53:29 EST,1.3183,,USDCAD,short,,20160323 10:50:58 EST,closed,20160323 10:50:58 EST,1.31844,,,3.0,3.0,,USDCAD,,3.13908,3.0,19950.81932,4.0,400045.29244,20008.81932,,,,,
14.0,12.5535,20160323 11:07:05 EST,20160323 11:07:05 EST,20160323 11:07:05 EST,1.31903,,USDCAD,long,,20160323 11:01:33 EST,closed,20160323 10:53:29 EST,1.31848,,,5.0,5.0,,USDCAD,,20.5535,-5.0,19963.37282,8.0,400065.84594,20029.37282,,,,,
15.0,31.5015,20160323 11:16:08 EST,20160323 11:16:08 EST,20160323 11:16:08 EST,1.31986,,USDCAD,long,,20160323 11:11:06 EST,closed,20160323 11:11:06 EST,1.31891,,,5.0,5.0,,USDCAD,,35.5015,-5.0,19994.87432,4.0,400101.34744,20064.87432,,,,,
16.0,-7.737,20160323 11:24:12 EST,20160323 11:24:12 EST,20160323 11:24:12 EST,1.32023,,USDCAD,long,,20160323 11:20:10 EST,closed,20160323 11:20:10 EST,1.32073,,,1.0,1.0,,USDCAD,,-3.737,-1.0,19987.13732,4.0,400097.61044,20061.13732,,,,,
17.0,23.896,20160323 11:45:51 EST,20160323 11:45:51 EST,20160323 11:45:51 EST,1.32108,,USDCAD,long,,20160323 11:41:18 EST,closed,20160323 11:37:16 EST,1.32028,,,5.0,5.0,,USDCAD,,29.896,-5.0,20011.03332,6.0,400127.50644,20091.03332,,,,,
18.0,-40.6226,20160323 12:07:15 EST,20160323 12:07:15 EST,20160323 12:07:15 EST,1.32017,,USDCAD,long,,20160323 11:52:55 EST,closed,20160323 11:52:55 EST,1.32115,,,5.0,5.0,,USDCAD,,-36.6226,-5.0,19970.41072,4.0,400090.88384,20054.41072,,,,,
19.0,-12.9688,20160323 12:22:00 EST,20160323 12:22:00 EST,20160323 12:22:00 EST,1.3188,,USDCAD,long,,20160323 12:12:49 EST,closed,20160323 12:12:49 EST,1.31904,,,5.0,5.0,,USDCAD,,-8.9688,-5.0,19957.44192,4.0,400081.91504,20045.44192,,,,,
20.0,-18.2006,20160323 12:26:03 EST,20160323 12:26:03 EST,20160323 12:26:03 EST,1.31918,,USDCAD,short,,20160323 12:22:00 EST,closed,20160323 12:22:00 EST,1.3188,,,5.0,5.0,,USDCAD,,-14.2006,5.0,19939.24132,4.0,400096.11564,20031.24132,,,,,
21.0,14.87044,20160323 12:40:47 EST,20160323 12:40:47 EST,20160323 12:40:47 EST,1.3202,,USDCAD,long,,20160323 12:34:07 EST,closed,20160323 12:26:03 EST,1.319916,,,5.0,5.0,,USDCAD,,22.87044,-5.0,19954.11176,8.0,400118.98608,20054.11176,,,,,
22.0,16.1798,20160323 12:44:20 EST,20160323 12:44:20 EST,20160323 12:44:20 EST,1.31966,,USDCAD,short,,20160323 12:40:47 EST,closed,20160323 12:40:47 EST,1.3202,,,5.0,5.0,,USDCAD,,20.1798,5.0,19970.29156,4.0,400098.80628,20074.29156,,,,,
23.0,-26.96598,20160323 13:30:34 EST,20160323 13:30:34 EST,20160323 13:30:34 EST,1.31955,,USDCAD,long,,20160323 13:09:21 EST,closed,20160323 12:44:20 EST,1.320148,,,5.0,5.0,,USDCAD,,-16.96598,-5.0,19943.32558,10.0,400081.8403,20057.32558,,,,,
24.0,-3.55156,20160323 13:34:42 EST,20160323 13:34:42 EST,20160323 13:34:42 EST,1.31949,,USDCAD,short,,20160323 13:30:34 EST,closed,20160323 13:30:34 EST,1.31955,,,1.0,1.0,,USDCAD,,0.44844,1.0,19939.77402,4.0,400081.39186,20057.77402,,,,,
25.0,25.98872,20160323 13:42:05 EST,20160323 13:42:05 EST,20160323 13:42:05 EST,1.32053,,USDCAD,long,,20160323 13:37:21 EST,closed,20160323 13:34:42 EST,1.319674,,,5.0,5.0,,USDCAD,,31.98872,-5.0,19965.76274,6.0,400113.38058,20089.76274,,,,,
26.0,-5.4948,20160323 13:46:46 EST,20160323 13:46:46 EST,20160323 13:46:46 EST,1.32057,,USDCAD,short,,20160323 13:42:05 EST,closed,20160323 13:42:05 EST,1.32053,,,5.0,5.0,,USDCAD,,-1.4948,5.0,19960.26794,4.0,400114.87538,20088.26794,,,,,
27.0,-4.0,20160323 13:49:48 EST,20160323 13:49:48 EST,20160323 13:49:48 EST,1.32057,,USDCAD,long,,20160323 13:46:46 EST,closed,20160323 13:46:46 EST,1.32057,,,5.0,5.0,,USDCAD,,0.0,-5.0,19956.26794,4.0,400114.87538,20088.26794,,,,,
28.0,-13.3425,20160323 14:06:57 EST,20160323 14:06:57 EST,20160323 14:06:57 EST,1.31947,,USDCAD,long,,20160323 13:58:03 EST,closed,20160323 13:58:03 EST,1.31972,,,5.0,5.0,,USDCAD,,-9.3425,-5.0,19942.92544,4.0,400105.53288,20078.92544,,,,,
29.0,-9.9792,20160323 14:12:01 EST,20160323 14:12:01 EST,20160323 14:12:01 EST,1.31963,,USDCAD,short,,20160323 14:06:57 EST,closed,20160323 14:06:57 EST,1.31947,,,5.0,5.0,,USDCAD,,-5.9792,5.0,19932.94624,4.0,400111.51208,20072.94624,,,,,
30.0,-3.2526,20160323 14:15:04 EST,20160323 14:15:04 EST,20160323 14:15:04 EST,1.31965,,USDCAD,long,,20160323 14:12:01 EST,closed,20160323 14:12:01 EST,1.31963,,,5.0,5.0,,USDCAD,,0.747400000005,-5.0,19929.69364,4.0,400112.25948,20073.69364,,,,,
31.0,4.5951,20160323 14:24:50 EST,20160323 14:24:50 EST,20160323 14:24:50 EST,1.31942,,USDCAD,short,,20160323 14:15:04 EST,closed,20160323 14:15:04 EST,1.31965,,,5.0,5.0,,USDCAD,,8.5951,5.0,19934.28874,4.0,400103.66438,20082.28874,,,,,
32.0,15.15142,20160323 14:34:41 EST,20160323 14:34:41 EST,20160323 14:34:41 EST,1.320344,,USDCAD,short,,20160323 14:29:35 EST,closed,20160323 14:29:35 EST,1.32091,,,5.0,5.0,,USDCAD,,21.15142,1.0,19949.44016,6.0,400082.51296,20103.44016,,,,,
33.0,-4.44844,20160323 14:36:44 EST,20160323 14:36:44 EST,20160323 14:36:44 EST,1.32066,,USDCAD,long,,20160323 14:35:42 EST,closed,20160323 14:35:42 EST,1.32072,,,1.0,1.0,,USDCAD,,-0.448440000001,-1.0,19944.99172,4.0,400082.06452,20102.99172,,,,,
34.0,-5.8685,20160323 14:38:15 EST,20160323 14:38:15 EST,20160323 14:38:15 EST,1.32071,,USDCAD,short,,20160323 14:36:44 EST,closed,20160323 14:36:44 EST,1.32066,,,5.0,5.0,,USDCAD,,-1.8685,5.0,19939.12322,4.0,400083.93302,20101.12322,,,,,
35.0,-24.01234,20160323 14:42:22 EST,20160323 14:42:22 EST,20160323 14:42:22 EST,1.3205,,USDCAD,long,,20160323 14:39:48 EST,closed,20160323 14:38:15 EST,1.320982,,,5.0,5.0,,USDCAD,,-18.01234,-5.0,19915.11088,6.0,400065.92068,20083.11088,,,,,
36.0,-19.52794,20160323 14:44:26 EST,20160323 14:44:26 EST,20160323 14:44:26 EST,1.320862,,USDCAD,short,,20160323 14:42:22 EST,closed,20160323 14:42:22 EST,1.3205,,,5.0,5.0,,USDCAD,,-13.52794,1.0,19895.58294,6.0,400079.44862,20069.58294,,,,,
37.0,-11.1003,20160323 14:47:12 EST,20160323 14:47:12 EST,20160323 14:47:12 EST,1.32051,,USDCAD,long,,20160323 14:46:04 EST,closed,20160323 14:46:04 EST,1.3207,,,5.0,5.0,,USDCAD,,-7.1003,-5.0,19884.48264,4.0,400072.34832,20062.48264,,,,,
38.0,-18.55632,20160323 14:49:15 EST,20160323 14:49:15 EST,20160323 14:49:15 EST,1.32099,,USDCAD,short,,20160323 14:48:44 EST,closed,20160323 14:47:12 EST,1.320654,,,5.0,5.0,,USDCAD,,-12.55632,5.0,19865.92632,6.0,400084.90464,20049.92632,,,,,
39.0,7.5847,20160323 14:52:47 EST,20160323 14:52:47 EST,20160323 14:52:47 EST,1.32101,,USDCAD,long,,20160323 14:51:47 EST,closed,20160323 14:51:47 EST,1.3207,,,5.0,5.0,,USDCAD,,11.5847,-5.0,19873.51102,4.0,400096.48934,20061.51102,,,,,
40.0,-4.67266,20160323 14:54:51 EST,20160323 14:54:51 EST,20160323 14:54:51 EST,1.3211,,USDCAD,short,,20160323 14:52:47 EST,closed,20160323 14:52:47 EST,1.32101,,,1.0,1.0,,USDCAD,,-0.672659999999,1.0,19868.83836,4.0,400097.162,20060.83836,,,,,
41.0,-13.3425,20160323 14:56:22 EST,20160323 14:56:22 EST,20160323 14:56:22 EST,1.32085,,USDCAD,long,,20160323 14:54:51 EST,closed,20160323 14:54:51 EST,1.3211,,,5.0,5.0,,USDCAD,,-9.34249999999,-5.0,19855.49586,4.0,400087.8195,20051.49586,,,,,
42.0,-20.0691,20160323 14:58:53 EST,20160323 14:58:53 EST,20160323 14:58:53 EST,1.32128,,USDCAD,short,,20160323 14:56:22 EST,closed,20160323 14:56:22 EST,1.32085,,,5.0,5.0,,USDCAD,,-16.0691,5.0,19835.42676,4.0,400103.8886,20035.42676,,,,,
43.0,-7.70104,20160323 15:03:06 EST,20160323 15:03:06 EST,20160323 15:03:06 EST,1.321128,,USDCAD,long,,20160323 15:00:27 EST,closed,20160323 14:58:53 EST,1.32112,,,5.0,5.0,,USDCAD,,0.29896,-1.0,19827.72572,8.0,400104.18756,20035.72572,,,,,
44.0,-7.13908,20160323 15:04:12 EST,20160323 15:04:12 EST,20160323 15:04:12 EST,1.32198,,USDCAD,short,,20160323 15:03:06 EST,closed,20160323 15:03:06 EST,1.32156,,,1.0,1.0,,USDCAD,,-3.13908,1.0,19820.58664,4.0,400107.32664,20032.58664,,,,,
45.0,-4.67266,20160323 15:04:47 EST,20160323 15:04:47 EST,20160323 15:04:47 EST,1.32189,,USDCAD,long,,20160323 15:04:12 EST,closed,20160323 15:04:12 EST,1.32198,,,1.0,1.0,,USDCAD,,-0.672659999999,-1.0,19815.91398,4.0,400106.65398,20031.91398,,,,,
46.0,9.39644,20160323 15:09:28 EST,20160323 15:09:28 EST,20160323 15:09:28 EST,1.321478,,USDCAD,short,,20160323 15:04:47 EST,closed,20160323 15:04:47 EST,1.32189,,,5.0,5.0,,USDCAD,,15.39644,1.0,19825.31042,6.0,400091.25754,20047.31042,,,,,
47.0,-4.44844,20160323 15:11:35 EST,20160323 15:11:35 EST,20160323 15:11:35 EST,1.3218,,USDCAD,short,,20160323 15:10:29 EST,closed,20160323 15:10:29 EST,1.32174,,,1.0,1.0,,USDCAD,,-0.448440000001,1.0,19820.86198,4.0,400091.70598,20046.86198,,,,,
48.0,-5.4948,20160323 15:13:12 EST,20160323 15:13:12 EST,20160323 15:13:12 EST,1.3216,,USDCAD,long,,20160323 15:11:35 EST,closed,20160323 15:11:35 EST,1.3218,,,1.0,1.0,,USDCAD,,-1.4948,-1.0,19815.36718,4.0,400090.21118,20045.36718,,,,,
49.0,2.98678,20160323 15:19:21 EST,20160323 15:19:21 EST,20160323 15:19:21 EST,1.32106,,USDCAD,short,,20160323 15:18:20 EST,closed,20160323 15:13:44 EST,1.32129,,,5.0,5.0,,USDCAD,,10.98678,5.0,19818.35396,8.0,400079.2244,20056.35396,,,,,
50.0,-11.8477,20160323 15:21:53 EST,20160323 15:21:53 EST,20160323 15:21:53 EST,1.32124,,USDCAD,short,,20160323 15:20:52 EST,closed,20160323 15:20:52 EST,1.32103,,,5.0,5.0,,USDCAD,,-7.8477,5.0,19806.50626,4.0,400087.0721,20048.50626,,,,,
51.0,-24.5535,20160323 15:29:36 EST,20160323 15:29:36 EST,20160323 15:29:36 EST,1.3209,,USDCAD,long,,20160323 15:26:00 EST,closed,20160323 15:26:00 EST,1.32145,,,5.0,5.0,,USDCAD,,-20.5535,-5.0,19781.95276,4.0,400066.5186,20027.95276,,,,,
52.0,-14.4636,20160323 15:32:17 EST,20160323 15:32:17 EST,20160323 15:32:17 EST,1.32118,,USDCAD,short,,20160323 15:29:36 EST,closed,20160323 15:29:36 EST,1.3209,,,5.0,5.0,,USDCAD,,-10.4636,5.0,19767.48916,4.0,400076.9822,20017.48916,,,,,
53.0,-4.07474,20160323 15:54:35 EST,20160323 15:54:35 EST,20160323 15:54:35 EST,1.32003,,USDCAD,long,,20160323 15:53:33 EST,closed,20160323 15:53:33 EST,1.32004,,,1.0,1.0,,USDCAD,,-0.0747399999988,-1.0,19763.41442,4.0,400076.90746,20017.41442,,,,,
54.0,-28.12304,20160323 15:59:38 EST,20160323 15:59:38 EST,20160323 15:59:38 EST,1.320752,,USDCAD,short,,20160323 15:57:06 EST,closed,20160323 15:57:06 EST,1.32016,,,5.0,5.0,,USDCAD,,-22.12304,1.0,19735.29138,6.0,400099.0305,19995.29138,,,,,
55.0,-7.71902,20160323 16:17:36 EST,20160323 16:17:36 EST,20160323 16:17:36 EST,1.32159,,USDCAD,short,,20160323 16:04:55 EST,closed,20160323 16:03:50 EST,1.321544,,,5.0,5.0,,USDCAD,,-1.71902,5.0,19727.57236,6.0,400100.74952,19993.57236,,,,,
56.0,-0.600739999995,20160323 16:26:20 EST,20160323 16:26:20 EST,20160323 16:26:20 EST,1.3213,,USDCAD,short,,20160323 16:25:18 EST,closed,20160323 16:18:38 EST,1.321266,,,5.0,5.0,,USDCAD,,7.39926,5.0,19726.97162,8.0,400093.35026,20000.97162,,,,,
57.0,-6.2422,20160323 16:30:56 EST,20160323 16:30:56 EST,20160323 16:30:56 EST,1.32118,,USDCAD,long,,20160323 16:28:55 EST,closed,20160323 16:28:55 EST,1.32124,,,5.0,5.0,,USDCAD,,-2.2422,-5.0,19720.72942,4.0,400091.10806,19998.72942,,,,,
58.0,-1.7578,20160323 16:31:58 EST,20160323 16:31:58 EST,20160323 16:31:58 EST,1.32112,,USDCAD,short,,20160323 16:30:56 EST,closed,20160323 16:30:56 EST,1.32118,,,5.0,5.0,,USDCAD,,2.2422,5.0,19718.97162,4.0,400088.86586,20000.97162,,,,,
59.0,0.538340000005,20160323 17:15:36 EST,20160323 17:15:36 EST,20160323 17:15:36 EST,1.32055,,USDCAD,short,,20160323 16:48:15 EST,closed,20160323 16:41:36 EST,1.32108,,,5.0,5.0,,USDCAD,,10.53834,5.0,19719.50996,10.0,400078.32752,20011.50996,,,,,
60.0,-19.3217,20160323 17:29:27 EST,20160323 17:29:27 EST,20160323 17:29:27 EST,1.32098,,USDCAD,short,,20160323 17:27:54 EST,closed,20160323 17:27:54 EST,1.32057,,,5.0,5.0,,USDCAD,,-15.3217,5.0,19700.18826,4.0,400093.64922,19996.18826,,,,,
61.0,-19.6954,20160323 17:31:59 EST,20160323 17:31:59 EST,20160323 17:31:59 EST,1.32068,,USDCAD,long,,20160323 17:30:28 EST,closed,20160323 17:30:28 EST,1.3211,,,5.0,5.0,,USDCAD,,-15.6954,-5.0,19680.49286,4.0,400077.95382,19980.49286,,,,,
62.0,-49.57624,20160323 17:44:36 EST,20160323 17:44:36 EST,20160323 17:44:36 EST,1.320968,,USDCAD,short,,20160323 17:37:49 EST,closed,20160323 17:31:59 EST,1.3206816,,,5.0,5.0,,USDCAD,,-35.57624,1.0,19630.91662,14.0,400113.53006,19944.91662,,,,,
63.0,-37.84206,20160323 18:02:48 EST,20160323 18:02:48 EST,20160323 18:02:48 EST,1.3209,,USDCAD,short,,20160323 17:58:06 EST,closed,20160323 17:46:09 EST,1.32059064,,,5.0,5.0,,USDCAD,,-23.84206,5.0,19593.07456,14.0,400137.37212,19921.07456,,,,,
64.0,-25.13626,20160323 18:21:06 EST,20160323 18:21:06 EST,20160323 18:21:06 EST,1.32067,,USDCAD,short,,20160323 18:17:49 EST,closed,20160323 18:04:21 EST,1.3205544,,,5.0,5.0,,USDCAD,,-11.13626,5.0,19567.9383,14.0,400148.50838,19909.9383,,,,,
65.0,-14.4636,20160323 18:32:18 EST,20160323 18:32:18 EST,20160323 18:32:18 EST,1.32083,,USDCAD,short,,20160323 18:24:08 EST,closed,20160323 18:24:08 EST,1.32055,,,5.0,5.0,,USDCAD,,-10.4636,5.0,19553.4747,4.0,400158.97198,19899.4747,,,,,
66.0,-8.1107,20160323 18:34:58 EST,20160323 18:34:58 EST,20160323 18:34:58 EST,1.32075,,USDCAD,short,,20160323 18:33:27 EST,closed,20160323 18:33:27 EST,1.32064,,,5.0,5.0,,USDCAD,,-4.1107,5.0,19545.364,4.0,400163.08268,19895.364,,,,,
67.0,-32.40402,20160323 19:08:49 EST,20160323 19:08:49 EST,20160323 19:08:49 EST,1.321352,,USDCAD,short,,20160323 18:45:46 EST,closed,20160323 18:38:38 EST,1.3209532,,,5.0,5.0,,USDCAD,,-20.40402,1.0,19512.95998,12.0,400183.4867,19874.95998,,,,,
68.0,-7.737,20160323 19:10:50 EST,20160323 19:10:50 EST,20160323 19:10:50 EST,1.32111,,USDCAD,short,,20160323 19:09:50 EST,closed,20160323 19:09:50 EST,1.32101,,,5.0,5.0,,USDCAD,,-3.737,5.0,19505.22298,4.0,400187.2237,19871.22298,,,,,
69.0,-5.1211,20160323 19:11:53 EST,20160323 19:11:53 EST,20160323 19:11:53 EST,1.32096,,USDCAD,long,,20160323 19:10:50 EST,closed,20160323 19:10:50 EST,1.32111,,,1.0,1.0,,USDCAD,,-1.1211,-1.0,19500.10188,4.0,400186.1026,19870.10188,,,,,
70.0,-5.04636,20160323 19:16:56 EST,20160323 19:16:56 EST,20160323 19:16:56 EST,1.3211,,USDCAD,short,,20160323 19:11:53 EST,closed,20160323 19:11:53 EST,1.32096,,,1.0,1.0,,USDCAD,,-1.04636,1.0,19495.05552,4.0,400187.14896,19869.05552,,,,,
71.0,-4.7474,20160323 19:17:35 EST,20160323 19:17:35 EST,20160323 19:17:35 EST,1.321,,USDCAD,long,,20160323 19:16:56 EST,closed,20160323 19:16:56 EST,1.3211,,,1.0,1.0,,USDCAD,,-0.7474,-1.0,19490.30812,4.0,400186.40156,19868.30812,,,,,
72.0,-3.2526,20160323 19:18:37 EST,20160323 19:18:37 EST,20160323 19:18:37 EST,1.32098,,USDCAD,short,,20160323 19:17:35 EST,closed,20160323 19:17:35 EST,1.321,,,5.0,5.0,,USDCAD,,0.747399999997,5.0,19487.05552,4.0,400185.65416,19869.05552,,,,,
73.0,-7.737,20160323 19:20:10 EST,20160323 19:20:10 EST,20160323 19:20:10 EST,1.321,,USDCAD,short,,20160323 19:19:08 EST,closed,20160323 19:19:08 EST,1.3209,,,5.0,5.0,,USDCAD,,-3.737,5.0,19479.31852,4.0,400189.39116,19865.31852,,,,,
74.0,-9.9792,20160323 19:22:52 EST,20160323 19:22:52 EST,20160323 19:22:52 EST,1.32075,,USDCAD,long,,20160323 19:21:16 EST,closed,20160323 19:21:16 EST,1.32091,,,5.0,5.0,,USDCAD,,-5.9792,-5.0,19469.33932,4.0,400183.41196,19859.33932,,,,,
75.0,-9.23179999999,20160323 19:23:55 EST,20160323 19:23:55 EST,20160323 19:23:55 EST,1.32089,,USDCAD,short,,20160323 19:22:52 EST,closed,20160323 19:22:52 EST,1.32075,,,5.0,5.0,,USDCAD,,-5.23179999999,5.0,19460.10752,4.0,400188.64376,19854.10752,,,,,
76.0,-5.04636,20160323 19:32:20 EST,20160323 19:32:20 EST,20160323 19:32:20 EST,1.32049,,USDCAD,short,,20160323 19:31:07 EST,closed,20160323 19:31:07 EST,1.32035,,,1.0,1.0,,USDCAD,,-1.04636,1.0,19455.06116,4.0,400189.69012,19853.06116,,,,,
77.0,-12.5951,20160323 19:41:45 EST,20160323 19:41:45 EST,20160323 19:41:45 EST,1.32108,,USDCAD,short,,20160323 19:39:05 EST,closed,20160323 19:39:05 EST,1.32085,,,5.0,5.0,,USDCAD,,-8.5951,5.0,19442.46606,4.0,400198.28522,19844.46606,,,,,
78.0,0.484399999996,20160323 19:42:45 EST,20160323 19:42:45 EST,20160323 19:42:45 EST,1.3212,,USDCAD,long,,20160323 19:41:45 EST,closed,20160323 19:41:45 EST,1.32108,,,5.0,5.0,,USDCAD,,4.4844,-5.0,19442.95046,4.0,400202.76962,19848.95046,,,,,
79.0,-10.22422,20160323 19:57:34 EST,20160323 19:57:34 EST,20160323 19:57:34 EST,1.32131,,USDCAD,short,,20160323 19:47:26 EST,closed,20160323 19:42:45 EST,1.321288,,,5.0,5.0,,USDCAD,,-0.224220000002,5.0,19432.72624,10.0,400202.99384,19848.72624,,,,,
80.0,-11.2318,20160323 20:00:09 EST,20160323 20:00:09 EST,20160323 20:00:09 EST,1.32117,,USDCAD,long,,20160323 19:57:34 EST,closed,20160323 19:57:34 EST,1.32131,,,5.0,5.0,,USDCAD,,-5.2318,-1.0,19421.49444,6.0,400197.76204,19843.49444,,,,,
81.0,-4.59792,20160323 20:02:23 EST,20160323 20:02:23 EST,20160323 20:02:23 EST,1.32093,,USDCAD,short,,20160323 20:00:48 EST,closed,20160323 20:00:48 EST,1.32085,,,1.0,1.0,,USDCAD,,-0.597919999999,1.0,19416.89652,4.0,400198.35996,19842.89652,,,,,
82.0,-9.9792,20160323 20:08:03 EST,20160323 20:08:03 EST,20160323 20:08:03 EST,1.32101,,USDCAD,short,,20160323 20:03:27 EST,closed,20160323 20:03:27 EST,1.32085,,,5.0,5.0,,USDCAD,,-5.9792,5.0,19406.91732,4.0,400204.33916,19836.91732,,,,,
83.0,-5.27058,20160323 20:21:49 EST,20160323 20:21:49 EST,20160323 20:21:49 EST,1.32117,,USDCAD,short,,20160323 20:20:17 EST,closed,20160323 20:20:17 EST,1.321,,,1.0,1.0,,USDCAD,,-1.27058,1.0,19401.64674,4.0,400205.60974,19835.64674,,,,,
84.0,-4.89688,20160323 20:23:52 EST,20160323 20:23:52 EST,20160323 20:23:52 EST,1.32131,,USDCAD,short,,20160323 20:22:50 EST,closed,20160323 20:22:50 EST,1.32119,,,1.0,1.0,,USDCAD,,-0.896880000001,1.0,19396.74986,4.0,400206.50662,19834.74986,,,,,
85.0,-6.31694,20160323 20:26:55 EST,20160323 20:26:55 EST,20160323 20:26:55 EST,1.32188,,USDCAD,short,,20160323 20:25:23 EST,closed,20160323 20:25:23 EST,1.32157,,,1.0,1.0,,USDCAD,,-2.31694,1.0,19390.43292,4.0,400208.82356,19832.43292,,,,,
86.0,-9.2318,20160323 20:33:42 EST,20160323 20:33:42 EST,20160323 20:33:42 EST,1.32187,,USDCAD,long,,20160323 20:30:08 EST,closed,20160323 20:30:08 EST,1.32201,,,5.0,5.0,,USDCAD,,-5.2318,-5.0,19381.20112,4.0,400203.59176,19827.20112,,,,,
87.0,-31.2801,20160323 20:40:21 EST,20160323 20:40:21 EST,20160323 20:40:21 EST,1.3226,,USDCAD,short,,20160323 20:33:42 EST,closed,20160323 20:33:42 EST,1.32187,,,5.0,5.0,,USDCAD,,-27.2801,5.0,19349.92102,4.0,400230.87186,19799.92102,,,,,
88.0,-28.2905,20160323 20:44:03 EST,20160323 20:44:03 EST,20160323 20:44:03 EST,1.32195,,USDCAD,long,,20160323 20:40:21 EST,closed,20160323 20:40:21 EST,1.3226,,,5.0,5.0,,USDCAD,,-24.2905,-5.0,19321.63052,4.0,400206.58136,19775.63052,,,,,
