permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,111.411,20000.0,-10000.0,2.048,SLD,USD,JPY,20160318 07:10:21 EST,,9900.87322,386748.78466,111.365
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,125.605,20000.0,-10000.0,3.808,SLD,EUR,JPY,20160318 07:12:50 EST,,9904.68122,397802.02466,125.539
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,125.637,20000.0,10000.0,-10.624,BOT,EUR,JPY,20160318 07:14:39 EST,,9894.05722,408858.08066,125.539
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,0.76338,20000.0,10000.0,-10.8,BOT,AUD,USD,20160318 07:15:33 EST,,9883.25722,416491.88066,0.7625
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,0.96838,20000.0,-10000.0,-18.1952,SLD,USD,CHF,20160318 07:16:28 EST,,9865.06202,426293.82302,0.96998
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,111.438,20000.0,10000.0,-8.424,BOT,USD,JPY,20160318 07:16:50 EST,,9856.63802,436100.36702,111.365
55,Paper,Paper,2.0,USD,IDEALPRO,55.0,,,1.0,0.76327,20000.0,-10000.0,5.7,SLD,AUD,USD,20160318 07:19:13 EST,,9862.33802,443733.06702,0.7625
56,Paper,Paper,2.0,USD,IDEALPRO,56.0,,,1.0,125.682,20000.0,-10000.0,10.584,SLD,EUR,JPY,20160318 07:19:35 EST,,9872.92202,454793.08302,125.539
57,Paper,Paper,2.0,USD,IDEALPRO,57.0,,,1.0,1.12759,20000.0,10000.0,-5.0,BOT,EUR,USD,20160318 07:20:18 EST,,9867.92202,466068.98302,1.12729
58,Paper,Paper,2.0,USD,IDEALPRO,58.0,,,1.0,0.76318,20000.0,10000.0,-8.8,BOT,AUD,USD,20160318 07:20:19 EST,,9859.12202,473700.78302,0.7625
59,Paper,Paper,2.0,USD,IDEALPRO,59.0,,,1.0,0.96828,20000.0,10000.0,15.2074,BOT,USD,CHF,20160318 07:20:42 EST,,9874.32942,483501.71318,0.96998
60,Paper,Paper,2.0,USD,IDEALPRO,60.0,,,1.0,111.461,20000.0,-10000.0,6.448,SLD,USD,JPY,20160318 07:20:42 EST,,9880.77742,493310.28118,111.365
61,Paper,Paper,2.0,USD,IDEALPRO,61.0,,,1.0,125.703,20000.0,10000.0,-16.432,BOT,EUR,JPY,20160318 07:21:04 EST,,9864.34542,504372.14518,125.539
62,Paper,Paper,2.0,USD,IDEALPRO,62.0,,,1.0,0.96864,20000.0,-10000.0,-15.56348,SLD,USD,CHF,20160318 07:22:32 EST,,9848.78194,514176.71926,0.96998
63,Paper,Paper,2.0,USD,IDEALPRO,63.0,,,1.0,111.492,20000.0,10000.0,-13.176,BOT,USD,JPY,20160318 07:22:33 EST,,9835.60594,523988.01526,111.365
64,Paper,Paper,2.0,USD,IDEALPRO,64.0,,,1.0,0.76264,20000.0,-10000.0,-0.6,SLD,AUD,USD,20160318 07:23:06 EST,,9835.00594,531614.41526,0.7625
65,Paper,Paper,2.0,USD,IDEALPRO,65.0,,,1.0,1.12718,20000.0,-10000.0,-3.1,SLD,EUR,USD,20160318 07:23:17 EST,,9831.90594,542886.21526,1.12729
66,Paper,Paper,2.0,USD,IDEALPRO,66.0,,,1.0,0.96888,20000.0,10000.0,9.1342,BOT,USD,CHF,20160318 07:23:29 EST,,9841.04014,552693.21862,0.96998
67,Paper,Paper,2.0,USD,IDEALPRO,67.0,,,1.0,111.482,20000.0,-10000.0,8.296,SLD,USD,JPY,20160318 07:23:40 EST,,9849.33614,562503.63462,111.365
68,Paper,Paper,2.0,USD,IDEALPRO,68.0,,,1.0,125.667,20000.0,-10000.0,9.264,SLD,EUR,JPY,20160318 07:23:51 EST,,9858.60014,573562.33062,125.539
69,Paper,Paper,2.0,USD,IDEALPRO,69.0,,,1.0,1.12738,20000.0,10000.0,-2.9,BOT,EUR,USD,20160318 07:24:13 EST,,9855.70014,584836.13062,1.12729
70,Paper,Paper,2.0,USD,IDEALPRO,70.0,,,1.0,0.76249,20000.0,10000.0,-1.9,BOT,AUD,USD,20160318 07:26:12 EST,,9853.80014,592461.03062,0.7625
71,Paper,Paper,2.0,USD,IDEALPRO,71.0,,,1.0,1.12767,20000.0,-10000.0,1.8,SLD,EUR,USD,20160318 07:26:23 EST,,9855.60014,603737.73062,1.12729
72,Paper,Paper,2.0,USD,IDEALPRO,72.0,,,1.0,111.438,20000.0,10000.0,-8.424,BOT,USD,JPY,20160318 07:26:45 EST,,9847.17614,613544.27462,111.365
73,Paper,Paper,2.0,USD,IDEALPRO,73.0,,,1.0,0.76258,20000.0,-10000.0,-1.2,SLD,AUD,USD,20160318 07:27:18 EST,,9845.97614,621170.07462,0.7625
74,Paper,Paper,2.0,USD,IDEALPRO,74.0,,,1.0,0.9684,20000.0,-10000.0,-17.99276,SLD,USD,CHF,20160318 07:27:30 EST,,9827.98338,630972.21942,0.96998
75,Paper,Paper,2.0,USD,IDEALPRO,75.0,,,1.0,111.425,20000.0,-10000.0,3.28,SLD,USD,JPY,20160318 07:27:30 EST,,9831.26338,640777.61942,111.365
76,Paper,Paper,2.0,USD,IDEALPRO,76.0,,,1.0,1.12773,20000.0,10000.0,-6.4,BOT,EUR,USD,20160318 07:28:14 EST,,9824.86338,652054.91942,1.12729
77,Paper,Paper,2.0,USD,IDEALPRO,77.0,,,1.0,0.96852,20000.0,10000.0,12.77812,BOT,USD,CHF,20160318 07:28:27 EST,,9837.6415,661858.27886,0.96998
78,Paper,Paper,2.0,USD,IDEALPRO,78.0,,,1.0,111.437,20000.0,10000.0,-8.336,BOT,USD,JPY,20160318 07:28:27 EST,,9829.3055,671664.73486,111.365
79,Paper,Paper,2.0,USD,IDEALPRO,79.0,,,1.0,1.12781,20000.0,-10000.0,3.2,SLD,EUR,USD,20160318 07:29:12 EST,,9832.5055,682942.83486,1.12729
80,Paper,Paper,2.0,USD,IDEALPRO,80.0,,,1.0,125.698,20000.0,10000.0,-15.992,BOT,EUR,JPY,20160318 07:29:35 EST,,9816.5135,694004.25886,125.539
81,Paper,Paper,2.0,USD,IDEALPRO,81.0,,,1.0,1.12789,20000.0,10000.0,-8.0,BOT,EUR,USD,20160318 07:30:18 EST,,9808.5135,705283.15886,1.12729
82,Paper,Paper,2.0,USD,IDEALPRO,82.0,,,1.0,111.449,20000.0,-10000.0,5.392,SLD,USD,JPY,20160318 07:30:30 EST,,9813.9055,715090.67086,111.365
83,Paper,Paper,2.0,USD,IDEALPRO,83.0,,,1.0,0.76296,20000.0,10000.0,-6.6,BOT,AUD,USD,20160318 07:33:13 EST,,9807.3055,722720.27086,0.7625
84,Paper,Paper,2.0,USD,IDEALPRO,84.0,,,1.0,0.96825,20000.0,-10000.0,-19.51106,SLD,USD,CHF,20160318 07:33:25 EST,,9787.79444,732520.89736,0.96998
85,Paper,Paper,2.0,USD,IDEALPRO,85.0,,,1.0,0.76311,20000.0,-10000.0,4.1,SLD,AUD,USD,20160318 07:34:10 EST,,9791.89444,740151.99736,0.7625
86,Paper,Paper,2.0,USD,IDEALPRO,86.0,,,1.0,111.449,20000.0,10000.0,-9.392,BOT,USD,JPY,20160318 07:34:32 EST,,9782.50244,749959.50936,111.365
87,Paper,Paper,2.0,USD,IDEALPRO,87.0,,,1.0,0.76336,20000.0,10000.0,-10.6,BOT,AUD,USD,20160318 07:36:10 EST,,9771.90244,757593.10936,0.7625
88,Paper,Paper,2.0,USD,IDEALPRO,88.0,,,1.0,1.12794,20000.0,-10000.0,4.5,SLD,EUR,USD,20160318 07:36:22 EST,,9776.40244,768872.50936,1.12729
89,Paper,Paper,2.0,USD,IDEALPRO,89.0,,,1.0,0.9683,20000.0,10000.0,15.00496,BOT,USD,CHF,20160318 07:36:35 EST,,9791.4074,778673.64196,0.96998
90,Paper,Paper,2.0,USD,IDEALPRO,90.0,,,1.0,111.43,20000.0,-10000.0,3.72,SLD,USD,JPY,20160318 07:36:35 EST,,9795.1274,788479.48196,111.365
91,Paper,Paper,2.0,USD,IDEALPRO,91.0,,,1.0,125.696,20000.0,-10000.0,11.816,SLD,EUR,JPY,20160318 07:36:47 EST,,9806.9434,799540.72996,125.539
92,Paper,Paper,2.0,USD,IDEALPRO,92.0,,,1.0,1.12803,20000.0,10000.0,-9.4,BOT,EUR,USD,20160318 07:37:21 EST,,9797.5434,810821.02996,1.12729
93,Paper,Paper,2.0,USD,IDEALPRO,93.0,,,1.0,1.12798,20000.0,-10000.0,4.9,SLD,EUR,USD,20160318 07:38:20 EST,,9802.4434,822100.82996,1.12729
94,Paper,Paper,2.0,USD,IDEALPRO,94.0,,,1.0,0.76343,20000.0,-10000.0,7.3,SLD,AUD,USD,20160318 07:38:21 EST,,9809.7434,829735.12996,0.7625
95,Paper,Paper,2.0,USD,IDEALPRO,95.0,,,1.0,0.96813,20000.0,-10000.0,-20.7257,SLD,USD,CHF,20160318 07:38:33 EST,,9789.0177,839534.54182,0.96998
96,Paper,Paper,2.0,USD,IDEALPRO,96.0,,,1.0,125.68,20000.0,10000.0,-14.408,BOT,EUR,JPY,20160318 07:38:45 EST,,9774.6097,850594.38182,125.539
97,Paper,Paper,2.0,USD,IDEALPRO,97.0,,,1.0,0.96818,20000.0,10000.0,16.2196,BOT,USD,CHF,20160318 07:39:31 EST,,9790.8293,860394.29978,0.96998
98,Paper,Paper,2.0,USD,IDEALPRO,98.0,,,1.0,0.76335,20000.0,10000.0,-10.5,BOT,AUD,USD,20160318 07:40:18 EST,,9780.3293,868027.79978,0.7625
99,Paper,Paper,2.0,USD,IDEALPRO,99.0,,,1.0,125.686,20000.0,-10000.0,10.936,SLD,EUR,JPY,20160318 07:40:41 EST,,9791.2653,879088.16778,125.539
100,Paper,Paper,2.0,USD,IDEALPRO,100.0,,,1.0,1.12819,20000.0,10000.0,-11.0,BOT,EUR,USD,20160318 07:41:16 EST,,9780.2653,890370.06778,1.12729
101,Paper,Paper,2.0,USD,IDEALPRO,101.0,,,1.0,125.716,20000.0,10000.0,-17.576,BOT,EUR,JPY,20160318 07:41:51 EST,,9762.6893,901433.07578,125.539
102,Paper,Paper,2.0,USD,IDEALPRO,102.0,,,1.0,0.76333,20000.0,-10000.0,6.3,SLD,AUD,USD,20160318 07:42:14 EST,,9768.9893,909066.37578,0.7625
103,Paper,Paper,2.0,USD,IDEALPRO,103.0,,,1.0,1.12834,20000.0,-10000.0,8.5,SLD,EUR,USD,20160318 07:42:26 EST,,9777.4893,920349.77578,1.12729
104,Paper,Paper,2.0,USD,IDEALPRO,104.0,,,1.0,0.76364,20000.0,10000.0,-13.4,BOT,AUD,USD,20160318 07:43:13 EST,,9764.0893,927986.17578,0.7625
105,Paper,Paper,2.0,USD,IDEALPRO,105.0,,,1.0,0.96765,20000.0,-10000.0,-25.58426,SLD,USD,CHF,20160318 07:43:36 EST,,9738.50504,937780.72908,0.96998
106,Paper,Paper,2.0,USD,IDEALPRO,106.0,,,1.0,125.713,20000.0,-10000.0,13.312,SLD,EUR,JPY,20160318 07:43:49 EST,,9751.81704,948843.47308,125.539
107,Paper,Paper,2.0,USD,IDEALPRO,107.0,,,1.0,0.76352,20000.0,-10000.0,8.2,SLD,AUD,USD,20160318 07:44:12 EST,,9760.01704,956478.67308,0.7625
108,Paper,Paper,2.0,USD,IDEALPRO,108.0,,,1.0,1.12803,20000.0,10000.0,-9.4,BOT,EUR,USD,20160318 07:44:24 EST,,9750.61704,967758.97308,1.12729
109,Paper,Paper,2.0,USD,IDEALPRO,109.0,,,1.0,0.96769,20000.0,10000.0,21.17938,BOT,USD,CHF,20160318 07:44:37 EST,,9771.79642,977553.93126,0.96998
110,Paper,Paper,2.0,USD,IDEALPRO,110.0,,,1.0,125.703,20000.0,10000.0,-16.432,BOT,EUR,JPY,20160318 07:44:50 EST,,9755.36442,988615.79526,125.539
111,Paper,Paper,2.0,USD,IDEALPRO,111.0,,,1.0,111.432,20000.0,10000.0,-7.896,BOT,USD,JPY,20160318 07:44:51 EST,,9747.46842,998421.81126,111.365
112,Paper,Paper,2.0,USD,IDEALPRO,112.0,,,1.0,1.12793,20000.0,-10000.0,4.4,SLD,EUR,USD,20160318 07:45:15 EST,,9751.86842,1009701.11126,1.12729
113,Paper,Paper,2.0,USD,IDEALPRO,113.0,,,1.0,0.9679,20000.0,-10000.0,-23.05376,SLD,USD,CHF,20160318 07:45:39 EST,,9728.81466,1019498.19506,0.96998
114,Paper,Paper,2.0,USD,IDEALPRO,114.0,,,1.0,111.433,20000.0,-10000.0,3.984,SLD,USD,JPY,20160318 07:45:39 EST,,9732.79866,1029304.29906,111.365
115,Paper,Paper,2.0,USD,IDEALPRO,115.0,,,1.0,125.659,20000.0,-10000.0,8.56,SLD,EUR,JPY,20160318 07:45:52 EST,,9741.35866,1040362.29106,125.539
116,Paper,Paper,2.0,USD,IDEALPRO,116.0,,,1.0,0.76289,20000.0,10000.0,-5.9,BOT,AUD,USD,20160318 07:46:16 EST,,9735.45866,1047991.19106,0.7625
117,Paper,Paper,2.0,USD,IDEALPRO,117.0,,,1.0,0.96796,20000.0,10000.0,18.44644,BOT,USD,CHF,20160318 07:46:41 EST,,9753.9051,1057788.88218,0.96998
118,Paper,Paper,2.0,USD,IDEALPRO,118.0,,,1.0,125.681,20000.0,10000.0,-14.496,BOT,EUR,JPY,20160318 07:46:54 EST,,9739.4091,1068848.81018,125.539
119,Paper,Paper,2.0,USD,IDEALPRO,119.0,,,1.0,111.444,20000.0,10000.0,-8.952,BOT,USD,JPY,20160318 07:47:39 EST,,9730.4571,1078655.88218,111.365
120,Paper,Paper,2.0,USD,IDEALPRO,120.0,,,1.0,125.694,20000.0,-10000.0,11.64,SLD,EUR,JPY,20160318 07:47:51 EST,,9742.0971,1089716.95418,125.539
121,Paper,Paper,2.0,USD,IDEALPRO,121.0,,,1.0,1.12764,20000.0,10000.0,-5.5,BOT,EUR,USD,20160318 07:48:16 EST,,9736.5971,1100993.35418,1.12729
122,Paper,Paper,2.0,USD,IDEALPRO,122.0,,,1.0,0.76265,20000.0,-10000.0,-0.499999999999,SLD,AUD,USD,20160318 07:48:16 EST,,9736.0971,1108619.85418,0.7625
123,Paper,Paper,2.0,USD,IDEALPRO,123.0,,,1.0,0.96797,20000.0,-10000.0,-22.34522,SLD,USD,CHF,20160318 07:48:40 EST,,9713.75188,1118417.64652,0.96998
124,Paper,Paper,2.0,USD,IDEALPRO,124.0,,,1.0,1.12775,20000.0,-10000.0,2.6,SLD,EUR,USD,20160318 07:49:14 EST,,9716.35188,1129695.14652,1.12729
125,Paper,Paper,2.0,USD,IDEALPRO,125.0,,,1.0,111.425,20000.0,-10000.0,3.28,SLD,USD,JPY,20160318 07:49:37 EST,,9719.63188,1139500.54652,111.365
126,Paper,Paper,2.0,USD,IDEALPRO,126.0,,,1.0,0.76307,20000.0,10000.0,-7.7,BOT,AUD,USD,20160318 07:50:10 EST,,9711.93188,1147131.24652,0.7625
127,Paper,Paper,2.0,USD,IDEALPRO,127.0,,,1.0,1.12772,20000.0,10000.0,-6.3,BOT,EUR,USD,20160318 07:50:22 EST,,9705.63188,1158408.44652,1.12729
128,Paper,Paper,2.0,USD,IDEALPRO,128.0,,,1.0,0.96802,20000.0,10000.0,17.83912,BOT,USD,CHF,20160318 07:50:36 EST,,9723.471,1168206.74496,0.96998
129,Paper,Paper,2.0,USD,IDEALPRO,129.0,,,1.0,111.424,20000.0,10000.0,-7.192,BOT,USD,JPY,20160318 07:50:36 EST,,9716.279,1178012.05696,111.365
130,Paper,Paper,2.0,USD,IDEALPRO,130.0,,,1.0,0.76293,20000.0,-10000.0,2.3,SLD,AUD,USD,20160318 07:51:10 EST,,9718.579,1185641.35696,0.7625
131,Paper,Paper,2.0,USD,IDEALPRO,131.0,,,1.0,0.96779,20000.0,-10000.0,-24.16718,SLD,USD,CHF,20160318 07:52:41 EST,,9694.41182,1195437.32734,0.96998
132,Paper,Paper,2.0,USD,IDEALPRO,132.0,,,1.0,0.9677,20000.0,10000.0,21.07816,BOT,USD,CHF,20160318 07:53:36 EST,,9715.48998,1205232.38674,0.96998
133,Paper,Paper,2.0,USD,IDEALPRO,133.0,,,1.0,125.664,20000.0,10000.0,-13.0,BOT,EUR,JPY,20160318 07:53:49 EST,,9702.48998,1216290.81874,125.539
134,Paper,Paper,2.0,USD,IDEALPRO,134.0,,,1.0,0.96772,20000.0,-10000.0,-24.87572,SLD,USD,CHF,20160318 07:54:35 EST,,9677.61426,1226086.08058,0.96998
135,Paper,Paper,2.0,USD,IDEALPRO,135.0,,,1.0,111.406,20000.0,-10000.0,1.608,SLD,USD,JPY,20160318 07:54:35 EST,,9679.22226,1235889.80858,111.365
136,Paper,Paper,2.0,USD,IDEALPRO,136.0,,,1.0,0.76288,20000.0,10000.0,-5.8,BOT,AUD,USD,20160318 07:55:10 EST,,9673.42226,1243518.60858,0.7625
137,Paper,Paper,2.0,USD,IDEALPRO,137.0,,,1.0,1.12793,20000.0,-10000.0,4.4,SLD,EUR,USD,20160318 07:55:22 EST,,9677.82226,1254797.90858,1.12729
138,Paper,Paper,2.0,USD,IDEALPRO,138.0,,,1.0,0.96786,20000.0,10000.0,19.45864,BOT,USD,CHF,20160318 07:55:35 EST,,9697.2809,1264594.5875,0.96998
139,Paper,Paper,2.0,USD,IDEALPRO,139.0,,,1.0,111.454,20000.0,10000.0,-9.832,BOT,USD,JPY,20160318 07:55:35 EST,,9687.4489,1274402.5395,111.365
140,Paper,Paper,2.0,USD,IDEALPRO,140.0,,,1.0,125.695,20000.0,-10000.0,11.728,SLD,EUR,JPY,20160318 07:55:48 EST,,9699.1769,1285463.6995,125.539
141,Paper,Paper,2.0,USD,IDEALPRO,141.0,,,1.0,1.12775,20000.0,10000.0,-6.6,BOT,EUR,USD,20160318 07:56:22 EST,,9692.5769,1296741.1995,1.12729
142,Paper,Paper,2.0,USD,IDEALPRO,142.0,,,1.0,0.96788,20000.0,-10000.0,-23.2562,SLD,USD,CHF,20160318 07:56:34 EST,,9669.3207,1306538.08086,0.96998
